Category,Sub-Category,Year,Quarter,Value Column Name,Value
"Furniture","Bookcases","2015","Qtr 3","Sum of Sales","17350.5572"
"Furniture","Bookcases","2015","Qtr 3","Sum of Profit","-1705.2543999999998"
"Furniture","Bookcases","2015","Qtr 3","Sum of Profit - Sum of Sales","-19055.8116"
"Furniture","Bookcases","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.0982823998297877"
"Furniture","Bookcases","2015","Qtr 4","Sum of Sales","13203.358199999997"
"Furniture","Bookcases","2015","Qtr 4","Sum of Profit","-168.0645000000007"
"Furniture","Bookcases","2015","Qtr 4","Sum of Profit - Sum of Sales","-13371.422699999997"
"Furniture","Bookcases","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0127289207377559"
"Furniture","Bookcases","2016","Qtr 1","Sum of Sales","3571.3709999999996"
"Furniture","Bookcases","2016","Qtr 1","Sum of Profit","-105.96419999999998"
"Furniture","Bookcases","2016","Qtr 1","Sum of Profit - Sum of Sales","-3677.3351999999995"
"Furniture","Bookcases","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.029670454287723"
"Furniture","Bookcases","2016","Qtr 2","Sum of Sales","4153.811"
"Furniture","Bookcases","2016","Qtr 2","Sum of Profit","416.30459999999994"
"Furniture","Bookcases","2016","Qtr 2","Sum of Profit - Sum of Sales","-3737.5063999999998"
"Furniture","Bookcases","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8997776740443897"
"Furniture","Bookcases","2016","Qtr 3","Sum of Sales","9759.859699999999"
"Furniture","Bookcases","2016","Qtr 3","Sum of Profit","-115.84420000000027"
"Furniture","Bookcases","2016","Qtr 3","Sum of Profit - Sum of Sales","-9875.703899999999"
"Furniture","Bookcases","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.011869453410278"
"Furniture","Bookcases","2016","Qtr 4","Sum of Sales","8790.4248"
"Furniture","Bookcases","2016","Qtr 4","Sum of Profit","17.974799999999732"
"Furniture","Bookcases","2016","Qtr 4","Sum of Profit - Sum of Sales","-8772.45"
"Furniture","Bookcases","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9979551841453669"
"Furniture","Chairs","2014","Qtr 1","Sum of Sales","10091.3"
"Furniture","Chairs","2014","Qtr 1","Sum of Profit","1403.0951999999995"
"Furniture","Chairs","2014","Qtr 1","Sum of Profit - Sum of Sales","-8688.2048"
"Furniture","Chairs","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8609599159672193"
"Furniture","Chairs","2014","Qtr 2","Sum of Sales","13341.776"
"Furniture","Chairs","2014","Qtr 2","Sum of Profit","1072.0673000000002"
"Furniture","Chairs","2014","Qtr 2","Sum of Profit - Sum of Sales","-12269.7087"
"Furniture","Chairs","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9196458327586972"
"Furniture","Chairs","2014","Qtr 3","Sum of Sales","22804.367"
"Furniture","Chairs","2014","Qtr 3","Sum of Profit","1871.8918000000003"
"Furniture","Chairs","2014","Qtr 3","Sum of Profit - Sum of Sales","-20932.475199999997"
"Furniture","Chairs","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9179152045746325"
"Furniture","Chairs","2014","Qtr 4","Sum of Sales","31004.132999999998"
"Furniture","Chairs","2014","Qtr 4","Sum of Profit","2607.9927"
"Furniture","Chairs","2014","Qtr 4","Sum of Profit - Sum of Sales","-28396.1403"
"Furniture","Chairs","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9158824179989165"
"Furniture","Chairs","2015","Qtr 1","Sum of Sales","9446.913000000002"
"Furniture","Chairs","2015","Qtr 1","Sum of Profit","570.4531999999997"
"Furniture","Chairs","2015","Qtr 1","Sum of Profit - Sum of Sales","-8876.459800000002"
"Furniture","Chairs","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.9396148561969397"
"Furniture","Chairs","2015","Qtr 2","Sum of Sales","13891.441999999995"
"Furniture","Chairs","2015","Qtr 2","Sum of Profit","968.0627999999997"
"Furniture","Chairs","2015","Qtr 2","Sum of Profit - Sum of Sales","-12923.379199999996"
"Furniture","Chairs","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9303122886738469"
"Furniture","Chairs","2015","Qtr 3","Sum of Sales","18272.499"
"Furniture","Chairs","2015","Qtr 3","Sum of Profit","2130.7211999999986"
"Furniture","Chairs","2015","Qtr 3","Sum of Profit - Sum of Sales","-16141.777800000002"
"Furniture","Chairs","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8833919104332693"
"Furniture","Chairs","2015","Qtr 4","Sum of Sales","30123.675"
"Furniture","Chairs","2015","Qtr 4","Sum of Profit","2559.1788999999994"
"Furniture","Chairs","2015","Qtr 4","Sum of Profit - Sum of Sales","-27564.4961"
"Furniture","Chairs","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9150442666772896"
"Furniture","Chairs","2016","Qtr 1","Sum of Sales","9348.726"
"Furniture","Chairs","2016","Qtr 1","Sum of Profit","365.3858"
"Furniture","Chairs","2016","Qtr 1","Sum of Profit - Sum of Sales","-8983.3402"
"Furniture","Chairs","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.9609159793537644"
"Furniture","Chairs","2016","Qtr 2","Sum of Sales","18979.248999999993"
"Furniture","Chairs","2016","Qtr 2","Sum of Profit","1601.4947999999993"
"Furniture","Chairs","2016","Qtr 2","Sum of Profit - Sum of Sales","-17377.754199999992"
"Furniture","Chairs","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9156186422339472"
"Furniture","Chairs","2016","Qtr 3","Sum of Sales","21556.075999999994"
"Furniture","Chairs","2016","Qtr 3","Sum of Profit","914.7576999999997"
"Furniture","Chairs","2016","Qtr 3","Sum of Profit - Sum of Sales","-20641.318299999995"
"Furniture","Chairs","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.957563811706732"
"Furniture","Chairs","2016","Qtr 4","Sum of Sales","34034.594000000005"
"Furniture","Chairs","2016","Qtr 4","Sum of Profit","2881.5155999999984"
"Furniture","Chairs","2016","Qtr 4","Sum of Profit - Sum of Sales","-31153.078400000006"
"Furniture","Chairs","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9153356846272355"
"Furniture","Furnishings","2014","Qtr 1","Sum of Sales","1584.8780000000004"
"Furniture","Furnishings","2014","Qtr 1","Sum of Profit","183.5819"
"Furniture","Furnishings","2014","Qtr 1","Sum of Profit - Sum of Sales","-1401.2961000000005"
"Furniture","Furnishings","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8841665415255939"
"Furniture","Furnishings","2014","Qtr 2","Sum of Sales","2196.9620000000004"
"Furniture","Furnishings","2014","Qtr 2","Sum of Profit","351.87749999999994"
"Furniture","Furnishings","2014","Qtr 2","Sum of Profit - Sum of Sales","-1845.0845000000004"
"Furniture","Furnishings","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8398345078339999"
"Furniture","Furnishings","2014","Qtr 3","Sum of Sales","4861.336"
"Furniture","Furnishings","2014","Qtr 3","Sum of Profit","1105.4804"
"Furniture","Furnishings","2014","Qtr 3","Sum of Profit - Sum of Sales","-3755.8556000000003"
"Furniture","Furnishings","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7725974094364183"
"Furniture","Furnishings","2014","Qtr 4","Sum of Sales","5183.057999999999"
"Furniture","Furnishings","2014","Qtr 4","Sum of Profit","331.95209999999946"
"Furniture","Furnishings","2014","Qtr 4","Sum of Profit - Sum of Sales","-4851.1059"
"Furniture","Furnishings","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9359543921754301"
"Furniture","Furnishings","2015","Qtr 1","Sum of Sales","2912.1760000000004"
"Furniture","Furnishings","2015","Qtr 1","Sum of Profit","324.25899999999996"
"Furniture","Furnishings","2015","Qtr 1","Sum of Profit - Sum of Sales","-2587.9170000000004"
"Furniture","Furnishings","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8886540511287779"
"Furniture","Furnishings","2015","Qtr 2","Sum of Sales","7022.307999999998"
"Furniture","Furnishings","2015","Qtr 2","Sum of Profit","1057.3146999999997"
"Furniture","Furnishings","2015","Qtr 2","Sum of Profit - Sum of Sales","-5964.993299999998"
"Furniture","Furnishings","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8494348724094699"
"Furniture","Furnishings","2015","Qtr 3","Sum of Sales","4457.988"
"Furniture","Furnishings","2015","Qtr 3","Sum of Profit","860.5155"
"Furniture","Furnishings","2015","Qtr 3","Sum of Profit - Sum of Sales","-3597.4725000000003"
"Furniture","Furnishings","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8069722260356016"
"Furniture","Furnishings","2015","Qtr 4","Sum of Sales","6697.24"
"Furniture","Furnishings","2015","Qtr 4","Sum of Profit","809.7296999999996"
"Furniture","Furnishings","2015","Qtr 4","Sum of Profit - Sum of Sales","-5887.5103"
"Furniture","Furnishings","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8790950152600174"
"Furniture","Furnishings","2016","Qtr 1","Sum of Sales","4198.187999999999"
"Furniture","Furnishings","2016","Qtr 1","Sum of Profit","682.5569999999998"
"Furniture","Furnishings","2016","Qtr 1","Sum of Profit - Sum of Sales","-3515.6309999999994"
"Furniture","Furnishings","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.837416285311663"
"Furniture","Furnishings","2016","Qtr 2","Sum of Sales","5269.216000000001"
"Furniture","Furnishings","2016","Qtr 2","Sum of Profit","359.7669000000002"
"Furniture","Furnishings","2016","Qtr 2","Sum of Profit - Sum of Sales","-4909.449100000001"
"Furniture","Furnishings","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9317228786977038"
"Furniture","Furnishings","2016","Qtr 3","Sum of Sales","6338.937999999997"
"Furniture","Furnishings","2016","Qtr 3","Sum of Profit","737.0448999999999"
"Furniture","Furnishings","2016","Qtr 3","Sum of Profit - Sum of Sales","-5601.8930999999975"
"Furniture","Furnishings","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8837273846186853"
"Furniture","Furnishings","2016","Qtr 4","Sum of Sales","12067.781999999996"
"Furniture","Furnishings","2016","Qtr 4","Sum of Profit","2155.9011999999984"
"Furniture","Furnishings","2016","Qtr 4","Sum of Profit - Sum of Sales","-9911.880799999997"
"Furniture","Furnishings","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.821350667421735"
"Furniture","Tables","2014","Qtr 1","Sum of Sales","8263.460000000001"
"Furniture","Tables","2014","Qtr 1","Sum of Profit","-1321.1641000000002"
"Furniture","Tables","2014","Qtr 1","Sum of Profit - Sum of Sales","-9584.6241"
"Furniture","Tables","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.1598802559702595"
"Furniture","Tables","2014","Qtr 2","Sum of Sales","10816.307999999999"
"Furniture","Tables","2014","Qtr 2","Sum of Profit","-408.78190000000075"
"Furniture","Tables","2014","Qtr 2","Sum of Profit - Sum of Sales","-11225.089899999999"
"Furniture","Tables","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.0377931083323442"
"Furniture","Tables","2014","Qtr 3","Sum of Sales","9615.756500000001"
"Furniture","Tables","2014","Qtr 3","Sum of Profit","-391.77420000000075"
"Furniture","Tables","2014","Qtr 3","Sum of Profit - Sum of Sales","-10007.530700000003"
"Furniture","Tables","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.040742941026013"
"Furniture","Tables","2014","Qtr 4","Sum of Sales","17392.841"
"Furniture","Tables","2014","Qtr 4","Sum of Profit","-1002.3225000000003"
"Furniture","Tables","2014","Qtr 4","Sum of Profit - Sum of Sales","-18395.163500000002"
"Furniture","Tables","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0576284518440664"
"Furniture","Tables","2015","Qtr 1","Sum of Sales","10300.82"
"Furniture","Tables","2015","Qtr 1","Sum of Profit","-1456.9471000000003"
"Furniture","Tables","2015","Qtr 1","Sum of Profit - Sum of Sales","-11757.767100000001"
"Furniture","Tables","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.1414399144922445"
"Furniture","Tables","2015","Qtr 2","Sum of Sales","3375.6105"
"Furniture","Tables","2015","Qtr 2","Sum of Profit","-918.9040000000002"
"Furniture","Tables","2015","Qtr 2","Sum of Profit - Sum of Sales","-4294.5145"
"Furniture","Tables","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.2722186105298583"
"Furniture","Tables","2015","Qtr 3","Sum of Sales","9504.991"
"Furniture","Tables","2015","Qtr 3","Sum of Profit","-748.4285000000003"
"Furniture","Tables","2015","Qtr 3","Sum of Profit - Sum of Sales","-10253.4195"
"Furniture","Tables","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.0787405795544678"
"Furniture","Tables","2015","Qtr 4","Sum of Sales","15969.001999999999"
"Furniture","Tables","2015","Qtr 4","Sum of Profit","-385.5223000000002"
"Furniture","Tables","2015","Qtr 4","Sum of Profit - Sum of Sales","-16354.5243"
"Furniture","Tables","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0241419156939175"
"Furniture","Tables","2016","Qtr 1","Sum of Sales","7231.101"
"Furniture","Tables","2016","Qtr 1","Sum of Profit","-816.2507"
"Furniture","Tables","2016","Qtr 1","Sum of Profit - Sum of Sales","-8047.351699999999"
"Furniture","Tables","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.1128805558102424"
"Furniture","Tables","2016","Qtr 2","Sum of Sales","13000.220999999998"
"Furniture","Tables","2016","Qtr 2","Sum of Profit","-294.52550000000053"
"Furniture","Tables","2016","Qtr 2","Sum of Profit - Sum of Sales","-13294.746499999997"
"Furniture","Tables","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.0226554225501243"
"Furniture","Tables","2016","Qtr 3","Sum of Sales","15159.7585"
"Furniture","Tables","2016","Qtr 3","Sum of Profit","-288.59430000000026"
"Furniture","Tables","2016","Qtr 3","Sum of Profit - Sum of Sales","-15448.3528"
"Furniture","Tables","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.0190368665833298"
"Furniture","Tables","2016","Qtr 4","Sum of Sales","25442.12"
"Furniture","Tables","2016","Qtr 4","Sum of Profit","-1551.5713"
"Furniture","Tables","2016","Qtr 4","Sum of Profit - Sum of Sales","-26993.6913"
"Furniture","Tables","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0609843558634264"
"Office Supplies","Appliances","2014","Qtr 1","Sum of Sales","905.462"
"Office Supplies","Appliances","2014","Qtr 1","Sum of Profit","-252.46000000000004"
"Office Supplies","Appliances","2014","Qtr 1","Sum of Profit - Sum of Sales","-1157.922"
"Office Supplies","Appliances","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.2788189896428563"
"Office Supplies","Appliances","2014","Qtr 2","Sum of Sales","3726.4219999999996"
"Office Supplies","Appliances","2014","Qtr 2","Sum of Profit","959.8454999999998"
"Office Supplies","Appliances","2014","Qtr 2","Sum of Profit - Sum of Sales","-2766.5764999999997"
"Office Supplies","Appliances","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7424216849299409"
"Office Supplies","Appliances","2014","Qtr 3","Sum of Sales","4591.7570000000005"
"Office Supplies","Appliances","2014","Qtr 3","Sum of Profit","320.6246"
"Office Supplies","Appliances","2014","Qtr 3","Sum of Profit - Sum of Sales","-4271.1324"
"Office Supplies","Appliances","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9301738746192362"
"Office Supplies","Appliances","2014","Qtr 4","Sum of Sales","6089.983999999999"
"Office Supplies","Appliances","2014","Qtr 4","Sum of Profit","1431.4897999999996"
"Office Supplies","Appliances","2014","Qtr 4","Sum of Profit - Sum of Sales","-4658.494199999999"
"Office Supplies","Appliances","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7649435860586826"
"Office Supplies","Appliances","2015","Qtr 1","Sum of Sales","2119.8039999999996"
"Office Supplies","Appliances","2015","Qtr 1","Sum of Profit","-39.107500000000016"
"Office Supplies","Appliances","2015","Qtr 1","Sum of Profit - Sum of Sales","-2158.9114999999997"
"Office Supplies","Appliances","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.0184486395912076"
"Office Supplies","Appliances","2015","Qtr 2","Sum of Sales","6610.725999999999"
"Office Supplies","Appliances","2015","Qtr 2","Sum of Profit","-523.312600000001"
"Office Supplies","Appliances","2015","Qtr 2","Sum of Profit - Sum of Sales","-7134.0386"
"Office Supplies","Appliances","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.0791611390337463"
"Office Supplies","Appliances","2015","Qtr 3","Sum of Sales","3321.588"
"Office Supplies","Appliances","2015","Qtr 3","Sum of Profit","694.2234999999998"
"Office Supplies","Appliances","2015","Qtr 3","Sum of Profit - Sum of Sales","-2627.3645000000006"
"Office Supplies","Appliances","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7909965052860259"
"Office Supplies","Appliances","2015","Qtr 4","Sum of Sales","11189.171000000002"
"Office Supplies","Appliances","2015","Qtr 4","Sum of Profit","2380.0922999999993"
"Office Supplies","Appliances","2015","Qtr 4","Sum of Profit - Sum of Sales","-8809.078700000002"
"Office Supplies","Appliances","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7872860911679694"
"Office Supplies","Appliances","2016","Qtr 1","Sum of Sales","3274.4959999999996"
"Office Supplies","Appliances","2016","Qtr 1","Sum of Profit","497.55929999999995"
"Office Supplies","Appliances","2016","Qtr 1","Sum of Profit - Sum of Sales","-2776.9366999999997"
"Office Supplies","Appliances","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8480501121393949"
"Office Supplies","Appliances","2016","Qtr 2","Sum of Sales","4327.446"
"Office Supplies","Appliances","2016","Qtr 2","Sum of Profit","521.5242999999999"
"Office Supplies","Appliances","2016","Qtr 2","Sum of Profit - Sum of Sales","-3805.9217"
"Office Supplies","Appliances","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8794845042549346"
"Office Supplies","Appliances","2016","Qtr 3","Sum of Sales","7761.788"
"Office Supplies","Appliances","2016","Qtr 3","Sum of Profit","1218.740099999999"
"Office Supplies","Appliances","2016","Qtr 3","Sum of Profit - Sum of Sales","-6543.0479000000005"
"Office Supplies","Appliances","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8429820422820103"
"Office Supplies","Appliances","2016","Qtr 4","Sum of Sales","10686.584999999997"
"Office Supplies","Appliances","2016","Qtr 4","Sum of Profit","3063.5178"
"Office Supplies","Appliances","2016","Qtr 4","Sum of Profit - Sum of Sales","-7623.067199999998"
"Office Supplies","Appliances","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7133305167179225"
"Office Supplies","Art","2014","Qtr 1","Sum of Sales","663.922"
"Office Supplies","Art","2014","Qtr 1","Sum of Profit","173.1049"
"Office Supplies","Art","2014","Qtr 1","Sum of Profit - Sum of Sales","-490.81710000000004"
"Office Supplies","Art","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7392692213844397"
"Office Supplies","Art","2014","Qtr 2","Sum of Sales","1542.2479999999998"
"Office Supplies","Art","2014","Qtr 2","Sum of Profit","406.8376999999998"
"Office Supplies","Art","2014","Qtr 2","Sum of Profit - Sum of Sales","-1135.4103"
"Office Supplies","Art","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7362047478745314"
"Office Supplies","Art","2014","Qtr 3","Sum of Sales","1219.5620000000001"
"Office Supplies","Art","2014","Qtr 3","Sum of Profit","312.47729999999996"
"Office Supplies","Art","2014","Qtr 3","Sum of Profit - Sum of Sales","-907.0847000000001"
"Office Supplies","Art","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7437790780624519"
"Office Supplies","Art","2014","Qtr 4","Sum of Sales","2632.249999999999"
"Office Supplies","Art","2014","Qtr 4","Sum of Profit","514.3832000000001"
"Office Supplies","Art","2014","Qtr 4","Sum of Profit - Sum of Sales","-2117.866799999999"
"Office Supplies","Art","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8045842150251684"
"Office Supplies","Art","2015","Qtr 1","Sum of Sales","700.1940000000001"
"Office Supplies","Art","2015","Qtr 1","Sum of Profit","169.44740000000002"
"Office Supplies","Art","2015","Qtr 1","Sum of Profit - Sum of Sales","-530.7466000000001"
"Office Supplies","Art","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7579993544646199"
"Office Supplies","Art","2015","Qtr 2","Sum of Sales","1567.8720000000003"
"Office Supplies","Art","2015","Qtr 2","Sum of Profit","323.3574"
"Office Supplies","Art","2015","Qtr 2","Sum of Profit - Sum of Sales","-1244.5146000000004"
"Office Supplies","Art","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7937603324761207"
"Office Supplies","Art","2015","Qtr 3","Sum of Sales","1756.818"
"Office Supplies","Art","2015","Qtr 3","Sum of Profit","407.5025"
"Office Supplies","Art","2015","Qtr 3","Sum of Profit - Sum of Sales","-1349.3155"
"Office Supplies","Art","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7680451247653428"
"Office Supplies","Art","2015","Qtr 4","Sum of Sales","2211.9500000000003"
"Office Supplies","Art","2015","Qtr 4","Sum of Profit","584.7508999999999"
"Office Supplies","Art","2015","Qtr 4","Sum of Profit - Sum of Sales","-1627.1991000000003"
"Office Supplies","Art","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7356400913221366"
"Office Supplies","Art","2016","Qtr 1","Sum of Sales","845.9960000000001"
"Office Supplies","Art","2016","Qtr 1","Sum of Profit","169.82289999999992"
"Office Supplies","Art","2016","Qtr 1","Sum of Profit - Sum of Sales","-676.1731000000002"
"Office Supplies","Art","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7992627624716904"
"Office Supplies","Art","2016","Qtr 2","Sum of Sales","1468.1740000000002"
"Office Supplies","Art","2016","Qtr 2","Sum of Profit","365.35349999999994"
"Office Supplies","Art","2016","Qtr 2","Sum of Profit - Sum of Sales","-1102.8205000000003"
"Office Supplies","Art","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7511510897209732"
"Office Supplies","Art","2016","Qtr 3","Sum of Sales","1869.692"
"Office Supplies","Art","2016","Qtr 3","Sum of Profit","407.21139999999997"
"Office Supplies","Art","2016","Qtr 3","Sum of Profit - Sum of Sales","-1462.4806"
"Office Supplies","Art","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7822040207691963"
"Office Supplies","Art","2016","Qtr 4","Sum of Sales","1777.0460000000005"
"Office Supplies","Art","2016","Qtr 4","Sum of Profit","471.57479999999987"
"Office Supplies","Art","2016","Qtr 4","Sum of Profit - Sum of Sales","-1305.4712000000006"
"Office Supplies","Art","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7346299420498964"
"Office Supplies","Binders","2014","Qtr 1","Sum of Sales","2679.445"
"Office Supplies","Binders","2014","Qtr 1","Sum of Profit","633.5917999999997"
"Office Supplies","Binders","2014","Qtr 1","Sum of Profit - Sum of Sales","-2045.8532000000005"
"Office Supplies","Binders","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7635361800671409"
"Office Supplies","Binders","2014","Qtr 2","Sum of Sales","9633.848999999995"
"Office Supplies","Binders","2014","Qtr 2","Sum of Profit","2161.8373"
"Office Supplies","Binders","2014","Qtr 2","Sum of Profit - Sum of Sales","-7472.011699999995"
"Office Supplies","Binders","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7755998355382152"
"Office Supplies","Binders","2014","Qtr 3","Sum of Sales","19929.495000000006"
"Office Supplies","Binders","2014","Qtr 3","Sum of Profit","2319.101199999996"
"Office Supplies","Binders","2014","Qtr 3","Sum of Profit - Sum of Sales","-17610.39380000001"
"Office Supplies","Binders","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.883634723308343"
"Office Supplies","Binders","2014","Qtr 4","Sum of Sales","11245.476"
"Office Supplies","Binders","2014","Qtr 4","Sum of Profit","-374.8143000000022"
"Office Supplies","Binders","2014","Qtr 4","Sum of Profit - Sum of Sales","-11620.290300000002"
"Office Supplies","Binders","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0333302298631024"
"Office Supplies","Binders","2015","Qtr 1","Sum of Sales","11269.445999999996"
"Office Supplies","Binders","2015","Qtr 1","Sum of Profit","5235.425100000002"
"Office Supplies","Binders","2015","Qtr 1","Sum of Profit - Sum of Sales","-6034.020899999994"
"Office Supplies","Binders","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.535431901443957"
"Office Supplies","Binders","2015","Qtr 2","Sum of Sales","11218.133000000002"
"Office Supplies","Binders","2015","Qtr 2","Sum of Profit","3373.4824999999987"
"Office Supplies","Binders","2015","Qtr 2","Sum of Profit - Sum of Sales","-7844.650500000003"
"Office Supplies","Binders","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.6992830714344359"
"Office Supplies","Binders","2015","Qtr 3","Sum of Sales","6295.6140000000005"
"Office Supplies","Binders","2015","Qtr 3","Sum of Profit","272.71450000000016"
"Office Supplies","Binders","2015","Qtr 3","Sum of Profit - Sum of Sales","-6022.8995"
"Office Supplies","Binders","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9566818264270966"
"Office Supplies","Binders","2015","Qtr 4","Sum of Sales","8669.905"
"Office Supplies","Binders","2015","Qtr 4","Sum of Profit","-1284.9507000000003"
"Office Supplies","Binders","2015","Qtr 4","Sum of Profit - Sum of Sales","-9954.8557"
