Region,State,Segment,Value Column Name,Value
"West","Washington","Home Office","Discount","7.000000000000002"
"West","Oregon","Consumer","Quantity","281"
"West","Oregon","Consumer","Row ID","67"
"West","Oregon","Consumer","Sales","8893.932999999999"
"West","Oregon","Consumer","Average of Postal Code","97342.40298507463"
"West","Oregon","Consumer","Average of Postal Code - Quantity","97061.40298507463"
"West","Oregon","Consumer","(Average of Postal Code - Quantity)%","345.41424549848625"
"West","Oregon","Consumer","Average of Postal Code - Row ID","97275.40298507463"
"West","Oregon","Consumer","(Average of Postal Code - Row ID)%","1451.8716863443974"
"West","Oregon","Consumer","Average of Postal Code - Sales","88448.46998507463"
"West","Oregon","Consumer","(Average of Postal Code - Sales)%","9.944809566822084"
"West","Oregon","Consumer","Row ID - Quantity","-214"
"West","Oregon","Consumer","(Row ID - Quantity)%","-0.7615658362989324"
"West","Oregon","Consumer","Sales - Quantity","8612.932999999999"
"West","Oregon","Consumer","(Sales - Quantity)%","30.651007117437715"
"West","Oregon","Consumer","Sales - Row ID","8826.932999999999"
"West","Oregon","Consumer","(Sales - Row ID)%","131.7452686567164"
"West","Oregon","Consumer","Profit","-838.7355"
"West","Oregon","Consumer","First Ship Mode",""
"West","Oregon","Consumer","Discount","19.499999999999986"
"West","Oregon","Corporate","Quantity","164"
"West","Oregon","Corporate","Row ID","38"
"West","Oregon","Corporate","Sales","6563.970000000002"
"West","Oregon","Corporate","Average of Postal Code","97394.8947368421"
"West","Oregon","Corporate","Average of Postal Code - Quantity","97230.8947368421"
"West","Oregon","Corporate","(Average of Postal Code - Quantity)%","592.8713093709885"
"West","Oregon","Corporate","Average of Postal Code - Row ID","97356.8947368421"
"West","Oregon","Corporate","(Average of Postal Code - Row ID)%","2562.0235457063714"
"West","Oregon","Corporate","Average of Postal Code - Sales","90830.9247368421"
"West","Oregon","Corporate","(Average of Postal Code - Sales)%","13.837803149137196"
"West","Oregon","Corporate","Row ID - Quantity","-126"
"West","Oregon","Corporate","(Row ID - Quantity)%","-0.7682926829268293"
"West","Oregon","Corporate","Sales - Quantity","6399.970000000002"
"West","Oregon","Corporate","(Sales - Quantity)%","39.024207317073184"
"West","Oregon","Corporate","Sales - Row ID","6525.970000000002"
"West","Oregon","Corporate","(Sales - Row ID)%","171.736052631579"
"West","Oregon","Corporate","Profit","180.7439000000001"
"West","Oregon","Corporate","First Ship Mode",""
"West","Oregon","Corporate","Discount","10.9"
"West","Oregon","Home Office","Quantity","54"
"West","Oregon","Home Office","Row ID","19"
"West","Oregon","Home Office","Sales","1973.247"
"West","Oregon","Home Office","Average of Postal Code","97325.15789473684"
"West","Oregon","Home Office","Average of Postal Code - Quantity","97271.15789473684"
"West","Oregon","Home Office","(Average of Postal Code - Quantity)%","1801.317738791423"
"West","Oregon","Home Office","Average of Postal Code - Row ID","97306.15789473684"
"West","Oregon","Home Office","(Average of Postal Code - Row ID)%","5121.376731301939"
"West","Oregon","Home Office","Average of Postal Code - Sales","95351.91089473684"
"West","Oregon","Home Office","(Average of Postal Code - Sales)%","48.32233921791689"
"West","Oregon","Home Office","Row ID - Quantity","-35"
"West","Oregon","Home Office","(Row ID - Quantity)%","-0.6481481481481481"
"West","Oregon","Home Office","Sales - Quantity","1919.247"
"West","Oregon","Home Office","(Sales - Quantity)%","35.54161111111111"
"West","Oregon","Home Office","Sales - Row ID","1954.247"
"West","Oregon","Home Office","(Sales - Row ID)%","102.8551052631579"
"West","Oregon","Home Office","Profit","-532.4788999999998"
"West","Oregon","Home Office","First Ship Mode",""
"West","Oregon","Home Office","Discount","5.4"
"West","California","Consumer","Quantity","4081"
"West","California","Consumer","Row ID","1048"
"West","California","Consumer","Sales","229636.08000000016"
"West","California","Consumer","Average of Postal Code","92135.41698473283"
"West","California","Consumer","Average of Postal Code - Quantity","88054.41698473283"
"West","California","Consumer","(Average of Postal Code - Quantity)%","21.576676546124194"
"West","California","Consumer","Average of Postal Code - Row ID","91087.41698473283"
"West","California","Consumer","(Average of Postal Code - Row ID)%","86.91547422207331"
"West","California","Consumer","Average of Postal Code - Sales","-137500.66301526735"
"West","California","Consumer","(Average of Postal Code - Sales)%","-0.598776390083245"
"West","California","Consumer","Row ID - Quantity","-3033"
"West","California","Consumer","(Row ID - Quantity)%","-0.7432001960303848"
"West","California","Consumer","Sales - Quantity","225555.08000000016"
"West","California","Consumer","(Sales - Quantity)%","55.26956138201425"
"West","California","Consumer","Sales - Row ID","228588.08000000016"
"West","California","Consumer","(Sales - Row ID)%","218.11839694656504"
"West","California","Consumer","Profit","38374.039199999985"
"West","California","Consumer","First Ship Mode",""
"West","California","Consumer","Discount","73.35000000000016"
"West","California","Corporate","Quantity","2291"
"West","California","Corporate","Row ID","618"
"West","California","Corporate","Sales","147174.72650000002"
"West","California","Corporate","Average of Postal Code","92179.65372168284"
"West","California","Corporate","Average of Postal Code - Quantity","89888.65372168284"
"West","California","Corporate","(Average of Postal Code - Quantity)%","39.23555378510818"
"West","California","Corporate","Average of Postal Code - Row ID","91561.65372168284"
"West","California","Corporate","(Average of Postal Code - Row ID)%","148.1580157308784"
"West","California","Corporate","Average of Postal Code - Sales","-54995.072778317175"
"West","California","Corporate","(Average of Postal Code - Sales)%","-0.37367198897643045"
"West","California","Corporate","Row ID - Quantity","-1673"
"West","California","Corporate","(Row ID - Quantity)%","-0.7302487996508075"
"West","California","Corporate","Sales - Quantity","144883.72650000002"
"West","California","Corporate","(Sales - Quantity)%","63.240386948930606"
"West","California","Corporate","Sales - Row ID","146556.72650000002"
"West","California","Corporate","(Sales - Row ID)%","237.14680663430423"
"West","California","Corporate","Profit","24367.844099999988"
"West","California","Corporate","First Ship Mode",""
"West","California","Corporate","Discount","49.69999999999999"
"West","California","Home Office","Quantity","1295"
"West","California","Home Office","Row ID","335"
"West","California","Home Office","Sales","80876.82500000003"
"West","California","Home Office","Average of Postal Code","92112.52537313433"
"West","California","Home Office","Average of Postal Code - Quantity","90817.52537313433"
"West","California","Home Office","(Average of Postal Code - Quantity)%","70.12936322249755"
"West","California","Home Office","Average of Postal Code - Row ID","91777.52537313433"
"West","California","Home Office","(Average of Postal Code - Row ID)%","273.96276230786367"
"West","California","Home Office","Average of Postal Code - Sales","11235.7003731343"
"West","California","Home Office","(Average of Postal Code - Sales)%","0.13892360850137594"
"West","California","Home Office","Row ID - Quantity","-960"
"West","California","Home Office","(Row ID - Quantity)%","-0.7413127413127413"
"West","California","Home Office","Sales - Quantity","79581.82500000003"
"West","California","Home Office","(Sales - Quantity)%","61.45314671814675"
"West","California","Home Office","Sales - Row ID","80541.82500000003"
"West","California","Home Office","(Sales - Row ID)%","240.42335820895534"
"West","California","Home Office","Profit","13639.503799999995"
"West","California","Home Office","First Ship Mode",""
"West","California","Home Office","Discount","22.54999999999999"
"West","Nevada","Consumer","Quantity","81"
"West","Nevada","Consumer","Row ID","18"
"West","Nevada","Consumer","Sales","6584.414"
"West","Nevada","Consumer","Average of Postal Code","89095.22222222222"
"West","Nevada","Consumer","Average of Postal Code - Quantity","89014.22222222222"
"West","Nevada","Consumer","(Average of Postal Code - Quantity)%","1098.941015089163"
"West","Nevada","Consumer","Average of Postal Code - Row ID","89077.22222222222"
"West","Nevada","Consumer","(Average of Postal Code - Row ID)%","4948.734567901234"
"West","Nevada","Consumer","Average of Postal Code - Sales","82510.80822222221"
"West","Nevada","Consumer","(Average of Postal Code - Sales)%","12.531230299647353"
"West","Nevada","Consumer","Row ID - Quantity","-63"
"West","Nevada","Consumer","(Row ID - Quantity)%","-0.7777777777777779"
"West","Nevada","Consumer","Sales - Quantity","6503.414"
"West","Nevada","Consumer","(Sales - Quantity)%","80.28906172839505"
"West","Nevada","Consumer","Sales - Row ID","6566.414"
"West","Nevada","Consumer","(Sales - Row ID)%","364.80077777777774"
"West","Nevada","Consumer","Profit","733.6678999999996"
"West","Nevada","Consumer","First Ship Mode",""
"West","Nevada","Consumer","Discount","1.2"
"West","Nevada","Corporate","Quantity","57"
"West","Nevada","Corporate","Row ID","13"
"West","Nevada","Corporate","Sales","4802.406"
"West","Nevada","Corporate","Average of Postal Code","89149.92307692308"
"West","Nevada","Corporate","Average of Postal Code - Quantity","89092.92307692308"
"West","Nevada","Corporate","(Average of Postal Code - Quantity)%","1563.0337381916331"
"West","Nevada","Corporate","Average of Postal Code - Row ID","89136.92307692308"
"West","Nevada","Corporate","(Average of Postal Code - Row ID)%","6856.686390532544"
"West","Nevada","Corporate","Average of Postal Code - Sales","84347.51707692308"
"West","Nevada","Corporate","(Average of Postal Code - Sales)%","17.563595638711735"
"West","Nevada","Corporate","Row ID - Quantity","-44"
"West","Nevada","Corporate","(Row ID - Quantity)%","-0.7719298245614035"
"West","Nevada","Corporate","Sales - Quantity","4745.406"
"West","Nevada","Corporate","(Sales - Quantity)%","83.25273684210526"
"West","Nevada","Corporate","Sales - Row ID","4789.406"
"West","Nevada","Corporate","(Sales - Row ID)%","368.41584615384613"
"West","Nevada","Corporate","Profit","776.1847000000001"
"West","Nevada","Corporate","First Ship Mode",""
"West","Nevada","Corporate","Discount","0.6000000000000001"
"West","Nevada","Home Office","Quantity","30"
"West","Nevada","Home Office","Row ID","8"
"West","Nevada","Home Office","Sales","5342.282000000001"
"West","Nevada","Home Office","Average of Postal Code","89209.25"
"West","Nevada","Home Office","Average of Postal Code - Quantity","89179.25"
"West","Nevada","Home Office","(Average of Postal Code - Quantity)%","2972.641666666667"
"West","Nevada","Home Office","Average of Postal Code - Row ID","89201.25"
"West","Nevada","Home Office","(Average of Postal Code - Row ID)%","11150.15625"
"West","Nevada","Home Office","Average of Postal Code - Sales","83866.968"
"West","Nevada","Home Office","(Average of Postal Code - Sales)%","15.698716016863202"
"West","Nevada","Home Office","Row ID - Quantity","-22"
"West","Nevada","Home Office","(Row ID - Quantity)%","-0.7333333333333333"
"West","Nevada","Home Office","Sales - Quantity","5312.282000000001"
"West","Nevada","Home Office","(Sales - Quantity)%","177.0760666666667"
"West","Nevada","Home Office","Sales - Row ID","5334.282000000001"
"West","Nevada","Home Office","(Sales - Row ID)%","666.7852500000001"
"West","Nevada","Home Office","Profit","1806.9132999999997"
"West","Nevada","Home Office","First Ship Mode",""
"West","Nevada","Home Office","Discount","0.6000000000000001"
"West","New Mexico","Consumer","Quantity","61"
"West","New Mexico","Consumer","Row ID","15"
"West","New Mexico","Consumer","Sales","2186.3239999999996"
"West","New Mexico","Consumer","Average of Postal Code","87574.6"
"West","New Mexico","Consumer","Average of Postal Code - Quantity","87513.6"
"West","New Mexico","Consumer","(Average of Postal Code - Quantity)%","1434.6491803278689"
"West","New Mexico","Consumer","Average of Postal Code - Row ID","87559.6"
"West","New Mexico","Consumer","(Average of Postal Code - Row ID)%","5837.306666666667"
"West","New Mexico","Consumer","Average of Postal Code - Sales","85388.27600000001"
"West","New Mexico","Consumer","(Average of Postal Code - Sales)%","39.05563676746906"
"West","New Mexico","Consumer","Row ID - Quantity","-46"
"West","New Mexico","Consumer","(Row ID - Quantity)%","-0.7540983606557377"
"West","New Mexico","Consumer","Sales - Quantity","2125.3239999999996"
"West","New Mexico","Consumer","(Sales - Quantity)%","34.84137704918032"
"West","New Mexico","Consumer","Sales - Row ID","2171.3239999999996"
"West","New Mexico","Consumer","(Sales - Row ID)%","144.7549333333333"
"West","New Mexico","Consumer","Profit","360.43299999999994"
"West","New Mexico","Consumer","First Ship Mode",""
"West","New Mexico","Consumer","Discount","1"
"West","New Mexico","Corporate","Quantity","37"
"West","New Mexico","Corporate","Row ID","11"
"West","New Mexico","Corporate","Sales","1269.7760000000003"
"West","New Mexico","Corporate","Average of Postal Code","87740.09090909091"
"West","New Mexico","Corporate","Average of Postal Code - Quantity","87703.09090909091"
"West","New Mexico","Corporate","(Average of Postal Code - Quantity)%","2370.3538083538083"
"West","New Mexico","Corporate","Average of Postal Code - Row ID","87729.09090909091"
"West","New Mexico","Corporate","(Average of Postal Code - Row ID)%","7975.371900826446"
"West","New Mexico","Corporate","Average of Postal Code - Sales","86470.31490909091"
"West","New Mexico","Corporate","(Average of Postal Code - Sales)%","68.0988732729953"
"West","New Mexico","Corporate","Row ID - Quantity","-26"
"West","New Mexico","Corporate","(Row ID - Quantity)%","-0.7027027027027027"
"West","New Mexico","Corporate","Sales - Quantity","1232.7760000000003"
"West","New Mexico","Corporate","(Sales - Quantity)%","33.318270270270276"
"West","New Mexico","Corporate","Sales - Row ID","1258.7760000000003"
"West","New Mexico","Corporate","(Sales - Row ID)%","114.43418181818184"
"West","New Mexico","Corporate","Profit","339.49940000000004"
"West","New Mexico","Corporate","First Ship Mode",""
"West","New Mexico","Corporate","Discount","0.8"
"West","New Mexico","Home Office","Quantity","53"
"West","New Mexico","Home Office","Row ID","11"
"West","New Mexico","Home Office","Sales","1327.4219999999998"
"West","New Mexico","Home Office","Average of Postal Code","87526.90909090909"
"West","New Mexico","Home Office","Average of Postal Code - Quantity","87473.90909090909"
"West","New Mexico","Home Office","(Average of Postal Code - Quantity)%","1650.451114922813"
"West","New Mexico","Home Office","Average of Postal Code - Row ID","87515.90909090909"
"West","New Mexico","Home Office","(Average of Postal Code - Row ID)%","7955.99173553719"
"West","New Mexico","Home Office","Average of Postal Code - Sales","86199.48709090908"
"West","New Mexico","Home Office","(Average of Postal Code - Sales)%","64.93751579445654"
"West","New Mexico","Home Office","Row ID - Quantity","-42"
"West","New Mexico","Home Office","(Row ID - Quantity)%","-0.7924528301886792"
"West","New Mexico","Home Office","Sales - Quantity","1274.4219999999998"
"West","New Mexico","Home Office","(Sales - Quantity)%","24.04569811320754"
"West","New Mexico","Home Office","Sales - Row ID","1316.4219999999998"
"West","New Mexico","Home Office","(Sales - Row ID)%","119.67472727272725"
"West","New Mexico","Home Office","Profit","457.1837"
"West","New Mexico","Home Office","First Ship Mode",""
"West","New Mexico","Home Office","Discount","0.4"
"West","Arizona","Consumer","Quantity","430"
"West","Arizona","Consumer","Row ID","110"
"West","Arizona","Consumer","Sales","16424.422000000006"
"West","Arizona","Consumer","Average of Postal Code","85284.04545454546"
"West","Arizona","Consumer","Average of Postal Code - Quantity","84854.04545454546"
"West","Arizona","Consumer","(Average of Postal Code - Quantity)%","197.33498942917547"
"West","Arizona","Consumer","Average of Postal Code - Row ID","85174.04545454546"
"West","Arizona","Consumer","(Average of Postal Code - Row ID)%","774.3095041322314"
"West","Arizona","Consumer","Average of Postal Code - Sales","68859.62345454545"
"West","Arizona","Consumer","(Average of Postal Code - Sales)%","4.192514260443711"
"West","Arizona","Consumer","Row ID - Quantity","-320"
"West","Arizona","Consumer","(Row ID - Quantity)%","-0.7441860465116279"
"West","Arizona","Consumer","Sales - Quantity","15994.422000000006"
"West","Arizona","Consumer","(Sales - Quantity)%","37.196330232558154"
"West","Arizona","Consumer","Sales - Row ID","16314.422000000006"
"West","Arizona","Consumer","(Sales - Row ID)%","148.31292727272734"
"West","Arizona","Consumer","Profit","-1423.0527000000006"
"West","Arizona","Consumer","First Ship Mode",""
"West","Arizona","Consumer","Discount","34.69999999999996"
"West","Arizona","Corporate","Quantity","268"
"West","Arizona","Corporate","Row ID","69"
"West","Arizona","Corporate","Sales","11736.322"
"West","Arizona","Corporate","Average of Postal Code","85281.15942028986"
"West","Arizona","Corporate","Average of Postal Code - Quantity","85013.15942028986"
"West","Arizona","Corporate","(Average of Postal Code - Quantity)%","317.213281418992"
"West","Arizona","Corporate","Average of Postal Code - Row ID","85212.15942028986"
"West","Arizona","Corporate","(Average of Postal Code - Row ID)%","1234.9588321781139"
"West","Arizona","Corporate","Average of Postal Code - Sales","73544.83742028986"
"West","Arizona","Corporate","(Average of Postal Code - Sales)%","6.26642975714963"
"West","Arizona","Corporate","Row ID - Quantity","-199"
"West","Arizona","Corporate","(Row ID - Quantity)%","-0.7425373134328358"
"West","Arizona","Corporate","Sales - Quantity","11468.322"
"West","Arizona","Corporate","(Sales - Quantity)%","42.79224626865672"
"West","Arizona","Corporate","Sales - Row ID","11667.322"
"West","Arizona","Corporate","(Sales - Row ID)%","169.0916231884058"
"West","Arizona","Corporate","Profit","-788.9158000000003"
"West","Arizona","Corporate","First Ship Mode",""
"West","Arizona","Corporate","Discount","20.199999999999985"
"West","Arizona","Home Office","Quantity","164"
"West","Arizona","Home Office","Row ID","45"
"West","Arizona","Home Office","Sales","7121.2570000000005"
"West","Arizona","Home Office","Average of Postal Code","85255.13333333333"
"West","Arizona","Home Office","Average of Postal Code - Quantity","85091.13333333333"
"West","Arizona","Home Office","(Average of Postal Code - Quantity)%","518.8483739837399"
"West","Arizona","Home Office","Average of Postal Code - Row ID","85210.13333333333"
"West","Arizona","Home Office","(Average of Postal Code - Row ID)%","1893.5585185185184"
"West","Arizona","Home Office","Average of Postal Code - Sales","78133.87633333333"
"West","Arizona","Home Office","(Average of Postal Code - Sales)%","10.971921998227748"
"West","Arizona","Home Office","Row ID - Quantity","-119"
"West","Arizona","Home Office","(Row ID - Quantity)%","-0.725609756097561"
"West","Arizona","Home Office","Sales - Quantity","6957.2570000000005"
"West","Arizona","Home Office","(Sales - Quantity)%","42.42229878048781"
"West","Arizona","Home Office","Sales - Row ID","7076.2570000000005"
"West","Arizona","Home Office","(Sales - Row ID)%","157.25015555555558"
"West","Arizona","Home Office","Profit","-1215.9560999999997"
"West","Arizona","Home Office","First Ship Mode",""
"West","Arizona","Home Office","Discount","13.1"
"West","Utah","Consumer","Quantity","125"
"West","Utah","Consumer","Row ID","31"
"West","Utah","Consumer","Sales","7152.003999999998"
"West","Utah","Consumer","Average of Postal Code","84127.6129032258"
"West","Utah","Consumer","Average of Postal Code - Quantity","84002.6129032258"
"West","Utah","Consumer","(Average of Postal Code - Quantity)%","672.0209032258066"
"West","Utah","Consumer","Average of Postal Code - Row ID","84096.6129032258"
"West","Utah","Consumer","(Average of Postal Code - Row ID)%","2712.793964620187"
"West","Utah","Consumer","Average of Postal Code - Sales","76975.6089032258"
"West","Utah","Consumer","(Average of Postal Code - Sales)%","10.762802831657506"
"West","Utah","Consumer","Row ID - Quantity","-94"
"West","Utah","Consumer","(Row ID - Quantity)%","-0.752"
"West","Utah","Consumer","Sales - Quantity","7027.003999999998"
"West","Utah","Consumer","(Sales - Quantity)%","56.216031999999984"
"West","Utah","Consumer","Sales - Row ID","7121.003999999998"
"West","Utah","Consumer","(Sales - Row ID)%","229.70980645161285"
"West","Utah","Consumer","Profit","1541.5586000000003"
"West","Utah","Consumer","First Ship Mode",""
"West","Utah","Consumer","Discount","1.7999999999999998"
"West","Utah","Corporate","Quantity","43"
"West","Utah","Corporate","Row ID","12"
"West","Utah","Corporate","Sales","1956.6140000000005"
"West","Utah","Corporate","Average of Postal Code","84417.83333333333"
"West","Utah","Corporate","Average of Postal Code - Quantity","84374.83333333333"
"West","Utah","Corporate","(Average of Postal Code - Quantity)%","1962.205426356589"
"West","Utah","Corporate","Average of Postal Code - Row ID","84405.83333333333"
"West","Utah","Corporate","(Average of Postal Code - Row ID)%","7033.819444444443"
"West","Utah","Corporate","Average of Postal Code - Sales","82461.21933333333"
"West","Utah","Corporate","(Average of Postal Code - Sales)%","42.14485807284079"
"West","Utah","Corporate","Row ID - Quantity","-31"
"West","Utah","Corporate","(Row ID - Quantity)%","-0.7209302325581395"
"West","Utah","Corporate","Sales - Quantity","1913.6140000000005"
"West","Utah","Corporate","(Sales - Quantity)%","44.502651162790706"
"West","Utah","Corporate","Sales - Row ID","1944.6140000000005"
"West","Utah","Corporate","(Sales - Row ID)%","162.05116666666672"
"West","Utah","Corporate","Profit","302.15719999999993"
"West","Utah","Corporate","First Ship Mode",""
"West","Utah","Corporate","Discount","1"
"West","Utah","Home Office","Quantity","51"
"West","Utah","Home Office","Row ID","10"
"West","Utah","Home Office","Sales","2111.438"
"West","Utah","Home Office","Average of Postal Code","84139.8"
"West","Utah","Home Office","Average of Postal Code - Quantity","84088.8"
"West","Utah","Home Office","(Average of Postal Code - Quantity)%","1648.8"
"West","Utah","Home Office","Average of Postal Code - Row ID","84129.8"
"West","Utah","Home Office","(Average of Postal Code - Row ID)%","8412.98"
"West","Utah","Home Office","Average of Postal Code - Sales","82028.36200000001"
"West","Utah","Home Office","(Average of Postal Code - Sales)%","38.84952435259761"
"West","Utah","Home Office","Row ID - Quantity","-41"
"West","Utah","Home Office","(Row ID - Quantity)%","-0.803921568627451"
"West","Utah","Home Office","Sales - Quantity","2060.438"
"West","Utah","Home Office","(Sales - Quantity)%","40.400745098039216"
"West","Utah","Home Office","Sales - Row ID","2101.438"
"West","Utah","Home Office","(Sales - Row ID)%","210.1438"
"West","Utah","Home Office","Profit","702.8177"
"West","Utah","Home Office","First Ship Mode",""
"West","Utah","Home Office","Discount","0.4"
"West","Idaho","Consumer","Quantity","29"
"West","Idaho","Consumer","Row ID","9"
"West","Idaho","Consumer","Sales","1444.496"
"West","Idaho","Consumer","Average of Postal Code","83290.22222222222"
"West","Idaho","Consumer","Average of Postal Code - Quantity","83261.22222222222"
"West","Idaho","Consumer","(Average of Postal Code - Quantity)%","2871.0766283524904"
"West","Idaho","Consumer","Average of Postal Code - Row ID","83281.22222222222"
"West","Idaho","Consumer","(Average of Postal Code - Row ID)%","9253.469135802468"
"West","Idaho","Consumer","Average of Postal Code - Sales","81845.72622222222"
"West","Idaho","Consumer","(Average of Postal Code - Sales)%","56.66040350559795"
"West","Idaho","Consumer","Row ID - Quantity","-20"
"West","Idaho","Consumer","(Row ID - Quantity)%","-0.6896551724137931"
"West","Idaho","Consumer","Sales - Quantity","1415.496"
"West","Idaho","Consumer","(Sales - Quantity)%","48.810206896551726"
"West","Idaho","Consumer","Sales - Row ID","1435.496"
"West","Idaho","Consumer","(Sales - Row ID)%","159.49955555555556"
"West","Idaho","Consumer","Profit","222.49769999999995"
"West","Idaho","Consumer","First Ship Mode",""
"West","Idaho","Consumer","Discount","0.8"
"West","Idaho","Corporate","Quantity","27"
"West","Idaho","Corporate","Row ID","9"
"West","Idaho","Corporate","Sales","2630.25"
"West","Idaho","Corporate","Average of Postal Code","83574.55555555556"
"West","Idaho","Corporate","Average of Postal Code - Quantity","83547.55555555556"
"West","Idaho","Corporate","(Average of Postal Code - Quantity)%","3094.353909465021"
"West","Idaho","Corporate","Average of Postal Code - Row ID","83565.55555555556"
"West","Idaho","Corporate","(Average of Postal Code - Row ID)%","9285.061728395063"
"West","Idaho","Corporate","Average of Postal Code - Sales","80944.30555555556"
"West","Idaho","Corporate","(Average of Postal Code - Sales)%","30.774377171582763"
"West","Idaho","Corporate","Row ID - Quantity","-18"
"West","Idaho","Corporate","(Row ID - Quantity)%","-0.6666666666666665"
"West","Idaho","Corporate","Sales - Quantity","2603.25"
"West","Idaho","Corporate","(Sales - Quantity)%","96.41666666666669"
"West","Idaho","Corporate","Sales - Row ID","2621.25"
"West","Idaho","Corporate","(Sales - Row ID)%","291.25"
"West","Idaho","Corporate","Profit","517.0034"
"West","Idaho","Corporate","First Ship Mode",""
"West","Idaho","Corporate","Discount","1"
"West","Idaho","Home Office","Quantity","8"
"West","Idaho","Home Office","Row ID","3"
"West","Idaho","Home Office","Sales","307.74"
"West","Idaho","Home Office","Average of Postal Code","83642"
"West","Idaho","Home Office","Average of Postal Code - Quantity","83634"
"West","Idaho","Home Office","(Average of Postal Code - Quantity)%","10454.25"
"West","Idaho","Home Office","Average of Postal Code - Row ID","83639"
"West","Idaho","Home Office","(Average of Postal Code - Row ID)%","27879.66666666667"
"West","Idaho","Home Office","Average of Postal Code - Sales","83334.26"
"West","Idaho","Home Office","(Average of Postal Code - Sales)%","270.79437187235976"
"West","Idaho","Home Office","Row ID - Quantity","-5"
"West","Idaho","Home Office","(Row ID - Quantity)%","-0.625"
"West","Idaho","Home Office","Sales - Quantity","299.74"
"West","Idaho","Home Office","(Sales - Quantity)%","37.4675"
"West","Idaho","Home Office","Sales - Row ID","304.74"
"West","Idaho","Home Office","(Sales - Row ID)%","101.58"
"West","Idaho","Home Office","Profit","87.22199999999995"
"West","Idaho","Home Office","First Ship Mode",""
"West","Idaho","Home Office","Discount","0"
"West","Wyoming","Consumer","Quantity",
"West","Wyoming","Consumer","Row ID",
"West","Wyoming","Consumer","Sales",
"West","Wyoming","Consumer","Average of Postal Code",
"West","Wyoming","Consumer","Average of Postal Code - Quantity",
"West","Wyoming","Consumer","(Average of Postal Code - Quantity)%",
"West","Wyoming","Consumer","Average of Postal Code - Row ID",
