Country,Product,Month Name,Value Column Name,Value
"Canada","VTT","Jul","(Sale Price - Units Sold)%","-0.976891969959561"
"Canada","VTT","Jul","Sale Price - Profit","-6038.5"
"Canada","VTT","Jul","(Sale Price - Profit)%","-0.9966988528513658"
"Canada","VTT","Jul","Units Sold - Discounts","-1731"
"Canada","VTT","Jul","(Units Sold - Discounts)%","-0.6666666666666665"
"Canada","VTT","Jul","Profit - Discounts","3462"
"Canada","VTT","Jul","(Profit - Discounts)%","1.333333333333333"
"Canada","VTT","Jul","Profit - Units Sold","5193"
"Canada","VTT","Jul","(Profit - Units Sold)%","6"
"Canada","VTT","Jun","Discounts","28283.35"
"Canada","VTT","Jun","Units Sold","4427"
"Canada","VTT","Jun","Profit","-6148.35"
"Canada","VTT","Jun","Sale Price","140"
"Canada","VTT","Jun","Sale Price - Discounts","-28143.35"
"Canada","VTT","Jun","(Sale Price - Discounts)%","-0.9950500913081372"
"Canada","VTT","Jun","Sale Price - Units Sold","-4287"
"Canada","VTT","Jun","(Sale Price - Units Sold)%","-0.9683758753105941"
"Canada","VTT","Jun","Sale Price - Profit","6288.35"
"Canada","VTT","Jun","(Sale Price - Profit)%","1.022770336757016"
"Canada","VTT","Jun","Units Sold - Discounts","-23856.35"
"Canada","VTT","Jun","(Units Sold - Discounts)%","-0.8434768158651644"
"Canada","VTT","Jun","Profit - Discounts","-34431.7"
"Canada","VTT","Jun","(Profit - Discounts)%","-1.2173840793258224"
"Canada","VTT","Jun","Profit - Units Sold","-10575.35"
"Canada","VTT","Jun","(Profit - Units Sold)%","-2.388829907386492"
"Canada","VTT","Mar","Discounts","92.82"
"Canada","VTT","Mar","Units Sold","1326"
"Canada","VTT","Mar","Profit","2559.18"
"Canada","VTT","Mar","Sale Price","7"
"Canada","VTT","Mar","Sale Price - Discounts","-85.82"
"Canada","VTT","Mar","(Sale Price - Discounts)%","-0.9245852187028657"
"Canada","VTT","Mar","Sale Price - Units Sold","-1319"
"Canada","VTT","Mar","(Sale Price - Units Sold)%","-0.9947209653092005"
"Canada","VTT","Mar","Sale Price - Profit","-2552.18"
"Canada","VTT","Mar","(Sale Price - Profit)%","-0.9972647488648708"
"Canada","VTT","Mar","Units Sold - Discounts","1233.18"
"Canada","VTT","Mar","(Units Sold - Discounts)%","13.285714285714288"
"Canada","VTT","Mar","Profit - Discounts","2466.3599999999997"
"Canada","VTT","Mar","(Profit - Discounts)%","26.57142857142857"
"Canada","VTT","Mar","Profit - Units Sold","1233.1799999999998"
"Canada","VTT","Mar","(Profit - Units Sold)%","0.9299999999999998"
"Canada","VTT","May","Discounts","3036.96"
"Canada","VTT","May","Units Sold","2109"
"Canada","VTT","May","Profit","15944.04"
"Canada","VTT","May","Sale Price","12"
"Canada","VTT","May","Sale Price - Discounts","-3024.96"
"Canada","VTT","May","(Sale Price - Discounts)%","-0.9960486802592066"
"Canada","VTT","May","Sale Price - Units Sold","-2097"
"Canada","VTT","May","(Sale Price - Units Sold)%","-0.9943100995732574"
"Canada","VTT","May","Sale Price - Profit","-15932.04"
"Canada","VTT","May","(Sale Price - Profit)%","-0.9992473676684203"
"Canada","VTT","May","Units Sold - Discounts","-927.96"
"Canada","VTT","May","(Units Sold - Discounts)%","-0.3055555555555556"
"Canada","VTT","May","Profit - Discounts","12907.080000000002"
"Canada","VTT","May","(Profit - Discounts)%","4.250000000000001"
"Canada","VTT","May","Profit - Units Sold","13835.04"
"Canada","VTT","May","(Profit - Units Sold)%","6.56"
"Canada","VTT","Nov","Discounts","93457"
"Canada","VTT","Nov","Units Sold","8418"
"Canada","VTT","Nov","Profit","-36692"
"Canada","VTT","Nov","Sale Price","270"
"Canada","VTT","Nov","Sale Price - Discounts","-93187"
"Canada","VTT","Nov","(Sale Price - Discounts)%","-0.9971109708208052"
"Canada","VTT","Nov","Sale Price - Units Sold","-8148"
"Canada","VTT","Nov","(Sale Price - Units Sold)%","-0.9679258731290092"
"Canada","VTT","Nov","Sale Price - Profit","36962"
"Canada","VTT","Nov","(Sale Price - Profit)%","1.007358552272975"
"Canada","VTT","Nov","Units Sold - Discounts","-85039"
"Canada","VTT","Nov","(Units Sold - Discounts)%","-0.9099264902575516"
"Canada","VTT","Nov","Profit - Discounts","-130149"
"Canada","VTT","Nov","(Profit - Discounts)%","-1.39260836534449"
"Canada","VTT","Nov","Profit - Units Sold","-45110"
"Canada","VTT","Nov","(Profit - Units Sold)%","-5.358755048705156"
"Canada","VTT","Oct","Discounts","78570.75"
"Canada","VTT","Oct","Units Sold","4719"
"Canada","VTT","Oct","Profit","31394.25"
"Canada","VTT","Oct","Sale Price","635"
"Canada","VTT","Oct","Sale Price - Discounts","-77935.75"
"Canada","VTT","Oct","(Sale Price - Discounts)%","-0.9919181120200584"
"Canada","VTT","Oct","Sale Price - Units Sold","-4084"
"Canada","VTT","Oct","(Sale Price - Units Sold)%","-0.8654375927103201"
"Canada","VTT","Oct","Sale Price - Profit","-30759.25"
"Canada","VTT","Oct","(Sale Price - Profit)%","-0.979773366141889"
"Canada","VTT","Oct","Units Sold - Discounts","-73851.75"
"Canada","VTT","Oct","(Units Sold - Discounts)%","-0.9399394812955202"
"Canada","VTT","Oct","Profit - Discounts","-47176.5"
"Canada","VTT","Oct","(Profit - Discounts)%","-0.6004333673790819"
"Canada","VTT","Oct","Profit - Units Sold","26675.25"
"Canada","VTT","Oct","(Profit - Units Sold)%","5.652733630006356"
"Canada","VTT","Sep","Discounts","77382"
"Canada","VTT","Sep","Units Sold","2757"
"Canada","VTT","Sep","Profit","85388"
"Canada","VTT","Sep","Sale Price","650"
"Canada","VTT","Sep","Sale Price - Discounts","-76732"
"Canada","VTT","Sep","(Sale Price - Discounts)%","-0.9916001137215373"
"Canada","VTT","Sep","Sale Price - Units Sold","-2107"
"Canada","VTT","Sep","(Sale Price - Units Sold)%","-0.7642364889372506"
"Canada","VTT","Sep","Sale Price - Profit","-84738"
"Canada","VTT","Sep","(Sale Price - Profit)%","-0.9923876891366469"
"Canada","VTT","Sep","Units Sold - Discounts","-74625"
"Canada","VTT","Sep","(Units Sold - Discounts)%","-0.9643715592773513"
"Canada","VTT","Sep","Profit - Discounts","8006"
"Canada","VTT","Sep","(Profit - Discounts)%","0.10346075314672663"
"Canada","VTT","Sep","Profit - Units Sold","82631"
"Canada","VTT","Sep","(Profit - Units Sold)%","29.97134566557853"
"Canada","Amarilla","Apr","Discounts","4224.6"
"Canada","Amarilla","Apr","Units Sold","3520.5"
"Canada","Amarilla","Apr","Profit","27459.9"
"Canada","Amarilla","Apr","Sale Price","12"
"Canada","Amarilla","Apr","Sale Price - Discounts","-4212.6"
"Canada","Amarilla","Apr","(Sale Price - Discounts)%","-0.9971594943900014"
"Canada","Amarilla","Apr","Sale Price - Units Sold","-3508.5"
"Canada","Amarilla","Apr","(Sale Price - Units Sold)%","-0.9965913932680017"
"Canada","Amarilla","Apr","Sale Price - Profit","-27447.9"
"Canada","Amarilla","Apr","(Sale Price - Profit)%","-0.9995629991369231"
"Canada","Amarilla","Apr","Units Sold - Discounts","-704.1000000000004"
"Canada","Amarilla","Apr","(Units Sold - Discounts)%","-0.16666666666666674"
"Canada","Amarilla","Apr","Profit - Discounts","23235.300000000003"
"Canada","Amarilla","Apr","(Profit - Discounts)%","5.5"
"Canada","Amarilla","Apr","Profit - Units Sold","23939.4"
"Canada","Amarilla","Apr","(Profit - Units Sold)%","6.800000000000001"
"Canada","Amarilla","Aug","Discounts","9660"
"Canada","Amarilla","Aug","Units Sold","552"
"Canada","Amarilla","Aug","Profit","40020"
"Canada","Amarilla","Aug","Sale Price","350"
"Canada","Amarilla","Aug","Sale Price - Discounts","-9310"
"Canada","Amarilla","Aug","(Sale Price - Discounts)%","-0.9637681159420289"
"Canada","Amarilla","Aug","Sale Price - Units Sold","-202"
"Canada","Amarilla","Aug","(Sale Price - Units Sold)%","-0.36594202898550726"
"Canada","Amarilla","Aug","Sale Price - Profit","-39670"
"Canada","Amarilla","Aug","(Sale Price - Profit)%","-0.9912543728135933"
"Canada","Amarilla","Aug","Units Sold - Discounts","-9108"
"Canada","Amarilla","Aug","(Units Sold - Discounts)%","-0.9428571428571427"
"Canada","Amarilla","Aug","Profit - Discounts","30360"
"Canada","Amarilla","Aug","(Profit - Discounts)%","3.142857142857143"
"Canada","Amarilla","Aug","Profit - Units Sold","39468"
"Canada","Amarilla","Aug","(Profit - Units Sold)%","71.5"
"Canada","Amarilla","Dec","Discounts","36388"
"Canada","Amarilla","Dec","Units Sold","3694"
"Canada","Amarilla","Dec","Profit","219432"
"Canada","Amarilla","Dec","Sale Price","650"
"Canada","Amarilla","Dec","Sale Price - Discounts","-35738"
"Canada","Amarilla","Dec","(Sale Price - Discounts)%","-0.982136968231285"
"Canada","Amarilla","Dec","Sale Price - Units Sold","-3044"
"Canada","Amarilla","Dec","(Sale Price - Units Sold)%","-0.8240389821331889"
"Canada","Amarilla","Dec","Sale Price - Profit","-218782"
"Canada","Amarilla","Dec","(Sale Price - Profit)%","-0.9970378067009371"
"Canada","Amarilla","Dec","Units Sold - Discounts","-32694"
"Canada","Amarilla","Dec","(Units Sold - Discounts)%","-0.8984830163790261"
"Canada","Amarilla","Dec","Profit - Discounts","183044"
"Canada","Amarilla","Dec","(Profit - Discounts)%","5.030339672419479"
"Canada","Amarilla","Dec","Profit - Units Sold","215738"
"Canada","Amarilla","Dec","(Profit - Units Sold)%","58.40227395776936"
"Canada","Amarilla","Feb","Discounts","78400"
"Canada","Amarilla","Feb","Units Sold","2240"
"Canada","Amarilla","Feb","Profit","123200"
"Canada","Amarilla","Feb","Sale Price","350"
"Canada","Amarilla","Feb","Sale Price - Discounts","-78050"
"Canada","Amarilla","Feb","(Sale Price - Discounts)%","-0.9955357142857143"
"Canada","Amarilla","Feb","Sale Price - Units Sold","-1890"
"Canada","Amarilla","Feb","(Sale Price - Units Sold)%","-0.84375"
"Canada","Amarilla","Feb","Sale Price - Profit","-122850"
"Canada","Amarilla","Feb","(Sale Price - Profit)%","-0.9971590909090909"
"Canada","Amarilla","Feb","Units Sold - Discounts","-76160"
"Canada","Amarilla","Feb","(Units Sold - Discounts)%","-0.9714285714285714"
"Canada","Amarilla","Feb","Profit - Discounts","44800"
"Canada","Amarilla","Feb","(Profit - Discounts)%","0.5714285714285714"
"Canada","Amarilla","Feb","Profit - Units Sold","120960"
"Canada","Amarilla","Feb","(Profit - Units Sold)%","54"
