Category,Sub-Category,Region,Segment,Value Column Name,Value
"Technology","Copiers","South","Consumer","(Profit - PL)%","-0.35967508973438617"
"Technology","Copiers","South","Consumer","Profit - FC","248.9452000000001"
"Technology","Copiers","South","Consumer","(Profit - FC)%","0.16217928338762222"
"Technology","Copiers","South","Consumer","PL - Quantity","2772"
"Technology","Copiers","South","Consumer","(PL - Quantity)%","198"
"Technology","Copiers","South","Consumer","FC - Quantity","1521"
"Technology","Copiers","South","Consumer","(FC - Quantity)%","108.64285714285714"
"Technology","Copiers","South","Consumer","FC - PL","-1251"
"Technology","Copiers","South","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","South","Corporate","Quantity","12"
"Technology","Copiers","South","Corporate","PL","2786"
"Technology","Copiers","South","Corporate","FC","1535"
"Technology","Copiers","South","Corporate","Profit","1874.9615"
"Technology","Copiers","South","Corporate","Profit - Quantity","1862.9615"
"Technology","Copiers","South","Corporate","(Profit - Quantity)%","155.24679166666667"
"Technology","Copiers","South","Corporate","Profit - PL","-911.0385000000001"
"Technology","Copiers","South","Corporate","(Profit - PL)%","-0.32700592246949034"
"Technology","Copiers","South","Corporate","Profit - FC","339.9614999999999"
"Technology","Copiers","South","Corporate","(Profit - FC)%","0.22147328990228005"
"Technology","Copiers","South","Corporate","PL - Quantity","2774"
"Technology","Copiers","South","Corporate","(PL - Quantity)%","231.16666666666663"
"Technology","Copiers","South","Corporate","FC - Quantity","1523"
"Technology","Copiers","South","Corporate","(FC - Quantity)%","126.91666666666669"
"Technology","Copiers","South","Corporate","FC - PL","-1251"
"Technology","Copiers","South","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","South","Home Office","Quantity",
"Technology","Copiers","South","Home Office","PL",
"Technology","Copiers","South","Home Office","FC",
"Technology","Copiers","South","Home Office","Profit",
"Technology","Copiers","South","Home Office","Profit - Quantity",
"Technology","Copiers","South","Home Office","(Profit - Quantity)%",
"Technology","Copiers","South","Home Office","Profit - PL",
"Technology","Copiers","South","Home Office","(Profit - PL)%",
"Technology","Copiers","South","Home Office","Profit - FC",
"Technology","Copiers","South","Home Office","(Profit - FC)%",
"Technology","Copiers","South","Home Office","PL - Quantity",
"Technology","Copiers","South","Home Office","(PL - Quantity)%",
"Technology","Copiers","South","Home Office","FC - Quantity",
"Technology","Copiers","South","Home Office","(FC - Quantity)%",
"Technology","Copiers","South","Home Office","FC - PL",
"Technology","Copiers","South","Home Office","(FC - PL)%",
"Technology","Copiers","West","Consumer","Quantity","46"
"Technology","Copiers","West","Consumer","PL","2786"
"Technology","Copiers","West","Consumer","FC","1535"
"Technology","Copiers","West","Consumer","Profit","12158.8713"
"Technology","Copiers","West","Consumer","Profit - Quantity","12112.8713"
"Technology","Copiers","West","Consumer","(Profit - Quantity)%","263.3232891304348"
"Technology","Copiers","West","Consumer","Profit - PL","9372.8713"
"Technology","Copiers","West","Consumer","(Profit - PL)%","3.3642754127781767"
"Technology","Copiers","West","Consumer","Profit - FC","10623.8713"
"Technology","Copiers","West","Consumer","(Profit - FC)%","6.921088794788274"
"Technology","Copiers","West","Consumer","PL - Quantity","2740"
"Technology","Copiers","West","Consumer","(PL - Quantity)%","59.56521739130435"
"Technology","Copiers","West","Consumer","FC - Quantity","1489"
"Technology","Copiers","West","Consumer","(FC - Quantity)%","32.369565217391305"
"Technology","Copiers","West","Consumer","FC - PL","-1251"
"Technology","Copiers","West","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","West","Corporate","Quantity","18"
"Technology","Copiers","West","Corporate","PL","2786"
"Technology","Copiers","West","Corporate","FC","1535"
"Technology","Copiers","West","Corporate","Profit","3190.4366"
"Technology","Copiers","West","Corporate","Profit - Quantity","3172.4366"
"Technology","Copiers","West","Corporate","(Profit - Quantity)%","176.2464777777778"
"Technology","Copiers","West","Corporate","Profit - PL","404.4366"
"Technology","Copiers","West","Corporate","(Profit - PL)%","0.14516748025843504"
"Technology","Copiers","West","Corporate","Profit - FC","1655.4366"
"Technology","Copiers","West","Corporate","(Profit - FC)%","1.078460325732899"
"Technology","Copiers","West","Corporate","PL - Quantity","2768"
"Technology","Copiers","West","Corporate","(PL - Quantity)%","153.77777777777777"
"Technology","Copiers","West","Corporate","FC - Quantity","1517"
"Technology","Copiers","West","Corporate","(FC - Quantity)%","84.27777777777777"
"Technology","Copiers","West","Corporate","FC - PL","-1251"
"Technology","Copiers","West","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","West","Home Office","Quantity","24"
"Technology","Copiers","West","Home Office","PL","2786"
"Technology","Copiers","West","Home Office","FC","1535"
"Technology","Copiers","West","Home Office","Profit","3977.9272"
"Technology","Copiers","West","Home Office","Profit - Quantity","3953.9272"
"Technology","Copiers","West","Home Office","(Profit - Quantity)%","164.74696666666668"
"Technology","Copiers","West","Home Office","Profit - PL","1191.9272"
"Technology","Copiers","West","Home Office","(Profit - PL)%","0.4278274228284279"
"Technology","Copiers","West","Home Office","Profit - FC","2442.9272"
"Technology","Copiers","West","Home Office","(Profit - FC)%","1.5914835179153095"
"Technology","Copiers","West","Home Office","PL - Quantity","2762"
"Technology","Copiers","West","Home Office","(PL - Quantity)%","115.08333333333331"
"Technology","Copiers","West","Home Office","FC - Quantity","1511"
"Technology","Copiers","West","Home Office","(FC - Quantity)%","62.95833333333334"
"Technology","Copiers","West","Home Office","FC - PL","-1251"
"Technology","Copiers","West","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","Central","Consumer","Quantity","356"
"Technology","Phones","Central","Consumer","PL","2786"
"Technology","Phones","Central","Consumer","FC","1535"
"Technology","Phones","Central","Consumer","Profit","6416.0196"
"Technology","Phones","Central","Consumer","Profit - Quantity","6060.0196"
"Technology","Phones","Central","Consumer","(Profit - Quantity)%","17.022526966292133"
"Technology","Phones","Central","Consumer","Profit - PL","3630.0195999999996"
"Technology","Phones","Central","Consumer","(Profit - PL)%","1.3029503230437902"
"Technology","Phones","Central","Consumer","Profit - FC","4881.0196"
"Technology","Phones","Central","Consumer","(Profit - FC)%","3.179817328990228"
"Technology","Phones","Central","Consumer","PL - Quantity","2430"
"Technology","Phones","Central","Consumer","(PL - Quantity)%","6.825842696629213"
"Technology","Phones","Central","Consumer","FC - Quantity","1179"
"Technology","Phones","Central","Consumer","(FC - Quantity)%","3.311797752808989"
"Technology","Phones","Central","Consumer","FC - PL","-1251"
"Technology","Phones","Central","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","Central","Corporate","Quantity","210"
"Technology","Phones","Central","Corporate","PL","2786"
"Technology","Phones","Central","Corporate","FC","1535"
"Technology","Phones","Central","Corporate","Profit","2391.2797"
"Technology","Phones","Central","Corporate","Profit - Quantity","2181.2797"
"Technology","Phones","Central","Corporate","(Profit - Quantity)%","10.387046190476191"
"Technology","Phones","Central","Corporate","Profit - PL","-394.72029999999995"
"Technology","Phones","Central","Corporate","(Profit - PL)%","-0.1416799353912419"
"Technology","Phones","Central","Corporate","Profit - FC","856.2797"
"Technology","Phones","Central","Corporate","(Profit - FC)%","0.5578369381107492"
"Technology","Phones","Central","Corporate","PL - Quantity","2576"
"Technology","Phones","Central","Corporate","(PL - Quantity)%","12.266666666666667"
"Technology","Phones","Central","Corporate","FC - Quantity","1325"
"Technology","Phones","Central","Corporate","(FC - Quantity)%","6.309523809523809"
"Technology","Phones","Central","Corporate","FC - PL","-1251"
"Technology","Phones","Central","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","Central","Home Office","Quantity","147"
"Technology","Phones","Central","Home Office","PL","2786"
"Technology","Phones","Central","Home Office","FC","1535"
"Technology","Phones","Central","Home Office","Profit","3515.7274"
"Technology","Phones","Central","Home Office","Profit - Quantity","3368.7274"
"Technology","Phones","Central","Home Office","(Profit - Quantity)%","22.91651292517007"
"Technology","Phones","Central","Home Office","Profit - PL","729.7274000000002"
"Technology","Phones","Central","Home Office","(Profit - PL)%","0.26192656137832027"
"Technology","Phones","Central","Home Office","Profit - FC","1980.7274000000002"
"Technology","Phones","Central","Home Office","(Profit - FC)%","1.2903761563517917"
"Technology","Phones","Central","Home Office","PL - Quantity","2639"
"Technology","Phones","Central","Home Office","(PL - Quantity)%","17.952380952380953"
"Technology","Phones","Central","Home Office","FC - Quantity","1388"
"Technology","Phones","Central","Home Office","(FC - Quantity)%","9.4421768707483"
"Technology","Phones","Central","Home Office","FC - PL","-1251"
"Technology","Phones","Central","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","East","Consumer","Quantity","514"
"Technology","Phones","East","Consumer","PL","2786"
"Technology","Phones","East","Consumer","FC","1535"
"Technology","Phones","East","Consumer","Profit","7328.2536"
"Technology","Phones","East","Consumer","Profit - Quantity","6814.2536"
"Technology","Phones","East","Consumer","(Profit - Quantity)%","13.257302723735409"
"Technology","Phones","East","Consumer","Profit - PL","4542.2536"
"Technology","Phones","East","Consumer","(Profit - PL)%","1.6303853553481695"
"Technology","Phones","East","Consumer","Profit - FC","5793.2536"
"Technology","Phones","East","Consumer","(Profit - FC)%","3.77410657980456"
"Technology","Phones","East","Consumer","PL - Quantity","2272"
"Technology","Phones","East","Consumer","(PL - Quantity)%","4.42023346303502"
"Technology","Phones","East","Consumer","FC - Quantity","1021"
"Technology","Phones","East","Consumer","(FC - Quantity)%","1.9863813229571985"
"Technology","Phones","East","Consumer","FC - PL","-1251"
"Technology","Phones","East","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","East","Corporate","Quantity","304"
"Technology","Phones","East","Corporate","PL","2786"
"Technology","Phones","East","Corporate","FC","1535"
"Technology","Phones","East","Corporate","Profit","3129.6183"
"Technology","Phones","East","Corporate","Profit - Quantity","2825.6183"
"Technology","Phones","East","Corporate","(Profit - Quantity)%","9.294797039473684"
"Technology","Phones","East","Corporate","Profit - PL","343.6183000000001"
"Technology","Phones","East","Corporate","(Profit - PL)%","0.12333750897343865"
"Technology","Phones","East","Corporate","Profit - FC","1594.6183"
"Technology","Phones","East","Corporate","(Profit - FC)%","1.038839283387622"
"Technology","Phones","East","Corporate","PL - Quantity","2482"
"Technology","Phones","East","Corporate","(PL - Quantity)%","8.164473684210526"
"Technology","Phones","East","Corporate","FC - Quantity","1231"
"Technology","Phones","East","Corporate","(FC - Quantity)%","4.0493421052631575"
"Technology","Phones","East","Corporate","FC - PL","-1251"
"Technology","Phones","East","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","East","Home Office","Quantity","164"
"Technology","Phones","East","Home Office","PL","2786"
"Technology","Phones","East","Home Office","FC","1535"
"Technology","Phones","East","Home Office","Profit","1856.8141"
"Technology","Phones","East","Home Office","Profit - Quantity","1692.8141"
"Technology","Phones","East","Home Office","(Profit - Quantity)%","10.322037195121952"
"Technology","Phones","East","Home Office","Profit - PL","-929.1859"
"Technology","Phones","East","Home Office","(Profit - PL)%","-0.3335197056712132"
"Technology","Phones","East","Home Office","Profit - FC","321.81410000000005"
"Technology","Phones","East","Home Office","(Profit - FC)%","0.2096508794788274"
"Technology","Phones","East","Home Office","PL - Quantity","2622"
"Technology","Phones","East","Home Office","(PL - Quantity)%","15.987804878048781"
"Technology","Phones","East","Home Office","FC - Quantity","1371"
"Technology","Phones","East","Home Office","(FC - Quantity)%","8.359756097560975"
"Technology","Phones","East","Home Office","FC - PL","-1251"
"Technology","Phones","East","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","South","Consumer","Quantity","269"
"Technology","Phones","South","Consumer","PL","2786"
"Technology","Phones","South","Consumer","FC","1535"
"Technology","Phones","South","Consumer","Profit","5623.9118"
"Technology","Phones","South","Consumer","Profit - Quantity","5354.9118"
"Technology","Phones","South","Consumer","(Profit - Quantity)%","19.90673531598513"
"Technology","Phones","South","Consumer","Profit - PL","2837.9118"
"Technology","Phones","South","Consumer","(Profit - PL)%","1.0186330940416366"
"Technology","Phones","South","Consumer","Profit - FC","4088.9118"
"Technology","Phones","South","Consumer","(Profit - FC)%","2.6637861889250813"
"Technology","Phones","South","Consumer","PL - Quantity","2517"
"Technology","Phones","South","Consumer","(PL - Quantity)%","9.356877323420074"
"Technology","Phones","South","Consumer","FC - Quantity","1266"
"Technology","Phones","South","Consumer","(FC - Quantity)%","4.70631970260223"
"Technology","Phones","South","Consumer","FC - PL","-1251"
"Technology","Phones","South","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","South","Corporate","Quantity","164"
"Technology","Phones","South","Corporate","PL","2786"
"Technology","Phones","South","Corporate","FC","1535"
"Technology","Phones","South","Corporate","Profit","3680.212"
"Technology","Phones","South","Corporate","Profit - Quantity","3516.212"
"Technology","Phones","South","Corporate","(Profit - Quantity)%","21.440317073170732"
"Technology","Phones","South","Corporate","Profit - PL","894.212"
"Technology","Phones","South","Corporate","(Profit - PL)%","0.3209662598707825"
"Technology","Phones","South","Corporate","Profit - FC","2145.212"
"Technology","Phones","South","Corporate","(Profit - FC)%","1.3975322475570033"
"Technology","Phones","South","Corporate","PL - Quantity","2622"
"Technology","Phones","South","Corporate","(PL - Quantity)%","15.987804878048781"
"Technology","Phones","South","Corporate","FC - Quantity","1371"
"Technology","Phones","South","Corporate","(FC - Quantity)%","8.359756097560975"
"Technology","Phones","South","Corporate","FC - PL","-1251"
"Technology","Phones","South","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","South","Home Office","Quantity","93"
"Technology","Phones","South","Home Office","PL","2786"
"Technology","Phones","South","Home Office","FC","1535"
"Technology","Phones","South","Home Office","Profit","1463.1515"
"Technology","Phones","South","Home Office","Profit - Quantity","1370.1515"
"Technology","Phones","South","Home Office","(Profit - Quantity)%","14.732811827956988"
"Technology","Phones","South","Home Office","Profit - PL","-1322.8485"
"Technology","Phones","South","Home Office","(Profit - PL)%","-0.47481999282124915"
"Technology","Phones","South","Home Office","Profit - FC","-71.84850000000006"
"Technology","Phones","South","Home Office","(Profit - FC)%","-0.04680684039087952"
"Technology","Phones","South","Home Office","PL - Quantity","2693"
"Technology","Phones","South","Home Office","(PL - Quantity)%","28.956989247311824"
"Technology","Phones","South","Home Office","FC - Quantity","1442"
"Technology","Phones","South","Home Office","(FC - Quantity)%","15.505376344086022"
"Technology","Phones","South","Home Office","FC - PL","-1251"
"Technology","Phones","South","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","West","Consumer","Quantity","546"
"Technology","Phones","West","Consumer","PL","2786"
"Technology","Phones","West","Consumer","FC","1535"
"Technology","Phones","West","Consumer","Profit","4468.9297"
"Technology","Phones","West","Consumer","Profit - Quantity","3922.9296999999997"
"Technology","Phones","West","Consumer","(Profit - Quantity)%","7.184852930402929"
"Technology","Phones","West","Consumer","Profit - PL","1682.9296999999997"
"Technology","Phones","West","Consumer","(Profit - PL)%","0.6040666547020818"
"Technology","Phones","West","Consumer","Profit - FC","2933.9296999999997"
"Technology","Phones","West","Consumer","(Profit - FC)%","1.9113548534201952"
"Technology","Phones","West","Consumer","PL - Quantity","2240"
"Technology","Phones","West","Consumer","(PL - Quantity)%","4.102564102564102"
"Technology","Phones","West","Consumer","FC - Quantity","989"
"Technology","Phones","West","Consumer","(FC - Quantity)%","1.8113553113553111"
"Technology","Phones","West","Consumer","FC - PL","-1251"
"Technology","Phones","West","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","West","Corporate","Quantity","325"
"Technology","Phones","West","Corporate","PL","2786"
"Technology","Phones","West","Corporate","FC","1535"
"Technology","Phones","West","Corporate","Profit","2565.1096"
"Technology","Phones","West","Corporate","Profit - Quantity","2240.1096"
"Technology","Phones","West","Corporate","(Profit - Quantity)%","6.892644923076922"
"Technology","Phones","West","Corporate","Profit - PL","-220.89040000000023"
"Technology","Phones","West","Corporate","(Profit - PL)%","-0.07928585786073232"
"Technology","Phones","West","Corporate","Profit - FC","1030.1095999999998"
"Technology","Phones","West","Corporate","(Profit - FC)%","0.6710811726384364"
"Technology","Phones","West","Corporate","PL - Quantity","2461"
"Technology","Phones","West","Corporate","(PL - Quantity)%","7.572307692307692"
"Technology","Phones","West","Corporate","FC - Quantity","1210"
"Technology","Phones","West","Corporate","(FC - Quantity)%","3.723076923076923"
"Technology","Phones","West","Corporate","FC - PL","-1251"
"Technology","Phones","West","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Phones","West","Home Office","Quantity","197"
"Technology","Phones","West","Home Office","PL","2786"
"Technology","Phones","West","Home Office","FC","1535"
"Technology","Phones","West","Home Office","Profit","2076.7033"
"Technology","Phones","West","Home Office","Profit - Quantity","1879.7033000000001"
"Technology","Phones","West","Home Office","(Profit - Quantity)%","9.54164111675127"
"Technology","Phones","West","Home Office","Profit - PL","-709.2966999999999"
"Technology","Phones","West","Home Office","(Profit - PL)%","-0.254593216080402"
"Technology","Phones","West","Home Office","Profit - FC","541.7033000000001"
"Technology","Phones","West","Home Office","(Profit - FC)%","0.35290117263843657"
"Technology","Phones","West","Home Office","PL - Quantity","2589"
"Technology","Phones","West","Home Office","(PL - Quantity)%","13.142131979695431"
"Technology","Phones","West","Home Office","FC - Quantity","1338"
"Technology","Phones","West","Home Office","(FC - Quantity)%","6.791878172588833"
"Technology","Phones","West","Home Office","FC - PL","-1251"
"Technology","Phones","West","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","Central","Consumer","Quantity","392"
"Technology","Accessories","Central","Consumer","PL","2786"
"Technology","Accessories","Central","Consumer","FC","1535"
"Technology","Accessories","Central","Consumer","Profit","3743.3859"
"Technology","Accessories","Central","Consumer","Profit - Quantity","3351.3859"
"Technology","Accessories","Central","Consumer","(Profit - Quantity)%","8.549453826530613"
"Technology","Accessories","Central","Consumer","Profit - PL","957.3859000000002"
"Technology","Accessories","Central","Consumer","(Profit - PL)%","0.3436417444364681"
"Technology","Accessories","Central","Consumer","Profit - FC","2208.3859"
"Technology","Accessories","Central","Consumer","(Profit - FC)%","1.4386878827361564"
"Technology","Accessories","Central","Consumer","PL - Quantity","2394"
"Technology","Accessories","Central","Consumer","(PL - Quantity)%","6.107142857142857"
"Technology","Accessories","Central","Consumer","FC - Quantity","1143"
"Technology","Accessories","Central","Consumer","(FC - Quantity)%","2.915816326530612"
"Technology","Accessories","Central","Consumer","FC - PL","-1251"
"Technology","Accessories","Central","Consumer","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","Central","Corporate","Quantity","195"
"Technology","Accessories","Central","Corporate","PL","2786"
"Technology","Accessories","Central","Corporate","FC","1535"
"Technology","Accessories","Central","Corporate","Profit","1462.9337"
"Technology","Accessories","Central","Corporate","Profit - Quantity","1267.9337"
"Technology","Accessories","Central","Corporate","(Profit - Quantity)%","6.502224102564103"
"Technology","Accessories","Central","Corporate","Profit - PL","-1323.0663"
"Technology","Accessories","Central","Corporate","(Profit - PL)%","-0.47489816941852114"
"Technology","Accessories","Central","Corporate","Profit - FC","-72.06629999999996"
"Technology","Accessories","Central","Corporate","(Profit - FC)%","-0.04694872964169378"
"Technology","Accessories","Central","Corporate","PL - Quantity","2591"
"Technology","Accessories","Central","Corporate","(PL - Quantity)%","13.287179487179488"
"Technology","Accessories","Central","Corporate","FC - Quantity","1340"
"Technology","Accessories","Central","Corporate","(FC - Quantity)%","6.871794871794872"
"Technology","Accessories","Central","Corporate","FC - PL","-1251"
"Technology","Accessories","Central","Corporate","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","Central","Home Office","Quantity","129"
"Technology","Accessories","Central","Home Office","PL","2786"
"Technology","Accessories","Central","Home Office","FC","1535"
"Technology","Accessories","Central","Home Office","Profit","2045.311"
"Technology","Accessories","Central","Home Office","Profit - Quantity","1916.311"
"Technology","Accessories","Central","Home Office","(Profit - Quantity)%","14.855124031007751"
"Technology","Accessories","Central","Home Office","Profit - PL","-740.6890000000001"
"Technology","Accessories","Central","Home Office","(Profit - PL)%","-0.2658610911701364"
"Technology","Accessories","Central","Home Office","Profit - FC","510.3109999999999"
"Technology","Accessories","Central","Home Office","(Profit - FC)%","0.33245016286644946"
"Technology","Accessories","Central","Home Office","PL - Quantity","2657"
"Technology","Accessories","Central","Home Office","(PL - Quantity)%","20.5968992248062"
"Technology","Accessories","Central","Home Office","FC - Quantity","1406"
"Technology","Accessories","Central","Home Office","(FC - Quantity)%","10.89922480620155"
"Technology","Accessories","Central","Home Office","FC - PL","-1251"
"Technology","Accessories","Central","Home Office","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","East","Consumer","Quantity","354"
"Technology","Accessories","East","Consumer","PL","2786"
"Technology","Accessories","East","Consumer","FC","1535"
"Technology","Accessories","East","Consumer","Profit","5240.0783"
"Technology","Accessories","East","Consumer","Profit - Quantity","4886.0783"
"Technology","Accessories","East","Consumer","(Profit - Quantity)%","13.802481073446328"
"Technology","Accessories","East","Consumer","Profit - PL","2454.0783"
"Technology","Accessories","East","Consumer","(Profit - PL)%","0.8808608399138549"
"Technology","Accessories","East","Consumer","Profit - FC","3705.0783"
"Technology","Accessories","East","Consumer","(Profit - FC)%","2.4137317915309446"
"Technology","Accessories","East","Consumer","PL - Quantity","2432"
"Technology","Accessories","East","Consumer","(PL - Quantity)%","6.870056497175141"
