Region,Country,Year,Value Column Name,Value
"Americas","Canada","2019","(Sum of AC - Sum of PY)%","0.017241379310344827"
"Americas","Other","2017","Sum of PY","111000"
"Americas","Other","2017","Sum of AC","97000"
"Americas","Other","2017","Sum of AC - Sum of PY","-14000"
"Americas","Other","2017","(Sum of AC - Sum of PY)%","-0.12612612612612611"
"Americas","Other","2018","Sum of PY","93000"
"Americas","Other","2018","Sum of AC","67000"
"Americas","Other","2018","Sum of AC - Sum of PY","-26000"
"Americas","Other","2018","(Sum of AC - Sum of PY)%","-0.27956989247311825"
"Americas","Other","2019","Sum of PY","85000"
"Americas","Other","2019","Sum of AC","125000"
"Americas","Other","2019","Sum of AC - Sum of PY","40000"
"Americas","Other","2019","(Sum of AC - Sum of PY)%","0.4705882352941176"
"Europe","Poland","2017","Sum of PY","0"
"Europe","Poland","2017","Sum of AC","103000"
"Europe","Poland","2017","Sum of AC - Sum of PY","103000"
"Europe","Poland","2017","(Sum of AC - Sum of PY)%",
"Europe","Poland","2018","Sum of PY","182000"
"Europe","Poland","2018","Sum of AC","180000"
"Europe","Poland","2018","Sum of AC - Sum of PY","-2000"
"Europe","Poland","2018","(Sum of AC - Sum of PY)%","-0.01098901098901099"
"Europe","Poland","2019","Sum of PY","272000"
"Europe","Poland","2019","Sum of AC","239000"
"Europe","Poland","2019","Sum of AC - Sum of PY","-33000"
"Europe","Poland","2019","(Sum of AC - Sum of PY)%","-0.1213235294117647"
"Europe","Sweden","2017","Sum of PY","276000"
"Europe","Sweden","2017","Sum of AC","176000"
"Europe","Sweden","2017","Sum of AC - Sum of PY","-100000"
"Europe","Sweden","2017","(Sum of AC - Sum of PY)%","-0.36231884057971014"
"Europe","Sweden","2018","Sum of PY","345000"
"Europe","Sweden","2018","Sum of AC",
"Europe","Sweden","2018","Sum of AC - Sum of PY","-345000"
"Europe","Sweden","2018","(Sum of AC - Sum of PY)%","-1"
"Europe","Sweden","2019","Sum of PY","319000"
"Europe","Sweden","2019","Sum of AC","340000"
"Europe","Sweden","2019","Sum of AC - Sum of PY","21000"
"Europe","Sweden","2019","(Sum of AC - Sum of PY)%","0.06583072100313479"
"Europe","Belgium","2017","Sum of PY","118000"
"Europe","Belgium","2017","Sum of AC","88000"
"Europe","Belgium","2017","Sum of AC - Sum of PY","-30000"
"Europe","Belgium","2017","(Sum of AC - Sum of PY)%","-0.2542372881355932"
"Europe","Belgium","2018","Sum of PY","173000"
"Europe","Belgium","2018","Sum of AC","198000"
"Europe","Belgium","2018","Sum of AC - Sum of PY","25000"
"Europe","Belgium","2018","(Sum of AC - Sum of PY)%","0.14450867052023122"
"Europe","Belgium","2019","Sum of PY","240000"
"Europe","Belgium","2019","Sum of AC","227000"
"Europe","Belgium","2019","Sum of AC - Sum of PY","-13000"
"Europe","Belgium","2019","(Sum of AC - Sum of PY)%","-0.05416666666666667"
"Europe","Germany","2017","Sum of PY","0"
"Europe","Germany","2017","Sum of AC","107000"
"Europe","Germany","2017","Sum of AC - Sum of PY","107000"
"Europe","Germany","2017","(Sum of AC - Sum of PY)%",
"Europe","Germany","2018","Sum of PY","100000"
"Europe","Germany","2018","Sum of AC","91000"
"Europe","Germany","2018","Sum of AC - Sum of PY","-9000"
"Europe","Germany","2018","(Sum of AC - Sum of PY)%","-0.09"
"Europe","Germany","2019","Sum of PY","190000"
"Europe","Germany","2019","Sum of AC","219000"
"Europe","Germany","2019","Sum of AC - Sum of PY","29000"
"Europe","Germany","2019","(Sum of AC - Sum of PY)%","0.15263157894736842"
"Europe","France","2017","Sum of PY","196000"
"Europe","France","2017","Sum of AC","118000"
"Europe","France","2017","Sum of AC - Sum of PY","-78000"
"Europe","France","2017","(Sum of AC - Sum of PY)%","-0.39795918367346933"
"Europe","France","2018","Sum of PY","0"
"Europe","France","2018","Sum of AC","0"
"Europe","France","2018","Sum of AC - Sum of PY","0"
"Europe","France","2018","(Sum of AC - Sum of PY)%",
"Europe","France","2019","Sum of PY","152000"
"Europe","France","2019","Sum of AC","175000"
"Europe","France","2019","Sum of AC - Sum of PY","23000"
"Europe","France","2019","(Sum of AC - Sum of PY)%","0.1513157894736842"
"Europe","Other","2017","Sum of PY","77000"
"Europe","Other","2017","Sum of AC","142000"
"Europe","Other","2017","Sum of AC - Sum of PY","65000"
"Europe","Other","2017","(Sum of AC - Sum of PY)%","0.8441558441558441"
"Europe","Other","2018","Sum of PY","0"
"Europe","Other","2018","Sum of AC","41000"
"Europe","Other","2018","Sum of AC - Sum of PY","41000"
"Europe","Other","2018","(Sum of AC - Sum of PY)%",
"Europe","Other","2019","Sum of PY","50000"
"Europe","Other","2019","Sum of AC","83000"
"Europe","Other","2019","Sum of AC - Sum of PY","33000"
"Europe","Other","2019","(Sum of AC - Sum of PY)%","0.66"
"Asia-Pacific","Australia","2017","Sum of PY","329000"
"Asia-Pacific","Australia","2017","Sum of AC","304000"
"Asia-Pacific","Australia","2017","Sum of AC - Sum of PY","-25000"
"Asia-Pacific","Australia","2017","(Sum of AC - Sum of PY)%","-0.07598784194528875"
"Asia-Pacific","Australia","2018","Sum of PY","180000"
"Asia-Pacific","Australia","2018","Sum of AC","335000"
"Asia-Pacific","Australia","2018","Sum of AC - Sum of PY","155000"
"Asia-Pacific","Australia","2018","(Sum of AC - Sum of PY)%","0.8611111111111112"
"Asia-Pacific","Australia","2019","Sum of PY","217000"
"Asia-Pacific","Australia","2019","Sum of AC","80000"
"Asia-Pacific","Australia","2019","Sum of AC - Sum of PY","-137000"
"Asia-Pacific","Australia","2019","(Sum of AC - Sum of PY)%","-0.631336405529954"
"Asia-Pacific","Japan","2017","Sum of PY","264000"
"Asia-Pacific","Japan","2017","Sum of AC","206000"
"Asia-Pacific","Japan","2017","Sum of AC - Sum of PY","-58000"
"Asia-Pacific","Japan","2017","(Sum of AC - Sum of PY)%","-0.2196969696969697"
"Asia-Pacific","Japan","2018","Sum of PY","187000"
"Asia-Pacific","Japan","2018","Sum of AC","249000"
"Asia-Pacific","Japan","2018","Sum of AC - Sum of PY","62000"
"Asia-Pacific","Japan","2018","(Sum of AC - Sum of PY)%","0.3315508021390374"
"Asia-Pacific","Japan","2019","Sum of PY","279000"
"Asia-Pacific","Japan","2019","Sum of AC","229000"
"Asia-Pacific","Japan","2019","Sum of AC - Sum of PY","-50000"
"Asia-Pacific","Japan","2019","(Sum of AC - Sum of PY)%","-0.17921146953405018"
"Asia-Pacific","China","2017","Sum of PY","308000"
"Asia-Pacific","China","2017","Sum of AC","244000"
"Asia-Pacific","China","2017","Sum of AC - Sum of PY","-64000"
"Asia-Pacific","China","2017","(Sum of AC - Sum of PY)%","-0.20779220779220778"
"Asia-Pacific","China","2018","Sum of PY","318000"
"Asia-Pacific","China","2018","Sum of AC","287000"
"Asia-Pacific","China","2018","Sum of AC - Sum of PY","-31000"
"Asia-Pacific","China","2018","(Sum of AC - Sum of PY)%","-0.09748427672955975"
"Asia-Pacific","China","2019","Sum of PY","321000"
"Asia-Pacific","China","2019","Sum of AC","145000"
"Asia-Pacific","China","2019","Sum of AC - Sum of PY","-176000"
"Asia-Pacific","China","2019","(Sum of AC - Sum of PY)%","-0.5482866043613707"
"Asia-Pacific","Other","2017","Sum of PY","134000"
"Asia-Pacific","Other","2017","Sum of AC","50000"
"Asia-Pacific","Other","2017","Sum of AC - Sum of PY","-84000"
"Asia-Pacific","Other","2017","(Sum of AC - Sum of PY)%","-0.6268656716417911"
"Asia-Pacific","Other","2018","Sum of PY","78000"
"Asia-Pacific","Other","2018","Sum of AC","78000"
"Asia-Pacific","Other","2018","Sum of AC - Sum of PY","0"
"Asia-Pacific","Other","2018","(Sum of AC - Sum of PY)%","0"
"Asia-Pacific","Other","2019","Sum of PY","66000"
"Asia-Pacific","Other","2019","Sum of AC","69000"
"Asia-Pacific","Other","2019","Sum of AC - Sum of PY","3000"
"Asia-Pacific","Other","2019","(Sum of AC - Sum of PY)%","0.045454545454545456"
