Region,Ship Mode,Segment,Value Column Name,Value
"West","First Class","Consumer","Sales - Quantity","53015.86199999995"
"West","First Class","Consumer","(Sales - Quantity)%","60.45138198403643"
"West","First Class","Consumer","Sales - Row ID","53651.86199999995"
"West","First Class","Consumer","(Sales - Row ID)%","222.62183402489606"
"West","First Class","Consumer","Quantity (Simulation)","877"
"West","First Class","Corporate","Quantity","649"
"West","First Class","Corporate","Overall Rank of Quantity","7"
"West","First Class","Corporate","Lead/Lag of Quantity","704"
"West","First Class","Corporate","% Cont. GT of Quantity","0.02735741685284323"
"West","First Class","Corporate","% Cont. of Quantity","0.04121943474118768"
"West","First Class","Corporate","Running Total of Quantity","15583"
"West","First Class","Corporate","Row ID","170"
"West","First Class","Corporate","Sales","47849.775499999996"
"West","First Class","Corporate","Profit","7913.0461"
"West","First Class","Corporate","Profit - Quantity","7264.0461"
"West","First Class","Corporate","(Profit - Quantity)%","11.192675038520798"
"West","First Class","Corporate","Profit - Row ID","7743.0461"
"West","First Class","Corporate","(Profit - Row ID)%","45.547329999999995"
"West","First Class","Corporate","Profit - Sales","-39936.7294"
"West","First Class","Corporate","(Profit - Sales)%","-0.8346273097979321"
"West","First Class","Corporate","Row ID - Quantity","-479"
"West","First Class","Corporate","(Row ID - Quantity)%","-0.7380585516178738"
"West","First Class","Corporate","Sales - Quantity","47200.775499999996"
"West","First Class","Corporate","(Sales - Quantity)%","72.72846764252697"
"West","First Class","Corporate","Sales - Row ID","47679.775499999996"
"West","First Class","Corporate","(Sales - Row ID)%","280.4692676470588"
"West","First Class","Corporate","Quantity (Simulation)","649"
"West","First Class","Home Office","Quantity","376"
"West","First Class","Home Office","Overall Rank of Quantity","7"
"West","First Class","Home Office","Lead/Lag of Quantity","374"
"West","First Class","Home Office","% Cont. GT of Quantity","0.020893531895976883"
"West","First Class","Home Office","% Cont. of Quantity","0.02803668630228916"
"West","First Class","Home Office","Running Total of Quantity","13254"
"West","First Class","Home Office","Row ID","104"
"West","First Class","Home Office","Sales","28019.250999999997"
"West","First Class","Home Office","Profit","2549.0431999999996"
"West","First Class","Home Office","Profit - Quantity","2173.0431999999996"
"West","First Class","Home Office","(Profit - Quantity)%","5.779370212765956"
"West","First Class","Home Office","Profit - Row ID","2445.0431999999996"
"West","First Class","Home Office","(Profit - Row ID)%","23.510030769230767"
"West","First Class","Home Office","Profit - Sales","-25470.207799999996"
"West","First Class","Home Office","(Profit - Sales)%","-0.9090252912185268"
"West","First Class","Home Office","Row ID - Quantity","-272"
"West","First Class","Home Office","(Row ID - Quantity)%","-0.723404255319149"
"West","First Class","Home Office","Sales - Quantity","27643.250999999997"
"West","First Class","Home Office","(Sales - Quantity)%","73.51928457446807"
"West","First Class","Home Office","Sales - Row ID","27915.250999999997"
"West","First Class","Home Office","(Sales - Row ID)%","268.41587499999997"
"West","First Class","Home Office","Quantity (Simulation)","376"
"West","Same Day","Consumer","Quantity","352"
"West","Same Day","Consumer","Overall Rank of Quantity","14"
"West","Same Day","Consumer","Lead/Lag of Quantity","877"
"West","Same Day","Consumer","% Cont. GT of Quantity","0.010495244342407346"
"West","Same Day","Consumer","% Cont. of Quantity","0.017174920712368872"
"West","Same Day","Consumer","Running Total of Quantity","20495"
"West","Same Day","Consumer","Row ID","98"
"West","Same Day","Consumer","Sales","17450.469000000005"
"West","Same Day","Consumer","Profit","4098.942800000001"
"West","Same Day","Consumer","Profit - Quantity","3746.9428000000007"
"West","Same Day","Consumer","(Profit - Quantity)%","10.644723863636365"
"West","Same Day","Consumer","Profit - Row ID","4000.9428000000007"
"West","Same Day","Consumer","(Profit - Row ID)%","40.825946938775516"
"West","Same Day","Consumer","Profit - Sales","-13351.526200000004"
"West","Same Day","Consumer","(Profit - Sales)%","-0.7651098775626031"
"West","Same Day","Consumer","Row ID - Quantity","-254"
"West","Same Day","Consumer","(Row ID - Quantity)%","-0.7215909090909091"
"West","Same Day","Consumer","Sales - Quantity","17098.469000000005"
"West","Same Day","Consumer","(Sales - Quantity)%","48.57519602272728"
"West","Same Day","Consumer","Sales - Row ID","17352.469000000005"
"West","Same Day","Consumer","(Sales - Row ID)%","177.0660102040817"
"West","Same Day","Consumer","Quantity (Simulation)","352"
"West","Same Day","Corporate","Quantity","162"
"West","Same Day","Corporate","Overall Rank of Quantity","15"
"West","Same Day","Corporate","Lead/Lag of Quantity","649"
"West","Same Day","Corporate","% Cont. GT of Quantity","0.006828815917042532"
"West","Same Day","Corporate","% Cont. of Quantity","0.010288980628771038"
"West","Same Day","Corporate","Running Total of Quantity","15745"
"West","Same Day","Corporate","Row ID","41"
"West","Same Day","Corporate","Sales","13993.173999999999"
"West","Same Day","Corporate","Profit","1996.4631999999997"
"West","Same Day","Corporate","Profit - Quantity","1834.4631999999997"
"West","Same Day","Corporate","(Profit - Quantity)%","11.323846913580246"
"West","Same Day","Corporate","Profit - Row ID","1955.4631999999997"
"West","Same Day","Corporate","(Profit - Row ID)%","47.694224390243896"
"West","Same Day","Corporate","Profit - Sales","-11996.710799999999"
"West","Same Day","Corporate","(Profit - Sales)%","-0.8573259219102114"
"West","Same Day","Corporate","Row ID - Quantity","-121"
"West","Same Day","Corporate","(Row ID - Quantity)%","-0.7469135802469136"
"West","Same Day","Corporate","Sales - Quantity","13831.173999999999"
"West","Same Day","Corporate","(Sales - Quantity)%","85.37761728395063"
"West","Same Day","Corporate","Sales - Row ID","13952.173999999999"
"West","Same Day","Corporate","(Sales - Row ID)%","340.2969268292683"
"West","Same Day","Corporate","Quantity (Simulation)","162"
"West","Same Day","Home Office","Quantity","157"
"West","Same Day","Home Office","Overall Rank of Quantity","13"
"West","Same Day","Home Office","Lead/Lag of Quantity","376"
"West","Same Day","Home Office","% Cont. GT of Quantity","0.008724160924649923"
"West","Same Day","Home Office","% Cont. of Quantity","0.011706807844306912"
"West","Same Day","Home Office","Running Total of Quantity","13411"
"West","Same Day","Home Office","Row ID","46"
"West","Same Day","Home Office","Sales","12160.067000000005"
"West","Same Day","Home Office","Profit","2046.5412"
"West","Same Day","Home Office","Profit - Quantity","1889.5412"
"West","Same Day","Home Office","(Profit - Quantity)%","12.035294267515924"
"West","Same Day","Home Office","Profit - Row ID","2000.5412"
"West","Same Day","Home Office","(Profit - Row ID)%","43.490026086956526"
"West","Same Day","Home Office","Profit - Sales","-10113.525800000005"
"West","Same Day","Home Office","(Profit - Sales)%","-0.8316998417854112"
"West","Same Day","Home Office","Row ID - Quantity","-111"
"West","Same Day","Home Office","(Row ID - Quantity)%","-0.7070063694267517"
"West","Same Day","Home Office","Sales - Quantity","12003.067000000005"
"West","Same Day","Home Office","(Sales - Quantity)%","76.45265605095544"
"West","Same Day","Home Office","Sales - Row ID","12114.067000000005"
"West","Same Day","Home Office","(Sales - Row ID)%","263.3492826086958"
"West","Same Day","Home Office","Quantity (Simulation)","157"
"West","Second Class as % of Total","Consumer","Quantity","0.060014637716516224"
"West","Second Class as % of Total","Consumer","Overall Rank of Quantity",
"West","Second Class as % of Total","Consumer","Lead/Lag of Quantity",
"West","Second Class as % of Total","Consumer","% Cont. GT of Quantity",
"West","Second Class as % of Total","Consumer","% Cont. of Quantity",
"West","Second Class as % of Total","Consumer","Running Total of Quantity",
"West","Second Class as % of Total","Consumer","Row ID","0.025873629407588545"
"West","Second Class as % of Total","Consumer","Sales","0.13645451512926743"
"West","Second Class as % of Total","Consumer","Profit","0.12127267661328947"
"West","Second Class as % of Total","Consumer","Profit - Quantity","0.13770945497845136"
"West","Second Class as % of Total","Consumer","(Profit - Quantity)%",
"West","Second Class as % of Total","Consumer","Profit - Row ID","0.13563568633028178"
"West","Second Class as % of Total","Consumer","(Profit - Row ID)%",
"West","Second Class as % of Total","Consumer","Profit - Sales","0.13946986817912305"
"West","Second Class as % of Total","Consumer","(Profit - Sales)%",
"West","Second Class as % of Total","Consumer","Row ID - Quantity","0.11537477615758505"
"West","Second Class as % of Total","Consumer","(Row ID - Quantity)%",
"West","Second Class as % of Total","Consumer","Sales - Quantity","0.13923151705441503"
"West","Second Class as % of Total","Consumer","(Sales - Quantity)%",
"West","Second Class as % of Total","Consumer","Sales - Row ID","0.13890542675651912"
"West","Second Class as % of Total","Consumer","(Sales - Row ID)%",
"West","Second Class as % of Total","Consumer","Quantity (Simulation)","0.060014637716516224"
"West","Second Class as % of Total","Corporate","Quantity","0.04471260717688155"
"West","Second Class as % of Total","Corporate","Overall Rank of Quantity",
"West","Second Class as % of Total","Corporate","Lead/Lag of Quantity",
"West","Second Class as % of Total","Corporate","% Cont. GT of Quantity",
"West","Second Class as % of Total","Corporate","% Cont. of Quantity",
"West","Second Class as % of Total","Corporate","Running Total of Quantity",
"West","Second Class as % of Total","Corporate","Row ID","0.017466110531803962"
"West","Second Class as % of Total","Corporate","Sales","0.10431869260696197"
"West","Second Class as % of Total","Corporate","Profit","0.0900304394412188"
"West","Second Class as % of Total","Corporate","Profit - Quantity","0.10504445999381"
"West","Second Class as % of Total","Corporate","(Profit - Quantity)%",
"West","Second Class as % of Total","Corporate","Profit - Row ID","0.10616357289064154"
"West","Second Class as % of Total","Corporate","(Profit - Row ID)%",
"West","Second Class as % of Total","Corporate","Profit - Sales","0.10734389374248382"
"West","Second Class as % of Total","Corporate","(Profit - Sales)%",
"West","Second Class as % of Total","Corporate","Row ID - Quantity","0.11871607269294313"
"West","Second Class as % of Total","Corporate","(Row ID - Quantity)%",
"West","Second Class as % of Total","Corporate","Sales - Quantity","0.10702837783141267"
"West","Second Class as % of Total","Corporate","(Sales - Quantity)%",
"West","Second Class as % of Total","Corporate","Sales - Row ID","0.10716962907514374"
"West","Second Class as % of Total","Corporate","(Sales - Row ID)%",
"West","Second Class as % of Total","Corporate","Quantity (Simulation)","0.04471260717688155"
"West","Second Class as % of Total","Home Office","Quantity","0.027887554992170605"
"West","Second Class as % of Total","Home Office","Overall Rank of Quantity",
"West","Second Class as % of Total","Home Office","Lead/Lag of Quantity",
"West","Second Class as % of Total","Home Office","% Cont. GT of Quantity",
"West","Second Class as % of Total","Home Office","% Cont. of Quantity",
"West","Second Class as % of Total","Home Office","Running Total of Quantity",
"West","Second Class as % of Total","Home Office","Row ID","0.008440366972477064"
"West","Second Class as % of Total","Home Office","Sales","0.12896752649633828"
"West","Second Class as % of Total","Home Office","Profit","0.16446175860557022"
"West","Second Class as % of Total","Home Office","Profit - Quantity","0.25780750758463633"
"West","Second Class as % of Total","Home Office","(Profit - Quantity)%",
"West","Second Class as % of Total","Home Office","Profit - Row ID","0.2413000029151516"
"West","Second Class as % of Total","Home Office","(Profit - Row ID)%",
"West","Second Class as % of Total","Home Office","Profit - Sales","0.12254101232302114"
"West","Second Class as % of Total","Home Office","(Profit - Sales)%",
"West","Second Class as % of Total","Home Office","Row ID - Quantity","0.11230585424133811"
"West","Second Class as % of Total","Home Office","(Row ID - Quantity)%",
"West","Second Class as % of Total","Home Office","Sales - Quantity","0.1356762115964241"
"West","Second Class as % of Total","Home Office","(Sales - Quantity)%",
"West","Second Class as % of Total","Home Office","Sales - Row ID","0.13538935847198472"
"West","Second Class as % of Total","Home Office","(Sales - Row ID)%",
"West","Second Class as % of Total","Home Office","Quantity (Simulation)","0.027887554992170605"
"East","Standard Class","Consumer","Quantity","2947"
"East","Standard Class","Consumer","Overall Rank of Quantity","3"
"East","Standard Class","Consumer","Lead/Lag of Quantity",
"East","Standard Class","Consumer","% Cont. GT of Quantity","0.08786785533259786"
"East","Standard Class","Consumer","% Cont. of Quantity","0.5511501776697213"
"East","Standard Class","Consumer","Running Total of Quantity","2947"
"East","Standard Class","Consumer","Row ID","816"
"East","Standard Class","Consumer","Sales","209583.4659999999"
"East","Standard Class","Consumer","Profit","26319.453200000007"
"East","Standard Class","Consumer","Profit - Quantity","23372.453200000007"
"East","Standard Class","Consumer","(Profit - Quantity)%","7.930930844927047"
"East","Standard Class","Consumer","Profit - Row ID","25503.453200000007"
"East","Standard Class","Consumer","(Profit - Row ID)%","31.254231862745108"
"East","Standard Class","Consumer","Profit - Sales","-183264.01279999988"
"East","Standard Class","Consumer","(Profit - Sales)%","-0.8744201835081779"
"East","Standard Class","Consumer","Row ID - Quantity","-2131"
"East","Standard Class","Consumer","(Row ID - Quantity)%","-0.7231082456735664"
"East","Standard Class","Consumer","Sales - Quantity","206636.4659999999"
"East","Standard Class","Consumer","(Sales - Quantity)%","70.11756565999318"
"East","Standard Class","Consumer","Sales - Row ID","208767.4659999999"
"East","Standard Class","Consumer","(Sales - Row ID)%","255.84248284313716"
"East","Standard Class","Consumer","Quantity (Simulation)","2947"
"East","Standard Class","Corporate","Quantity","2094"
"East","Standard Class","Corporate","Overall Rank of Quantity","3"
"East","Standard Class","Corporate","Lead/Lag of Quantity",
"East","Standard Class","Corporate","% Cont. GT of Quantity","0.0882687687054757"
"East","Standard Class","Corporate","% Cont. of Quantity","0.6235854675402025"
"East","Standard Class","Corporate","Running Total of Quantity","2094"
"East","Standard Class","Corporate","Row ID","553"
"East","Standard Class","Corporate","Sales","124655.4"
"East","Standard Class","Corporate","Profit","14974.9066"
"East","Standard Class","Corporate","Profit - Quantity","12880.9066"
"East","Standard Class","Corporate","(Profit - Quantity)%","6.1513403056351486"
"East","Standard Class","Corporate","Profit - Row ID","14421.9066"
"East","Standard Class","Corporate","(Profit - Row ID)%","26.079397106690777"
"East","Standard Class","Corporate","Profit - Sales","-109680.49339999999"
"East","Standard Class","Corporate","(Profit - Sales)%","-0.8798695716350836"
"East","Standard Class","Corporate","Row ID - Quantity","-1541"
"East","Standard Class","Corporate","(Row ID - Quantity)%","-0.7359121298949379"
"East","Standard Class","Corporate","Sales - Quantity","122561.4"
"East","Standard Class","Corporate","(Sales - Quantity)%","58.5297994269341"
"East","Standard Class","Corporate","Sales - Row ID","124102.4"
"East","Standard Class","Corporate","(Sales - Row ID)%","224.41663652802893"
"East","Standard Class","Corporate","Quantity (Simulation)","2094"
"East","Standard Class","Home Office","Quantity","1173"
"East","Standard Class","Home Office","Overall Rank of Quantity","3"
"East","Standard Class","Home Office","Lead/Lag of Quantity",
"East","Standard Class","Home Office","% Cont. GT of Quantity","0.06518115136697043"
"East","Standard Class","Home Office","% Cont. of Quantity","0.6131730266596969"
"East","Standard Class","Home Office","Running Total of Quantity","1173"
"East","Standard Class","Home Office","Row ID","304"
"East","Standard Class","Home Office","Sales","71082.96500000001"
"East","Standard Class","Home Office","Profit","15728.848300000003"
"East","Standard Class","Home Office","Profit - Quantity","14555.848300000003"
"East","Standard Class","Home Office","(Profit - Quantity)%","12.409077834612111"
"East","Standard Class","Home Office","Profit - Row ID","15424.848300000003"
"East","Standard Class","Home Office","(Profit - Row ID)%","50.73963256578949"
"East","Standard Class","Home Office","Profit - Sales","-55354.116700000006"
"East","Standard Class","Home Office","(Profit - Sales)%","-0.7787254892926877"
"East","Standard Class","Home Office","Row ID - Quantity","-869"
