Category,Sub-Category,Segment,Region,Year,Value Column Name,Value
"Furniture","Bookcases","Consumer","Central","2015","Sum of Sales - Sum of Profit","4745.3986"
"Furniture","Bookcases","Consumer","Central","2015","(Sum of Sales - Sum of Profit)%","7.796855494095095"
"Furniture","Bookcases","Consumer","Central","2015","Sum of Sales - Sum of Discount","4135.2288"
"Furniture","Bookcases","Consumer","Central","2015","(Sum of Sales - Sum of Discount)%","2685.213506493507"
"Furniture","Bookcases","Consumer","Central","2015","Sum of Profit - Sum of Quantity","-635.6298000000002"
"Furniture","Bookcases","Consumer","Central","2015","(Sum of Profit - Sum of Quantity)%","-23.54184444444445"
"Furniture","Bookcases","Consumer","Central","2015","Sum of Discount - Sum of Quantity","-25.46"
"Furniture","Bookcases","Consumer","Central","2015","(Sum of Discount - Sum of Quantity)%","-0.942962962962963"
"Furniture","Bookcases","Consumer","Central","2015","Sum of Discount - Sum of Profit","610.1698000000001"
"Furniture","Bookcases","Consumer","Central","2015","(Sum of Discount - Sum of Profit)%","1.0025302737394717"
"Furniture","Bookcases","Consumer","Central","2015","Count of Postal Code",""
"Furniture","Bookcases","Consumer","Central","2016","Sum of Quantity","31"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Profit","-522.1548"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Discount","1.58"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Sales","4697.1992"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Sales - Sum of Quantity","4666.1992"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Sales - Sum of Quantity)%","150.52255483870968"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Sales - Sum of Profit","5219.354"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Sales - Sum of Profit)%","9.995798180922593"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Sales - Sum of Discount","4695.6192"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Sales - Sum of Discount)%","2971.9108860759497"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Profit - Sum of Quantity","-553.1548"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Profit - Sum of Quantity)%","-17.843703225806454"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Discount - Sum of Quantity","-29.42"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Discount - Sum of Quantity)%","-0.9490322580645162"
"Furniture","Bookcases","Consumer","Central","2016","Sum of Discount - Sum of Profit","523.7348000000001"
"Furniture","Bookcases","Consumer","Central","2016","(Sum of Discount - Sum of Profit)%","1.0030259225808134"
"Furniture","Bookcases","Consumer","Central","2016","Count of Postal Code",""
"Furniture","Bookcases","Consumer","Central","2017","Sum of Quantity","22"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Profit","-245.68300000000013"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Discount","2.22"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Sales","3016.2743999999993"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Sales - Sum of Quantity","2994.2743999999993"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Sales - Sum of Quantity)%","136.1033818181818"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Sales - Sum of Profit","3261.9573999999993"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Sales - Sum of Profit)%","13.27709853754634"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Sales - Sum of Discount","3014.0543999999995"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Sales - Sum of Discount)%","1357.6821621621618"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Profit - Sum of Quantity","-267.6830000000001"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Profit - Sum of Quantity)%","-12.167409090909096"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Discount - Sum of Quantity","-19.78"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Discount - Sum of Quantity)%","-0.8990909090909092"
"Furniture","Bookcases","Consumer","Central","2017","Sum of Discount - Sum of Profit","247.90300000000013"
"Furniture","Bookcases","Consumer","Central","2017","(Sum of Discount - Sum of Profit)%","1.0090360342392433"
"Furniture","Bookcases","Consumer","Central","2017","Count of Postal Code",""
"Furniture","Bookcases","Consumer","East","2014","Sum of Quantity","29"
"Furniture","Bookcases","Consumer","East","2014","Sum of Profit","-395.4879000000005"
"Furniture","Bookcases","Consumer","East","2014","Sum of Discount","1.3"
"Furniture","Bookcases","Consumer","East","2014","Sum of Sales","6759.801000000001"
"Furniture","Bookcases","Consumer","East","2014","Sum of Sales - Sum of Quantity","6730.801000000001"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Sales - Sum of Quantity)%","232.0965862068966"
"Furniture","Bookcases","Consumer","East","2014","Sum of Sales - Sum of Profit","7155.288900000001"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Sales - Sum of Profit)%","18.09230800740046"
"Furniture","Bookcases","Consumer","East","2014","Sum of Sales - Sum of Discount","6758.501000000001"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Sales - Sum of Discount)%","5198.846923076923"
"Furniture","Bookcases","Consumer","East","2014","Sum of Profit - Sum of Quantity","-424.4879000000005"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Profit - Sum of Quantity)%","-14.637513793103464"
"Furniture","Bookcases","Consumer","East","2014","Sum of Discount - Sum of Quantity","-27.7"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Discount - Sum of Quantity)%","-0.9551724137931035"
"Furniture","Bookcases","Consumer","East","2014","Sum of Discount - Sum of Profit","396.7879000000005"
"Furniture","Bookcases","Consumer","East","2014","(Sum of Discount - Sum of Profit)%","1.0032870790737214"
"Furniture","Bookcases","Consumer","East","2014","Count of Postal Code",""
"Furniture","Bookcases","Consumer","East","2015","Sum of Quantity","43"
"Furniture","Bookcases","Consumer","East","2015","Sum of Profit","-1514.0249000000001"
"Furniture","Bookcases","Consumer","East","2015","Sum of Discount","2.3"
"Furniture","Bookcases","Consumer","East","2015","Sum of Sales","11367.880000000001"
"Furniture","Bookcases","Consumer","East","2015","Sum of Sales - Sum of Quantity","11324.880000000001"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Sales - Sum of Quantity)%","263.36930232558143"
"Furniture","Bookcases","Consumer","East","2015","Sum of Sales - Sum of Profit","12881.904900000001"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Sales - Sum of Profit)%","8.508383778892936"
"Furniture","Bookcases","Consumer","East","2015","Sum of Sales - Sum of Discount","11365.580000000002"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Sales - Sum of Discount)%","4941.556521739131"
"Furniture","Bookcases","Consumer","East","2015","Sum of Profit - Sum of Quantity","-1557.0249000000001"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Profit - Sum of Quantity)%","-36.20988139534884"
"Furniture","Bookcases","Consumer","East","2015","Sum of Discount - Sum of Quantity","-40.7"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Discount - Sum of Quantity)%","-0.9465116279069768"
"Furniture","Bookcases","Consumer","East","2015","Sum of Discount - Sum of Profit","1516.3249"
"Furniture","Bookcases","Consumer","East","2015","(Sum of Discount - Sum of Profit)%","1.0015191295731"
"Furniture","Bookcases","Consumer","East","2015","Count of Postal Code",""
"Furniture","Bookcases","Consumer","East","2016","Sum of Quantity","35"
"Furniture","Bookcases","Consumer","East","2016","Sum of Profit","-446.0228000000002"
"Furniture","Bookcases","Consumer","East","2016","Sum of Discount","2.7"
"Furniture","Bookcases","Consumer","East","2016","Sum of Sales","3546.9269999999997"
"Furniture","Bookcases","Consumer","East","2016","Sum of Sales - Sum of Quantity","3511.9269999999997"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Sales - Sum of Quantity)%","100.3407714285714"
"Furniture","Bookcases","Consumer","East","2016","Sum of Sales - Sum of Profit","3992.9498"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Sales - Sum of Profit)%","8.95234458866228"
"Furniture","Bookcases","Consumer","East","2016","Sum of Sales - Sum of Discount","3544.227"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Sales - Sum of Discount)%","1312.6766666666665"
"Furniture","Bookcases","Consumer","East","2016","Sum of Profit - Sum of Quantity","-481.0228000000002"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Profit - Sum of Quantity)%","-13.74350857142858"
"Furniture","Bookcases","Consumer","East","2016","Sum of Discount - Sum of Quantity","-32.3"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Discount - Sum of Quantity)%","-0.9228571428571428"
"Furniture","Bookcases","Consumer","East","2016","Sum of Discount - Sum of Profit","448.7228000000002"
"Furniture","Bookcases","Consumer","East","2016","(Sum of Discount - Sum of Profit)%","1.0060535021976456"
"Furniture","Bookcases","Consumer","East","2016","Count of Postal Code",""
"Furniture","Bookcases","Consumer","East","2017","Sum of Quantity","33"
"Furniture","Bookcases","Consumer","East","2017","Sum of Profit","163.46839999999975"
"Furniture","Bookcases","Consumer","East","2017","Sum of Discount","2.8"
"Furniture","Bookcases","Consumer","East","2017","Sum of Sales","5632.525999999999"
"Furniture","Bookcases","Consumer","East","2017","Sum of Sales - Sum of Quantity","5599.525999999999"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Sales - Sum of Quantity)%","169.68260606060602"
"Furniture","Bookcases","Consumer","East","2017","Sum of Sales - Sum of Profit","5469.057599999999"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Sales - Sum of Profit)%","33.45635976127501"
"Furniture","Bookcases","Consumer","East","2017","Sum of Sales - Sum of Discount","5629.725999999999"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Sales - Sum of Discount)%","2010.6164285714285"
"Furniture","Bookcases","Consumer","East","2017","Sum of Profit - Sum of Quantity","130.46839999999975"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Profit - Sum of Quantity)%","3.953587878787871"
"Furniture","Bookcases","Consumer","East","2017","Sum of Discount - Sum of Quantity","-30.2"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Discount - Sum of Quantity)%","-0.9151515151515152"
"Furniture","Bookcases","Consumer","East","2017","Sum of Discount - Sum of Profit","-160.66839999999974"
"Furniture","Bookcases","Consumer","East","2017","(Sum of Discount - Sum of Profit)%","-0.9828713072373619"
"Furniture","Bookcases","Consumer","East","2017","Count of Postal Code",""
"Furniture","Bookcases","Consumer","South","2014","Sum of Quantity","13"
"Furniture","Bookcases","Consumer","South","2014","Sum of Profit","164.70860000000002"
"Furniture","Bookcases","Consumer","South","2014","Sum of Discount","0.2"
"Furniture","Bookcases","Consumer","South","2014","Sum of Sales","794.2760000000001"
"Furniture","Bookcases","Consumer","South","2014","Sum of Sales - Sum of Quantity","781.2760000000001"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Sales - Sum of Quantity)%","60.09815384615385"
"Furniture","Bookcases","Consumer","South","2014","Sum of Sales - Sum of Profit","629.5674"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Sales - Sum of Profit)%","3.8223104318778733"
"Furniture","Bookcases","Consumer","South","2014","Sum of Sales - Sum of Discount","794.076"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Sales - Sum of Discount)%","3970.38"
"Furniture","Bookcases","Consumer","South","2014","Sum of Profit - Sum of Quantity","151.70860000000002"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Profit - Sum of Quantity)%","11.66989230769231"
"Furniture","Bookcases","Consumer","South","2014","Sum of Discount - Sum of Quantity","-12.8"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Discount - Sum of Quantity)%","-0.9846153846153847"
"Furniture","Bookcases","Consumer","South","2014","Sum of Discount - Sum of Profit","-164.50860000000003"
"Furniture","Bookcases","Consumer","South","2014","(Sum of Discount - Sum of Profit)%","-0.9987857343210981"
"Furniture","Bookcases","Consumer","South","2014","Count of Postal Code",""
"Furniture","Bookcases","Consumer","South","2015","Sum of Quantity","12"
"Furniture","Bookcases","Consumer","South","2015","Sum of Profit","89.2884"
"Furniture","Bookcases","Consumer","South","2015","Sum of Discount","0.2"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales","813.6120000000001"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales - Sum of Quantity","801.6120000000001"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Sales - Sum of Quantity)%","66.801"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales - Sum of Profit","724.3236"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Sales - Sum of Profit)%","8.112180305616407"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales - Sum of Discount","813.412"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Sales - Sum of Discount)%","4067.06"
"Furniture","Bookcases","Consumer","South","2015","Sum of Profit - Sum of Quantity","77.2884"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Profit - Sum of Quantity)%","6.4407"
"Furniture","Bookcases","Consumer","South","2015","Sum of Discount - Sum of Quantity","-11.8"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Discount - Sum of Quantity)%","-0.9833333333333334"
"Furniture","Bookcases","Consumer","South","2015","Sum of Discount - Sum of Profit","-89.0884"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Discount - Sum of Profit)%","-0.9977600673771733"
"Furniture","Bookcases","Consumer","South","2015","Count of Postal Code",""
"Furniture","Bookcases","Consumer","South","2016","Sum of Quantity","23"
"Furniture","Bookcases","Consumer","South","2016","Sum of Profit","480.5709999999999"
"Furniture","Bookcases","Consumer","South","2016","Sum of Discount","0.2"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales","2839.756"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales - Sum of Quantity","2816.756"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Sales - Sum of Quantity)%","122.46765217391302"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales - Sum of Profit","2359.185"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Sales - Sum of Profit)%","4.90912893204126"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales - Sum of Discount","2839.556"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Sales - Sum of Discount)%","14197.78"
"Furniture","Bookcases","Consumer","South","2016","Sum of Profit - Sum of Quantity","457.5709999999999"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Profit - Sum of Quantity)%","19.894391304347824"
"Furniture","Bookcases","Consumer","South","2016","Sum of Discount - Sum of Quantity","-22.8"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Discount - Sum of Quantity)%","-0.991304347826087"
"Furniture","Bookcases","Consumer","South","2016","Sum of Discount - Sum of Profit","-480.3709999999999"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Discount - Sum of Profit)%","-0.9995838284041276"
"Furniture","Bookcases","Consumer","South","2016","Count of Postal Code",""
"Furniture","Bookcases","Consumer","South","2017","Sum of Quantity","37"
"Furniture","Bookcases","Consumer","South","2017","Sum of Profit","485.444"
"Furniture","Bookcases","Consumer","South","2017","Sum of Discount","1"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales","4268.918"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales - Sum of Quantity","4231.918"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Sales - Sum of Quantity)%","114.37616216216216"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales - Sum of Profit","3783.4739999999997"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Sales - Sum of Profit)%","7.793842338148169"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales - Sum of Discount","4267.918"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Sales - Sum of Discount)%","4267.918"
"Furniture","Bookcases","Consumer","South","2017","Sum of Profit - Sum of Quantity","448.444"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Profit - Sum of Quantity)%","12.12010810810811"
"Furniture","Bookcases","Consumer","South","2017","Sum of Discount - Sum of Quantity","-36"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Discount - Sum of Quantity)%","-0.972972972972973"
"Furniture","Bookcases","Consumer","South","2017","Sum of Discount - Sum of Profit","-484.444"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Discount - Sum of Profit)%","-0.9979400301579585"
"Furniture","Bookcases","Consumer","South","2017","Count of Postal Code",""
"Furniture","Bookcases","Consumer","West","2014","Sum of Quantity","17"
"Furniture","Bookcases","Consumer","West","2014","Sum of Profit","-302.8688"
"Furniture","Bookcases","Consumer","West","2014","Sum of Discount","1.4499999999999997"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales","1489.4415"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales - Sum of Quantity","1472.4415"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Sales - Sum of Quantity)%","86.61420588235292"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales - Sum of Profit","1792.3102999999999"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Sales - Sum of Profit)%","5.917777928925"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales - Sum of Discount","1487.9914999999999"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Sales - Sum of Discount)%","1026.2010344827588"
"Furniture","Bookcases","Consumer","West","2014","Sum of Profit - Sum of Quantity","-319.8688"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Profit - Sum of Quantity)%","-18.815811764705884"
"Furniture","Bookcases","Consumer","West","2014","Sum of Discount - Sum of Quantity","-15.55"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Discount - Sum of Quantity)%","-0.9147058823529413"
"Furniture","Bookcases","Consumer","West","2014","Sum of Discount - Sum of Profit","304.3188"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Discount - Sum of Profit)%","1.0047875515734865"
"Furniture","Bookcases","Consumer","West","2014","Count of Postal Code",""
"Furniture","Bookcases","Consumer","West","2015","Sum of Quantity","64"
"Furniture","Bookcases","Consumer","West","2015","Sum of Profit","-1267.6758000000004"
"Furniture","Bookcases","Consumer","West","2015","Sum of Discount","4.850000000000001"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales","6704.628000000001"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales - Sum of Quantity","6640.628000000001"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Sales - Sum of Quantity)%","103.75981250000001"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales - Sum of Profit","7972.3038000000015"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Sales - Sum of Profit)%","6.288913774326211"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales - Sum of Discount","6699.778"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Sales - Sum of Discount)%","1381.3975257731954"
"Furniture","Bookcases","Consumer","West","2015","Sum of Profit - Sum of Quantity","-1331.6758000000004"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Profit - Sum of Quantity)%","-20.807434375000007"
"Furniture","Bookcases","Consumer","West","2015","Sum of Discount - Sum of Quantity","-59.15"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Discount - Sum of Quantity)%","-0.92421875"
"Furniture","Bookcases","Consumer","West","2015","Sum of Discount - Sum of Profit","1272.5258000000003"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Discount - Sum of Profit)%","1.00382589933483"
"Furniture","Bookcases","Consumer","West","2015","Count of Postal Code",""
"Furniture","Bookcases","Consumer","West","2016","Sum of Quantity","27"
"Furniture","Bookcases","Consumer","West","2016","Sum of Profit","327.8037999999998"
"Furniture","Bookcases","Consumer","West","2016","Sum of Discount","1.5999999999999996"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales","6066.1990000000005"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales - Sum of Quantity","6039.1990000000005"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Sales - Sum of Quantity)%","223.67403703703704"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales - Sum of Profit","5738.395200000001"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Sales - Sum of Profit)%","17.505578641858346"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales - Sum of Discount","6064.599"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Sales - Sum of Discount)%","3790.374375000001"
"Furniture","Bookcases","Consumer","West","2016","Sum of Profit - Sum of Quantity","300.8037999999998"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Profit - Sum of Quantity)%","11.140881481481474"
"Furniture","Bookcases","Consumer","West","2016","Sum of Discount - Sum of Quantity","-25.4"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Discount - Sum of Quantity)%","-0.9407407407407407"
"Furniture","Bookcases","Consumer","West","2016","Sum of Discount - Sum of Profit","-326.2037999999998"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Discount - Sum of Profit)%","-0.9951190315670532"
"Furniture","Bookcases","Consumer","West","2016","Count of Postal Code",""
"Furniture","Bookcases","Consumer","West","2017","Sum of Quantity","68"
"Furniture","Bookcases","Consumer","West","2017","Sum of Profit","-723.7162000000001"
"Furniture","Bookcases","Consumer","West","2017","Sum of Discount","4.15"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales","5387.9105"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales - Sum of Quantity","5319.9105"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Sales - Sum of Quantity)%","78.23397794117648"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales - Sum of Profit","6111.6267"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Sales - Sum of Profit)%","8.444783604401835"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales - Sum of Discount","5383.7605"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Sales - Sum of Discount)%","1297.2916867469878"
"Furniture","Bookcases","Consumer","West","2017","Sum of Profit - Sum of Quantity","-791.7162000000001"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Profit - Sum of Quantity)%","-11.642885294117647"
"Furniture","Bookcases","Consumer","West","2017","Sum of Discount - Sum of Quantity","-63.85"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Discount - Sum of Quantity)%","-0.9389705882352941"
"Furniture","Bookcases","Consumer","West","2017","Sum of Discount - Sum of Profit","727.8662"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Discount - Sum of Profit)%","1.005734291977988"
"Furniture","Bookcases","Consumer","West","2017","Count of Postal Code",""
"Furniture","Bookcases","Corporate","Central","2014","Sum of Quantity","3"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Profit","26.750099999999996"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Discount","0.32"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales","209.95319999999998"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales - Sum of Quantity","206.95319999999998"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Sales - Sum of Quantity)%","68.9844"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales - Sum of Profit","183.20309999999998"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Sales - Sum of Profit)%","6.848688416118071"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales - Sum of Discount","209.6332"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Sales - Sum of Discount)%","655.10375"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Profit - Sum of Quantity","23.750099999999996"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Profit - Sum of Quantity)%","7.916699999999999"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Discount - Sum of Quantity","-2.68"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Discount - Sum of Quantity)%","-0.8933333333333334"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Discount - Sum of Profit","-26.430099999999996"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Discount - Sum of Profit)%","-0.9880374278974657"
"Furniture","Bookcases","Corporate","Central","2014","Count of Postal Code",""
"Furniture","Bookcases","Corporate","Central","2015","Sum of Quantity","16"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Profit","-174.12800000000004"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Discount","0.96"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales","2198.6304"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales - Sum of Quantity","2182.6304"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Sales - Sum of Quantity)%","136.4144"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales - Sum of Profit","2372.7584"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Sales - Sum of Profit)%","13.626518423228887"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales - Sum of Discount","2197.6704"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Sales - Sum of Discount)%","2289.2400000000002"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Profit - Sum of Quantity","-190.12800000000004"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Profit - Sum of Quantity)%","-11.883000000000003"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Discount - Sum of Quantity","-15.04"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Discount - Sum of Quantity)%","-0.94"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Discount - Sum of Profit","175.08800000000005"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Discount - Sum of Profit)%","1.0055131857024717"
"Furniture","Bookcases","Corporate","Central","2015","Count of Postal Code",""
"Furniture","Bookcases","Corporate","Central","2016","Sum of Quantity","27"
"Furniture","Bookcases","Corporate","Central","2016","Sum of Profit","54.11400000000006"
