Region,Country,Year,Value Column Name,Value
"Americas","USA","2019","(FC - PY)%","0.3706293706293706"
"Americas","USA","2019","FC - PL","133000"
"Americas","USA","2019","(FC - PL)%","0.5135135135135135"
"Americas","USA","2019","First City",""
"Americas","Brazil","2017","PY","297000"
"Americas","Brazil","2017","PL","381000"
"Americas","Brazil","2017","FC","280000"
"Americas","Brazil","2017","AC","233000"
"Americas","Brazil","2017","AC - PY","-64000"
"Americas","Brazil","2017","(AC - PY)%","-0.21548821548821548"
"Americas","Brazil","2017","AC - PL","-148000"
"Americas","Brazil","2017","(AC - PL)%","-0.3884514435695538"
"Americas","Brazil","2017","AC - FC","-47000"
"Americas","Brazil","2017","(AC - FC)%","-0.16785714285714284"
"Americas","Brazil","2017","PL - PY","84000"
"Americas","Brazil","2017","(PL - PY)%","0.2828282828282828"
"Americas","Brazil","2017","FC - PY","-17000"
"Americas","Brazil","2017","(FC - PY)%","-0.05723905723905724"
"Americas","Brazil","2017","FC - PL","-101000"
"Americas","Brazil","2017","(FC - PL)%","-0.2650918635170604"
"Americas","Brazil","2017","First City",""
"Americas","Brazil","2018","PY","-44000"
"Americas","Brazil","2018","PL","273000"
"Americas","Brazil","2018","FC","160000"
"Americas","Brazil","2018","AC","280000"
"Americas","Brazil","2018","AC - PY","324000"
"Americas","Brazil","2018","(AC - PY)%","7.363636363636363"
"Americas","Brazil","2018","AC - PL","7000"
"Americas","Brazil","2018","(AC - PL)%","0.02564102564102564"
"Americas","Brazil","2018","AC - FC","120000"
"Americas","Brazil","2018","(AC - FC)%","0.75"
"Americas","Brazil","2018","PL - PY","317000"
"Americas","Brazil","2018","(PL - PY)%","7.204545454545454"
"Americas","Brazil","2018","FC - PY","204000"
"Americas","Brazil","2018","(FC - PY)%","4.636363636363637"
"Americas","Brazil","2018","FC - PL","-113000"
"Americas","Brazil","2018","(FC - PL)%","-0.4139194139194139"
"Americas","Brazil","2018","First City",""
"Americas","Brazil","2019","PY","238000"
"Americas","Brazil","2019","PL","309000"
"Americas","Brazil","2019","FC","242000"
"Americas","Brazil","2019","AC","367000"
"Americas","Brazil","2019","AC - PY","129000"
"Americas","Brazil","2019","(AC - PY)%","0.542016806722689"
"Americas","Brazil","2019","AC - PL","58000"
"Americas","Brazil","2019","(AC - PL)%","0.18770226537216828"
"Americas","Brazil","2019","AC - FC","125000"
"Americas","Brazil","2019","(AC - FC)%","0.5165289256198347"
"Americas","Brazil","2019","PL - PY","71000"
"Americas","Brazil","2019","(PL - PY)%","0.29831932773109243"
"Americas","Brazil","2019","FC - PY","4000"
"Americas","Brazil","2019","(FC - PY)%","0.01680672268907563"
"Americas","Brazil","2019","FC - PL","-67000"
"Americas","Brazil","2019","(FC - PL)%","-0.2168284789644013"
"Americas","Brazil","2019","First City",""
"Americas","Canada","2017","PY","208000"
"Americas","Canada","2017","PL","249000"
"Americas","Canada","2017","FC","314000"
"Americas","Canada","2017","AC","239000"
"Americas","Canada","2017","AC - PY","31000"
"Americas","Canada","2017","(AC - PY)%","0.14903846153846154"
"Americas","Canada","2017","AC - PL","-10000"
"Americas","Canada","2017","(AC - PL)%","-0.040160642570281124"
"Americas","Canada","2017","AC - FC","-75000"
"Americas","Canada","2017","(AC - FC)%","-0.23885350318471338"
"Americas","Canada","2017","PL - PY","41000"
"Americas","Canada","2017","(PL - PY)%","0.1971153846153846"
"Americas","Canada","2017","FC - PY","106000"
"Americas","Canada","2017","(FC - PY)%","0.5096153846153846"
"Americas","Canada","2017","FC - PL","65000"
"Americas","Canada","2017","(FC - PL)%","0.26104417670682734"
"Americas","Canada","2017","First City",""
"Americas","Canada","2018","PY","-18000"
"Americas","Canada","2018","PL","166000"
"Americas","Canada","2018","FC","251000"
"Americas","Canada","2018","AC","279000"
"Americas","Canada","2018","AC - PY","297000"
"Americas","Canada","2018","(AC - PY)%","16.5"
"Americas","Canada","2018","AC - PL","113000"
"Americas","Canada","2018","(AC - PL)%","0.6807228915662651"
"Americas","Canada","2018","AC - FC","28000"
"Americas","Canada","2018","(AC - FC)%","0.11155378486055775"
"Americas","Canada","2018","PL - PY","184000"
"Americas","Canada","2018","(PL - PY)%","10.222222222222221"
"Americas","Canada","2018","FC - PY","269000"
"Americas","Canada","2018","(FC - PY)%","14.944444444444446"
"Americas","Canada","2018","FC - PL","85000"
"Americas","Canada","2018","(FC - PL)%","0.5120481927710844"
"Americas","Canada","2018","First City",""
"Americas","Canada","2019","PY","232000"
"Americas","Canada","2019","PL","229000"
"Americas","Canada","2019","FC","291000"
"Americas","Canada","2019","AC","236000"
"Americas","Canada","2019","AC - PY","4000"
"Americas","Canada","2019","(AC - PY)%","0.017241379310344827"
"Americas","Canada","2019","AC - PL","7000"
"Americas","Canada","2019","(AC - PL)%","0.030567685589519653"
"Americas","Canada","2019","AC - FC","-55000"
"Americas","Canada","2019","(AC - FC)%","-0.18900343642611683"
"Americas","Canada","2019","PL - PY","-3000"
"Americas","Canada","2019","(PL - PY)%","-0.01293103448275862"
"Americas","Canada","2019","FC - PY","59000"
"Americas","Canada","2019","(FC - PY)%","0.2543103448275862"
"Americas","Canada","2019","FC - PL","62000"
"Americas","Canada","2019","(FC - PL)%","0.27074235807860264"
"Americas","Canada","2019","First City",""
"Americas","Other","2017","PY","111000"
"Americas","Other","2017","PL","38000"
"Americas","Other","2017","FC","79000"
"Americas","Other","2017","AC","97000"
"Americas","Other","2017","AC - PY","-14000"
"Americas","Other","2017","(AC - PY)%","-0.12612612612612611"
"Americas","Other","2017","AC - PL","59000"
"Americas","Other","2017","(AC - PL)%","1.5526315789473686"
"Americas","Other","2017","AC - FC","18000"
"Americas","Other","2017","(AC - FC)%","0.22784810126582278"
"Americas","Other","2017","PL - PY","-73000"
"Americas","Other","2017","(PL - PY)%","-0.6576576576576578"
"Americas","Other","2017","FC - PY","-32000"
"Americas","Other","2017","(FC - PY)%","-0.2882882882882883"
"Americas","Other","2017","FC - PL","41000"
"Americas","Other","2017","(FC - PL)%","1.0789473684210527"
"Americas","Other","2017","First City",""
"Americas","Other","2018","PY","93000"
"Americas","Other","2018","PL",
"Americas","Other","2018","FC","147000"
"Americas","Other","2018","AC","67000"
"Americas","Other","2018","AC - PY","-26000"
"Americas","Other","2018","(AC - PY)%","-0.27956989247311825"
"Americas","Other","2018","AC - PL","67000"
"Americas","Other","2018","(AC - PL)%",
"Americas","Other","2018","AC - FC","-80000"
"Americas","Other","2018","(AC - FC)%","-0.54421768707483"
"Americas","Other","2018","PL - PY","-93000"
"Americas","Other","2018","(PL - PY)%","-1"
"Americas","Other","2018","FC - PY","54000"
"Americas","Other","2018","(FC - PY)%","0.5806451612903226"
"Americas","Other","2018","FC - PL","147000"
"Americas","Other","2018","(FC - PL)%",
"Americas","Other","2018","First City",""
"Americas","Other","2019","PY","85000"
"Americas","Other","2019","PL","37000"
"Americas","Other","2019","FC","113000"
"Americas","Other","2019","AC","125000"
"Americas","Other","2019","AC - PY","40000"
"Americas","Other","2019","(AC - PY)%","0.4705882352941176"
"Americas","Other","2019","AC - PL","88000"
"Americas","Other","2019","(AC - PL)%","2.3783783783783785"
"Americas","Other","2019","AC - FC","12000"
"Americas","Other","2019","(AC - FC)%","0.10619469026548672"
"Americas","Other","2019","PL - PY","-48000"
"Americas","Other","2019","(PL - PY)%","-0.5647058823529412"
"Americas","Other","2019","FC - PY","28000"
"Americas","Other","2019","(FC - PY)%","0.3294117647058823"
"Americas","Other","2019","FC - PL","76000"
"Americas","Other","2019","(FC - PL)%","2.054054054054054"
"Americas","Other","2019","First City",""
"Europe","Poland","2017","PY","0"
"Europe","Poland","2017","PL","172000"
"Europe","Poland","2017","FC","208000"
"Europe","Poland","2017","AC","103000"
"Europe","Poland","2017","AC - PY","103000"
"Europe","Poland","2017","(AC - PY)%",
"Europe","Poland","2017","AC - PL","-69000"
"Europe","Poland","2017","(AC - PL)%","-0.40116279069767447"
"Europe","Poland","2017","AC - FC","-105000"
"Europe","Poland","2017","(AC - FC)%","-0.5048076923076923"
"Europe","Poland","2017","PL - PY","172000"
"Europe","Poland","2017","(PL - PY)%",
"Europe","Poland","2017","FC - PY","208000"
"Europe","Poland","2017","(FC - PY)%",
"Europe","Poland","2017","FC - PL","36000"
"Europe","Poland","2017","(FC - PL)%","0.20930232558139536"
"Europe","Poland","2017","First City",""
"Europe","Poland","2018","PY","182000"
"Europe","Poland","2018","PL","173000"
"Europe","Poland","2018","FC","221000"
"Europe","Poland","2018","AC","180000"
"Europe","Poland","2018","AC - PY","-2000"
"Europe","Poland","2018","(AC - PY)%","-0.01098901098901099"
"Europe","Poland","2018","AC - PL","7000"
"Europe","Poland","2018","(AC - PL)%","0.04046242774566475"
"Europe","Poland","2018","AC - FC","-41000"
"Europe","Poland","2018","(AC - FC)%","-0.18552036199095023"
"Europe","Poland","2018","PL - PY","-9000"
"Europe","Poland","2018","(PL - PY)%","-0.049450549450549455"
"Europe","Poland","2018","FC - PY","39000"
"Europe","Poland","2018","(FC - PY)%","0.21428571428571427"
"Europe","Poland","2018","FC - PL","48000"
"Europe","Poland","2018","(FC - PL)%","0.2774566473988439"
"Europe","Poland","2018","First City",""
"Europe","Poland","2019","PY","272000"
"Europe","Poland","2019","PL","173000"
"Europe","Poland","2019","FC","171000"
"Europe","Poland","2019","AC","239000"
"Europe","Poland","2019","AC - PY","-33000"
"Europe","Poland","2019","(AC - PY)%","-0.1213235294117647"
"Europe","Poland","2019","AC - PL","66000"
"Europe","Poland","2019","(AC - PL)%","0.3815028901734104"
"Europe","Poland","2019","AC - FC","68000"
"Europe","Poland","2019","(AC - FC)%","0.39766081871345027"
"Europe","Poland","2019","PL - PY","-99000"
"Europe","Poland","2019","(PL - PY)%","-0.36397058823529416"
"Europe","Poland","2019","FC - PY","-101000"
"Europe","Poland","2019","(FC - PY)%","-0.3713235294117647"
"Europe","Poland","2019","FC - PL","-2000"
"Europe","Poland","2019","(FC - PL)%","-0.011560693641618497"
"Europe","Poland","2019","First City",""
"Europe","Sweden","2017","PY","276000"
"Europe","Sweden","2017","PL","405000"
"Europe","Sweden","2017","FC","137000"
"Europe","Sweden","2017","AC","176000"
"Europe","Sweden","2017","AC - PY","-100000"
"Europe","Sweden","2017","(AC - PY)%","-0.36231884057971014"
"Europe","Sweden","2017","AC - PL","-229000"
"Europe","Sweden","2017","(AC - PL)%","-0.5654320987654321"
"Europe","Sweden","2017","AC - FC","39000"
"Europe","Sweden","2017","(AC - FC)%","0.2846715328467153"
"Europe","Sweden","2017","PL - PY","129000"
"Europe","Sweden","2017","(PL - PY)%","0.4673913043478261"
"Europe","Sweden","2017","FC - PY","-139000"
"Europe","Sweden","2017","(FC - PY)%","-0.5036231884057971"
"Europe","Sweden","2017","FC - PL","-268000"
"Europe","Sweden","2017","(FC - PL)%","-0.6617283950617285"
"Europe","Sweden","2017","First City",""
"Europe","Sweden","2018","PY","345000"
"Europe","Sweden","2018","PL","247000"
"Europe","Sweden","2018","FC","325000"
"Europe","Sweden","2018","AC",
"Europe","Sweden","2018","AC - PY","-345000"
"Europe","Sweden","2018","(AC - PY)%","-1"
"Europe","Sweden","2018","AC - PL","-247000"
"Europe","Sweden","2018","(AC - PL)%","-1"
"Europe","Sweden","2018","AC - FC","-325000"
"Europe","Sweden","2018","(AC - FC)%","-1"
"Europe","Sweden","2018","PL - PY","-98000"
"Europe","Sweden","2018","(PL - PY)%","-0.28405797101449276"
"Europe","Sweden","2018","FC - PY","-20000"
"Europe","Sweden","2018","(FC - PY)%","-0.057971014492753624"
"Europe","Sweden","2018","FC - PL","78000"
"Europe","Sweden","2018","(FC - PL)%","0.3157894736842105"
"Europe","Sweden","2018","First City",""
"Europe","Sweden","2019","PY","319000"
"Europe","Sweden","2019","PL","246000"
"Europe","Sweden","2019","FC","215000"
"Europe","Sweden","2019","AC","340000"
"Europe","Sweden","2019","AC - PY","21000"
"Europe","Sweden","2019","(AC - PY)%","0.06583072100313479"
"Europe","Sweden","2019","AC - PL","94000"
"Europe","Sweden","2019","(AC - PL)%","0.38211382113821135"
"Europe","Sweden","2019","AC - FC","125000"
"Europe","Sweden","2019","(AC - FC)%","0.5813953488372093"
"Europe","Sweden","2019","PL - PY","-73000"
"Europe","Sweden","2019","(PL - PY)%","-0.22884012539184956"
"Europe","Sweden","2019","FC - PY","-104000"
"Europe","Sweden","2019","(FC - PY)%","-0.32601880877742945"
"Europe","Sweden","2019","FC - PL","-31000"
"Europe","Sweden","2019","(FC - PL)%","-0.12601626016260162"
"Europe","Sweden","2019","First City",""
"Europe","Belgium","2017","PY","118000"
"Europe","Belgium","2017","PL","192000"
"Europe","Belgium","2017","FC","251000"
"Europe","Belgium","2017","AC","88000"
"Europe","Belgium","2017","AC - PY","-30000"
"Europe","Belgium","2017","(AC - PY)%","-0.2542372881355932"
"Europe","Belgium","2017","AC - PL","-104000"
"Europe","Belgium","2017","(AC - PL)%","-0.5416666666666666"
"Europe","Belgium","2017","AC - FC","-163000"
"Europe","Belgium","2017","(AC - FC)%","-0.649402390438247"
"Europe","Belgium","2017","PL - PY","74000"
"Europe","Belgium","2017","(PL - PY)%","0.6271186440677966"
"Europe","Belgium","2017","FC - PY","133000"
"Europe","Belgium","2017","(FC - PY)%","1.1271186440677967"
"Europe","Belgium","2017","FC - PL","59000"
"Europe","Belgium","2017","(FC - PL)%","0.3072916666666667"
"Europe","Belgium","2017","First City",""
"Europe","Belgium","2018","PY","173000"
"Europe","Belgium","2018","PL","235000"
"Europe","Belgium","2018","FC","211000"
"Europe","Belgium","2018","AC","198000"
"Europe","Belgium","2018","AC - PY","25000"
"Europe","Belgium","2018","(AC - PY)%","0.14450867052023122"
"Europe","Belgium","2018","AC - PL","-37000"
"Europe","Belgium","2018","(AC - PL)%","-0.1574468085106383"
"Europe","Belgium","2018","AC - FC","-13000"
"Europe","Belgium","2018","(AC - FC)%","-0.061611374407582936"
"Europe","Belgium","2018","PL - PY","62000"
"Europe","Belgium","2018","(PL - PY)%","0.3583815028901734"
"Europe","Belgium","2018","FC - PY","38000"
"Europe","Belgium","2018","(FC - PY)%","0.21965317919075145"
"Europe","Belgium","2018","FC - PL","-24000"
"Europe","Belgium","2018","(FC - PL)%","-0.10212765957446807"
"Europe","Belgium","2018","First City",""
"Europe","Belgium","2019","PY","240000"
"Europe","Belgium","2019","PL","113000"
"Europe","Belgium","2019","FC","191000"
"Europe","Belgium","2019","AC","227000"
"Europe","Belgium","2019","AC - PY","-13000"
"Europe","Belgium","2019","(AC - PY)%","-0.05416666666666667"
"Europe","Belgium","2019","AC - PL","114000"
"Europe","Belgium","2019","(AC - PL)%","1.008849557522124"
"Europe","Belgium","2019","AC - FC","36000"
"Europe","Belgium","2019","(AC - FC)%","0.18848167539267016"
"Europe","Belgium","2019","PL - PY","-127000"
"Europe","Belgium","2019","(PL - PY)%","-0.5291666666666667"
"Europe","Belgium","2019","FC - PY","-49000"
"Europe","Belgium","2019","(FC - PY)%","-0.2041666666666667"
"Europe","Belgium","2019","FC - PL","78000"
"Europe","Belgium","2019","(FC - PL)%","0.6902654867256637"
"Europe","Belgium","2019","First City",""
"Europe","Germany","2017","PY","0"
"Europe","Germany","2017","PL","260000"
"Europe","Germany","2017","FC","207000"
"Europe","Germany","2017","AC","107000"
"Europe","Germany","2017","AC - PY","107000"
"Europe","Germany","2017","(AC - PY)%",
"Europe","Germany","2017","AC - PL","-153000"
"Europe","Germany","2017","(AC - PL)%","-0.5884615384615385"
"Europe","Germany","2017","AC - FC","-100000"
"Europe","Germany","2017","(AC - FC)%","-0.48309178743961356"
"Europe","Germany","2017","PL - PY","260000"
"Europe","Germany","2017","(PL - PY)%",
"Europe","Germany","2017","FC - PY","207000"
"Europe","Germany","2017","(FC - PY)%",
"Europe","Germany","2017","FC - PL","-53000"
"Europe","Germany","2017","(FC - PL)%","-0.20384615384615384"
"Europe","Germany","2017","First City",""
"Europe","Germany","2018","PY","100000"
"Europe","Germany","2018","PL","126000"
"Europe","Germany","2018","FC","84000"
"Europe","Germany","2018","AC","91000"
"Europe","Germany","2018","AC - PY","-9000"
"Europe","Germany","2018","(AC - PY)%","-0.09"
"Europe","Germany","2018","AC - PL","-35000"
"Europe","Germany","2018","(AC - PL)%","-0.2777777777777778"
"Europe","Germany","2018","AC - FC","7000"
"Europe","Germany","2018","(AC - FC)%","0.08333333333333331"
"Europe","Germany","2018","PL - PY","26000"
"Europe","Germany","2018","(PL - PY)%","0.26"
"Europe","Germany","2018","FC - PY","-16000"
"Europe","Germany","2018","(FC - PY)%","-0.16"
"Europe","Germany","2018","FC - PL","-42000"
"Europe","Germany","2018","(FC - PL)%","-0.33333333333333326"
"Europe","Germany","2018","First City",""
"Europe","Germany","2019","PY","190000"
"Europe","Germany","2019","PL","232000"
"Europe","Germany","2019","FC","116000"
"Europe","Germany","2019","AC","219000"
"Europe","Germany","2019","AC - PY","29000"
"Europe","Germany","2019","(AC - PY)%","0.15263157894736842"
"Europe","Germany","2019","AC - PL","-13000"
"Europe","Germany","2019","(AC - PL)%","-0.05603448275862069"
"Europe","Germany","2019","AC - FC","103000"
"Europe","Germany","2019","(AC - FC)%","0.8879310344827587"
"Europe","Germany","2019","PL - PY","42000"
"Europe","Germany","2019","(PL - PY)%","0.22105263157894736"
"Europe","Germany","2019","FC - PY","-74000"
"Europe","Germany","2019","(FC - PY)%","-0.3894736842105263"
"Europe","Germany","2019","FC - PL","-116000"
"Europe","Germany","2019","(FC - PL)%","-0.5"
"Europe","Germany","2019","First City",""
"Europe","France","2017","PY","196000"
"Europe","France","2017","PL","199000"
"Europe","France","2017","FC","191000"
"Europe","France","2017","AC","118000"
"Europe","France","2017","AC - PY","-78000"
"Europe","France","2017","(AC - PY)%","-0.39795918367346933"
"Europe","France","2017","AC - PL","-81000"
"Europe","France","2017","(AC - PL)%","-0.407035175879397"
"Europe","France","2017","AC - FC","-73000"
"Europe","France","2017","(AC - FC)%","-0.38219895287958117"
"Europe","France","2017","PL - PY","3000"
"Europe","France","2017","(PL - PY)%","0.015306122448979591"
"Europe","France","2017","FC - PY","-5000"
"Europe","France","2017","(FC - PY)%","-0.025510204081632654"
"Europe","France","2017","FC - PL","-8000"
"Europe","France","2017","(FC - PL)%","-0.04020100502512562"
"Europe","France","2017","First City",""
"Europe","France","2018","PY","0"
"Europe","France","2018","PL","0"
"Europe","France","2018","FC","170000"
"Europe","France","2018","AC","0"
"Europe","France","2018","AC - PY","0"
"Europe","France","2018","(AC - PY)%",
"Europe","France","2018","AC - PL","0"
"Europe","France","2018","(AC - PL)%",
"Europe","France","2018","AC - FC","-170000"
"Europe","France","2018","(AC - FC)%","-1"
"Europe","France","2018","PL - PY","0"
"Europe","France","2018","(PL - PY)%",
"Europe","France","2018","FC - PY","170000"
"Europe","France","2018","(FC - PY)%",
"Europe","France","2018","FC - PL","170000"
"Europe","France","2018","(FC - PL)%",
"Europe","France","2018","First City",""
"Europe","France","2019","PY","152000"
"Europe","France","2019","PL","158000"
"Europe","France","2019","FC","142000"
"Europe","France","2019","AC","175000"
"Europe","France","2019","AC - PY","23000"
"Europe","France","2019","(AC - PY)%","0.1513157894736842"
"Europe","France","2019","AC - PL","17000"
"Europe","France","2019","(AC - PL)%","0.10759493670886076"
"Europe","France","2019","AC - FC","33000"
"Europe","France","2019","(AC - FC)%","0.2323943661971831"
"Europe","France","2019","PL - PY","6000"
"Europe","France","2019","(PL - PY)%","0.039473684210526314"
"Europe","France","2019","FC - PY","-10000"
"Europe","France","2019","(FC - PY)%","-0.06578947368421052"
"Europe","France","2019","FC - PL","-16000"
"Europe","France","2019","(FC - PL)%","-0.10126582278481014"
"Europe","France","2019","First City",""
"Europe","Other","2017","PY","77000"
"Europe","Other","2017","PL","64000"
"Europe","Other","2017","FC","77000"
"Europe","Other","2017","AC","142000"
"Europe","Other","2017","AC - PY","65000"
"Europe","Other","2017","(AC - PY)%","0.8441558441558441"
"Europe","Other","2017","AC - PL","78000"
"Europe","Other","2017","(AC - PL)%","1.21875"
"Europe","Other","2017","AC - FC","65000"
"Europe","Other","2017","(AC - FC)%","0.8441558441558441"
"Europe","Other","2017","PL - PY","-13000"
"Europe","Other","2017","(PL - PY)%","-0.16883116883116883"
"Europe","Other","2017","FC - PY","0"
"Europe","Other","2017","(FC - PY)%","0"
"Europe","Other","2017","FC - PL","13000"
"Europe","Other","2017","(FC - PL)%","0.203125"
"Europe","Other","2017","First City",""
"Europe","Other","2018","PY","0"
"Europe","Other","2018","PL","131000"
"Europe","Other","2018","FC","129000"
"Europe","Other","2018","AC","41000"
"Europe","Other","2018","AC - PY","41000"
"Europe","Other","2018","(AC - PY)%",
"Europe","Other","2018","AC - PL","-90000"
"Europe","Other","2018","(AC - PL)%","-0.6870229007633588"
"Europe","Other","2018","AC - FC","-88000"
"Europe","Other","2018","(AC - FC)%","-0.6821705426356588"
"Europe","Other","2018","PL - PY","131000"
"Europe","Other","2018","(PL - PY)%",
"Europe","Other","2018","FC - PY","129000"
"Europe","Other","2018","(FC - PY)%",
"Europe","Other","2018","FC - PL","-2000"
"Europe","Other","2018","(FC - PL)%","-0.015267175572519083"
"Europe","Other","2018","First City",""
"Europe","Other","2019","PY","50000"
"Europe","Other","2019","PL","45000"
"Europe","Other","2019","FC","102000"
"Europe","Other","2019","AC","83000"
"Europe","Other","2019","AC - PY","33000"
"Europe","Other","2019","(AC - PY)%","0.66"
"Europe","Other","2019","AC - PL","38000"
"Europe","Other","2019","(AC - PL)%","0.8444444444444444"
"Europe","Other","2019","AC - FC","-19000"
"Europe","Other","2019","(AC - FC)%","-0.18627450980392157"
"Europe","Other","2019","PL - PY","-5000"
"Europe","Other","2019","(PL - PY)%","-0.1"
"Europe","Other","2019","FC - PY","52000"
"Europe","Other","2019","(FC - PY)%","1.04"
"Europe","Other","2019","FC - PL","57000"
"Europe","Other","2019","(FC - PL)%","1.2666666666666666"
"Europe","Other","2019","First City",""
"Asia-Pacific","Australia","2017","PY","329000"
"Asia-Pacific","Australia","2017","PL","282000"
"Asia-Pacific","Australia","2017","FC","347000"
"Asia-Pacific","Australia","2017","AC","304000"
"Asia-Pacific","Australia","2017","AC - PY","-25000"
"Asia-Pacific","Australia","2017","(AC - PY)%","-0.07598784194528875"
"Asia-Pacific","Australia","2017","AC - PL","22000"
"Asia-Pacific","Australia","2017","(AC - PL)%","0.07801418439716312"
"Asia-Pacific","Australia","2017","AC - FC","-43000"
"Asia-Pacific","Australia","2017","(AC - FC)%","-0.1239193083573487"
"Asia-Pacific","Australia","2017","PL - PY","-47000"
"Asia-Pacific","Australia","2017","(PL - PY)%","-0.14285714285714285"
"Asia-Pacific","Australia","2017","FC - PY","18000"
"Asia-Pacific","Australia","2017","(FC - PY)%","0.054711246200607896"
"Asia-Pacific","Australia","2017","FC - PL","65000"
"Asia-Pacific","Australia","2017","(FC - PL)%","0.23049645390070922"
"Asia-Pacific","Australia","2017","First City",""
"Asia-Pacific","Australia","2018","PY","180000"
"Asia-Pacific","Australia","2018","PL","310000"
"Asia-Pacific","Australia","2018","FC","295000"
"Asia-Pacific","Australia","2018","AC","335000"
"Asia-Pacific","Australia","2018","AC - PY","155000"
"Asia-Pacific","Australia","2018","(AC - PY)%","0.8611111111111112"
"Asia-Pacific","Australia","2018","AC - PL","25000"
"Asia-Pacific","Australia","2018","(AC - PL)%","0.08064516129032258"
"Asia-Pacific","Australia","2018","AC - FC","40000"
"Asia-Pacific","Australia","2018","(AC - FC)%","0.13559322033898305"
"Asia-Pacific","Australia","2018","PL - PY","130000"
"Asia-Pacific","Australia","2018","(PL - PY)%","0.7222222222222221"
"Asia-Pacific","Australia","2018","FC - PY","115000"
"Asia-Pacific","Australia","2018","(FC - PY)%","0.6388888888888888"
"Asia-Pacific","Australia","2018","FC - PL","-15000"
"Asia-Pacific","Australia","2018","(FC - PL)%","-0.04838709677419355"
"Asia-Pacific","Australia","2018","First City",""
"Asia-Pacific","Australia","2019","PY","217000"
"Asia-Pacific","Australia","2019","PL","139000"
"Asia-Pacific","Australia","2019","FC","269000"
"Asia-Pacific","Australia","2019","AC","80000"
"Asia-Pacific","Australia","2019","AC - PY","-137000"
"Asia-Pacific","Australia","2019","(AC - PY)%","-0.631336405529954"
"Asia-Pacific","Australia","2019","AC - PL","-59000"
"Asia-Pacific","Australia","2019","(AC - PL)%","-0.4244604316546763"
"Asia-Pacific","Australia","2019","AC - FC","-189000"
"Asia-Pacific","Australia","2019","(AC - FC)%","-0.7026022304832715"
"Asia-Pacific","Australia","2019","PL - PY","-78000"
"Asia-Pacific","Australia","2019","(PL - PY)%","-0.35944700460829493"
"Asia-Pacific","Australia","2019","FC - PY","52000"
"Asia-Pacific","Australia","2019","(FC - PY)%","0.23963133640552992"
"Asia-Pacific","Australia","2019","FC - PL","130000"
"Asia-Pacific","Australia","2019","(FC - PL)%","0.935251798561151"
"Asia-Pacific","Australia","2019","First City",""
"Asia-Pacific","Japan","2017","PY","264000"
"Asia-Pacific","Japan","2017","PL","232000"
"Asia-Pacific","Japan","2017","FC","254000"
"Asia-Pacific","Japan","2017","AC","206000"
"Asia-Pacific","Japan","2017","AC - PY","-58000"
"Asia-Pacific","Japan","2017","(AC - PY)%","-0.2196969696969697"
"Asia-Pacific","Japan","2017","AC - PL","-26000"
"Asia-Pacific","Japan","2017","(AC - PL)%","-0.11206896551724138"
"Asia-Pacific","Japan","2017","AC - FC","-48000"
"Asia-Pacific","Japan","2017","(AC - FC)%","-0.1889763779527559"
"Asia-Pacific","Japan","2017","PL - PY","-32000"
