Category,Sub-Category,Value Column Name,Value
"Office Supplies","Binders","2017 Profit","7772.8498"
"Office Supplies","Binders","2017 Sales","72800.737"
"Office Supplies","Binders","2018 Profit","-72.1063"
"Office Supplies","Binders","2018 Sales","244.504"
"Office Supplies","Envelopes","2014 Profit","1472.8037"
"Office Supplies","Envelopes","2014 Sales","3793.198"
"Office Supplies","Envelopes","2015 Profit","1860.7177"
"Office Supplies","Envelopes","2015 Sales","4303.3"
"Office Supplies","Envelopes","2016 Profit","2188.8963"
"Office Supplies","Envelopes","2016 Sales","5001.33"
"Office Supplies","Envelopes","2017 Profit","1441.759"
"Office Supplies","Envelopes","2017 Sales","3378.574"
"Office Supplies","Envelopes","2018 Profit",
"Office Supplies","Envelopes","2018 Sales",
"Office Supplies","Fasteners","2014 Profit","178.5583"
"Office Supplies","Fasteners","2014 Sales","661.328"
"Office Supplies","Fasteners","2015 Profit","160.9368"
"Office Supplies","Fasteners","2015 Sales","519.536"
"Office Supplies","Fasteners","2016 Profit","305.0742"
"Office Supplies","Fasteners","2016 Sales","985.822"
"Office Supplies","Fasteners","2017 Profit","289.5281"
"Office Supplies","Fasteners","2017 Sales","821.01"
"Office Supplies","Fasteners","2018 Profit","15.4208"
"Office Supplies","Fasteners","2018 Sales","36.584"
"Office Supplies","Labels","2014 Profit","1106.516"
"Office Supplies","Labels","2014 Sales","2458.924"
"Office Supplies","Labels","2015 Profit","1502.5168"
"Office Supplies","Labels","2015 Sales","3338.932"
"Office Supplies","Labels","2016 Profit","1189.4187"
"Office Supplies","Labels","2016 Sales","2818.726"
"Office Supplies","Labels","2017 Profit","1713.0265"
"Office Supplies","Labels","2017 Sales","3797.28"
"Office Supplies","Labels","2018 Profit","34.776"
"Office Supplies","Labels","2018 Sales","72.45"
"Office Supplies","Paper","2014 Profit","6178.4188"
"Office Supplies","Paper","2014 Sales","14424.736"
"Office Supplies","Paper","2015 Profit","6722.7568"
"Office Supplies","Paper","2015 Sales","15611.998"
"Office Supplies","Paper","2016 Profit","9067.0251"
"Office Supplies","Paper","2016 Sales","20618.002"
"Office Supplies","Paper","2017 Profit","11956.5904"
"Office Supplies","Paper","2017 Sales","27549.708"
"Office Supplies","Paper","2018 Profit","128.7782"
"Office Supplies","Paper","2018 Sales","274.762"
"Office Supplies","Storage","2014 Profit","4051.6626"
"Office Supplies","Storage","2014 Sales","48218.954"
"Office Supplies","Storage","2015 Profit","3634.1751"
"Office Supplies","Storage","2015 Sales","46893.22"
"Office Supplies","Storage","2016 Profit","6221.3345"
"Office Supplies","Storage","2016 Sales","58883.274"
"Office Supplies","Storage","2017 Profit","7139.8249"
"Office Supplies","Storage","2017 Sales","68939.286"
"Office Supplies","Storage","2018 Profit","231.8293"
"Office Supplies","Storage","2018 Sales","908.874"
"Office Supplies","Supplies","2014 Profit","476.7566"
"Office Supplies","Supplies","2014 Sales","14342.92"
"Office Supplies","Supplies","2015 Profit","-10.3182"
"Office Supplies","Supplies","2015 Sales","1991.384"
"Office Supplies","Supplies","2016 Profit","-708.5231"
"Office Supplies","Supplies","2016 Sales","14248.152"
"Office Supplies","Supplies","2017 Profit","-952.0422"
"Office Supplies","Supplies","2017 Sales","16046.394"
"Office Supplies","Supplies","2018 Profit","5.0274"
"Office Supplies","Supplies","2018 Sales","44.688"
"Technology","Accessories","2014 Profit","5351.5287"
"Technology","Accessories","2014 Sales","22436.45"
"Technology","Accessories","2015 Profit","11248.4615"
"Technology","Accessories","2015 Sales","43101.782"
"Technology","Accessories","2016 Profit","9650.7645"
"Technology","Accessories","2016 Sales","41749.934"
"Technology","Accessories","2017 Profit","15685.881"
"Technology","Accessories","2017 Sales","60092.152"
"Technology","Accessories","2018 Profit",
"Technology","Accessories","2018 Sales",
"Technology","Copiers","2014 Profit","2912.9433"
"Technology","Copiers","2014 Sales","10849.782"
"Technology","Copiers","2015 Profit","9930.2988"
"Technology","Copiers","2015 Sales","26179.45"
"Technology","Copiers","2016 Profit","17742.7926"
"Technology","Copiers","2016 Sales","49599.41"
"Technology","Copiers","2017 Profit","25031.7902"
"Technology","Copiers","2017 Sales","62899.388"
"Technology","Copiers","2018 Profit",
"Technology","Copiers","2018 Sales",
"Technology","Machines","2014 Profit","81.1869"
"Technology","Machines","2014 Sales","61255.421"
"Technology","Machines","2015 Profit","2978.7546"
"Technology","Machines","2015 Sales","25983.089"
"Technology","Machines","2016 Profit","3580.988"
"Technology","Machines","2016 Sales","58185.476"
"Technology","Machines","2017 Profit","-3256.1726"
"Technology","Machines","2017 Sales","43814.645"
"Technology","Machines","2018 Profit",
"Technology","Machines","2018 Sales",
"Technology","Phones","2014 Profit","11761.0919"
"Technology","Phones","2014 Sales","76056.562"
"Technology","Phones","2015 Profit","10389.7612"
"Technology","Phones","2015 Sales","69286.086"
"Technology","Phones","2016 Profit","9492.8743"
"Technology","Phones","2016 Sales","79021.514"
"Technology","Phones","2017 Profit","12842.5876"
"Technology","Phones","2017 Sales","105234.736"
"Technology","Phones","2018 Profit","29.4156"
"Technology","Phones","2018 Sales","408.156"
