Superstore 2023.Category,Dates.Date,Key measures.Total sales,Key measures.Total YTD,Sum(Superstore 2023.Sales)
Furniture,"Sunday, July 12, 2020",1333.846,54671.39759999998,1333.846
Furniture,"Monday, July 13, 2020",351.216,55022.61359999998,351.216
Furniture,"Tuesday, July 14, 2020",31.984,55054.59759999998,31.984
Furniture,"Wednesday, July 15, 2020",,55054.59759999998,
Furniture,"Thursday, July 16, 2020",,55054.59759999998,
Furniture,"Friday, July 17, 2020",,55054.59759999998,
Furniture,"Saturday, July 18, 2020",259.136,55313.73359999998,259.136
Furniture,"Sunday, July 19, 2020",70.56,55384.293599999975,70.56
Furniture,"Monday, July 20, 2020",1041.132,56425.42559999997,1041.132
Furniture,"Tuesday, July 21, 2020",1732.346,58157.77159999997,1732.346
Furniture,"Wednesday, July 22, 2020",888.072,59045.84359999997,888.072
Furniture,"Thursday, July 23, 2020",,59045.84359999997,
Furniture,"Friday, July 24, 2020",,59045.84359999997,
Furniture,"Saturday, July 25, 2020",77.92,59123.76359999997,77.92
Furniture,"Sunday, July 26, 2020",919.448,60043.211599999966,919.448
Furniture,"Monday, July 27, 2020",,60043.211599999966,
Furniture,"Tuesday, July 28, 2020",129.888,60173.099599999965,129.888
Furniture,"Wednesday, July 29, 2020",,60173.099599999965,
Furniture,"Thursday, July 30, 2020",1367.84,61540.93959999996,1367.84
Furniture,"Friday, July 31, 2020",,61540.93959999996,
Furniture,"Saturday, August 01, 2020",44.128,61585.06759999996,44.128
Furniture,"Sunday, August 02, 2020",,61585.06759999996,
Furniture,"Monday, August 03, 2020",218.75,61803.81759999996,218.75
Furniture,"Tuesday, August 04, 2020",,61803.81759999996,
Furniture,"Wednesday, August 05, 2020",1962.724,63766.54159999996,1962.724
Furniture,"Thursday, August 06, 2020",,63766.54159999996,
Furniture,"Friday, August 07, 2020",,63766.54159999996,
Furniture,"Saturday, August 08, 2020",658.472,64425.01359999996,658.472
Furniture,"Sunday, August 09, 2020",,64425.01359999996,
Furniture,"Monday, August 10, 2020",,64425.01359999996,
Furniture,"Tuesday, August 11, 2020",12.35,64437.36359999996,12.35
Furniture,"Wednesday, August 12, 2020",85.44,64522.80359999996,85.44
Furniture,"Thursday, August 13, 2020",,64522.80359999996,
Furniture,"Friday, August 14, 2020",,64522.80359999996,
Furniture,"Saturday, August 15, 2020",195.136,64717.93959999996,195.136
Furniture,"Sunday, August 16, 2020",853.092,65571.03159999996,853.092
Furniture,"Monday, August 17, 2020",,65571.03159999996,
Furniture,"Tuesday, August 18, 2020",,65571.03159999996,
Furniture,"Wednesday, August 19, 2020",928.06,66499.09159999996,928.06
Furniture,"Thursday, August 20, 2020",921.612,67420.70359999995,921.612
Furniture,"Friday, August 21, 2020",,67420.70359999995,
Furniture,"Saturday, August 22, 2020",,67420.70359999995,
Furniture,"Sunday, August 23, 2020",4.224,67424.92759999995,4.224
Furniture,"Monday, August 24, 2020",13.28,67438.20759999995,13.28
Furniture,"Tuesday, August 25, 2020",6.28,67444.48759999995,6.28
Furniture,"Wednesday, August 26, 2020",10.68,67455.16759999994,10.68
Furniture,"Thursday, August 27, 2020",1232.06,68687.22759999994,1232.06
Furniture,"Friday, August 28, 2020",,68687.22759999994,
Furniture,"Saturday, August 29, 2020",174.0585,68861.28609999994,174.0585
Furniture,"Sunday, August 30, 2020",,68861.28609999994,
Furniture,"Monday, August 31, 2020",,68861.28609999994,
Furniture,"Tuesday, September 01, 2020",,68861.28609999994,
Furniture,"Wednesday, September 02, 2020",70.71,68931.99609999995,70.71
Furniture,"Thursday, September 03, 2020",,68931.99609999995,
Furniture,"Friday, September 04, 2020",,68931.99609999995,
Furniture,"Saturday, September 05, 2020",31.984,68963.98009999994,31.984
Furniture,"Sunday, September 06, 2020",41.88,69005.86009999995,41.88
Furniture,"Monday, September 07, 2020",1714.593,70720.45309999994,1714.593
Furniture,"Tuesday, September 08, 2020",3855.444,74575.89709999994,3855.444
Furniture,"Wednesday, September 09, 2020",864.024,75439.92109999995,864.024
Furniture,"Thursday, September 10, 2020",1741.94,77181.86109999995,1741.94
Furniture,"Friday, September 11, 2020",127.95,77309.81109999995,127.95
Furniture,"Saturday, September 12, 2020",3825.852,81135.66309999995,3825.852
Furniture,"Sunday, September 13, 2020",354.306,81489.96909999994,354.306
Furniture,"Monday, September 14, 2020",629.78,82119.74909999994,629.78
Furniture,"Tuesday, September 15, 2020",118.496,82238.24509999994,118.496
Furniture,"Wednesday, September 16, 2020",,82238.24509999994,
Furniture,"Thursday, September 17, 2020",35.34,82273.58509999994,35.34
Furniture,"Friday, September 18, 2020",,82273.58509999994,
Furniture,"Saturday, September 19, 2020",961.018,83234.60309999993,961.018
Furniture,"Sunday, September 20, 2020",3071.64,86306.24309999993,3071.64
Furniture,"Monday, September 21, 2020",8.544,86314.78709999993,8.544
Furniture,"Tuesday, September 22, 2020",676.968,86991.75509999992,676.968
Furniture,"Wednesday, September 23, 2020",435.999,87427.75409999992,435.999
Furniture,"Thursday, September 24, 2020",,87427.75409999992,
Furniture,"Friday, September 25, 2020",300.5328,87728.28689999992,300.5328
Furniture,"Saturday, September 26, 2020",752.304,88480.59089999992,752.304
Furniture,"Sunday, September 27, 2020",691.46,89172.05089999993,691.46
Furniture,"Monday, September 28, 2020",337.088,89509.13889999993,337.088
Furniture,"Tuesday, September 29, 2020",3153.388,92662.52689999994,3153.388
Furniture,"Wednesday, September 30, 2020",15.24,92677.76689999994,15.24
Furniture,"Thursday, October 01, 2020",,92677.76689999994,
Furniture,"Friday, October 02, 2020",,92677.76689999994,
Furniture,"Saturday, October 03, 2020",555.839,93233.60589999995,555.839
Furniture,"Sunday, October 04, 2020",589.41,93823.01589999995,589.41
Furniture,"Monday, October 05, 2020",,93823.01589999995,
Furniture,"Tuesday, October 06, 2020",,93823.01589999995,
Furniture,"Wednesday, October 07, 2020",129.92,93952.93589999995,129.92
Furniture,"Thursday, October 08, 2020",,93952.93589999995,
Furniture,"Friday, October 09, 2020",,93952.93589999995,
Furniture,"Saturday, October 10, 2020",169.224,94122.15989999996,169.224
Furniture,"Sunday, October 11, 2020",505.958,94628.11789999995,505.958
Furniture,"Monday, October 12, 2020",,94628.11789999995,
Furniture,"Tuesday, October 13, 2020",1544.53,96172.64789999995,1544.53
Furniture,"Wednesday, October 14, 2020",1628.82,97801.46789999996,1628.82
Furniture,"Thursday, October 15, 2020",198.756,98000.22389999995,198.756
Furniture,"Friday, October 16, 2020",,98000.22389999995,
Furniture,"Saturday, October 17, 2020",5.312,98005.53589999996,5.312
Furniture,"Sunday, October 18, 2020",1151.22,99156.75589999996,1151.22
Furniture,"Monday, October 19, 2020",,99156.75589999996,
Furniture,"Tuesday, October 20, 2020",328.59,99485.34589999996,328.59
Furniture,"Wednesday, October 21, 2020",1000.91,100486.25589999996,1000.91
Furniture,"Thursday, October 22, 2020",223.808,100710.06389999996,223.808
Furniture,"Friday, October 23, 2020",,100710.06389999996,
Furniture,"Saturday, October 24, 2020",,100710.06389999996,
Furniture,"Sunday, October 25, 2020",,100710.06389999996,
Furniture,"Monday, October 26, 2020",63.92,100773.98389999996,63.92
Furniture,"Tuesday, October 27, 2020",,100773.98389999996,
Furniture,"Wednesday, October 28, 2020",616.998,101390.98189999997,616.998
Furniture,"Thursday, October 29, 2020",,101390.98189999997,
Furniture,"Friday, October 30, 2020",,101390.98189999997,
Furniture,"Saturday, October 31, 2020",3591.032,104982.01389999998,3591.032
Furniture,"Sunday, November 01, 2020",100.384,105082.39789999998,100.384
Furniture,"Monday, November 02, 2020",89.34,105171.73789999998,89.34
Furniture,"Tuesday, November 03, 2020",1355.388,106527.12589999998,1355.388
Furniture,"Wednesday, November 04, 2020",744.95,107272.07589999998,744.95
Furniture,"Thursday, November 05, 2020",443.508,107715.58389999998,443.508
Furniture,"Friday, November 06, 2020",,107715.58389999998,
Furniture,"Saturday, November 07, 2020",683.144,108398.72789999998,683.144
Furniture,"Sunday, November 08, 2020",,108398.72789999998,
Furniture,"Monday, November 09, 2020",279.186,108677.91389999999,279.186
Furniture,"Tuesday, November 10, 2020",657.02,109334.93389999999,657.02
Furniture,"Wednesday, November 11, 2020",2071.424,111406.35789999999,2071.424
Furniture,"Thursday, November 12, 2020",722.1852,112128.5431,722.1852
Furniture,"Friday, November 13, 2020",,112128.5431,
Furniture,"Saturday, November 14, 2020",69.264,112197.80709999999,69.264
Furniture,"Sunday, November 15, 2020",10.11,112207.91709999999,10.11
Furniture,"Monday, November 16, 2020",343.2705,112551.18759999999,343.2705
Furniture,"Tuesday, November 17, 2020",5270.08,117821.26759999999,5270.08
Furniture,"Wednesday, November 18, 2020",2191.732,120012.9996,2191.732
Furniture,"Thursday, November 19, 2020",1025.88,121038.8796,1025.88
Furniture,"Friday, November 20, 2020",,121038.8796,
Furniture,"Saturday, November 21, 2020",,121038.8796,
Furniture,"Sunday, November 22, 2020",,121038.8796,
Furniture,"Monday, November 23, 2020",1147.1,122185.9796,1147.1
Furniture,"Tuesday, November 24, 2020",1029.808,123215.78760000001,1029.808
Furniture,"Wednesday, November 25, 2020",2302.967,125518.75460000001,2302.967
Furniture,"Thursday, November 26, 2020",19.3,125538.05460000002,19.3
Furniture,"Friday, November 27, 2020",199.9,125737.95460000001,199.9
Furniture,"Saturday, November 28, 2020",808.932,126546.88660000001,808.932
Furniture,"Sunday, November 29, 2020",,126546.88660000001,
Furniture,"Monday, November 30, 2020",,126546.88660000001,
Furniture,"Tuesday, December 01, 2020",4513.606,131060.49260000001,4513.606
Furniture,"Wednesday, December 02, 2020",1282.8,132343.29260000002,1282.8
Furniture,"Thursday, December 03, 2020",,132343.29260000002,
Furniture,"Friday, December 04, 2020",,132343.29260000002,
Furniture,"Saturday, December 05, 2020",,132343.29260000002,
Furniture,"Sunday, December 06, 2020",525.192,132868.48460000003,525.192
Furniture,"Monday, December 07, 2020",,132868.48460000003,
Furniture,"Tuesday, December 08, 2020",723.24,133591.72460000002,723.24
Furniture,"Wednesday, December 09, 2020",,133591.72460000002,
Furniture,"Thursday, December 10, 2020",338.352,133930.07660000003,338.352
Furniture,"Friday, December 11, 2020",,133930.07660000003,
Furniture,"Saturday, December 12, 2020",4695.6005,138625.67710000003,4695.6005
Furniture,"Sunday, December 13, 2020",182.388,138808.06510000004,182.388
Furniture,"Monday, December 14, 2020",322.834,139130.89910000004,322.834
Furniture,"Tuesday, December 15, 2020",1223.786,140354.68510000003,1223.786
Furniture,"Wednesday, December 16, 2020",2798.432,143153.11710000003,2798.432
Furniture,"Thursday, December 17, 2020",,143153.11710000003,
Furniture,"Friday, December 18, 2020",,143153.11710000003,
Furniture,"Saturday, December 19, 2020",1819.86,144972.97710000002,1819.86
Furniture,"Sunday, December 20, 2020",4039.814,149012.79110000003,4039.814
Furniture,"Monday, December 21, 2020",1897.92,150910.71110000004,1897.92
Furniture,"Tuesday, December 22, 2020",,150910.71110000004,
Furniture,"Wednesday, December 23, 2020",118.1,151028.81110000005,118.1
Furniture,"Thursday, December 24, 2020",346.622,151375.43310000005,346.622
Furniture,"Friday, December 25, 2020",,151375.43310000005,
Furniture,"Saturday, December 26, 2020",1353.158,152728.59110000005,1353.158
Furniture,"Sunday, December 27, 2020",1212.798,153941.38910000006,1212.798
Furniture,"Monday, December 28, 2020",,153941.38910000006,
Furniture,"Tuesday, December 29, 2020",143.172,154084.56110000005,143.172
Furniture,"Wednesday, December 30, 2020",523.764,154608.32510000005,523.764
Furniture,"Thursday, December 31, 2020",2584.528,157192.85310000004,2584.528
Furniture,"Saturday, January 02, 2021",452.45,452.45,452.45
Furniture,"Sunday, January 03, 2021",1352.3976,1804.8476,1352.3976
Furniture,"Monday, January 04, 2021",192.22,1997.0676,192.22
Furniture,"Tuesday, January 05, 2021",61.584,2058.6516,61.584
Furniture,"Wednesday, January 06, 2021",,2058.6516,
Furniture,"Thursday, January 07, 2021",,2058.6516,
Furniture,"Friday, January 08, 2021",,2058.6516,
Furniture,"Saturday, January 09, 2021",,2058.6516,
Furniture,"Sunday, January 10, 2021",1018.104,3076.7556000000004,1018.104
Furniture,"Monday, January 11, 2021",,3076.7556000000004,
Furniture,"Tuesday, January 12, 2021",,3076.7556000000004,
Furniture,"Wednesday, January 13, 2021",542.45,3619.2056000000002,542.45
Furniture,"Thursday, January 14, 2021",,3619.2056000000002,
Furniture,"Friday, January 15, 2021",,3619.2056000000002,
Furniture,"Saturday, January 16, 2021",,3619.2056000000002,
Furniture,"Sunday, January 17, 2021",254.744,3873.9496000000004,254.744
Furniture,"Monday, January 18, 2021",,3873.9496000000004,
Furniture,"Tuesday, January 19, 2021",301.742,4175.6916,301.742
Furniture,"Wednesday, January 20, 2021",,4175.6916,
Furniture,"Thursday, January 21, 2021",,4175.6916,
Furniture,"Friday, January 22, 2021",,4175.6916,
Furniture,"Saturday, January 23, 2021",,4175.6916,
Furniture,"Sunday, January 24, 2021",,4175.6916,
Furniture,"Monday, January 25, 2021",,4175.6916,
Furniture,"Tuesday, January 26, 2021",,4175.6916,
Furniture,"Wednesday, January 27, 2021",2985.906,7161.5976,2985.906
Furniture,"Thursday, January 28, 2021",4297.644,11459.241600000001,4297.644
Furniture,"Friday, January 29, 2021",,11459.241600000001,
Furniture,"Saturday, January 30, 2021",227.36,11686.601600000002,227.36
Furniture,"Sunday, January 31, 2021",53.34,11739.941600000002,53.34
Furniture,"Monday, February 01, 2021",,11739.941600000002,
Furniture,"Tuesday, February 02, 2021",,11739.941600000002,
Furniture,"Wednesday, February 03, 2021",256.202,11996.143600000001,256.202
Furniture,"Thursday, February 04, 2021",,11996.143600000001,
Furniture,"Friday, February 05, 2021",,11996.143600000001,
Furniture,"Saturday, February 06, 2021",1552.74,13548.883600000001,1552.74
Furniture,"Sunday, February 07, 2021",,13548.883600000001,
Furniture,"Monday, February 08, 2021",,13548.883600000001,
Furniture,"Tuesday, February 09, 2021",244.704,13793.5876,244.704
Furniture,"Wednesday, February 10, 2021",,13793.5876,
Furniture,"Thursday, February 11, 2021",,13793.5876,
Furniture,"Friday, February 12, 2021",,13793.5876,
Furniture,"Saturday, February 13, 2021",,13793.5876,
Furniture,"Sunday, February 14, 2021",,13793.5876,
Furniture,"Monday, February 15, 2021",,13793.5876,
Furniture,"Tuesday, February 16, 2021",,13793.5876,
Furniture,"Wednesday, February 17, 2021",,13793.5876,
Furniture,"Thursday, February 18, 2021",35.544,13829.1316,35.544
Furniture,"Friday, February 19, 2021",,13829.1316,
Furniture,"Saturday, February 20, 2021",,13829.1316,
Furniture,"Sunday, February 21, 2021",,13829.1316,
Furniture,"Monday, February 22, 2021",,13829.1316,
Furniture,"Tuesday, February 23, 2021",,13829.1316,
Furniture,"Wednesday, February 24, 2021",,13829.1316,
Furniture,"Thursday, February 25, 2021",,13829.1316,
Furniture,"Friday, February 26, 2021",,13829.1316,
Furniture,"Saturday, February 27, 2021",493.92,14323.0516,493.92
Furniture,"Sunday, February 28, 2021",551.264,14874.3156,551.264
Furniture,"Monday, March 01, 2021",1412.7504,16287.065999999999,1412.7504
Furniture,"Tuesday, March 02, 2021",787.53,17074.595999999998,787.53
Furniture,"Wednesday, March 03, 2021",,17074.595999999998,
Furniture,"Thursday, March 04, 2021",,17074.595999999998,
Furniture,"Friday, March 05, 2021",521.259,17595.854999999996,521.259
Furniture,"Saturday, March 06, 2021",435.26,18031.114999999994,435.26
Furniture,"Sunday, March 07, 2021",,18031.114999999994,
Furniture,"Monday, March 08, 2021",1746.95,19778.064999999995,1746.95
Furniture,"Tuesday, March 09, 2021",,19778.064999999995,
Furniture,"Wednesday, March 10, 2021",,19778.064999999995,
Furniture,"Thursday, March 11, 2021",,19778.064999999995,
Furniture,"Friday, March 12, 2021",37.288,19815.352999999996,37.288
Furniture,"Saturday, March 13, 2021",1384.856,21200.208999999995,1384.856
Furniture,"Sunday, March 14, 2021",,21200.208999999995,
Furniture,"Monday, March 15, 2021",,21200.208999999995,
Furniture,"Tuesday, March 16, 2021",215.09,21415.298999999995,215.09
Furniture,"Wednesday, March 17, 2021",,21415.298999999995,
Furniture,"Thursday, March 18, 2021",,21415.298999999995,
Furniture,"Friday, March 19, 2021",383.4656,21798.764599999995,383.4656
Furniture,"Saturday, March 20, 2021",,21798.764599999995,
