Category,Sub-Category,Region,Value Column Name,Value
"Furniture","Tables","Central","Quantity","37873"
"Furniture","Tables","Central","PL","2786"
"Furniture","Tables","Central","FC","1535"
"Furniture","Tables","Central","Profit","286397.0217"
"Furniture","Tables","Central","Profit - Quantity","248524.02169999998"
"Furniture","Tables","Central","(Profit - Quantity)%","6.562036852111003"
"Furniture","Tables","Central","Profit - PL","283611.0217"
"Furniture","Tables","Central","(Profit - PL)%","101.79864382627422"
"Furniture","Tables","Central","Profit - FC","284862.0217"
"Furniture","Tables","Central","(Profit - FC)%","185.57786429967425"
"Furniture","Tables","Central","PL - Quantity","-35087"
"Furniture","Tables","Central","(PL - Quantity)%","-0.9264383597813746"
"Furniture","Tables","Central","FC - Quantity","-36338"
"Furniture","Tables","Central","(FC - Quantity)%","-0.9594698069865075"
"Furniture","Tables","Central","FC - PL","-1251"
"Furniture","Tables","Central","(FC - PL)%","-0.44903086862885855"
"Furniture","Tables","East","Quantity","37873"
"Furniture","Tables","East","PL","2786"
"Furniture","Tables","East","FC","1535"
"Furniture","Tables","East","Profit","286397.0217"
"Furniture","Tables","East","Profit - Quantity","248524.02169999998"
"Furniture","Tables","East","(Profit - Quantity)%","6.562036852111003"
"Furniture","Tables","East","Profit - PL","283611.0217"
"Furniture","Tables","East","(Profit - PL)%","101.79864382627422"
"Furniture","Tables","East","Profit - FC","284862.0217"
"Furniture","Tables","East","(Profit - FC)%","185.57786429967425"
"Furniture","Tables","East","PL - Quantity","-35087"
"Furniture","Tables","East","(PL - Quantity)%","-0.9264383597813746"
"Furniture","Tables","East","FC - Quantity","-36338"
"Furniture","Tables","East","(FC - Quantity)%","-0.9594698069865075"
"Furniture","Tables","East","FC - PL","-1251"
"Furniture","Tables","East","(FC - PL)%","-0.44903086862885855"
"Furniture","Tables","South","Quantity","37873"
"Furniture","Tables","South","PL","2786"
"Furniture","Tables","South","FC","1535"
"Furniture","Tables","South","Profit","286397.0217"
"Furniture","Tables","South","Profit - Quantity","248524.02169999998"
"Furniture","Tables","South","(Profit - Quantity)%","6.562036852111003"
"Furniture","Tables","South","Profit - PL","283611.0217"
"Furniture","Tables","South","(Profit - PL)%","101.79864382627422"
"Furniture","Tables","South","Profit - FC","284862.0217"
"Furniture","Tables","South","(Profit - FC)%","185.57786429967425"
"Furniture","Tables","South","PL - Quantity","-35087"
"Furniture","Tables","South","(PL - Quantity)%","-0.9264383597813746"
"Furniture","Tables","South","FC - Quantity","-36338"
"Furniture","Tables","South","(FC - Quantity)%","-0.9594698069865075"
"Furniture","Tables","South","FC - PL","-1251"
"Furniture","Tables","South","(FC - PL)%","-0.44903086862885855"
"Furniture","Tables","West","Quantity","37873"
"Furniture","Tables","West","PL","2786"
"Furniture","Tables","West","FC","1535"
"Furniture","Tables","West","Profit","286397.0217"
"Furniture","Tables","West","Profit - Quantity","248524.02169999998"
"Furniture","Tables","West","(Profit - Quantity)%","6.562036852111003"
"Furniture","Tables","West","Profit - PL","283611.0217"
"Furniture","Tables","West","(Profit - PL)%","101.79864382627422"
"Furniture","Tables","West","Profit - FC","284862.0217"
"Furniture","Tables","West","(Profit - FC)%","185.57786429967425"
"Furniture","Tables","West","PL - Quantity","-35087"
"Furniture","Tables","West","(PL - Quantity)%","-0.9264383597813746"
"Furniture","Tables","West","FC - Quantity","-36338"
"Furniture","Tables","West","(FC - Quantity)%","-0.9594698069865075"
"Furniture","Tables","West","FC - PL","-1251"
"Furniture","Tables","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Appliances","Central","Quantity","37873"
"Office Supplies","Appliances","Central","PL","2786"
"Office Supplies","Appliances","Central","FC","1535"
"Office Supplies","Appliances","Central","Profit","286397.0217"
"Office Supplies","Appliances","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Appliances","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Appliances","Central","Profit - PL","283611.0217"
"Office Supplies","Appliances","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Appliances","Central","Profit - FC","284862.0217"
"Office Supplies","Appliances","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Appliances","Central","PL - Quantity","-35087"
"Office Supplies","Appliances","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Appliances","Central","FC - Quantity","-36338"
"Office Supplies","Appliances","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Appliances","Central","FC - PL","-1251"
"Office Supplies","Appliances","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Appliances","East","Quantity","37873"
"Office Supplies","Appliances","East","PL","2786"
"Office Supplies","Appliances","East","FC","1535"
"Office Supplies","Appliances","East","Profit","286397.0217"
"Office Supplies","Appliances","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Appliances","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Appliances","East","Profit - PL","283611.0217"
"Office Supplies","Appliances","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Appliances","East","Profit - FC","284862.0217"
"Office Supplies","Appliances","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Appliances","East","PL - Quantity","-35087"
"Office Supplies","Appliances","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Appliances","East","FC - Quantity","-36338"
"Office Supplies","Appliances","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Appliances","East","FC - PL","-1251"
"Office Supplies","Appliances","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Appliances","South","Quantity","37873"
"Office Supplies","Appliances","South","PL","2786"
"Office Supplies","Appliances","South","FC","1535"
"Office Supplies","Appliances","South","Profit","286397.0217"
"Office Supplies","Appliances","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Appliances","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Appliances","South","Profit - PL","283611.0217"
"Office Supplies","Appliances","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Appliances","South","Profit - FC","284862.0217"
"Office Supplies","Appliances","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Appliances","South","PL - Quantity","-35087"
"Office Supplies","Appliances","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Appliances","South","FC - Quantity","-36338"
"Office Supplies","Appliances","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Appliances","South","FC - PL","-1251"
"Office Supplies","Appliances","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Appliances","West","Quantity","37873"
"Office Supplies","Appliances","West","PL","2786"
"Office Supplies","Appliances","West","FC","1535"
"Office Supplies","Appliances","West","Profit","286397.0217"
"Office Supplies","Appliances","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Appliances","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Appliances","West","Profit - PL","283611.0217"
"Office Supplies","Appliances","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Appliances","West","Profit - FC","284862.0217"
"Office Supplies","Appliances","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Appliances","West","PL - Quantity","-35087"
"Office Supplies","Appliances","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Appliances","West","FC - Quantity","-36338"
"Office Supplies","Appliances","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Appliances","West","FC - PL","-1251"
"Office Supplies","Appliances","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Art","Central","Quantity","37873"
"Office Supplies","Art","Central","PL","2786"
"Office Supplies","Art","Central","FC","1535"
"Office Supplies","Art","Central","Profit","286397.0217"
"Office Supplies","Art","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Art","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Art","Central","Profit - PL","283611.0217"
"Office Supplies","Art","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Art","Central","Profit - FC","284862.0217"
"Office Supplies","Art","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Art","Central","PL - Quantity","-35087"
"Office Supplies","Art","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Art","Central","FC - Quantity","-36338"
"Office Supplies","Art","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Art","Central","FC - PL","-1251"
"Office Supplies","Art","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Art","East","Quantity","37873"
"Office Supplies","Art","East","PL","2786"
"Office Supplies","Art","East","FC","1535"
"Office Supplies","Art","East","Profit","286397.0217"
"Office Supplies","Art","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Art","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Art","East","Profit - PL","283611.0217"
"Office Supplies","Art","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Art","East","Profit - FC","284862.0217"
"Office Supplies","Art","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Art","East","PL - Quantity","-35087"
"Office Supplies","Art","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Art","East","FC - Quantity","-36338"
"Office Supplies","Art","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Art","East","FC - PL","-1251"
"Office Supplies","Art","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Art","South","Quantity","37873"
"Office Supplies","Art","South","PL","2786"
"Office Supplies","Art","South","FC","1535"
"Office Supplies","Art","South","Profit","286397.0217"
"Office Supplies","Art","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Art","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Art","South","Profit - PL","283611.0217"
"Office Supplies","Art","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Art","South","Profit - FC","284862.0217"
"Office Supplies","Art","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Art","South","PL - Quantity","-35087"
"Office Supplies","Art","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Art","South","FC - Quantity","-36338"
"Office Supplies","Art","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Art","South","FC - PL","-1251"
"Office Supplies","Art","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Art","West","Quantity","37873"
"Office Supplies","Art","West","PL","2786"
"Office Supplies","Art","West","FC","1535"
"Office Supplies","Art","West","Profit","286397.0217"
"Office Supplies","Art","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Art","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Art","West","Profit - PL","283611.0217"
"Office Supplies","Art","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Art","West","Profit - FC","284862.0217"
"Office Supplies","Art","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Art","West","PL - Quantity","-35087"
"Office Supplies","Art","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Art","West","FC - Quantity","-36338"
"Office Supplies","Art","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Art","West","FC - PL","-1251"
"Office Supplies","Art","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Binders","Central","Quantity","37873"
"Office Supplies","Binders","Central","PL","2786"
"Office Supplies","Binders","Central","FC","1535"
"Office Supplies","Binders","Central","Profit","286397.0217"
"Office Supplies","Binders","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Binders","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Binders","Central","Profit - PL","283611.0217"
"Office Supplies","Binders","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Binders","Central","Profit - FC","284862.0217"
"Office Supplies","Binders","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Binders","Central","PL - Quantity","-35087"
"Office Supplies","Binders","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Binders","Central","FC - Quantity","-36338"
"Office Supplies","Binders","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Binders","Central","FC - PL","-1251"
"Office Supplies","Binders","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Binders","East","Quantity","37873"
"Office Supplies","Binders","East","PL","2786"
"Office Supplies","Binders","East","FC","1535"
"Office Supplies","Binders","East","Profit","286397.0217"
"Office Supplies","Binders","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Binders","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Binders","East","Profit - PL","283611.0217"
"Office Supplies","Binders","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Binders","East","Profit - FC","284862.0217"
"Office Supplies","Binders","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Binders","East","PL - Quantity","-35087"
"Office Supplies","Binders","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Binders","East","FC - Quantity","-36338"
"Office Supplies","Binders","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Binders","East","FC - PL","-1251"
"Office Supplies","Binders","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Binders","South","Quantity","37873"
"Office Supplies","Binders","South","PL","2786"
"Office Supplies","Binders","South","FC","1535"
"Office Supplies","Binders","South","Profit","286397.0217"
"Office Supplies","Binders","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Binders","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Binders","South","Profit - PL","283611.0217"
"Office Supplies","Binders","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Binders","South","Profit - FC","284862.0217"
"Office Supplies","Binders","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Binders","South","PL - Quantity","-35087"
"Office Supplies","Binders","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Binders","South","FC - Quantity","-36338"
"Office Supplies","Binders","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Binders","South","FC - PL","-1251"
"Office Supplies","Binders","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Binders","West","Quantity","37873"
"Office Supplies","Binders","West","PL","2786"
"Office Supplies","Binders","West","FC","1535"
"Office Supplies","Binders","West","Profit","286397.0217"
"Office Supplies","Binders","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Binders","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Binders","West","Profit - PL","283611.0217"
"Office Supplies","Binders","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Binders","West","Profit - FC","284862.0217"
"Office Supplies","Binders","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Binders","West","PL - Quantity","-35087"
"Office Supplies","Binders","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Binders","West","FC - Quantity","-36338"
"Office Supplies","Binders","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Binders","West","FC - PL","-1251"
"Office Supplies","Binders","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Envelopes","Central","Quantity","37873"
"Office Supplies","Envelopes","Central","PL","2786"
"Office Supplies","Envelopes","Central","FC","1535"
"Office Supplies","Envelopes","Central","Profit","286397.0217"
"Office Supplies","Envelopes","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Envelopes","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Envelopes","Central","Profit - PL","283611.0217"
"Office Supplies","Envelopes","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Envelopes","Central","Profit - FC","284862.0217"
"Office Supplies","Envelopes","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Envelopes","Central","PL - Quantity","-35087"
"Office Supplies","Envelopes","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Envelopes","Central","FC - Quantity","-36338"
"Office Supplies","Envelopes","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Envelopes","Central","FC - PL","-1251"
"Office Supplies","Envelopes","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Envelopes","East","Quantity","37873"
"Office Supplies","Envelopes","East","PL","2786"
"Office Supplies","Envelopes","East","FC","1535"
"Office Supplies","Envelopes","East","Profit","286397.0217"
"Office Supplies","Envelopes","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Envelopes","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Envelopes","East","Profit - PL","283611.0217"
"Office Supplies","Envelopes","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Envelopes","East","Profit - FC","284862.0217"
"Office Supplies","Envelopes","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Envelopes","East","PL - Quantity","-35087"
"Office Supplies","Envelopes","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Envelopes","East","FC - Quantity","-36338"
"Office Supplies","Envelopes","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Envelopes","East","FC - PL","-1251"
"Office Supplies","Envelopes","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Envelopes","South","Quantity","37873"
