Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Sum(Orders.Sales),Sum(Orders.Profit),Orders.Category,Orders.Sub-Category,Orders.Segment
2014,South,78.08200000000001,32.9158,Office Supplies,Fasteners,Consumer
2014,West,116.76400000000002,50.3514,Office Supplies,Fasteners,Consumer
2014,Central,52.604000000000006,15.4984,Office Supplies,Fasteners,Corporate
2014,East,36.912,12.913999999999996,Office Supplies,Fasteners,Corporate
2014,South,30.55,9.363,Office Supplies,Fasteners,Corporate
2014,West,75.642,29.1785,Office Supplies,Fasteners,Corporate
2014,Central,3.4880000000000004,0.5668,Office Supplies,Fasteners,Home Office
2014,East,5.68,1.9169999999999998,Office Supplies,Fasteners,Home Office
2014,South,57.160000000000004,8.626299999999999,Office Supplies,Fasteners,Home Office
2014,West,84.402,-0.32230000000000203,Office Supplies,Fasteners,Home Office
2014,Central,143.09400000000002,67.3107,Office Supplies,Labels,Consumer
2014,East,325.462,149.1173,Office Supplies,Labels,Consumer
2014,South,251.23000000000002,110.52149999999997,Office Supplies,Labels,Consumer
2014,West,301.098,139.3539,Office Supplies,Labels,Consumer
2014,Central,716.754,346.6299,Office Supplies,Labels,Corporate
2014,East,162.042,65.2848,Office Supplies,Labels,Corporate
2014,South,146.85999999999999,58.09689999999999,Office Supplies,Labels,Corporate
2014,West,416.24,194.3524,Office Supplies,Labels,Corporate
2014,Central,188.62400000000002,67.61019999999998,Office Supplies,Labels,Home Office
2014,East,28.638000000000005,10.6245,Office Supplies,Labels,Home Office
2014,South,2.952,0.9963,Office Supplies,Labels,Home Office
2014,West,158.4,76.1058,Office Supplies,Labels,Home Office
2014,Central,1535.76,553.0337,Office Supplies,Paper,Consumer
2014,East,1638.7539999999997,706.7534,Office Supplies,Paper,Consumer
2014,South,1279.316,488.02459999999996,Office Supplies,Paper,Consumer
2014,West,2661.138,1138.2850999999998,Office Supplies,Paper,Consumer
2014,Central,578.704,247.9758,Office Supplies,Paper,Corporate
2014,East,1546.7720000000002,703.1220999999999,Office Supplies,Paper,Corporate
2014,South,1628.0560000000003,740.6026,Office Supplies,Paper,Corporate
2014,West,1864.2640000000001,849.2582999999998,Office Supplies,Paper,Corporate
2014,Central,232.31200000000004,95.1976,Office Supplies,Paper,Home Office
2014,East,731.6219999999998,338.9796999999999,Office Supplies,Paper,Home Office
2014,South,277.204,110.20219999999999,Office Supplies,Paper,Home Office
2014,West,861.054,399.5863,Office Supplies,Paper,Home Office
2014,Central,7349.325999999997,-2.6856000000001146,Office Supplies,Storage,Consumer
2014,East,6443.852000000001,364.26749999999964,Office Supplies,Storage,Consumer
2014,South,2688.864,360.1185999999998,Office Supplies,Storage,Consumer
2014,West,8744.173999999999,770.8347999999999,Office Supplies,Storage,Consumer
2014,Central,1428.7300000000002,25.58059999999999,Office Supplies,Storage,Corporate
2014,East,8385.52,822.5079000000002,Office Supplies,Storage,Corporate
2014,South,3036.9739999999993,91.18639999999988,Office Supplies,Storage,Corporate
2014,West,4773.114,724.6847000000001,Office Supplies,Storage,Corporate
2014,Central,2315.33,321.5443999999999,Office Supplies,Storage,Home Office
2014,East,1377.89,125.23099999999997,Office Supplies,Storage,Home Office
2014,South,989.1679999999999,10.92160000000003,Office Supplies,Storage,Home Office
2014,West,2796.1,552.0868999999998,Office Supplies,Storage,Home Office
2014,Central,43.632,3.927300000000002,Office Supplies,Supplies,Consumer
2014,East,433.12800000000004,-27.754800000000003,Office Supplies,Supplies,Consumer
2014,South,52.206,9.7335,Office Supplies,Supplies,Consumer
2014,West,8395.541999999998,361.16859999999957,Office Supplies,Supplies,Consumer
2014,Central,38.896,-0.6210000000000049,Office Supplies,Supplies,Corporate
2014,East,17.14,4.4564,Office Supplies,Supplies,Corporate
2014,South,4189.549999999999,89.91100000000006,Office Supplies,Supplies,Corporate
2014,West,820.01,38.46860000000004,Office Supplies,Supplies,Corporate
2014,Central,357.93,7.158600000000007,Office Supplies,Supplies,Home Office
2014,East,17.604000000000003,0.00039999999999906777,Office Supplies,Supplies,Home Office
2014,South,5.5520000000000005,-1.0410000000000006,Office Supplies,Supplies,Home Office
2014,West,22.88,4.647999999999998,Office Supplies,Supplies,Home Office
2014,Central,3137.73,622.1514000000001,Technology,Accessories,Consumer
2014,East,2785.562,628.1177999999998,Technology,Accessories,Consumer
2014,South,2610.7960000000003,654.2967,Technology,Accessories,Consumer
2014,West,5764.523999999999,1152.2438,Technology,Accessories,Consumer
2014,Central,792,169.61589999999998,Technology,Accessories,Corporate
2014,East,836.53,285.4739,Technology,Accessories,Corporate
2014,South,1925.896,721.8762999999999,Technology,Accessories,Corporate
2014,West,1687.1200000000003,482.6298,Technology,Accessories,Corporate
2014,Central,509.24,99.49419999999998,Technology,Accessories,Home Office
2014,East,2431.676,974.4441000000002,Technology,Accessories,Home Office
2014,South,1058.598,309.55559999999997,Technology,Accessories,Home Office
2014,West,1474.6000000000001,302.81549999999993,Technology,Accessories,Home Office
2014,Central,1999.96,624.9875,Technology,Copiers,Consumer
2014,East,4099.9259999999995,650.9887,Technology,Copiers,Consumer
2014,South,479.98400000000004,89.99699999999999,Technology,Copiers,Consumer
2014,West,2999.946,1136.9796000000001,Technology,Copiers,Consumer
2014,Central,719.9760000000001,134.9955,Technology,Copiers,Corporate
2014,East,,,Technology,Copiers,Corporate
2014,South,,,Technology,Copiers,Corporate
2014,West,,,Technology,Copiers,Corporate
2014,Central,549.99,274.995,Technology,Copiers,Home Office
2014,East,,,Technology,Copiers,Home Office
2014,South,,,Technology,Copiers,Home Office
2014,West,,,Technology,Copiers,Home Office
2014,Central,9577.601999999999,-1657.482000000002,Technology,Machines,Consumer
2014,East,10174.875,3399.0852,Technology,Machines,Consumer
2014,South,4134.945,-1426.7031000000004,Technology,Machines,Consumer
2014,West,1452.181,438.2881999999999,Technology,Machines,Consumer
2014,Central,6139.65,-883.2633000000006,Technology,Machines,Corporate
2014,East,399.54,-559.3559999999999,Technology,Machines,Corporate
2014,South,,,Technology,Machines,Corporate
2014,West,767.9520000000001,287.98199999999997,Technology,Machines,Corporate
2014,Central,574.91,156.04699999999997,Technology,Machines,Home Office
2014,East,4061.97,2026.0857,Technology,Machines,Home Office
2014,South,23459.78,-1827.504400000002,Technology,Machines,Home Office
2014,West,1279.968,415.98959999999994,Technology,Machines,Home Office
2014,Central,5550.280000000001,735.6789999999996,Technology,Phones,Consumer
2014,East,16651.997999999996,3043.2290000000003,Technology,Phones,Consumer
2014,South,4690.514,1185.0283,Technology,Phones,Consumer
2014,West,19498.272,1812.6377999999995,Technology,Phones,Consumer
2014,Central,2548.196000000001,277.50849999999997,Technology,Phones,Corporate
2014,East,3744.7819999999997,299.65110000000004,Technology,Phones,Corporate
2014,South,9740.380000000001,2277.5083999999997,Technology,Phones,Corporate
2014,West,5094.312,639.2624000000001,Technology,Phones,Corporate
2014,Central,1827.276,467.74119999999994,Technology,Phones,Home Office
2014,East,291.87,86.2218,Technology,Phones,Home Office
2014,South,2818.0699999999997,623.1709,Technology,Phones,Home Office
2014,West,4934.856000000001,360.3668999999999,Technology,Phones,Home Office
