Category,Sub-Category,Segment,Region,Value Column Name,Value
"Technology","Accessories","Home Office","Central","Sum of Sales","8698.533999999998"
"Technology","Accessories","Home Office","Central","Sum of Profit","2045.3110000000001"
"Technology","Accessories","Home Office","East","Sum of Sales","10424.318000000001"
"Technology","Accessories","Home Office","East","Sum of Profit","3022.1949999999997"
"Technology","Accessories","Home Office","South","Sum of Sales","5449.7339999999995"
"Technology","Accessories","Home Office","South","Sum of Profit","1130.7574999999997"
"Technology","Accessories","Home Office","West","Sum of Sales","7511.929999999999"
"Technology","Accessories","Home Office","West","Sum of Profit","2294.9692000000005"
"Technology","Copiers","Consumer","Central","Sum of Sales","4519.884"
"Technology","Copiers","Consumer","Central","Sum of Profit","1482.9615999999999"
"Technology","Copiers","Consumer","East","Sum of Sales","30399.706"
"Technology","Copiers","Consumer","East","Sum of Profit","8657.932499999999"
"Technology","Copiers","Consumer","South","Sum of Sales","4439.868"
"Technology","Copiers","Consumer","South","Sum of Profit","1783.9451999999999"
"Technology","Copiers","Consumer","West","Sum of Sales","30459.611999999994"
"Technology","Copiers","Consumer","West","Sum of Profit","12158.871299999995"
"Technology","Copiers","Corporate","Central","Sum of Sales","29679.741999999995"
"Technology","Copiers","Corporate","Central","Sum of Profit","12789.904299999998"
"Technology","Copiers","Corporate","East","Sum of Sales","4219.914"
"Technology","Copiers","Corporate","East","Sum of Profit","1134.9764999999998"
"Technology","Copiers","Corporate","South","Sum of Sales","4859.888"
"Technology","Copiers","Corporate","South","Sum of Profit","1874.9615000000001"
"Technology","Copiers","Corporate","West","Sum of Sales","8069.842000000001"
"Technology","Copiers","Corporate","West","Sum of Profit","3190.4365999999995"
"Technology","Copiers","Home Office","Central","Sum of Sales","3059.944"
"Technology","Copiers","Home Office","Central","Sum of Profit","1335.9754"
"Technology","Copiers","Home Office","East","Sum of Sales","18599.842"
"Technology","Copiers","Home Office","East","Sum of Profit","7229.932799999999"
"Technology","Copiers","Home Office","South","Sum of Sales",
"Technology","Copiers","Home Office","South","Sum of Profit",
"Technology","Copiers","Home Office","West","Sum of Sales","11219.788"
"Technology","Copiers","Home Office","West","Sum of Profit","3977.9271999999996"
"Furniture","Chairs","Consumer","Central","Sum of Sales","42933.37499999998"
"Furniture","Chairs","Consumer","Central","Sum of Profit","2920.9012999999995"
"Furniture","Chairs","Consumer","East","Sum of Sales","59645.133000000016"
"Furniture","Chairs","Consumer","East","Sum of Profit","4917.395199999996"
"Furniture","Chairs","Consumer","South","Sum of Sales","26804.226"
"Furniture","Chairs","Consumer","South","Sum of Profit","4017.0346999999992"
"Furniture","Chairs","Consumer","West","Sum of Sales","43480.00799999997"
"Furniture","Chairs","Consumer","West","Sum of Profit","1380.0006999999987"
"Furniture","Chairs","Corporate","Central","Sum of Sales","27989.551999999992"
"Furniture","Chairs","Corporate","Central","Sum of Profit","3206.8836999999985"
"Furniture","Chairs","Corporate","East","Sum of Sales","23505.229999999996"
"Furniture","Chairs","Corporate","East","Sum of Profit","2720.5878000000002"
"Furniture","Chairs","Corporate","South","Sum of Sales","11366.872000000003"
"Furniture","Chairs","Corporate","South","Sum of Profit","1183.9544999999994"
"Furniture","Chairs","Corporate","West","Sum of Sales","36279.22399999999"
"Furniture","Chairs","Corporate","West","Sum of Profit","1233.2304999999983"
"Furniture","Chairs","Home Office","Central","Sum of Sales","14307.719000000001"
"Furniture","Chairs","Home Office","Central","Sum of Profit","464.9371"
"Furniture","Chairs","Home Office","East","Sum of Sales","13110.32"
"Furniture","Chairs","Home Office","East","Sum of Profit","1719.7875999999992"
"Furniture","Chairs","Home Office","South","Sum of Sales","7005.348"
"Furniture","Chairs","Home Office","South","Sum of Profit","1411.1000999999997"
"Furniture","Chairs","Home Office","West","Sum of Sales","22022.095999999998"
"Furniture","Chairs","Home Office","West","Sum of Profit","1414.353099999999"
"Furniture","Tables","Consumer","Central","Sum of Sales","20834.999999999996"
"Furniture","Tables","Consumer","Central","Sum of Profit","-3964.1571000000004"
"Furniture","Tables","Consumer","East","Sum of Sales","14082.466999999999"
"Furniture","Tables","Consumer","East","Sum of Profit","-3708.3528000000006"
"Furniture","Tables","Consumer","South","Sum of Sales","24408.842"
"Furniture","Tables","Consumer","South","Sum of Profit","-2577.4996"
"Furniture","Tables","Consumer","West","Sum of Sales","40607.486"
"Furniture","Tables","Consumer","West","Sum of Profit","521.9716999999998"
"Furniture","Tables","Corporate","Central","Sum of Sales","12562.592999999999"
"Furniture","Tables","Corporate","Central","Sum of Profit","707.1805999999997"
"Furniture","Tables","Corporate","East","Sum of Sales","17551.558"
"Furniture","Tables","Corporate","East","Sum of Profit","-5299.6557"
"Furniture","Tables","Corporate","South","Sum of Sales","12619.6755"
"Furniture","Tables","Corporate","South","Sum of Profit","-1388.2239000000006"
"Furniture","Tables","Corporate","West","Sum of Sales","28137.891000000003"
"Furniture","Tables","Corporate","West","Sum of Profit","1074.200399999999"
"Furniture","Tables","Home Office","Central","Sum of Sales","5757.378000000001"
"Furniture","Tables","Home Office","Central","Sum of Profit","-302.67390000000046"
"Furniture","Tables","Home Office","East","Sum of Sales","7505.782000000001"
"Furniture","Tables","Home Office","East","Sum of Profit","-2017.3716000000002"
"Furniture","Tables","Home Office","South","Sum of Sales","6887.6745"
"Furniture","Tables","Home Office","South","Sum of Profit","-657.3344"
"Furniture","Tables","Home Office","West","Sum of Sales","16009.185"
"Furniture","Tables","Home Office","West","Sum of Profit","-113.56480000000028"
"Furniture","Bookcases","Consumer","Central","Sum of Sales","12960.853999999998"
"Furniture","Bookcases","Consumer","Central","Sum of Profit","-1497.1260000000004"
"Furniture","Bookcases","Consumer","East","Sum of Sales","27307.134000000002"
"Furniture","Bookcases","Consumer","East","Sum of Profit","-2192.0672000000013"
"Furniture","Bookcases","Consumer","South","Sum of Sales","8716.561999999998"
"Furniture","Bookcases","Consumer","South","Sum of Profit","1220.012"
"Furniture","Bookcases","Consumer","West","Sum of Sales","19648.179"
"Furniture","Bookcases","Consumer","West","Sum of Profit","-1966.457000000001"
"Furniture","Bookcases","Corporate","Central","Sum of Sales","8389.5008"
"Furniture","Bookcases","Corporate","Central","Sum of Profit","-382.7121000000001"
"Furniture","Bookcases","Corporate","East","Sum of Sales","13168.931999999999"
"Furniture","Bookcases","Corporate","East","Sum of Profit","964.9629999999997"
"Furniture","Bookcases","Corporate","South","Sum of Sales","1153.804"
"Furniture","Bookcases","Corporate","South","Sum of Profit","68.36659999999996"
"Furniture","Bookcases","Corporate","West","Sum of Sales","11293.6875"
"Furniture","Bookcases","Corporate","West","Sum of Profit","-12.167300000000196"
"Furniture","Bookcases","Home Office","Central","Sum of Sales","2806.822"
"Furniture","Bookcases","Home Office","Central","Sum of Profit","-118.0662000000001"
"Furniture","Bookcases","Home Office","East","Sum of Sales","3343.2679999999996"
"Furniture","Bookcases","Home Office","East","Sum of Profit","59.47239999999995"
"Furniture","Bookcases","Home Office","South","Sum of Sales","1028.996"
"Furniture","Bookcases","Home Office","South","Sum of Profit","51.11319999999992"
"Furniture","Bookcases","Home Office","West","Sum of Sales","5062.257"
"Furniture","Bookcases","Home Office","West","Sum of Profit","332.11260000000004"
"Furniture","Furnishings","Consumer","Central","Sum of Sales","9499.989999999998"
"Furniture","Furnishings","Consumer","Central","Sum of Profit","-1454.0524000000003"
"Furniture","Furnishings","Consumer","East","Sum of Sales","13177.067999999996"
"Furniture","Furnishings","Consumer","East","Sum of Profit","3021.1370000000015"
"Furniture","Furnishings","Consumer","South","Sum of Sales","10870.574000000002"
"Furniture","Furnishings","Consumer","South","Sum of Profit","1957.1855"
"Furniture","Furnishings","Consumer","West","Sum of Sales","16072.413999999997"
"Furniture","Furnishings","Consumer","West","Sum of Profit","4395.1526"
"Furniture","Furnishings","Corporate","Central","Sum of Sales","3143.956000000001"
"Furniture","Furnishings","Corporate","Central","Sum of Profit","-1209.3582999999999"
"Furniture","Furnishings","Corporate","East","Sum of Sales","9983.326"
"Furniture","Furnishings","Corporate","East","Sum of Profit","1956.230599999999"
"Furniture","Furnishings","Corporate","South","Sum of Sales","4504.680000000001"
"Furniture","Furnishings","Corporate","South","Sum of Profit","1087.9331000000002"
"Furniture","Furnishings","Corporate","West","Sum of Sales","7369.304000000002"
"Furniture","Furnishings","Corporate","West","Sum of Profit","1673.4023000000002"
"Furniture","Furnishings","Home Office","Central","Sum of Sales","2610.424"
"Furniture","Furnishings","Home Office","Central","Sum of Profit","-1242.8061"
"Furniture","Furnishings","Home Office","East","Sum of Sales","5910.986000000002"
"Furniture","Furnishings","Home Office","East","Sum of Profit","904.0394999999999"
"Furniture","Furnishings","Home Office","South","Sum of Sales","1931.4299999999998"
"Furniture","Furnishings","Home Office","South","Sum of Profit","397.5642999999999"
"Furniture","Furnishings","Home Office","West","Sum of Sales","6631.012000000001"
"Furniture","Furnishings","Home Office","West","Sum of Profit","1572.7154999999993"
"Office Supplies","Storage","Consumer","Central","Sum of Sales","25337.689999999988"
"Office Supplies","Storage","Consumer","Central","Sum of Profit","426.6276999999983"
"Office Supplies","Storage","Consumer","East","Sum of Sales","24994.45799999998"
"Office Supplies","Storage","Consumer","East","Sum of Profit","1973.924199999998"
"Office Supplies","Storage","Consumer","South","Sum of Sales","16881.746"
"Office Supplies","Storage","Consumer","South","Sum of Profit","888.6697000000005"
"Office Supplies","Storage","Consumer","West","Sum of Sales","33944.387999999984"
"Office Supplies","Storage","Consumer","West","Sum of Profit","3828.2963999999965"
"Office Supplies","Storage","Corporate","Central","Sum of Sales","12656.604"
"Office Supplies","Storage","Corporate","Central","Sum of Profit","1084.5101999999993"
"Office Supplies","Storage","Corporate","East","Sum of Sales","30968.370000000003"
"Office Supplies","Storage","Corporate","East","Sum of Profit","3836.456500000001"
"Office Supplies","Storage","Corporate","South","Sum of Sales","11362.258000000002"
"Office Supplies","Storage","Corporate","South","Sum of Profit","718.5710999999995"
"Office Supplies","Storage","Corporate","West","Sum of Sales","24803.765999999996"
"Office Supplies","Storage","Corporate","West","Sum of Profit","3491.486899999999"
"Office Supplies","Storage","Home Office","Central","Sum of Sales","8601.698"
"Office Supplies","Storage","Home Office","Central","Sum of Profit","472.01620000000025"
"Office Supplies","Storage","Home Office","East","Sum of Sales","15649.756000000001"
"Office Supplies","Storage","Home Office","East","Sum of Profit","2578.9904999999994"
"Office Supplies","Storage","Home Office","South","Sum of Sales","7524.056"
"Office Supplies","Storage","Home Office","South","Sum of Profit","667.0556999999998"
"Office Supplies","Storage","Home Office","West","Sum of Sales","11784.698"
"Office Supplies","Storage","Home Office","West","Sum of Profit","1325.5388999999998"
"Office Supplies","Binders","Consumer","Central","Sum of Sales","39693.57599999999"
"Office Supplies","Binders","Consumer","Central","Sum of Profit","1832.3210000000026"
"Office Supplies","Binders","Consumer","East","Sum of Sales","31622.609999999982"
"Office Supplies","Binders","Consumer","East","Sum of Profit","6740.6696999999995"
"Office Supplies","Binders","Consumer","South","Sum of Sales","18617.702999999994"
"Office Supplies","Binders","Consumer","South","Sum of Profit","1583.9285000000027"
"Office Supplies","Binders","Consumer","West","Sum of Sales","28635.096000000005"
"Office Supplies","Binders","Consumer","West","Sum of Profit","7971.270199999998"
"Office Supplies","Binders","Corporate","Central","Sum of Sales","8879.539999999999"
"Office Supplies","Binders","Corporate","Central","Sum of Profit","-4420.4249000000045"
"Office Supplies","Binders","Corporate","East","Sum of Sales","12048.381000000008"
"Office Supplies","Binders","Corporate","East","Sum of Profit","2833.0034"
"Office Supplies","Binders","Corporate","South","Sum of Sales","11827.631999999992"
"Office Supplies","Binders","Corporate","South","Sum of Profit","2496.200100000001"
"Office Supplies","Binders","Corporate","West","Sum of Sales","18804.76"
"Office Supplies","Binders","Corporate","West","Sum of Profit","5468.5415"
"Office Supplies","Binders","Home Office","Central","Sum of Sales","8352.709999999995"
"Office Supplies","Binders","Home Office","Central","Sum of Profit","1540.6509999999992"
"Office Supplies","Binders","Home Office","East","Sum of Sales","9827.006000000001"
"Office Supplies","Binders","Home Office","East","Sum of Profit","1694.2614999999994"
"Office Supplies","Binders","Home Office","South","Sum of Sales","6585.0059999999985"
"Office Supplies","Binders","Home Office","South","Sum of Profit","-179.46459999999917"
"Office Supplies","Binders","Home Office","West","Sum of Sales","8929.233000000002"
"Office Supplies","Binders","Home Office","West","Sum of Profit","2789.5821"
"Office Supplies","Appliances","Consumer","Central","Sum of Sales","9818.721000000001"
"Office Supplies","Appliances","Consumer","Central","Sum of Profit","-3775.606500000001"
"Office Supplies","Appliances","Consumer","East","Sum of Sales","19389.756"
"Office Supplies","Appliances","Consumer","East","Sum of Profit","5008.7579"
"Office Supplies","Appliances","Consumer","South","Sum of Sales","8287.354"
"Office Supplies","Appliances","Consumer","South","Sum of Profit","1455.2631999999992"
"Office Supplies","Appliances","Consumer","West","Sum of Sales","15323.750000000005"
"Office Supplies","Appliances","Consumer","West","Sum of Profit","4293.5136"
"Office Supplies","Appliances","Corporate","Central","Sum of Sales","5224.759"
"Office Supplies","Appliances","Corporate","Central","Sum of Profit","-459.2306000000007"
"Office Supplies","Appliances","Corporate","East","Sum of Sales","10981.264"
"Office Supplies","Appliances","Corporate","East","Sum of Profit","2607.2871999999998"
"Office Supplies","Appliances","Corporate","South","Sum of Sales","10123.636"
"Office Supplies","Appliances","Corporate","South","Sum of Profit","2543.821799999999"
"Office Supplies","Appliances","Corporate","West","Sum of Sales","10259.023999999998"
"Office Supplies","Appliances","Corporate","West","Sum of Profit","2738.0167999999994"
"Office Supplies","Appliances","Home Office","Central","Sum of Sales","8607.363"
"Office Supplies","Appliances","Home Office","Central","Sum of Profit","1472.3615999999997"
"Office Supplies","Appliances","Home Office","East","Sum of Sales","3817.446000000001"
"Office Supplies","Appliances","Home Office","East","Sum of Profit","775.3682999999996"
"Office Supplies","Appliances","Home Office","South","Sum of Sales","1114.336"
"Office Supplies","Appliances","Home Office","South","Sum of Profit","124.85459999999995"
"Office Supplies","Appliances","Home Office","West","Sum of Sales","4653.562"
"Office Supplies","Appliances","Home Office","West","Sum of Profit","1229.7394999999997"
"Office Supplies","Paper","Consumer","Central","Sum of Sales","7564.020000000004"
"Office Supplies","Paper","Consumer","Central","Sum of Profit","2914.6376999999998"
"Office Supplies","Paper","Consumer","East","Sum of Sales","8661.268"
"Office Supplies","Paper","Consumer","East","Sum of Profit","3917.330699999999"
"Office Supplies","Paper","Consumer","South","Sum of Sales","7618.824000000001"
"Office Supplies","Paper","Consumer","South","Sum of Profit","3090.7796000000003"
"Office Supplies","Paper","Consumer","West","Sum of Sales","12495.807999999992"
"Office Supplies","Paper","Consumer","West","Sum of Profit","5617.338800000001"
"Office Supplies","Paper","Corporate","Central","Sum of Sales","5952.002000000001"
"Office Supplies","Paper","Corporate","Central","Sum of Profit","2399.2304999999997"
"Office Supplies","Paper","Corporate","East","Sum of Sales","5975.116"
"Office Supplies","Paper","Corporate","East","Sum of Profit","2668.9581999999996"
"Office Supplies","Paper","Corporate","South","Sum of Sales","3345.321999999999"
"Office Supplies","Paper","Corporate","South","Sum of Profit","1410.0632999999996"
"Office Supplies","Paper","Corporate","West","Sum of Sales","8610.689999999999"
"Office Supplies","Paper","Corporate","West","Sum of Profit","3883.294800000001"
"Office Supplies","Paper","Home Office","Central","Sum of Sales","3975.8799999999997"
"Office Supplies","Paper","Home Office","Central","Sum of Profit","1658.0323"
"Office Supplies","Paper","Home Office","East","Sum of Sales","5536.217999999999"
"Office Supplies","Paper","Home Office","East","Sum of Profit","2429.0820999999996"
"Office Supplies","Paper","Home Office","South","Sum of Sales","3202.3899999999994"
"Office Supplies","Paper","Home Office","South","Sum of Profit","1451.6616999999997"
"Office Supplies","Paper","Home Office","West","Sum of Sales","5557.219999999997"
"Office Supplies","Paper","Home Office","West","Sum of Profit","2618.6028000000015"
"Office Supplies","Supplies","Consumer","Central","Sum of Sales","4559.912"
"Office Supplies","Supplies","Consumer","Central","Sum of Profit","-782.0922000000003"
"Office Supplies","Supplies","Consumer","East","Sum of Sales","8567.826000000003"
"Office Supplies","Supplies","Consumer","East","Sum of Profit","-1171.6356999999998"
"Office Supplies","Supplies","Consumer","South","Sum of Sales","2123.554"
"Office Supplies","Supplies","Consumer","South","Sum of Profit","69.85919999999999"
"Office Supplies","Supplies","Consumer","West","Sum of Sales","10490.203999999996"
"Office Supplies","Supplies","Consumer","West","Sum of Profit","226.31739999999974"
"Office Supplies","Supplies","Corporate","Central","Sum of Sales","4382.928"
"Office Supplies","Supplies","Corporate","Central","Sum of Profit","101.84980000000003"
"Office Supplies","Supplies","Corporate","East","Sum of Sales","1849.258"
"Office Supplies","Supplies","Corporate","East","Sum of Profit","-12.897400000000047"
"Office Supplies","Supplies","Corporate","South","Sum of Sales","6022.1539999999995"
"Office Supplies","Supplies","Corporate","South","Sum of Profit","-111.63789999999992"
"Office Supplies","Supplies","Corporate","West","Sum of Sales","7180.943999999999"
"Office Supplies","Supplies","Corporate","West","Sum of Profit","361.61189999999976"
"Office Supplies","Supplies","Home Office","Central","Sum of Sales","524.532"
"Office Supplies","Supplies","Home Office","Central","Sum of Profit","18.354300000000002"
"Office Supplies","Supplies","Home Office","East","Sum of Sales","343.032"
"Office Supplies","Supplies","Home Office","East","Sum of Profit","29.397900000000014"
"Office Supplies","Supplies","Home Office","South","Sum of Sales","173.22"
"Office Supplies","Supplies","Home Office","South","Sum of Profit","43.655999999999985"
"Office Supplies","Supplies","Home Office","West","Sum of Sales","455.97400000000005"
"Office Supplies","Supplies","Home Office","West","Sum of Profit","38.11719999999996"
"Office Supplies","Art","Consumer","Central","Sum of Sales","3272.351999999999"
"Office Supplies","Art","Consumer","Central","Sum of Profit","605.5614999999999"
"Office Supplies","Art","Consumer","East","Sum of Sales","3847.198"
"Office Supplies","Art","Consumer","East","Sum of Profit","989.0642"
"Office Supplies","Art","Consumer","South","Sum of Sales","2654.7560000000017"
"Office Supplies","Art","Consumer","South","Sum of Profit","648.4542999999998"
"Office Supplies","Art","Consumer","West","Sum of Sales","4477.624"
"Office Supplies","Art","Consumer","West","Sum of Profit","1211.2210999999995"
"Office Supplies","Art","Corporate","Central","Sum of Sales","1478.7420000000004"
"Office Supplies","Art","Corporate","Central","Sum of Profit","343.9692999999999"
"Office Supplies","Art","Corporate","East","Sum of Sales","2278.402"
"Office Supplies","Art","Corporate","East","Sum of Profit","566.1715999999999"
"Office Supplies","Art","Corporate","South","Sum of Sales","1332.4040000000002"
"Office Supplies","Art","Corporate","South","Sum of Profit","264.25429999999994"
"Office Supplies","Art","Corporate","West","Sum of Sales","3500.9"
"Office Supplies","Art","Corporate","West","Sum of Profit","830.2525"
"Office Supplies","Art","Home Office","Central","Sum of Sales","1014.2460000000003"
"Office Supplies","Art","Home Office","Central","Sum of Profit","245.62829999999997"
"Office Supplies","Art","Home Office","East","Sum of Sales","1360.1639999999998"
"Office Supplies","Art","Home Office","East","Sum of Profit","344.7085000000001"
"Office Supplies","Art","Home Office","South","Sum of Sales","668.4620000000001"
"Office Supplies","Art","Home Office","South","Sum of Profit","145.878"
"Office Supplies","Art","Home Office","West","Sum of Sales","1233.542"
"Office Supplies","Art","Home Office","West","Sum of Profit","332.62339999999995"
"Office Supplies","Envelopes","Consumer","Central","Sum of Sales","2365.45"
"Office Supplies","Envelopes","Consumer","Central","Sum of Profit","912.6615999999998"
"Office Supplies","Envelopes","Consumer","East","Sum of Sales","2095.522"
"Office Supplies","Envelopes","Consumer","East","Sum of Profit","881.8796999999998"
"Office Supplies","Envelopes","Consumer","South","Sum of Sales","1191.5579999999998"
"Office Supplies","Envelopes","Consumer","South","Sum of Profit","503.4307"
"Office Supplies","Envelopes","Consumer","West","Sum of Sales","2118.6160000000004"
"Office Supplies","Envelopes","Consumer","West","Sum of Profit","966.4406"
"Office Supplies","Envelopes","Corporate","Central","Sum of Sales","1235.9080000000001"
"Office Supplies","Envelopes","Corporate","Central","Sum of Profit","483.66419999999994"
"Office Supplies","Envelopes","Corporate","East","Sum of Sales","1579.2660000000003"
"Office Supplies","Envelopes","Corporate","East","Sum of Profit","663.5852"
"Office Supplies","Envelopes","Corporate","South","Sum of Sales","1470.9039999999998"
"Office Supplies","Envelopes","Corporate","South","Sum of Profit","643.3797999999999"
"Office Supplies","Envelopes","Corporate","West","Sum of Sales","1656.592"
"Office Supplies","Envelopes","Corporate","West","Sum of Profit","780.5998000000001"
"Office Supplies","Envelopes","Home Office","Central","Sum of Sales","1035.5140000000001"
"Office Supplies","Envelopes","Home Office","Central","Sum of Profit","381.20249999999993"
"Office Supplies","Envelopes","Home Office","East","Sum of Sales","701.086"
"Office Supplies","Envelopes","Home Office","East","Sum of Profit","266.94409999999993"
"Office Supplies","Envelopes","Home Office","South","Sum of Sales","683.094"
"Office Supplies","Envelopes","Home Office","South","Sum of Profit","318.6664999999999"
"Office Supplies","Envelopes","Home Office","West","Sum of Sales","342.89199999999994"
"Office Supplies","Envelopes","Home Office","West","Sum of Profit","161.72199999999998"
"Office Supplies","Labels","Consumer","Central","Sum of Sales","743.206"
"Office Supplies","Labels","Consumer","Central","Sum of Profit","334.20230000000004"
"Office Supplies","Labels","Consumer","East","Sum of Sales","1652.8000000000002"
"Office Supplies","Labels","Consumer","East","Sum of Profit","733.5290000000003"
"Office Supplies","Labels","Consumer","South","Sum of Sales","1868.2219999999998"
"Office Supplies","Labels","Consumer","South","Sum of Profit","840.9038"
"Office Supplies","Labels","Consumer","West","Sum of Sales","2445.033999999999"
"Office Supplies","Labels","Consumer","West","Sum of Profit","1167.3532999999998"
"Office Supplies","Labels","Corporate","Central","Sum of Sales","1095.108"
"Office Supplies","Labels","Corporate","Central","Sum of Profit","487.17"
"Office Supplies","Labels","Corporate","East","Sum of Sales","508.58599999999996"
"Office Supplies","Labels","Corporate","East","Sum of Profit","218.62989999999996"
"Office Supplies","Labels","Corporate","South","Sum of Sales","365.22600000000006"
"Office Supplies","Labels","Corporate","South","Sum of Profit","150.43720000000005"
"Office Supplies","Labels","Corporate","West","Sum of Sales","2132.7259999999997"
"Office Supplies","Labels","Corporate","West","Sum of Profit","904.5902"
"Office Supplies","Labels","Home Office","Central","Sum of Sales","613.158"
"Office Supplies","Labels","Home Office","Central","Sum of Profit","251.70709999999997"
"Office Supplies","Labels","Home Office","East","Sum of Sales","441.548"
"Office Supplies","Labels","Home Office","East","Sum of Profit","177.12109999999998"
"Office Supplies","Labels","Home Office","South","Sum of Sales","119.732"
"Office Supplies","Labels","Home Office","South","Sum of Profit","49.4313"
"Office Supplies","Labels","Home Office","West","Sum of Sales","500.966"
"Office Supplies","Labels","Home Office","West","Sum of Profit","231.17880000000002"
"Office Supplies","Fasteners","Consumer","Central","Sum of Sales","422.4319999999999"
"Office Supplies","Fasteners","Consumer","Central","Sum of Profit","128.14770000000001"
"Office Supplies","Fasteners","Consumer","East","Sum of Sales","423.698"
"Office Supplies","Fasteners","Consumer","East","Sum of Profit","149.17300000000003"
"Office Supplies","Fasteners","Consumer","South","Sum of Sales","276.416"
"Office Supplies","Fasteners","Consumer","South","Sum of Profit","114.2714"
"Office Supplies","Fasteners","Consumer","West","Sum of Sales","558.3960000000002"
"Office Supplies","Fasteners","Consumer","West","Sum of Profit","185.20870000000002"
"Office Supplies","Fasteners","Corporate","Central","Sum of Sales","232.10999999999999"
"Office Supplies","Fasteners","Corporate","Central","Sum of Profit","78.55630000000002"
"Office Supplies","Fasteners","Corporate","East","Sum of Sales","286.09200000000004"
"Office Supplies","Fasteners","Corporate","East","Sum of Profit","76.47039999999998"
