Region,Country,Year,Value Column Name,Value
"Americas","Canada","2019","(AC - PY)%","0.017241379310344827"
"Americas","Canada","2019","VisualMeasure PY+1K","233000"
"Americas","Other","2017","PY","111000"
"Americas","Other","2017","AC","97000"
"Americas","Other","2017","AC - PY","-14000"
"Americas","Other","2017","(AC - PY)%","-0.12612612612612611"
"Americas","Other","2017","VisualMeasure PY+1K","112000"
"Americas","Other","2018","PY","93000"
"Americas","Other","2018","AC","67000"
"Americas","Other","2018","AC - PY","-26000"
"Americas","Other","2018","(AC - PY)%","-0.27956989247311825"
"Americas","Other","2018","VisualMeasure PY+1K","94000"
"Americas","Other","2019","PY","85000"
"Americas","Other","2019","AC","125000"
"Americas","Other","2019","AC - PY","40000"
"Americas","Other","2019","(AC - PY)%","0.4705882352941176"
"Americas","Other","2019","VisualMeasure PY+1K","86000"
"Europe","Poland","2017","PY","0"
"Europe","Poland","2017","AC","103000"
"Europe","Poland","2017","AC - PY","103000"
"Europe","Poland","2017","(AC - PY)%",
"Europe","Poland","2017","VisualMeasure PY+1K","1000"
"Europe","Poland","2018","PY","182000"
"Europe","Poland","2018","AC","180000"
"Europe","Poland","2018","AC - PY","-2000"
"Europe","Poland","2018","(AC - PY)%","-0.01098901098901099"
"Europe","Poland","2018","VisualMeasure PY+1K","183000"
"Europe","Poland","2019","PY","272000"
"Europe","Poland","2019","AC","239000"
"Europe","Poland","2019","AC - PY","-33000"
"Europe","Poland","2019","(AC - PY)%","-0.1213235294117647"
"Europe","Poland","2019","VisualMeasure PY+1K","273000"
"Europe","Sweden","2017","PY","276000"
"Europe","Sweden","2017","AC","176000"
"Europe","Sweden","2017","AC - PY","-100000"
"Europe","Sweden","2017","(AC - PY)%","-0.36231884057971014"
"Europe","Sweden","2017","VisualMeasure PY+1K","277000"
"Europe","Sweden","2018","PY","345000"
"Europe","Sweden","2018","AC",
"Europe","Sweden","2018","AC - PY","-345000"
"Europe","Sweden","2018","(AC - PY)%","-1"
"Europe","Sweden","2018","VisualMeasure PY+1K","346000"
"Europe","Sweden","2019","PY","319000"
"Europe","Sweden","2019","AC","340000"
"Europe","Sweden","2019","AC - PY","21000"
"Europe","Sweden","2019","(AC - PY)%","0.06583072100313479"
"Europe","Sweden","2019","VisualMeasure PY+1K","320000"
"Europe","Belgium","2017","PY","118000"
"Europe","Belgium","2017","AC","88000"
"Europe","Belgium","2017","AC - PY","-30000"
"Europe","Belgium","2017","(AC - PY)%","-0.2542372881355932"
"Europe","Belgium","2017","VisualMeasure PY+1K","119000"
"Europe","Belgium","2018","PY","173000"
"Europe","Belgium","2018","AC","198000"
"Europe","Belgium","2018","AC - PY","25000"
"Europe","Belgium","2018","(AC - PY)%","0.14450867052023122"
"Europe","Belgium","2018","VisualMeasure PY+1K","174000"
"Europe","Belgium","2019","PY","240000"
"Europe","Belgium","2019","AC","227000"
"Europe","Belgium","2019","AC - PY","-13000"
"Europe","Belgium","2019","(AC - PY)%","-0.05416666666666667"
"Europe","Belgium","2019","VisualMeasure PY+1K","241000"
"Europe","Germany","2017","PY","0"
"Europe","Germany","2017","AC","107000"
"Europe","Germany","2017","AC - PY","107000"
"Europe","Germany","2017","(AC - PY)%",
"Europe","Germany","2017","VisualMeasure PY+1K","1000"
"Europe","Germany","2018","PY","100000"
"Europe","Germany","2018","AC","91000"
"Europe","Germany","2018","AC - PY","-9000"
"Europe","Germany","2018","(AC - PY)%","-0.09"
"Europe","Germany","2018","VisualMeasure PY+1K","101000"
"Europe","Germany","2019","PY","190000"
"Europe","Germany","2019","AC","219000"
"Europe","Germany","2019","AC - PY","29000"
"Europe","Germany","2019","(AC - PY)%","0.15263157894736842"
"Europe","Germany","2019","VisualMeasure PY+1K","191000"
"Europe","France","2017","PY","196000"
"Europe","France","2017","AC","118000"
"Europe","France","2017","AC - PY","-78000"
"Europe","France","2017","(AC - PY)%","-0.39795918367346933"
"Europe","France","2017","VisualMeasure PY+1K","197000"
"Europe","France","2018","PY","0"
"Europe","France","2018","AC","0"
"Europe","France","2018","AC - PY","0"
"Europe","France","2018","(AC - PY)%",
"Europe","France","2018","VisualMeasure PY+1K","1000"
"Europe","France","2019","PY","152000"
"Europe","France","2019","AC","175000"
"Europe","France","2019","AC - PY","23000"
"Europe","France","2019","(AC - PY)%","0.1513157894736842"
"Europe","France","2019","VisualMeasure PY+1K","153000"
"Europe","Other","2017","PY","77000"
"Europe","Other","2017","AC","142000"
"Europe","Other","2017","AC - PY","65000"
"Europe","Other","2017","(AC - PY)%","0.8441558441558441"
"Europe","Other","2017","VisualMeasure PY+1K","78000"
"Europe","Other","2018","PY","0"
"Europe","Other","2018","AC","41000"
"Europe","Other","2018","AC - PY","41000"
"Europe","Other","2018","(AC - PY)%",
"Europe","Other","2018","VisualMeasure PY+1K","1000"
"Europe","Other","2019","PY","50000"
"Europe","Other","2019","AC","83000"
"Europe","Other","2019","AC - PY","33000"
"Europe","Other","2019","(AC - PY)%","0.66"
"Europe","Other","2019","VisualMeasure PY+1K","51000"
"Asia-Pacific","Australia","2017","PY","329000"
"Asia-Pacific","Australia","2017","AC","304000"
"Asia-Pacific","Australia","2017","AC - PY","-25000"
"Asia-Pacific","Australia","2017","(AC - PY)%","-0.07598784194528875"
"Asia-Pacific","Australia","2017","VisualMeasure PY+1K","330000"
"Asia-Pacific","Australia","2018","PY","180000"
"Asia-Pacific","Australia","2018","AC","335000"
"Asia-Pacific","Australia","2018","AC - PY","155000"
"Asia-Pacific","Australia","2018","(AC - PY)%","0.8611111111111112"
"Asia-Pacific","Australia","2018","VisualMeasure PY+1K","181000"
"Asia-Pacific","Australia","2019","PY","217000"
"Asia-Pacific","Australia","2019","AC","80000"
"Asia-Pacific","Australia","2019","AC - PY","-137000"
"Asia-Pacific","Australia","2019","(AC - PY)%","-0.631336405529954"
"Asia-Pacific","Australia","2019","VisualMeasure PY+1K","218000"
"Asia-Pacific","Japan","2017","PY","264000"
"Asia-Pacific","Japan","2017","AC","206000"
"Asia-Pacific","Japan","2017","AC - PY","-58000"
"Asia-Pacific","Japan","2017","(AC - PY)%","-0.2196969696969697"
"Asia-Pacific","Japan","2017","VisualMeasure PY+1K","265000"
"Asia-Pacific","Japan","2018","PY","187000"
"Asia-Pacific","Japan","2018","AC","249000"
"Asia-Pacific","Japan","2018","AC - PY","62000"
"Asia-Pacific","Japan","2018","(AC - PY)%","0.3315508021390374"
"Asia-Pacific","Japan","2018","VisualMeasure PY+1K","188000"
"Asia-Pacific","Japan","2019","PY","279000"
"Asia-Pacific","Japan","2019","AC","229000"
"Asia-Pacific","Japan","2019","AC - PY","-50000"
"Asia-Pacific","Japan","2019","(AC - PY)%","-0.17921146953405018"
"Asia-Pacific","Japan","2019","VisualMeasure PY+1K","280000"
"Asia-Pacific","China","2017","PY","308000"
"Asia-Pacific","China","2017","AC","244000"
"Asia-Pacific","China","2017","AC - PY","-64000"
"Asia-Pacific","China","2017","(AC - PY)%","-0.20779220779220778"
"Asia-Pacific","China","2017","VisualMeasure PY+1K","309000"
"Asia-Pacific","China","2018","PY","318000"
"Asia-Pacific","China","2018","AC","287000"
"Asia-Pacific","China","2018","AC - PY","-31000"
"Asia-Pacific","China","2018","(AC - PY)%","-0.09748427672955975"
"Asia-Pacific","China","2018","VisualMeasure PY+1K","319000"
"Asia-Pacific","China","2019","PY","321000"
"Asia-Pacific","China","2019","AC","145000"
"Asia-Pacific","China","2019","AC - PY","-176000"
"Asia-Pacific","China","2019","(AC - PY)%","-0.5482866043613707"
"Asia-Pacific","China","2019","VisualMeasure PY+1K","322000"
"Asia-Pacific","Other","2017","PY","134000"
"Asia-Pacific","Other","2017","AC","50000"
"Asia-Pacific","Other","2017","AC - PY","-84000"
"Asia-Pacific","Other","2017","(AC - PY)%","-0.6268656716417911"
"Asia-Pacific","Other","2017","VisualMeasure PY+1K","135000"
"Asia-Pacific","Other","2018","PY","78000"
"Asia-Pacific","Other","2018","AC","78000"
"Asia-Pacific","Other","2018","AC - PY","0"
"Asia-Pacific","Other","2018","(AC - PY)%","0"
"Asia-Pacific","Other","2018","VisualMeasure PY+1K","79000"
"Asia-Pacific","Other","2019","PY","66000"
"Asia-Pacific","Other","2019","AC","69000"
"Asia-Pacific","Other","2019","AC - PY","3000"
"Asia-Pacific","Other","2019","(AC - PY)%","0.045454545454545456"
"Asia-Pacific","Other","2019","VisualMeasure PY+1K","67000"
