Category,Sub-Category,Segment,Region,Year,Value Column Name,Value
"Furniture","Bookcases","Consumer","South","2014","(Sum of Sales - Count of Ship Mode)%","396.13800000000003"
"Furniture","Bookcases","Consumer","South","2014","Sum of Profit","164.70860000000002"
"Furniture","Bookcases","Consumer","South","2015","Count of Ship Mode","2"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales","813.6120000000001"
"Furniture","Bookcases","Consumer","South","2015","Sum of Sales - Count of Ship Mode","811.6120000000001"
"Furniture","Bookcases","Consumer","South","2015","(Sum of Sales - Count of Ship Mode)%","405.80600000000004"
"Furniture","Bookcases","Consumer","South","2015","Sum of Profit","89.2884"
"Furniture","Bookcases","Consumer","South","2016","Count of Ship Mode","5"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales","2839.756"
"Furniture","Bookcases","Consumer","South","2016","Sum of Sales - Count of Ship Mode","2834.756"
"Furniture","Bookcases","Consumer","South","2016","(Sum of Sales - Count of Ship Mode)%","566.9512"
"Furniture","Bookcases","Consumer","South","2016","Sum of Profit","480.5709999999999"
"Furniture","Bookcases","Consumer","South","2017","Count of Ship Mode","10"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales","4268.918000000001"
"Furniture","Bookcases","Consumer","South","2017","Sum of Sales - Count of Ship Mode","4258.918000000001"
"Furniture","Bookcases","Consumer","South","2017","(Sum of Sales - Count of Ship Mode)%","425.8918000000001"
"Furniture","Bookcases","Consumer","South","2017","Sum of Profit","485.4440000000001"
"Furniture","Bookcases","Consumer","West","2014","Count of Ship Mode","6"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales","1489.4415"
"Furniture","Bookcases","Consumer","West","2014","Sum of Sales - Count of Ship Mode","1483.4415"
"Furniture","Bookcases","Consumer","West","2014","(Sum of Sales - Count of Ship Mode)%","247.24024999999997"
"Furniture","Bookcases","Consumer","West","2014","Sum of Profit","-302.8688"
"Furniture","Bookcases","Consumer","West","2015","Count of Ship Mode","18"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales","6704.628"
"Furniture","Bookcases","Consumer","West","2015","Sum of Sales - Count of Ship Mode","6686.628"
"Furniture","Bookcases","Consumer","West","2015","(Sum of Sales - Count of Ship Mode)%","371.47933333333333"
"Furniture","Bookcases","Consumer","West","2015","Sum of Profit","-1267.6758000000004"
"Furniture","Bookcases","Consumer","West","2016","Count of Ship Mode","8"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales","6066.1990000000005"
"Furniture","Bookcases","Consumer","West","2016","Sum of Sales - Count of Ship Mode","6058.1990000000005"
"Furniture","Bookcases","Consumer","West","2016","(Sum of Sales - Count of Ship Mode)%","757.2748750000001"
"Furniture","Bookcases","Consumer","West","2016","Sum of Profit","327.8037999999998"
"Furniture","Bookcases","Consumer","West","2017","Count of Ship Mode","17"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales","5387.910499999999"
"Furniture","Bookcases","Consumer","West","2017","Sum of Sales - Count of Ship Mode","5370.910499999999"
"Furniture","Bookcases","Consumer","West","2017","(Sum of Sales - Count of Ship Mode)%","315.93591176470585"
"Furniture","Bookcases","Consumer","West","2017","Sum of Profit","-723.7162000000001"
"Furniture","Bookcases","Corporate","Central","2014","Count of Ship Mode","2"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales","209.95319999999998"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Sales - Count of Ship Mode","207.95319999999998"
"Furniture","Bookcases","Corporate","Central","2014","(Sum of Sales - Count of Ship Mode)%","103.9766"
"Furniture","Bookcases","Corporate","Central","2014","Sum of Profit","26.750099999999996"
"Furniture","Bookcases","Corporate","Central","2015","Count of Ship Mode","5"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales","2198.6304"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Sales - Count of Ship Mode","2193.6304"
"Furniture","Bookcases","Corporate","Central","2015","(Sum of Sales - Count of Ship Mode)%","438.72608"
"Furniture","Bookcases","Corporate","Central","2015","Sum of Profit","-174.12800000000004"
"Furniture","Bookcases","Corporate","Central","2016","Count of Ship Mode","5"
"Furniture","Bookcases","Corporate","Central","2016","Sum of Sales","3687.7408"
"Furniture","Bookcases","Corporate","Central","2016","Sum of Sales - Count of Ship Mode","3682.7408"
"Furniture","Bookcases","Corporate","Central","2016","(Sum of Sales - Count of Ship Mode)%","736.54816"
"Furniture","Bookcases","Corporate","Central","2016","Sum of Profit","54.11400000000008"
"Furniture","Bookcases","Corporate","Central","2017","Count of Ship Mode","6"
"Furniture","Bookcases","Corporate","Central","2017","Sum of Sales","2293.1764"
"Furniture","Bookcases","Corporate","Central","2017","Sum of Sales - Count of Ship Mode","2287.1764"
"Furniture","Bookcases","Corporate","Central","2017","(Sum of Sales - Count of Ship Mode)%","381.19606666666664"
"Furniture","Bookcases","Corporate","Central","2017","Sum of Profit","-289.44820000000004"
"Furniture","Bookcases","Corporate","East","2014","Count of Ship Mode","5"
"Furniture","Bookcases","Corporate","East","2014","Sum of Sales","3485.738"
"Furniture","Bookcases","Corporate","East","2014","Sum of Sales - Count of Ship Mode","3480.738"
"Furniture","Bookcases","Corporate","East","2014","(Sum of Sales - Count of Ship Mode)%","696.1475999999999"
"Furniture","Bookcases","Corporate","East","2014","Sum of Profit","-70.80500000000015"
"Furniture","Bookcases","Corporate","East","2015","Count of Ship Mode","6"
"Furniture","Bookcases","Corporate","East","2015","Sum of Sales","5934.681999999999"
"Furniture","Bookcases","Corporate","East","2015","Sum of Sales - Count of Ship Mode","5928.681999999999"
"Furniture","Bookcases","Corporate","East","2015","(Sum of Sales - Count of Ship Mode)%","988.1136666666665"
"Furniture","Bookcases","Corporate","East","2015","Sum of Profit","485.8235999999999"
"Furniture","Bookcases","Corporate","East","2016","Count of Ship Mode","5"
"Furniture","Bookcases","Corporate","East","2016","Sum of Sales","2042.8160000000003"
"Furniture","Bookcases","Corporate","East","2016","Sum of Sales - Count of Ship Mode","2037.8160000000003"
"Furniture","Bookcases","Corporate","East","2016","(Sum of Sales - Count of Ship Mode)%","407.56320000000005"
"Furniture","Bookcases","Corporate","East","2016","Sum of Profit","269.9486"
"Furniture","Bookcases","Corporate","East","2017","Count of Ship Mode","5"
"Furniture","Bookcases","Corporate","East","2017","Sum of Sales","1705.696"
"Furniture","Bookcases","Corporate","East","2017","Sum of Sales - Count of Ship Mode","1700.696"
"Furniture","Bookcases","Corporate","East","2017","(Sum of Sales - Count of Ship Mode)%","340.13919999999996"
"Furniture","Bookcases","Corporate","East","2017","Sum of Profit","279.9958"
"Furniture","Bookcases","Corporate","South","2014","Count of Ship Mode",
"Furniture","Bookcases","Corporate","South","2014","Sum of Sales",
"Furniture","Bookcases","Corporate","South","2014","Sum of Sales - Count of Ship Mode",
"Furniture","Bookcases","Corporate","South","2014","(Sum of Sales - Count of Ship Mode)%",
"Furniture","Bookcases","Corporate","South","2014","Sum of Profit",
"Furniture","Bookcases","Corporate","South","2015","Count of Ship Mode","2"
"Furniture","Bookcases","Corporate","South","2015","Sum of Sales","363.024"
"Furniture","Bookcases","Corporate","South","2015","Sum of Sales - Count of Ship Mode","361.024"
"Furniture","Bookcases","Corporate","South","2015","(Sum of Sales - Count of Ship Mode)%","180.512"
"Furniture","Bookcases","Corporate","South","2015","Sum of Profit","13.991999999999997"
"Furniture","Bookcases","Corporate","South","2016","Count of Ship Mode","1"
"Furniture","Bookcases","Corporate","South","2016","Sum of Sales","289.568"
"Furniture","Bookcases","Corporate","South","2016","Sum of Sales - Count of Ship Mode","288.568"
"Furniture","Bookcases","Corporate","South","2016","(Sum of Sales - Count of Ship Mode)%","288.568"
"Furniture","Bookcases","Corporate","South","2016","Sum of Profit","10.858799999999974"
"Furniture","Bookcases","Corporate","South","2017","Count of Ship Mode","2"
"Furniture","Bookcases","Corporate","South","2017","Sum of Sales","501.212"
"Furniture","Bookcases","Corporate","South","2017","Sum of Sales - Count of Ship Mode","499.212"
"Furniture","Bookcases","Corporate","South","2017","(Sum of Sales - Count of Ship Mode)%","249.606"
"Furniture","Bookcases","Corporate","South","2017","Sum of Profit","43.51579999999999"
"Furniture","Bookcases","Corporate","West","2014","Count of Ship Mode","6"
"Furniture","Bookcases","Corporate","West","2014","Sum of Sales","3325.9764999999998"
"Furniture","Bookcases","Corporate","West","2014","Sum of Sales - Count of Ship Mode","3319.9764999999998"
"Furniture","Bookcases","Corporate","West","2014","(Sum of Sales - Count of Ship Mode)%","553.3294166666666"
"Furniture","Bookcases","Corporate","West","2014","Sum of Profit","278.5208999999999"
"Furniture","Bookcases","Corporate","West","2015","Count of Ship Mode","3"
"Furniture","Bookcases","Corporate","West","2015","Sum of Sales","2649.1865"
"Furniture","Bookcases","Corporate","West","2015","Sum of Sales - Count of Ship Mode","2646.1865"
"Furniture","Bookcases","Corporate","West","2015","(Sum of Sales - Count of Ship Mode)%","882.0621666666666"
"Furniture","Bookcases","Corporate","West","2015","Sum of Profit","277.4451"
"Furniture","Bookcases","Corporate","West","2016","Count of Ship Mode","4"
"Furniture","Bookcases","Corporate","West","2016","Sum of Sales","1267.1715"
"Furniture","Bookcases","Corporate","West","2016","Sum of Sales - Count of Ship Mode","1263.1715"
"Furniture","Bookcases","Corporate","West","2016","(Sum of Sales - Count of Ship Mode)%","315.792875"
"Furniture","Bookcases","Corporate","West","2016","Sum of Profit","-99.43860000000011"
"Furniture","Bookcases","Corporate","West","2017","Count of Ship Mode","7"
"Furniture","Bookcases","Corporate","West","2017","Sum of Sales","4051.3529999999996"
"Furniture","Bookcases","Corporate","West","2017","Sum of Sales - Count of Ship Mode","4044.3529999999996"
"Furniture","Bookcases","Corporate","West","2017","(Sum of Sales - Count of Ship Mode)%","577.7647142857143"
"Furniture","Bookcases","Corporate","West","2017","Sum of Profit","-468.6947"
"Furniture","Bookcases","Home Office","Central","2014","Count of Ship Mode","2"
"Furniture","Bookcases","Home Office","Central","2014","Sum of Sales","513.4728"
"Furniture","Bookcases","Home Office","Central","2014","Sum of Sales - Count of Ship Mode","511.4728"
"Furniture","Bookcases","Home Office","Central","2014","(Sum of Sales - Count of Ship Mode)%","255.7364"
"Furniture","Bookcases","Home Office","Central","2014","Sum of Profit","-39.73740000000003"
"Furniture","Bookcases","Home Office","Central","2015","Count of Ship Mode","4"
"Furniture","Bookcases","Home Office","Central","2015","Sum of Sales","1962.3228"
"Furniture","Bookcases","Home Office","Central","2015","Sum of Sales - Count of Ship Mode","1958.3228"
"Furniture","Bookcases","Home Office","Central","2015","(Sum of Sales - Count of Ship Mode)%","489.5807"
"Furniture","Bookcases","Home Office","Central","2015","Sum of Profit","-102.43460000000003"
"Furniture","Bookcases","Home Office","Central","2016","Count of Ship Mode",
"Furniture","Bookcases","Home Office","Central","2016","Sum of Sales",
"Furniture","Bookcases","Home Office","Central","2016","Sum of Sales - Count of Ship Mode",
"Furniture","Bookcases","Home Office","Central","2016","(Sum of Sales - Count of Ship Mode)%",
"Furniture","Bookcases","Home Office","Central","2016","Sum of Profit",
"Furniture","Bookcases","Home Office","Central","2017","Count of Ship Mode","2"
"Furniture","Bookcases","Home Office","Central","2017","Sum of Sales","331.02639999999997"
"Furniture","Bookcases","Home Office","Central","2017","Sum of Sales - Count of Ship Mode","329.02639999999997"
"Furniture","Bookcases","Home Office","Central","2017","(Sum of Sales - Count of Ship Mode)%","164.51319999999998"
"Furniture","Bookcases","Home Office","Central","2017","Sum of Profit","24.10579999999998"
"Furniture","Bookcases","Home Office","East","2014","Count of Ship Mode","2"
"Furniture","Bookcases","Home Office","East","2014","Sum of Sales","617.912"
"Furniture","Bookcases","Home Office","East","2014","Sum of Sales - Count of Ship Mode","615.912"
"Furniture","Bookcases","Home Office","East","2014","(Sum of Sales - Count of Ship Mode)%","307.956"
"Furniture","Bookcases","Home Office","East","2014","Sum of Profit","40.70739999999998"
"Furniture","Bookcases","Home Office","East","2015","Count of Ship Mode","5"
"Furniture","Bookcases","Home Office","East","2015","Sum of Sales","2350.878"
"Furniture","Bookcases","Home Office","East","2015","Sum of Sales - Count of Ship Mode","2345.878"
"Furniture","Bookcases","Home Office","East","2015","(Sum of Sales - Count of Ship Mode)%","469.17560000000003"
"Furniture","Bookcases","Home Office","East","2015","Sum of Profit","40.77659999999992"
"Furniture","Bookcases","Home Office","East","2016","Count of Ship Mode","3"
"Furniture","Bookcases","Home Office","East","2016","Sum of Sales","374.47800000000007"
"Furniture","Bookcases","Home Office","East","2016","Sum of Sales - Count of Ship Mode","371.47800000000007"
"Furniture","Bookcases","Home Office","East","2016","(Sum of Sales - Count of Ship Mode)%","123.82600000000002"
"Furniture","Bookcases","Home Office","East","2016","Sum of Profit","-22.011600000000016"
"Furniture","Bookcases","Home Office","East","2017","Count of Ship Mode",
"Furniture","Bookcases","Home Office","East","2017","Sum of Sales",
"Furniture","Bookcases","Home Office","East","2017","Sum of Sales - Count of Ship Mode",
"Furniture","Bookcases","Home Office","East","2017","(Sum of Sales - Count of Ship Mode)%",
"Furniture","Bookcases","Home Office","East","2017","Sum of Profit",
"Furniture","Bookcases","Home Office","South","2014","Count of Ship Mode",
"Furniture","Bookcases","Home Office","South","2014","Sum of Sales",
"Furniture","Bookcases","Home Office","South","2014","Sum of Sales - Count of Ship Mode",
"Furniture","Bookcases","Home Office","South","2014","(Sum of Sales - Count of Ship Mode)%",
"Furniture","Bookcases","Home Office","South","2014","Sum of Profit",
"Furniture","Bookcases","Home Office","South","2015","Count of Ship Mode","1"
"Furniture","Bookcases","Home Office","South","2015","Sum of Sales","61.96"
"Furniture","Bookcases","Home Office","South","2015","Sum of Sales - Count of Ship Mode","60.96"
"Furniture","Bookcases","Home Office","South","2015","(Sum of Sales - Count of Ship Mode)%","60.96"
"Furniture","Bookcases","Home Office","South","2015","Sum of Profit","4.337199999999996"
"Furniture","Bookcases","Home Office","South","2016","Count of Ship Mode","2"
"Furniture","Bookcases","Home Office","South","2016","Sum of Sales","579.9000000000001"
"Furniture","Bookcases","Home Office","South","2016","Sum of Sales - Count of Ship Mode","577.9000000000001"
"Furniture","Bookcases","Home Office","South","2016","(Sum of Sales - Count of Ship Mode)%","288.95000000000005"
"Furniture","Bookcases","Home Office","South","2016","Sum of Profit","61.293599999999955"
"Furniture","Bookcases","Home Office","South","2017","Count of Ship Mode","1"
"Furniture","Bookcases","Home Office","South","2017","Sum of Sales","387.136"
"Furniture","Bookcases","Home Office","South","2017","Sum of Sales - Count of Ship Mode","386.136"
"Furniture","Bookcases","Home Office","South","2017","(Sum of Sales - Count of Ship Mode)%","386.1360000000001"
"Furniture","Bookcases","Home Office","South","2017","Sum of Profit","-14.51760000000003"
"Furniture","Bookcases","Home Office","West","2014","Count of Ship Mode","3"
"Furniture","Bookcases","Home Office","West","2014","Sum of Sales","1729.495"
"Furniture","Bookcases","Home Office","West","2014","Sum of Sales - Count of Ship Mode","1726.495"
"Furniture","Bookcases","Home Office","West","2014","(Sum of Sales - Count of Ship Mode)%","575.4983333333333"
"Furniture","Bookcases","Home Office","West","2014","Sum of Profit","72.69980000000004"
"Furniture","Bookcases","Home Office","West","2015","Count of Ship Mode",
"Furniture","Bookcases","Home Office","West","2015","Sum of Sales",
"Furniture","Bookcases","Home Office","West","2015","Sum of Sales - Count of Ship Mode",
"Furniture","Bookcases","Home Office","West","2015","(Sum of Sales - Count of Ship Mode)%",
"Furniture","Bookcases","Home Office","West","2015","Sum of Profit",
"Furniture","Bookcases","Home Office","West","2016","Count of Ship Mode","3"
"Furniture","Bookcases","Home Office","West","2016","Sum of Sales","883.711"
"Furniture","Bookcases","Home Office","West","2016","Sum of Sales - Count of Ship Mode","880.711"
"Furniture","Bookcases","Home Office","West","2016","(Sum of Sales - Count of Ship Mode)%","293.57033333333334"
"Furniture","Bookcases","Home Office","West","2016","Sum of Profit","97.509"
"Furniture","Bookcases","Home Office","West","2017","Count of Ship Mode","5"
"Furniture","Bookcases","Home Office","West","2017","Sum of Sales","2449.051"
"Furniture","Bookcases","Home Office","West","2017","Sum of Sales - Count of Ship Mode","2444.051"
"Furniture","Bookcases","Home Office","West","2017","(Sum of Sales - Count of Ship Mode)%","488.81020000000007"
"Furniture","Bookcases","Home Office","West","2017","Sum of Profit","161.90380000000005"
"Furniture","Chairs","Consumer","Central","2014","Count of Ship Mode","17"
"Furniture","Chairs","Consumer","Central","2014","Sum of Sales","11023.306000000002"
"Furniture","Chairs","Consumer","Central","2014","Sum of Sales - Count of Ship Mode","11006.306000000002"
"Furniture","Chairs","Consumer","Central","2014","(Sum of Sales - Count of Ship Mode)%","647.4297647058825"
"Furniture","Chairs","Consumer","Central","2014","Sum of Profit","577.9794999999997"
"Furniture","Chairs","Consumer","Central","2015","Count of Ship Mode","23"
"Furniture","Chairs","Consumer","Central","2015","Sum of Sales","13440.148"
"Furniture","Chairs","Consumer","Central","2015","Sum of Sales - Count of Ship Mode","13417.148"
"Furniture","Chairs","Consumer","Central","2015","(Sum of Sales - Count of Ship Mode)%","583.3542608695652"
"Furniture","Chairs","Consumer","Central","2015","Sum of Profit","1255.3317999999992"
"Furniture","Chairs","Consumer","Central","2016","Count of Ship Mode","17"
"Furniture","Chairs","Consumer","Central","2016","Sum of Sales","6618.043000000001"
"Furniture","Chairs","Consumer","Central","2016","Sum of Sales - Count of Ship Mode","6601.043000000001"
"Furniture","Chairs","Consumer","Central","2016","(Sum of Sales - Count of Ship Mode)%","388.29664705882357"
"Furniture","Chairs","Consumer","Central","2016","Sum of Profit","322.06449999999995"
"Furniture","Chairs","Consumer","Central","2017","Count of Ship Mode","24"
"Furniture","Chairs","Consumer","Central","2017","Sum of Sales","11851.878"
"Furniture","Chairs","Consumer","Central","2017","Sum of Sales - Count of Ship Mode","11827.878"
"Furniture","Chairs","Consumer","Central","2017","(Sum of Sales - Count of Ship Mode)%","492.82825"
"Furniture","Chairs","Consumer","Central","2017","Sum of Profit","765.5254999999995"
"Furniture","Chairs","Consumer","East","2014","Count of Ship Mode","16"
"Furniture","Chairs","Consumer","East","2014","Sum of Sales","14298.380999999998"
"Furniture","Chairs","Consumer","East","2014","Sum of Sales - Count of Ship Mode","14282.380999999998"
"Furniture","Chairs","Consumer","East","2014","(Sum of Sales - Count of Ship Mode)%","892.6488125"
"Furniture","Chairs","Consumer","East","2014","Sum of Profit","1494.901"
"Furniture","Chairs","Consumer","East","2015","Count of Ship Mode","21"
"Furniture","Chairs","Consumer","East","2015","Sum of Sales","9866.753000000002"
"Furniture","Chairs","Consumer","East","2015","Sum of Sales - Count of Ship Mode","9845.753000000002"
"Furniture","Chairs","Consumer","East","2015","(Sum of Sales - Count of Ship Mode)%","468.845380952381"
"Furniture","Chairs","Consumer","East","2015","Sum of Profit","1149.8792"
"Furniture","Chairs","Consumer","East","2016","Count of Ship Mode","30"
"Furniture","Chairs","Consumer","East","2016","Sum of Sales","16826.88"
"Furniture","Chairs","Consumer","East","2016","Sum of Sales - Count of Ship Mode","16796.88"
"Furniture","Chairs","Consumer","East","2016","(Sum of Sales - Count of Ship Mode)%","559.8960000000001"
"Furniture","Chairs","Consumer","East","2016","Sum of Profit","1226.2762999999995"
"Furniture","Chairs","Consumer","East","2017","Count of Ship Mode","27"
"Furniture","Chairs","Consumer","East","2017","Sum of Sales","18653.118999999995"
"Furniture","Chairs","Consumer","East","2017","Sum of Sales - Count of Ship Mode","18626.118999999995"
"Furniture","Chairs","Consumer","East","2017","(Sum of Sales - Count of Ship Mode)%","689.8562592592591"
"Furniture","Chairs","Consumer","East","2017","Sum of Profit","1046.3387"
"Furniture","Chairs","Consumer","South","2014","Count of Ship Mode","11"
"Furniture","Chairs","Consumer","South","2014","Sum of Sales","5961.312000000001"
"Furniture","Chairs","Consumer","South","2014","Sum of Sales - Count of Ship Mode","5950.312000000001"
"Furniture","Chairs","Consumer","South","2014","(Sum of Sales - Count of Ship Mode)%","540.9374545454547"
"Furniture","Chairs","Consumer","South","2014","Sum of Profit","729.7823999999999"
"Furniture","Chairs","Consumer","South","2015","Count of Ship Mode","11"
"Furniture","Chairs","Consumer","South","2015","Sum of Sales","5815.340000000001"
"Furniture","Chairs","Consumer","South","2015","Sum of Sales - Count of Ship Mode","5804.340000000001"
"Furniture","Chairs","Consumer","South","2015","(Sum of Sales - Count of Ship Mode)%","527.6672727272728"
"Furniture","Chairs","Consumer","South","2015","Sum of Profit","1070.8517999999997"
"Furniture","Chairs","Consumer","South","2016","Count of Ship Mode","10"
"Furniture","Chairs","Consumer","South","2016","Sum of Sales","4130.094"
"Furniture","Chairs","Consumer","South","2016","Sum of Sales - Count of Ship Mode","4120.094"
"Furniture","Chairs","Consumer","South","2016","(Sum of Sales - Count of Ship Mode)%","412.0094"
"Furniture","Chairs","Consumer","South","2016","Sum of Profit","910.138"
"Furniture","Chairs","Consumer","South","2017","Count of Ship Mode","21"
"Furniture","Chairs","Consumer","South","2017","Sum of Sales","10897.480000000001"
"Furniture","Chairs","Consumer","South","2017","Sum of Sales - Count of Ship Mode","10876.480000000001"
"Furniture","Chairs","Consumer","South","2017","(Sum of Sales - Count of Ship Mode)%","517.9276190476191"
"Furniture","Chairs","Consumer","South","2017","Sum of Profit","1306.2624999999998"
"Furniture","Chairs","Consumer","West","2014","Count of Ship Mode","27"
"Furniture","Chairs","Consumer","West","2014","Sum of Sales","12922.440000000002"
"Furniture","Chairs","Consumer","West","2014","Sum of Sales - Count of Ship Mode","12895.440000000002"
"Furniture","Chairs","Consumer","West","2014","(Sum of Sales - Count of Ship Mode)%","477.608888888889"
"Furniture","Chairs","Consumer","West","2014","Sum of Profit","686.3086999999995"
"Furniture","Chairs","Consumer","West","2015","Count of Ship Mode","17"
"Furniture","Chairs","Consumer","West","2015","Sum of Sales","8760.64"
"Furniture","Chairs","Consumer","West","2015","Sum of Sales - Count of Ship Mode","8743.64"
"Furniture","Chairs","Consumer","West","2015","(Sum of Sales - Count of Ship Mode)%","514.3317647058823"
"Furniture","Chairs","Consumer","West","2015","Sum of Profit","397.0047999999998"
"Furniture","Chairs","Consumer","West","2016","Count of Ship Mode","31"
"Furniture","Chairs","Consumer","West","2016","Sum of Sales","12582.424000000003"
"Furniture","Chairs","Consumer","West","2016","Sum of Sales - Count of Ship Mode","12551.424000000003"
"Furniture","Chairs","Consumer","West","2016","(Sum of Sales - Count of Ship Mode)%","404.8846451612904"
"Furniture","Chairs","Consumer","West","2016","Sum of Profit","214.8520999999994"
"Furniture","Chairs","Consumer","West","2017","Count of Ship Mode","26"
"Furniture","Chairs","Consumer","West","2017","Sum of Sales","9214.504000000004"
"Furniture","Chairs","Consumer","West","2017","Sum of Sales - Count of Ship Mode","9188.504000000004"
"Furniture","Chairs","Consumer","West","2017","(Sum of Sales - Count of Ship Mode)%","353.40400000000017"
"Furniture","Chairs","Consumer","West","2017","Sum of Profit","81.83509999999984"
"Furniture","Chairs","Corporate","Central","2014","Count of Ship Mode","6"
"Furniture","Chairs","Corporate","Central","2014","Sum of Sales","3891.2039999999993"
"Furniture","Chairs","Corporate","Central","2014","Sum of Sales - Count of Ship Mode","3885.2039999999993"
"Furniture","Chairs","Corporate","Central","2014","(Sum of Sales - Count of Ship Mode)%","647.5339999999999"
"Furniture","Chairs","Corporate","Central","2014","Sum of Profit","-231.84699999999987"
"Furniture","Chairs","Corporate","Central","2015","Count of Ship Mode","5"
"Furniture","Chairs","Corporate","Central","2015","Sum of Sales","1837.4019999999998"
"Furniture","Chairs","Corporate","Central","2015","Sum of Sales - Count of Ship Mode","1832.4019999999998"
"Furniture","Chairs","Corporate","Central","2015","(Sum of Sales - Count of Ship Mode)%","366.48040000000003"
"Furniture","Chairs","Corporate","Central","2015","Sum of Profit","219.14689999999985"
"Furniture","Chairs","Corporate","Central","2016","Count of Ship Mode","20"
"Furniture","Chairs","Corporate","Central","2016","Sum of Sales","13987.672999999999"
"Furniture","Chairs","Corporate","Central","2016","Sum of Sales - Count of Ship Mode","13967.672999999999"
"Furniture","Chairs","Corporate","Central","2016","(Sum of Sales - Count of Ship Mode)%","698.3836500000001"
"Furniture","Chairs","Corporate","Central","2016","Sum of Profit","1293.1130999999993"
