Account Level 2,Year,Value Column Name,Value
"Cost of sales","Jan_Mar","AC","-231"
"Cost of sales","Jan_Mar","AC - PY","61"
"Cost of sales","Jan_Mar","(AC - PY)%","0.2089041095890411"
"Cost of sales","Jan_Mar","AC - PL","1330.0900000000006"
"Cost of sales","Jan_Mar","(AC - PL)%","0.8520264686853417"
"Cost of sales","Jan_Mar","AC - FC","-100"
"Cost of sales","Jan_Mar","(AC - FC)%","-0.7633587786259542"
"Cost of sales","Jan_Mar","PL - PY","-1269.0900000000006"
"Cost of sales","Jan_Mar","(PL - PY)%","-4.346198630136988"
"Cost of sales","Jan_Mar","FC - PY","161"
"Cost of sales","Jan_Mar","(FC - PY)%","0.5513698630136986"
"Cost of sales","Jan_Mar","FC - PL","1430.0900000000006"
"Cost of sales","Jan_Mar","(FC - PL)%","0.9160842744492629"
"Cost of sales","2022","PY","-198"
"Cost of sales","2022","PL","-1561.0900000000006"
"Cost of sales","2022","FC","-120"
"Cost of sales","2022","AC","-122"
"Cost of sales","2022","AC - PY","76"
"Cost of sales","2022","(AC - PY)%","0.3838383838383838"
"Cost of sales","2022","AC - PL","1439.0900000000006"
"Cost of sales","2022","(AC - PL)%","0.921849476968016"
"Cost of sales","2022","AC - FC","-2"
"Cost of sales","2022","(AC - FC)%","-0.016666666666666666"
"Cost of sales","2022","PL - PY","-1363.0900000000006"
"Cost of sales","2022","(PL - PY)%","-6.884292929292933"
"Cost of sales","2022","FC - PY","78"
"Cost of sales","2022","(FC - PY)%","0.3939393939393939"
"Cost of sales","2022","FC - PL","1441.0900000000006"
"Cost of sales","2022","(FC - PL)%","0.9231306330832943"
"Consulting revenue","Jan_Mar","PY","131"
"Consulting revenue","Jan_Mar","PL","1561.0900000000006"
"Consulting revenue","Jan_Mar","FC","90"
"Consulting revenue","Jan_Mar","AC","121"
"Consulting revenue","Jan_Mar","AC - PY","-10"
"Consulting revenue","Jan_Mar","(AC - PY)%","-0.07633587786259542"
"Consulting revenue","Jan_Mar","AC - PL","-1440.0900000000006"
"Consulting revenue","Jan_Mar","(AC - PL)%","-0.9224900550256553"
"Consulting revenue","Jan_Mar","AC - FC","31"
"Consulting revenue","Jan_Mar","(AC - FC)%","0.34444444444444444"
"Consulting revenue","Jan_Mar","PL - PY","1430.0900000000006"
"Consulting revenue","Jan_Mar","(PL - PY)%","10.91671755725191"
"Consulting revenue","Jan_Mar","FC - PY","-41"
"Consulting revenue","Jan_Mar","(FC - PY)%","-0.31297709923664124"
"Consulting revenue","Jan_Mar","FC - PL","-1471.0900000000006"
"Consulting revenue","Jan_Mar","(FC - PL)%","-0.9423479748124709"
"Consulting revenue","2022","PY","111"
"Consulting revenue","2022","PL","1561.0900000000006"
"Consulting revenue","2022","FC","90"
"Consulting revenue","2022","AC","121"
"Consulting revenue","2022","AC - PY","10"
"Consulting revenue","2022","(AC - PY)%","0.0900900900900901"
"Consulting revenue","2022","AC - PL","-1440.0900000000006"
"Consulting revenue","2022","(AC - PL)%","-0.9224900550256553"
"Consulting revenue","2022","AC - FC","31"
"Consulting revenue","2022","(AC - FC)%","0.34444444444444444"
"Consulting revenue","2022","PL - PY","1450.0900000000006"
"Consulting revenue","2022","(PL - PY)%","13.063873873873879"
"Consulting revenue","2022","FC - PY","-21"
"Consulting revenue","2022","(FC - PY)%","-0.1891891891891892"
"Consulting revenue","2022","FC - PL","-1471.0900000000006"
"Consulting revenue","2022","(FC - PL)%","-0.9423479748124709"
"Support revenue","Jan_Mar","PY","88"
"Support revenue","Jan_Mar","PL","1561.0900000000006"
"Support revenue","Jan_Mar","FC","50"
"Support revenue","Jan_Mar","AC","87"
"Support revenue","Jan_Mar","AC - PY","-1"
"Support revenue","Jan_Mar","(AC - PY)%","-0.011363636363636364"
"Support revenue","Jan_Mar","AC - PL","-1474.0900000000006"
"Support revenue","Jan_Mar","(AC - PL)%","-0.9442697089853884"
"Support revenue","Jan_Mar","AC - FC","37"
"Support revenue","Jan_Mar","(AC - FC)%","0.74"
"Support revenue","Jan_Mar","PL - PY","1473.0900000000006"
"Support revenue","Jan_Mar","(PL - PY)%","16.739659090909097"
"Support revenue","Jan_Mar","FC - PY","-38"
"Support revenue","Jan_Mar","(FC - PY)%","-0.4318181818181818"
"Support revenue","Jan_Mar","FC - PL","-1511.0900000000006"
"Support revenue","Jan_Mar","(FC - PL)%","-0.9679710971180393"
"Support revenue","2022","PY","122"
"Support revenue","2022","PL","1561.0900000000006"
"Support revenue","2022","FC","67"
"Support revenue","2022","AC","87"
"Support revenue","2022","AC - PY","-35"
"Support revenue","2022","(AC - PY)%","-0.28688524590163933"
"Support revenue","2022","AC - PL","-1474.0900000000006"
"Support revenue","2022","(AC - PL)%","-0.9442697089853884"
"Support revenue","2022","AC - FC","20"
"Support revenue","2022","(AC - FC)%","0.29850746268656714"
"Support revenue","2022","PL - PY","1439.0900000000006"
"Support revenue","2022","(PL - PY)%","11.795819672131152"
"Support revenue","2022","FC - PY","-55"
"Support revenue","2022","(FC - PY)%","-0.4508196721311475"
"Support revenue","2022","FC - PL","-1494.0900000000006"
"Support revenue","2022","(FC - PL)%","-0.9570812701381726"
"Gross Profit","Jan_Mar","PY","404"
"Gross Profit","Jan_Mar","PL","3122.1800000000003"
"Gross Profit","Jan_Mar","FC","359"
"Gross Profit","Jan_Mar","AC","430"
"Gross Profit","Jan_Mar","AC - PY","26"
"Gross Profit","Jan_Mar","(AC - PY)%","0.06435643564356436"
"Gross Profit","Jan_Mar","AC - PL","-2692.1800000000003"
"Gross Profit","Jan_Mar","(AC - PL)%","-0.862275717607569"
"Gross Profit","Jan_Mar","AC - FC","71"
"Gross Profit","Jan_Mar","(AC - FC)%","0.1977715877437326"
"Gross Profit","Jan_Mar","PL - PY","2718.1800000000003"
"Gross Profit","Jan_Mar","(PL - PY)%","6.728168316831684"
"Gross Profit","Jan_Mar","FC - PY","-45"
"Gross Profit","Jan_Mar","(FC - PY)%","-0.11138613861386139"
"Gross Profit","Jan_Mar","FC - PL","-2763.1800000000003"
"Gross Profit","Jan_Mar","(FC - PL)%","-0.8850162386537612"
"Gross Profit","2022","PY","590"
"Gross Profit","2022","PL","3122.1800000000003"
"Gross Profit","2022","FC","237"
"Gross Profit","2022","AC","351"
"Gross Profit","2022","AC - PY","-239"
"Gross Profit","2022","(AC - PY)%","-0.4050847457627118"
"Gross Profit","2022","AC - PL","-2771.1800000000003"
"Gross Profit","2022","(AC - PL)%","-0.8875785508843179"
"Gross Profit","2022","AC - FC","114"
"Gross Profit","2022","(AC - FC)%","0.4810126582278481"
"Gross Profit","2022","PL - PY","2532.1800000000003"
"Gross Profit","2022","(PL - PY)%","4.291830508474577"
"Gross Profit","2022","FC - PY","-353"
"Gross Profit","2022","(FC - PY)%","-0.5983050847457627"
"Gross Profit","2022","FC - PL","-2885.1800000000003"
"Gross Profit","2022","(FC - PL)%","-0.9240915001697532"
"Research and development expenses","Jan_Mar","PY","-99"
"Research and development expenses","Jan_Mar","PL","-1561.0900000000006"
"Research and development expenses","Jan_Mar","FC","-70"
"Research and development expenses","Jan_Mar","AC","-78"
"Research and development expenses","Jan_Mar","AC - PY","21"
"Research and development expenses","Jan_Mar","(AC - PY)%","0.2121212121212121"
"Research and development expenses","Jan_Mar","AC - PL","1483.0900000000006"
"Research and development expenses","Jan_Mar","(AC - PL)%","0.9500349115041413"
"Research and development expenses","Jan_Mar","AC - FC","-8"
"Research and development expenses","Jan_Mar","(AC - FC)%","-0.11428571428571428"
"Research and development expenses","Jan_Mar","PL - PY","-1462.0900000000006"
"Research and development expenses","Jan_Mar","(PL - PY)%","-14.768585858585865"
"Research and development expenses","Jan_Mar","FC - PY","29"
"Research and development expenses","Jan_Mar","(FC - PY)%","0.29292929292929293"
"Research and development expenses","Jan_Mar","FC - PL","1491.0900000000006"
"Research and development expenses","Jan_Mar","(FC - PL)%","0.955159535965255"
"Research and development expenses","2022","PY","-81"
"Research and development expenses","2022","PL","-1561.0900000000006"
"Research and development expenses","2022","FC","-60"
"Research and development expenses","2022","AC","-78"
"Research and development expenses","2022","AC - PY","3"
"Research and development expenses","2022","(AC - PY)%","0.037037037037037035"
"Research and development expenses","2022","AC - PL","1483.0900000000006"
"Research and development expenses","2022","(AC - PL)%","0.9500349115041413"
"Research and development expenses","2022","AC - FC","-18"
"Research and development expenses","2022","(AC - FC)%","-0.3"
"Research and development expenses","2022","PL - PY","-1480.0900000000006"
"Research and development expenses","2022","(PL - PY)%","-18.272716049382723"
"Research and development expenses","2022","FC - PY","21"
"Research and development expenses","2022","(FC - PY)%","0.25925925925925924"
"Research and development expenses","2022","FC - PL","1501.0900000000006"
"Research and development expenses","2022","(FC - PL)%","0.9615653165416472"
"Selling and general administrative expenses","Jan_Mar","PY","-44"
"Selling and general administrative expenses","Jan_Mar","PL","-1561.0900000000006"
"Selling and general administrative expenses","Jan_Mar","FC","-35"
"Selling and general administrative expenses","Jan_Mar","AC","-45"
"Selling and general administrative expenses","Jan_Mar","AC - PY","-1"
"Selling and general administrative expenses","Jan_Mar","(AC - PY)%","-0.022727272727272728"
"Selling and general administrative expenses","Jan_Mar","AC - PL","1516.0900000000006"
"Selling and general administrative expenses","Jan_Mar","(AC - PL)%","0.9711739874062354"
"Selling and general administrative expenses","Jan_Mar","AC - FC","-10"
"Selling and general administrative expenses","Jan_Mar","(AC - FC)%","-0.2857142857142857"
"Selling and general administrative expenses","Jan_Mar","PL - PY","-1517.0900000000006"
"Selling and general administrative expenses","Jan_Mar","(PL - PY)%","-34.47931818181819"
"Selling and general administrative expenses","Jan_Mar","FC - PY","9"
"Selling and general administrative expenses","Jan_Mar","(FC - PY)%","0.20454545454545456"
"Selling and general administrative expenses","Jan_Mar","FC - PL","1526.0900000000006"
"Selling and general administrative expenses","Jan_Mar","(FC - PL)%","0.9775797679826276"
"Selling and general administrative expenses","2022","PY","-31"
"Selling and general administrative expenses","2022","PL","-1561.0900000000006"
"Selling and general administrative expenses","2022","FC","-67"
"Selling and general administrative expenses","2022","AC","-97"
"Selling and general administrative expenses","2022","AC - PY","-66"
"Selling and general administrative expenses","2022","(AC - PY)%","-2.129032258064516"
"Selling and general administrative expenses","2022","AC - PL","1464.0900000000006"
"Selling and general administrative expenses","2022","(AC - PL)%","0.9378639284089964"
"Selling and general administrative expenses","2022","AC - FC","-30"
"Selling and general administrative expenses","2022","(AC - FC)%","-0.44776119402985076"
"Selling and general administrative expenses","2022","PL - PY","-1530.0900000000006"
"Selling and general administrative expenses","2022","(PL - PY)%","-49.357741935483894"
"Selling and general administrative expenses","2022","FC - PY","-36"
"Selling and general administrative expenses","2022","(FC - PY)%","-1.1612903225806452"
"Selling and general administrative expenses","2022","FC - PL","1494.0900000000006"
"Selling and general administrative expenses","2022","(FC - PL)%","0.9570812701381726"
"Other operating expenses","Jan_Mar","PY","-98"
"Other operating expenses","Jan_Mar","PL","-1561.0900000000006"
"Other operating expenses","Jan_Mar","FC","-67"
"Other operating expenses","Jan_Mar","AC","-76"
"Other operating expenses","Jan_Mar","AC - PY","22"
"Other operating expenses","Jan_Mar","(AC - PY)%","0.22448979591836735"
"Other operating expenses","Jan_Mar","AC - PL","1485.0900000000006"
"Other operating expenses","Jan_Mar","(AC - PL)%","0.9513160676194198"
"Other operating expenses","Jan_Mar","AC - FC","-9"
"Other operating expenses","Jan_Mar","(AC - FC)%","-0.13432835820895522"
"Other operating expenses","Jan_Mar","PL - PY","-1463.0900000000006"
"Other operating expenses","Jan_Mar","(PL - PY)%","-14.929489795918373"
"Other operating expenses","Jan_Mar","FC - PY","31"
"Other operating expenses","Jan_Mar","(FC - PY)%","0.3163265306122449"
"Other operating expenses","Jan_Mar","FC - PL","1494.0900000000006"
"Other operating expenses","Jan_Mar","(FC - PL)%","0.9570812701381726"
"Other operating expenses","2022","PY","-53"
"Other operating expenses","2022","PL","-1561.0900000000006"
"Other operating expenses","2022","FC","-5"
"Other operating expenses","2022","AC","-11"
"Other operating expenses","2022","AC - PY","42"
"Other operating expenses","2022","(AC - PY)%","0.7924528301886792"
"Other operating expenses","2022","AC - PL","1550.0900000000006"
"Other operating expenses","2022","(AC - PL)%","0.9929536413659686"
"Other operating expenses","2022","AC - FC","-6"
"Other operating expenses","2022","(AC - FC)%","-1.2"
"Other operating expenses","2022","PL - PY","-1508.0900000000006"
"Other operating expenses","2022","(PL - PY)%","-28.454528301886803"
"Other operating expenses","2022","FC - PY","48"
"Other operating expenses","2022","(FC - PY)%","0.9056603773584907"
"Other operating expenses","2022","FC - PL","1556.0900000000006"
"Other operating expenses","2022","(FC - PL)%","0.9967971097118038"
"Income from continuing operations before tax","Jan_Mar","PY","140"
"Income from continuing operations before tax","Jan_Mar","PL","1561.09"
"Income from continuing operations before tax","Jan_Mar","FC","204"
"Income from continuing operations before tax","Jan_Mar","AC","265"
"Income from continuing operations before tax","Jan_Mar","AC - PY","125"
"Income from continuing operations before tax","Jan_Mar","(AC - PY)%","0.8928571428571429"
"Income from continuing operations before tax","Jan_Mar","AC - PL","-1296.09"
"Income from continuing operations before tax","Jan_Mar","(AC - PL)%","-0.8302468147256082"
"Income from continuing operations before tax","Jan_Mar","AC - FC","61"
"Income from continuing operations before tax","Jan_Mar","(AC - FC)%","0.29901960784313725"
"Income from continuing operations before tax","Jan_Mar","PL - PY","1421.09"
"Income from continuing operations before tax","Jan_Mar","(PL - PY)%","10.150642857142856"
"Income from continuing operations before tax","Jan_Mar","FC - PY","64"
"Income from continuing operations before tax","Jan_Mar","(FC - PY)%","0.45714285714285713"
"Income from continuing operations before tax","Jan_Mar","FC - PL","-1357.09"
"Income from continuing operations before tax","Jan_Mar","(FC - PL)%","-0.8693220762416004"
"Income from continuing operations before tax","2022","PY","481"
"Income from continuing operations before tax","2022","PL","1561.09"
"Income from continuing operations before tax","2022","FC","120"
"Income from continuing operations before tax","2022","AC","177"
"Income from continuing operations before tax","2022","AC - PY","-304"
"Income from continuing operations before tax","2022","(AC - PY)%","-0.632016632016632"
"Income from continuing operations before tax","2022","AC - PL","-1384.09"
"Income from continuing operations before tax","2022","(AC - PL)%","-0.8866176837978592"
"Income from continuing operations before tax","2022","AC - FC","57"
"Income from continuing operations before tax","2022","(AC - FC)%","0.475"
"Income from continuing operations before tax","2022","PL - PY","1080.09"
"Income from continuing operations before tax","2022","(PL - PY)%","2.2455093555093555"
"Income from continuing operations before tax","2022","FC - PY","-361"
"Income from continuing operations before tax","2022","(FC - PY)%","-0.7505197505197505"
"Income from continuing operations before tax","2022","FC - PL","-1441.09"
"Income from continuing operations before tax","2022","(FC - PL)%","-0.9231306330832943"
"Income tax expenses","Jan_Mar","PY","-69"
"Income tax expenses","Jan_Mar","PL","-1561.0900000000006"
"Income tax expenses","Jan_Mar","FC","-67"
"Income tax expenses","Jan_Mar","AC","-54"
"Income tax expenses","Jan_Mar","AC - PY","15"
"Income tax expenses","Jan_Mar","(AC - PY)%","0.21739130434782608"
"Income tax expenses","Jan_Mar","AC - PL","1507.0900000000006"
"Income tax expenses","Jan_Mar","(AC - PL)%","0.9654087848874825"
"Income tax expenses","Jan_Mar","AC - FC","13"
"Income tax expenses","Jan_Mar","(AC - FC)%","0.19402985074626866"
"Income tax expenses","Jan_Mar","PL - PY","-1492.0900000000006"
"Income tax expenses","Jan_Mar","(PL - PY)%","-21.624492753623198"
"Income tax expenses","Jan_Mar","FC - PY","2"
"Income tax expenses","Jan_Mar","(FC - PY)%","0.028985507246376812"
"Income tax expenses","Jan_Mar","FC - PL","1494.0900000000006"
"Income tax expenses","Jan_Mar","(FC - PL)%","0.9570812701381726"
"Income tax expenses","2022","PY","-198"
"Income tax expenses","2022","PL","-1561.0900000000006"
"Income tax expenses","2022","FC","-21"
"Income tax expenses","2022","AC","-23"
"Income tax expenses","2022","AC - PY","175"
"Income tax expenses","2022","(AC - PY)%","0.8838383838383838"
"Income tax expenses","2022","AC - PL","1538.0900000000006"
"Income tax expenses","2022","(AC - PL)%","0.9852667046742981"
"Income tax expenses","2022","AC - FC","-2"
"Income tax expenses","2022","(AC - FC)%","-0.09523809523809523"
"Income tax expenses","2022","PL - PY","-1363.0900000000006"
"Income tax expenses","2022","(PL - PY)%","-6.884292929292933"
"Income tax expenses","2022","FC - PY","177"
"Income tax expenses","2022","(FC - PY)%","0.8939393939393939"
"Income tax expenses","2022","FC - PL","1540.0900000000006"
"Income tax expenses","2022","(FC - PL)%","0.9865478607895766"
"Other operating income","Jan_Mar","PY","22"
"Other operating income","Jan_Mar","PL","1561.0900000000006"
"Other operating income","Jan_Mar","FC","11"
"Other operating income","Jan_Mar","AC","22"
"Other operating income","Jan_Mar","AC - PY","0"
"Other operating income","Jan_Mar","(AC - PY)%","0"
"Other operating income","Jan_Mar","AC - PL","-1539.0900000000006"
"Other operating income","Jan_Mar","(AC - PL)%","-0.9859072827319373"
"Other operating income","Jan_Mar","AC - FC","11"
"Other operating income","Jan_Mar","(AC - FC)%","1"
"Other operating income","Jan_Mar","PL - PY","1539.0900000000006"
"Other operating income","Jan_Mar","(PL - PY)%","69.95863636363639"
"Other operating income","Jan_Mar","FC - PY","-11"
"Other operating income","Jan_Mar","(FC - PY)%","-0.5"
"Other operating income","Jan_Mar","FC - PL","-1550.0900000000006"
"Other operating income","Jan_Mar","(FC - PL)%","-0.9929536413659686"
"Other operating income","2022","PY","65"
"Other operating income","2022","PL","1561.0900000000006"
"Other operating income","2022","FC","6"
"Other operating income","2022","AC","9"
"Other operating income","2022","AC - PY","-56"
"Other operating income","2022","(AC - PY)%","-0.8615384615384616"
"Other operating income","2022","AC - PL","-1552.0900000000006"
"Other operating income","2022","(AC - PL)%","-0.9942347974812471"
"Other operating income","2022","AC - FC","3"
"Other operating income","2022","(AC - FC)%","0.5"
"Other operating income","2022","PL - PY","1496.0900000000006"
"Other operating income","2022","(PL - PY)%","23.01676923076924"
"Other operating income","2022","FC - PY","-59"
"Other operating income","2022","(FC - PY)%","-0.9076923076923077"
"Other operating income","2022","FC - PL","-1555.0900000000006"
"Other operating income","2022","(FC - PL)%","-0.9961565316541647"
"Other financial income,net","Jan_Mar","PY","-45"
"Other financial income,net","Jan_Mar","PL","1561.0900000000006"
"Other financial income,net","Jan_Mar","FC","6"
"Other financial income,net","Jan_Mar","AC","12"
"Other financial income,net","Jan_Mar","AC - PY","57"
"Other financial income,net","Jan_Mar","(AC - PY)%","1.2666666666666666"
"Other financial income,net","Jan_Mar","AC - PL","-1549.0900000000006"
"Other financial income,net","Jan_Mar","(AC - PL)%","-0.9923130633083295"
"Other financial income,net","Jan_Mar","AC - FC","6"
"Other financial income,net","Jan_Mar","(AC - FC)%","1"
"Other financial income,net","Jan_Mar","PL - PY","1606.0900000000006"
"Other financial income,net","Jan_Mar","(PL - PY)%","35.6908888888889"
"Other financial income,net","Jan_Mar","FC - PY","51"
"Other financial income,net","Jan_Mar","(FC - PY)%","1.1333333333333333"
"Other financial income,net","Jan_Mar","FC - PL","-1555.0900000000006"
"Other financial income,net","Jan_Mar","(FC - PL)%","-0.9961565316541647"
"Other financial income,net","2022","PY","-9"
"Other financial income,net","2022","PL","1561.0900000000006"
"Other financial income,net","2022","FC","9"
"Other financial income,net","2022","AC","3"
"Other financial income,net","2022","AC - PY","12"
"Other financial income,net","2022","(AC - PY)%","1.333333333333333"
"Other financial income,net","2022","AC - PL","-1558.0900000000006"
"Other financial income,net","2022","(AC - PL)%","-0.9980782658270823"
"Other financial income,net","2022","AC - FC","-6"
"Other financial income,net","2022","(AC - FC)%","-0.6666666666666665"
"Other financial income,net","2022","PL - PY","1570.0900000000006"
"Other financial income,net","2022","(PL - PY)%","174.45444444444448"
"Other financial income,net","2022","FC - PY","18"
"Other financial income,net","2022","(FC - PY)%","2"
"Other financial income,net","2022","FC - PL","-1552.0900000000006"
"Other financial income,net","2022","(FC - PL)%","-0.9942347974812471"
"Income from continuing operations","Jan_Mar","PY","71"
"Income from continuing operations","Jan_Mar","PL","0"
"Income from continuing operations","Jan_Mar","FC","137"
"Income from continuing operations","Jan_Mar","AC","211"
"Income from continuing operations","Jan_Mar","AC - PY","140"
"Income from continuing operations","Jan_Mar","(AC - PY)%","1.971830985915493"
"Income from continuing operations","Jan_Mar","AC - PL","211"
"Income from continuing operations","Jan_Mar","(AC - PL)%",
"Income from continuing operations","Jan_Mar","AC - FC","74"
"Income from continuing operations","Jan_Mar","(AC - FC)%","0.5401459854014599"
"Income from continuing operations","Jan_Mar","PL - PY","-71"
"Income from continuing operations","Jan_Mar","(PL - PY)%","-1"
"Income from continuing operations","Jan_Mar","FC - PY","66"
"Income from continuing operations","Jan_Mar","(FC - PY)%","0.9295774647887324"
"Income from continuing operations","Jan_Mar","FC - PL","137"
"Income from continuing operations","Jan_Mar","(FC - PL)%",
"Income from continuing operations","2022","PY","283"
"Income from continuing operations","2022","PL","0"
"Income from continuing operations","2022","FC","99"
"Income from continuing operations","2022","AC","154"
"Income from continuing operations","2022","AC - PY","-129"
"Income from continuing operations","2022","(AC - PY)%","-0.4558303886925795"
"Income from continuing operations","2022","AC - PL","154"
"Income from continuing operations","2022","(AC - PL)%",
"Income from continuing operations","2022","AC - FC","55"
"Income from continuing operations","2022","(AC - FC)%","0.5555555555555556"
"Income from continuing operations","2022","PL - PY","-283"
"Income from continuing operations","2022","(PL - PY)%","-1"
"Income from continuing operations","2022","FC - PY","-184"
"Income from continuing operations","2022","(FC - PY)%","-0.6501766784452296"
"Income from continuing operations","2022","FC - PL","99"
"Income from continuing operations","2022","(FC - PL)%",
"Net income","Jan_Mar","PY","97"
"Net income","Jan_Mar","PL","1561.09"
"Net income","Jan_Mar","FC","145"
"Net income","Jan_Mar","AC","217"
"Net income","Jan_Mar","AC - PY","120"
"Net income","Jan_Mar","(AC - PY)%","1.2371134020618557"
"Net income","Jan_Mar","AC - PL","-1344.09"
"Net income","Jan_Mar","(AC - PL)%","-0.8609945614922906"
"Net income","Jan_Mar","AC - FC","72"
"Net income","Jan_Mar","(AC - FC)%","0.496551724137931"
"Net income","Jan_Mar","PL - PY","1464.09"
"Net income","Jan_Mar","(PL - PY)%","15.093711340206184"
"Net income","Jan_Mar","FC - PY","48"
"Net income","Jan_Mar","(FC - PY)%","0.4948453608247423"
"Net income","Jan_Mar","FC - PL","-1416.09"
