Account Level 2,Year,Value Column Name,Value
"Revenue","Jan_Mar","(PL - PY)%","0.021551724137931036"
"Revenue","Jan_Mar","FC - PY","-206"
"Revenue","Jan_Mar","(FC - PY)%","-0.2959770114942529"
"Revenue","Jan_Mar","FC - PL","-221"
"Revenue","Jan_Mar","(FC - PL)%","-0.3108298171589311"
"Revenue","2022","PY","788"
"Revenue","2022","PL","906"
"Revenue","2022","FC","357"
"Revenue","2022","AC","473"
"Revenue","2022","AC - PY","-315"
"Revenue","2022","(AC - PY)%","-0.399746192893401"
"Revenue","2022","AC - PL","-433"
"Revenue","2022","(AC - PL)%","-0.47792494481236203"
"Revenue","2022","AC - FC","116"
"Revenue","2022","(AC - FC)%","0.3249299719887955"
"Revenue","2022","PL - PY","118"
"Revenue","2022","(PL - PY)%","0.14974619289340102"
"Revenue","2022","FC - PY","-431"
"Revenue","2022","(FC - PY)%","-0.5469543147208121"
"Revenue","2022","FC - PL","-549"
"Revenue","2022","(FC - PL)%","-0.6059602649006622"
"Cost of sales","Jan_Mar","PY","-292"
"Cost of sales","Jan_Mar","PL","-282"
"Cost of sales","Jan_Mar","FC","-131"
"Cost of sales","Jan_Mar","AC","-231"
"Cost of sales","Jan_Mar","AC - PY","61"
"Cost of sales","Jan_Mar","(AC - PY)%","0.2089041095890411"
"Cost of sales","Jan_Mar","AC - PL","51"
"Cost of sales","Jan_Mar","(AC - PL)%","0.18085106382978725"
"Cost of sales","Jan_Mar","AC - FC","-100"
"Cost of sales","Jan_Mar","(AC - FC)%","-0.7633587786259542"
"Cost of sales","Jan_Mar","PL - PY","10"
"Cost of sales","Jan_Mar","(PL - PY)%","0.03424657534246575"
"Cost of sales","Jan_Mar","FC - PY","161"
"Cost of sales","Jan_Mar","(FC - PY)%","0.5513698630136986"
"Cost of sales","Jan_Mar","FC - PL","151"
"Cost of sales","Jan_Mar","(FC - PL)%","0.5354609929078015"
"Cost of sales","2022","PY","-198"
"Cost of sales","2022","PL","-199"
"Cost of sales","2022","FC","-120"
"Cost of sales","2022","AC","-122"
"Cost of sales","2022","AC - PY","76"
"Cost of sales","2022","(AC - PY)%","0.3838383838383838"
"Cost of sales","2022","AC - PL","77"
"Cost of sales","2022","(AC - PL)%","0.3869346733668342"
"Cost of sales","2022","AC - FC","-2"
"Cost of sales","2022","(AC - FC)%","-0.016666666666666666"
"Cost of sales","2022","PL - PY","-1"
"Cost of sales","2022","(PL - PY)%","-0.005050505050505051"
"Cost of sales","2022","FC - PY","78"
"Cost of sales","2022","(FC - PY)%","0.3939393939393939"
"Cost of sales","2022","FC - PL","79"
"Cost of sales","2022","(FC - PL)%","0.3969849246231156"
"Consulting revenue","Jan_Mar","PY","131"
"Consulting revenue","Jan_Mar","PL","145"
"Consulting revenue","Jan_Mar","FC","90"
"Consulting revenue","Jan_Mar","AC","121"
"Consulting revenue","Jan_Mar","AC - PY","-10"
"Consulting revenue","Jan_Mar","(AC - PY)%","-0.07633587786259542"
"Consulting revenue","Jan_Mar","AC - PL","-24"
"Consulting revenue","Jan_Mar","(AC - PL)%","-0.16551724137931034"
"Consulting revenue","Jan_Mar","AC - FC","31"
"Consulting revenue","Jan_Mar","(AC - FC)%","0.34444444444444444"
"Consulting revenue","Jan_Mar","PL - PY","14"
"Consulting revenue","Jan_Mar","(PL - PY)%","0.10687022900763359"
"Consulting revenue","Jan_Mar","FC - PY","-41"
"Consulting revenue","Jan_Mar","(FC - PY)%","-0.31297709923664124"
"Consulting revenue","Jan_Mar","FC - PL","-55"
"Consulting revenue","Jan_Mar","(FC - PL)%","-0.3793103448275862"
"Consulting revenue","2022","PY","111"
"Consulting revenue","2022","PL","231"
"Consulting revenue","2022","FC","90"
"Consulting revenue","2022","AC","121"
"Consulting revenue","2022","AC - PY","10"
"Consulting revenue","2022","(AC - PY)%","0.0900900900900901"
"Consulting revenue","2022","AC - PL","-110"
"Consulting revenue","2022","(AC - PL)%","-0.4761904761904761"
"Consulting revenue","2022","AC - FC","31"
"Consulting revenue","2022","(AC - FC)%","0.34444444444444444"
"Consulting revenue","2022","PL - PY","120"
"Consulting revenue","2022","(PL - PY)%","1.0810810810810811"
"Consulting revenue","2022","FC - PY","-21"
"Consulting revenue","2022","(FC - PY)%","-0.1891891891891892"
"Consulting revenue","2022","FC - PL","-141"
"Consulting revenue","2022","(FC - PL)%","-0.6103896103896104"
"Support revenue","Jan_Mar","PY","88"
"Support revenue","Jan_Mar","PL","99"
"Support revenue","Jan_Mar","FC","50"
"Support revenue","Jan_Mar","AC","87"
"Support revenue","Jan_Mar","AC - PY","-1"
"Support revenue","Jan_Mar","(AC - PY)%","-0.011363636363636364"
"Support revenue","Jan_Mar","AC - PL","-12"
"Support revenue","Jan_Mar","(AC - PL)%","-0.12121212121212122"
"Support revenue","Jan_Mar","AC - FC","37"
"Support revenue","Jan_Mar","(AC - FC)%","0.74"
"Support revenue","Jan_Mar","PL - PY","11"
"Support revenue","Jan_Mar","(PL - PY)%","0.125"
"Support revenue","Jan_Mar","FC - PY","-38"
"Support revenue","Jan_Mar","(FC - PY)%","-0.4318181818181818"
"Support revenue","Jan_Mar","FC - PL","-49"
"Support revenue","Jan_Mar","(FC - PL)%","-0.494949494949495"
"Support revenue","2022","PY","122"
"Support revenue","2022","PL","132"
"Support revenue","2022","FC","67"
"Support revenue","2022","AC","87"
"Support revenue","2022","AC - PY","-35"
"Support revenue","2022","(AC - PY)%","-0.28688524590163933"
"Support revenue","2022","AC - PL","-45"
"Support revenue","2022","(AC - PL)%","-0.3409090909090909"
"Support revenue","2022","AC - FC","20"
"Support revenue","2022","(AC - FC)%","0.29850746268656714"
"Support revenue","2022","PL - PY","10"
"Support revenue","2022","(PL - PY)%","0.08196721311475409"
"Support revenue","2022","FC - PY","-55"
"Support revenue","2022","(FC - PY)%","-0.4508196721311475"
"Support revenue","2022","FC - PL","-65"
"Support revenue","2022","(FC - PL)%","-0.49242424242424243"
"Gross Profit","Jan_Mar","PY","404"
"Gross Profit","Jan_Mar","PL","429"
"Gross Profit","Jan_Mar","FC","359"
"Gross Profit","Jan_Mar","AC","430"
"Gross Profit","Jan_Mar","AC - PY","26"
"Gross Profit","Jan_Mar","(AC - PY)%","0.06435643564356436"
"Gross Profit","Jan_Mar","AC - PL","1"
"Gross Profit","Jan_Mar","(AC - PL)%","0.002331002331002331"
"Gross Profit","Jan_Mar","AC - FC","71"
"Gross Profit","Jan_Mar","(AC - FC)%","0.1977715877437326"
"Gross Profit","Jan_Mar","PL - PY","25"
"Gross Profit","Jan_Mar","(PL - PY)%","0.06188118811881188"
"Gross Profit","Jan_Mar","FC - PY","-45"
"Gross Profit","Jan_Mar","(FC - PY)%","-0.11138613861386139"
"Gross Profit","Jan_Mar","FC - PL","-70"
"Gross Profit","Jan_Mar","(FC - PL)%","-0.16317016317016317"
"Gross Profit","2022","PY","590"
"Gross Profit","2022","PL","707"
"Gross Profit","2022","FC","237"
"Gross Profit","2022","AC","351"
"Gross Profit","2022","AC - PY","-239"
"Gross Profit","2022","(AC - PY)%","-0.4050847457627118"
"Gross Profit","2022","AC - PL","-356"
"Gross Profit","2022","(AC - PL)%","-0.5035360678925035"
"Gross Profit","2022","AC - FC","114"
"Gross Profit","2022","(AC - FC)%","0.4810126582278481"
"Gross Profit","2022","PL - PY","117"
"Gross Profit","2022","(PL - PY)%","0.19830508474576272"
"Gross Profit","2022","FC - PY","-353"
"Gross Profit","2022","(FC - PY)%","-0.5983050847457627"
"Gross Profit","2022","FC - PL","-470"
"Gross Profit","2022","(FC - PL)%","-0.6647807637906648"
"Research and development expenses","Jan_Mar","PY","-99"
"Research and development expenses","Jan_Mar","PL","-79"
"Research and development expenses","Jan_Mar","FC","-70"
"Research and development expenses","Jan_Mar","AC","-78"
"Research and development expenses","Jan_Mar","AC - PY","21"
"Research and development expenses","Jan_Mar","(AC - PY)%","0.2121212121212121"
"Research and development expenses","Jan_Mar","AC - PL","1"
"Research and development expenses","Jan_Mar","(AC - PL)%","0.012658227848101267"
"Research and development expenses","Jan_Mar","AC - FC","-8"
"Research and development expenses","Jan_Mar","(AC - FC)%","-0.11428571428571428"
"Research and development expenses","Jan_Mar","PL - PY","20"
"Research and development expenses","Jan_Mar","(PL - PY)%","0.20202020202020202"
"Research and development expenses","Jan_Mar","FC - PY","29"
"Research and development expenses","Jan_Mar","(FC - PY)%","0.29292929292929293"
"Research and development expenses","Jan_Mar","FC - PL","9"
"Research and development expenses","Jan_Mar","(FC - PL)%","0.11392405063291139"
"Research and development expenses","2022","PY","-81"
"Research and development expenses","2022","PL","-91"
"Research and development expenses","2022","FC","-60"
"Research and development expenses","2022","AC","-78"
"Research and development expenses","2022","AC - PY","3"
"Research and development expenses","2022","(AC - PY)%","0.037037037037037035"
"Research and development expenses","2022","AC - PL","13"
"Research and development expenses","2022","(AC - PL)%","0.14285714285714285"
"Research and development expenses","2022","AC - FC","-18"
"Research and development expenses","2022","(AC - FC)%","-0.3"
"Research and development expenses","2022","PL - PY","-10"
"Research and development expenses","2022","(PL - PY)%","-0.12345679012345678"
"Research and development expenses","2022","FC - PY","21"
"Research and development expenses","2022","(FC - PY)%","0.25925925925925924"
"Research and development expenses","2022","FC - PL","31"
"Research and development expenses","2022","(FC - PL)%","0.34065934065934067"
"Selling and general administrative expenses","Jan_Mar","PY","-44"
"Selling and general administrative expenses","Jan_Mar","PL","-34"
"Selling and general administrative expenses","Jan_Mar","FC","-35"
"Selling and general administrative expenses","Jan_Mar","AC","-45"
"Selling and general administrative expenses","Jan_Mar","AC - PY","-1"
"Selling and general administrative expenses","Jan_Mar","(AC - PY)%","-0.022727272727272728"
"Selling and general administrative expenses","Jan_Mar","AC - PL","-11"
"Selling and general administrative expenses","Jan_Mar","(AC - PL)%","-0.32352941176470584"
"Selling and general administrative expenses","Jan_Mar","AC - FC","-10"
"Selling and general administrative expenses","Jan_Mar","(AC - FC)%","-0.2857142857142857"
"Selling and general administrative expenses","Jan_Mar","PL - PY","10"
"Selling and general administrative expenses","Jan_Mar","(PL - PY)%","0.22727272727272727"
"Selling and general administrative expenses","Jan_Mar","FC - PY","9"
"Selling and general administrative expenses","Jan_Mar","(FC - PY)%","0.20454545454545456"
"Selling and general administrative expenses","Jan_Mar","FC - PL","-1"
"Selling and general administrative expenses","Jan_Mar","(FC - PL)%","-0.02941176470588235"
"Selling and general administrative expenses","2022","PY","-31"
"Selling and general administrative expenses","2022","PL","-41"
"Selling and general administrative expenses","2022","FC","-67"
"Selling and general administrative expenses","2022","AC","-97"
"Selling and general administrative expenses","2022","AC - PY","-66"
"Selling and general administrative expenses","2022","(AC - PY)%","-2.129032258064516"
"Selling and general administrative expenses","2022","AC - PL","-56"
"Selling and general administrative expenses","2022","(AC - PL)%","-1.3658536585365855"
"Selling and general administrative expenses","2022","AC - FC","-30"
"Selling and general administrative expenses","2022","(AC - FC)%","-0.44776119402985076"
"Selling and general administrative expenses","2022","PL - PY","-10"
"Selling and general administrative expenses","2022","(PL - PY)%","-0.3225806451612903"
"Selling and general administrative expenses","2022","FC - PY","-36"
"Selling and general administrative expenses","2022","(FC - PY)%","-1.1612903225806452"
"Selling and general administrative expenses","2022","FC - PL","-26"
"Selling and general administrative expenses","2022","(FC - PL)%","-0.6341463414634146"
"Other operating expenses","Jan_Mar","PY","-98"
"Other operating expenses","Jan_Mar","PL","-88"
"Other operating expenses","Jan_Mar","FC","-67"
"Other operating expenses","Jan_Mar","AC","-76"
"Other operating expenses","Jan_Mar","AC - PY","22"
"Other operating expenses","Jan_Mar","(AC - PY)%","0.22448979591836735"
"Other operating expenses","Jan_Mar","AC - PL","12"
"Other operating expenses","Jan_Mar","(AC - PL)%","0.13636363636363635"
"Other operating expenses","Jan_Mar","AC - FC","-9"
"Other operating expenses","Jan_Mar","(AC - FC)%","-0.13432835820895522"
"Other operating expenses","Jan_Mar","PL - PY","10"
"Other operating expenses","Jan_Mar","(PL - PY)%","0.10204081632653061"
"Other operating expenses","Jan_Mar","FC - PY","31"
"Other operating expenses","Jan_Mar","(FC - PY)%","0.3163265306122449"
"Other operating expenses","Jan_Mar","FC - PL","21"
"Other operating expenses","Jan_Mar","(FC - PL)%","0.23863636363636365"
"Other operating expenses","2022","PY","-53"
"Other operating expenses","2022","PL","-63"
"Other operating expenses","2022","FC","-5"
"Other operating expenses","2022","AC","-11"
"Other operating expenses","2022","AC - PY","42"
"Other operating expenses","2022","(AC - PY)%","0.7924528301886792"
"Other operating expenses","2022","AC - PL","52"
"Other operating expenses","2022","(AC - PL)%","0.8253968253968254"
"Other operating expenses","2022","AC - FC","-6"
"Other operating expenses","2022","(AC - FC)%","-1.2"
"Other operating expenses","2022","PL - PY","-10"
"Other operating expenses","2022","(PL - PY)%","-0.18867924528301888"
"Other operating expenses","2022","FC - PY","48"
"Other operating expenses","2022","(FC - PY)%","0.9056603773584907"
"Other operating expenses","2022","FC - PL","58"
"Other operating expenses","2022","(FC - PL)%","0.9206349206349206"
"Income from continuing operations before tax","Jan_Mar","PY","140"
"Income from continuing operations before tax","Jan_Mar","PL","217"
"Income from continuing operations before tax","Jan_Mar","FC","204"
"Income from continuing operations before tax","Jan_Mar","AC","265"
"Income from continuing operations before tax","Jan_Mar","AC - PY","125"
"Income from continuing operations before tax","Jan_Mar","(AC - PY)%","0.8928571428571429"
"Income from continuing operations before tax","Jan_Mar","AC - PL","48"
"Income from continuing operations before tax","Jan_Mar","(AC - PL)%","0.22119815668202766"
"Income from continuing operations before tax","Jan_Mar","AC - FC","61"
"Income from continuing operations before tax","Jan_Mar","(AC - FC)%","0.29901960784313725"
"Income from continuing operations before tax","Jan_Mar","PL - PY","77"
"Income from continuing operations before tax","Jan_Mar","(PL - PY)%","0.55"
"Income from continuing operations before tax","Jan_Mar","FC - PY","64"
"Income from continuing operations before tax","Jan_Mar","(FC - PY)%","0.45714285714285713"
"Income from continuing operations before tax","Jan_Mar","FC - PL","-13"
"Income from continuing operations before tax","Jan_Mar","(FC - PL)%","-0.05990783410138248"
"Income from continuing operations before tax","2022","PY","481"
"Income from continuing operations before tax","2022","PL","551"
"Income from continuing operations before tax","2022","FC","120"
"Income from continuing operations before tax","2022","AC","177"
"Income from continuing operations before tax","2022","AC - PY","-304"
"Income from continuing operations before tax","2022","(AC - PY)%","-0.632016632016632"
"Income from continuing operations before tax","2022","AC - PL","-374"
"Income from continuing operations before tax","2022","(AC - PL)%","-0.6787658802177858"
"Income from continuing operations before tax","2022","AC - FC","57"
"Income from continuing operations before tax","2022","(AC - FC)%","0.475"
"Income from continuing operations before tax","2022","PL - PY","70"
"Income from continuing operations before tax","2022","(PL - PY)%","0.14553014553014554"
"Income from continuing operations before tax","2022","FC - PY","-361"
"Income from continuing operations before tax","2022","(FC - PY)%","-0.7505197505197505"
"Income from continuing operations before tax","2022","FC - PL","-431"
"Income from continuing operations before tax","2022","(FC - PL)%","-0.7822141560798548"
"Income tax expenses","Jan_Mar","PY","-69"
"Income tax expenses","Jan_Mar","PL","-59"
"Income tax expenses","Jan_Mar","FC","-67"
"Income tax expenses","Jan_Mar","AC","-54"
"Income tax expenses","Jan_Mar","AC - PY","15"
"Income tax expenses","Jan_Mar","(AC - PY)%","0.21739130434782608"
"Income tax expenses","Jan_Mar","AC - PL","5"
"Income tax expenses","Jan_Mar","(AC - PL)%","0.08474576271186439"
"Income tax expenses","Jan_Mar","AC - FC","13"
"Income tax expenses","Jan_Mar","(AC - FC)%","0.19402985074626866"
"Income tax expenses","Jan_Mar","PL - PY","10"
"Income tax expenses","Jan_Mar","(PL - PY)%","0.14492753623188406"
"Income tax expenses","Jan_Mar","FC - PY","2"
"Income tax expenses","Jan_Mar","(FC - PY)%","0.028985507246376812"
"Income tax expenses","Jan_Mar","FC - PL","-8"
"Income tax expenses","Jan_Mar","(FC - PL)%","-0.13559322033898305"
"Income tax expenses","2022","PY","-198"
"Income tax expenses","2022","PL","-188"
"Income tax expenses","2022","FC","-21"
"Income tax expenses","2022","AC","-23"
"Income tax expenses","2022","AC - PY","175"
"Income tax expenses","2022","(AC - PY)%","0.8838383838383838"
"Income tax expenses","2022","AC - PL","165"
"Income tax expenses","2022","(AC - PL)%","0.877659574468085"
"Income tax expenses","2022","AC - FC","-2"
"Income tax expenses","2022","(AC - FC)%","-0.09523809523809523"
"Income tax expenses","2022","PL - PY","10"
"Income tax expenses","2022","(PL - PY)%","0.050505050505050504"
"Income tax expenses","2022","FC - PY","177"
"Income tax expenses","2022","(FC - PY)%","0.8939393939393939"
"Income tax expenses","2022","FC - PL","167"
"Income tax expenses","2022","(FC - PL)%","0.8882978723404256"
"Other operating income","Jan_Mar","PY","22"
"Other operating income","Jan_Mar","PL","44"
"Other operating income","Jan_Mar","FC","11"
"Other operating income","Jan_Mar","AC","22"
"Other operating income","Jan_Mar","AC - PY","0"
"Other operating income","Jan_Mar","(AC - PY)%","0"
"Other operating income","Jan_Mar","AC - PL","-22"
"Other operating income","Jan_Mar","(AC - PL)%","-0.5"
"Other operating income","Jan_Mar","AC - FC","11"
"Other operating income","Jan_Mar","(AC - FC)%","1"
"Other operating income","Jan_Mar","PL - PY","22"
"Other operating income","Jan_Mar","(PL - PY)%","1"
"Other operating income","Jan_Mar","FC - PY","-11"
"Other operating income","Jan_Mar","(FC - PY)%","-0.5"
"Other operating income","Jan_Mar","FC - PL","-33"
"Other operating income","Jan_Mar","(FC - PL)%","-0.75"
"Other operating income","2022","PY","65"
"Other operating income","2022","PL","45"
"Other operating income","2022","FC","6"
"Other operating income","2022","AC","9"
"Other operating income","2022","AC - PY","-56"
"Other operating income","2022","(AC - PY)%","-0.8615384615384616"
"Other operating income","2022","AC - PL","-36"
"Other operating income","2022","(AC - PL)%","-0.8"
"Other operating income","2022","AC - FC","3"
"Other operating income","2022","(AC - FC)%","0.5"
"Other operating income","2022","PL - PY","-20"
"Other operating income","2022","(PL - PY)%","-0.3076923076923077"
"Other operating income","2022","FC - PY","-59"
"Other operating income","2022","(FC - PY)%","-0.9076923076923077"
"Other operating income","2022","FC - PL","-39"
"Other operating income","2022","(FC - PL)%","-0.8666666666666667"
"Other financial income,net","Jan_Mar","PY","-45"
"Other financial income,net","Jan_Mar","PL","-55"
"Other financial income,net","Jan_Mar","FC","6"
"Other financial income,net","Jan_Mar","AC","12"
"Other financial income,net","Jan_Mar","AC - PY","57"
"Other financial income,net","Jan_Mar","(AC - PY)%","1.2666666666666666"
"Other financial income,net","Jan_Mar","AC - PL","67"
"Other financial income,net","Jan_Mar","(AC - PL)%","1.2181818181818183"
"Other financial income,net","Jan_Mar","AC - FC","6"
"Other financial income,net","Jan_Mar","(AC - FC)%","1"
"Other financial income,net","Jan_Mar","PL - PY","-10"
"Other financial income,net","Jan_Mar","(PL - PY)%","-0.2222222222222222"
"Other financial income,net","Jan_Mar","FC - PY","51"
"Other financial income,net","Jan_Mar","(FC - PY)%","1.1333333333333333"
"Other financial income,net","Jan_Mar","FC - PL","61"
"Other financial income,net","Jan_Mar","(FC - PL)%","1.1090909090909091"
"Other financial income,net","2022","PY","-9"
"Other financial income,net","2022","PL","-6"
"Other financial income,net","2022","FC","9"
"Other financial income,net","2022","AC","3"
"Other financial income,net","2022","AC - PY","12"
"Other financial income,net","2022","(AC - PY)%","1.333333333333333"
"Other financial income,net","2022","AC - PL","9"
"Other financial income,net","2022","(AC - PL)%","1.5"
"Other financial income,net","2022","AC - FC","-6"
"Other financial income,net","2022","(AC - FC)%","-0.6666666666666665"
"Other financial income,net","2022","PL - PY","3"
"Other financial income,net","2022","(PL - PY)%","0.33333333333333326"
"Other financial income,net","2022","FC - PY","18"
"Other financial income,net","2022","(FC - PY)%","2"
"Other financial income,net","2022","FC - PL","15"
"Other financial income,net","2022","(FC - PL)%","2.5"
"Income from continuing operations","Jan_Mar","PY","71"
"Income from continuing operations","Jan_Mar","PL","158"
"Income from continuing operations","Jan_Mar","FC","137"
"Income from continuing operations","Jan_Mar","AC","211"
"Income from continuing operations","Jan_Mar","AC - PY","140"
"Income from continuing operations","Jan_Mar","(AC - PY)%","1.971830985915493"
"Income from continuing operations","Jan_Mar","AC - PL","53"
"Income from continuing operations","Jan_Mar","(AC - PL)%","0.3354430379746836"
"Income from continuing operations","Jan_Mar","AC - FC","74"
"Income from continuing operations","Jan_Mar","(AC - FC)%","0.5401459854014599"
"Income from continuing operations","Jan_Mar","PL - PY","87"
"Income from continuing operations","Jan_Mar","(PL - PY)%","1.2253521126760563"
"Income from continuing operations","Jan_Mar","FC - PY","66"
"Income from continuing operations","Jan_Mar","(FC - PY)%","0.9295774647887324"
"Income from continuing operations","Jan_Mar","FC - PL","-21"
"Income from continuing operations","Jan_Mar","(FC - PL)%","-0.13291139240506328"
"Income from continuing operations","2022","PY","283"
"Income from continuing operations","2022","PL","363"
"Income from continuing operations","2022","FC","99"
"Income from continuing operations","2022","AC","154"
"Income from continuing operations","2022","AC - PY","-129"
"Income from continuing operations","2022","(AC - PY)%","-0.4558303886925795"
"Income from continuing operations","2022","AC - PL","-209"
"Income from continuing operations","2022","(AC - PL)%","-0.5757575757575758"
"Income from continuing operations","2022","AC - FC","55"
"Income from continuing operations","2022","(AC - FC)%","0.5555555555555556"
"Income from continuing operations","2022","PL - PY","80"
"Income from continuing operations","2022","(PL - PY)%","0.2826855123674912"
"Income from continuing operations","2022","FC - PY","-184"
"Income from continuing operations","2022","(FC - PY)%","-0.6501766784452296"
"Income from continuing operations","2022","FC - PL","-264"
"Income from continuing operations","2022","(FC - PL)%","-0.7272727272727273"
"Net income","Jan_Mar","PY","97"
"Net income","Jan_Mar","PL","174"
"Net income","Jan_Mar","FC","145"
"Net income","Jan_Mar","AC","217"
"Net income","Jan_Mar","AC - PY","120"
"Net income","Jan_Mar","(AC - PY)%","1.2371134020618557"
"Net income","Jan_Mar","AC - PL","43"
"Net income","Jan_Mar","(AC - PL)%","0.2471264367816092"
"Net income","Jan_Mar","AC - FC","72"
"Net income","Jan_Mar","(AC - FC)%","0.496551724137931"
"Net income","Jan_Mar","PL - PY","77"
"Net income","Jan_Mar","(PL - PY)%","0.7938144329896908"
"Net income","Jan_Mar","FC - PY","48"
"Net income","Jan_Mar","(FC - PY)%","0.4948453608247423"
"Net income","Jan_Mar","FC - PL","-29"
"Net income","Jan_Mar","(FC - PL)%","-0.16666666666666663"
"Net income","2022","PY","285"
"Net income","2022","PL","364"
"Net income","2022","FC","104"
"Net income","2022","AC","160"
"Net income","2022","AC - PY","-125"
"Net income","2022","(AC - PY)%","-0.43859649122807015"
"Net income","2022","AC - PL","-204"
"Net income","2022","(AC - PL)%","-0.5604395604395604"
"Net income","2022","AC - FC","56"
"Net income","2022","(AC - FC)%","0.5384615384615384"
"Net income","2022","PL - PY","79"
"Net income","2022","(PL - PY)%","0.2771929824561403"
"Net income","2022","FC - PY","-181"
"Net income","2022","(FC - PY)%","-0.6350877192982456"
"Net income","2022","FC - PL","-260"
"Net income","2022","(FC - PL)%","-0.7142857142857143"
"Income from discontinued operations","Jan_Mar","PY","26"
"Income from discontinued operations","Jan_Mar","PL","16"
"Income from discontinued operations","Jan_Mar","FC","8"
"Income from discontinued operations","Jan_Mar","AC","6"
"Income from discontinued operations","Jan_Mar","AC - PY","-20"
"Income from discontinued operations","Jan_Mar","(AC - PY)%","-0.7692307692307694"
"Income from discontinued operations","Jan_Mar","AC - PL","-10"
"Income from discontinued operations","Jan_Mar","(AC - PL)%","-0.625"
"Income from discontinued operations","Jan_Mar","AC - FC","-2"
"Income from discontinued operations","Jan_Mar","(AC - FC)%","-0.25"
"Income from discontinued operations","Jan_Mar","PL - PY","-10"
