Region,Country,Year,Value Column Name,Value
"Americas","Canada","2018","FC","251000"
"Americas","Canada","2018","AC","279000"
"Americas","Canada","2018","AC - PY","297000"
"Americas","Canada","2018","(AC - PY)%","16.5"
"Americas","Canada","2018","AC - PL","113000"
"Americas","Canada","2018","(AC - PL)%","0.6807228915662651"
"Americas","Canada","2018","AC - FC","28000"
"Americas","Canada","2018","(AC - FC)%","0.11155378486055775"
"Americas","Canada","2018","PL - PY","184000"
"Americas","Canada","2018","(PL - PY)%","10.222222222222221"
"Americas","Canada","2018","FC - PY","269000"
"Americas","Canada","2018","(FC - PY)%","14.944444444444446"
"Americas","Canada","2018","FC - PL","85000"
"Americas","Canada","2018","(FC - PL)%","0.5120481927710844"
"Americas","USA","2018","PY","341000"
"Americas","USA","2018","PL","133000"
"Americas","USA","2018","FC","242000"
"Americas","USA","2018","AC","275000"
"Americas","USA","2018","AC - PY","-66000"
"Americas","USA","2018","(AC - PY)%","-0.1935483870967742"
"Americas","USA","2018","AC - PL","142000"
"Americas","USA","2018","(AC - PL)%","1.0676691729323309"
"Americas","USA","2018","AC - FC","33000"
"Americas","USA","2018","(AC - FC)%","0.13636363636363635"
"Americas","USA","2018","PL - PY","-208000"
"Americas","USA","2018","(PL - PY)%","-0.6099706744868035"
"Americas","USA","2018","FC - PY","-99000"
"Americas","USA","2018","(FC - PY)%","-0.2903225806451613"
"Americas","USA","2018","FC - PL","109000"
"Americas","USA","2018","(FC - PL)%","0.8195488721804511"
"Americas","Other","2018","PY","93000"
"Americas","Other","2018","PL",
"Americas","Other","2018","FC","147000"
"Americas","Other","2018","AC","67000"
"Americas","Other","2018","AC - PY","-26000"
"Americas","Other","2018","(AC - PY)%","-0.27956989247311825"
"Americas","Other","2018","AC - PL","67000"
"Americas","Other","2018","(AC - PL)%",
"Americas","Other","2018","AC - FC","-80000"
"Americas","Other","2018","(AC - FC)%","-0.54421768707483"
"Americas","Other","2018","PL - PY","-93000"
"Americas","Other","2018","(PL - PY)%","-1"
"Americas","Other","2018","FC - PY","54000"
"Americas","Other","2018","(FC - PY)%","0.5806451612903226"
"Americas","Other","2018","FC - PL","147000"
"Americas","Other","2018","(FC - PL)%",
"Europe","Belgium","2018","PY","173000"
"Europe","Belgium","2018","PL","235000"
"Europe","Belgium","2018","FC","211000"
"Europe","Belgium","2018","AC","198000"
"Europe","Belgium","2018","AC - PY","25000"
"Europe","Belgium","2018","(AC - PY)%","0.14450867052023122"
"Europe","Belgium","2018","AC - PL","-37000"
"Europe","Belgium","2018","(AC - PL)%","-0.1574468085106383"
"Europe","Belgium","2018","AC - FC","-13000"
"Europe","Belgium","2018","(AC - FC)%","-0.061611374407582936"
"Europe","Belgium","2018","PL - PY","62000"
"Europe","Belgium","2018","(PL - PY)%","0.3583815028901734"
"Europe","Belgium","2018","FC - PY","38000"
"Europe","Belgium","2018","(FC - PY)%","0.21965317919075145"
"Europe","Belgium","2018","FC - PL","-24000"
"Europe","Belgium","2018","(FC - PL)%","-0.10212765957446807"
"Europe","Poland","2018","PY","182000"
"Europe","Poland","2018","PL","173000"
"Europe","Poland","2018","FC","221000"
"Europe","Poland","2018","AC","180000"
"Europe","Poland","2018","AC - PY","-2000"
"Europe","Poland","2018","(AC - PY)%","-0.01098901098901099"
"Europe","Poland","2018","AC - PL","7000"
"Europe","Poland","2018","(AC - PL)%","0.04046242774566475"
"Europe","Poland","2018","AC - FC","-41000"
"Europe","Poland","2018","(AC - FC)%","-0.18552036199095023"
"Europe","Poland","2018","PL - PY","-9000"
"Europe","Poland","2018","(PL - PY)%","-0.049450549450549455"
"Europe","Poland","2018","FC - PY","39000"
"Europe","Poland","2018","(FC - PY)%","0.21428571428571427"
"Europe","Poland","2018","FC - PL","48000"
"Europe","Poland","2018","(FC - PL)%","0.2774566473988439"
"Europe","Germany","2018","PY","100000"
"Europe","Germany","2018","PL","126000"
"Europe","Germany","2018","FC","84000"
"Europe","Germany","2018","AC","91000"
"Europe","Germany","2018","AC - PY","-9000"
"Europe","Germany","2018","(AC - PY)%","-0.09"
"Europe","Germany","2018","AC - PL","-35000"
"Europe","Germany","2018","(AC - PL)%","-0.2777777777777778"
"Europe","Germany","2018","AC - FC","7000"
"Europe","Germany","2018","(AC - FC)%","0.08333333333333331"
"Europe","Germany","2018","PL - PY","26000"
"Europe","Germany","2018","(PL - PY)%","0.26"
"Europe","Germany","2018","FC - PY","-16000"
"Europe","Germany","2018","(FC - PY)%","-0.16"
"Europe","Germany","2018","FC - PL","-42000"
"Europe","Germany","2018","(FC - PL)%","-0.33333333333333326"
"Europe","Other","2018","PY","0"
"Europe","Other","2018","PL","131000"
"Europe","Other","2018","FC","129000"
"Europe","Other","2018","AC","41000"
"Europe","Other","2018","AC - PY","41000"
"Europe","Other","2018","(AC - PY)%",
"Europe","Other","2018","AC - PL","-90000"
"Europe","Other","2018","(AC - PL)%","-0.6870229007633588"
"Europe","Other","2018","AC - FC","-88000"
"Europe","Other","2018","(AC - FC)%","-0.6821705426356588"
"Europe","Other","2018","PL - PY","131000"
"Europe","Other","2018","(PL - PY)%",
"Europe","Other","2018","FC - PY","129000"
"Europe","Other","2018","(FC - PY)%",
"Europe","Other","2018","FC - PL","-2000"
"Europe","Other","2018","(FC - PL)%","-0.015267175572519083"
"Europe","France","2018","PY","0"
"Europe","France","2018","PL","0"
"Europe","France","2018","FC","170000"
"Europe","France","2018","AC","0"
"Europe","France","2018","AC - PY","0"
"Europe","France","2018","(AC - PY)%",
"Europe","France","2018","AC - PL","0"
"Europe","France","2018","(AC - PL)%",
"Europe","France","2018","AC - FC","-170000"
"Europe","France","2018","(AC - FC)%","-1"
"Europe","France","2018","PL - PY","0"
"Europe","France","2018","(PL - PY)%",
"Europe","France","2018","FC - PY","170000"
"Europe","France","2018","(FC - PY)%",
"Europe","France","2018","FC - PL","170000"
"Europe","France","2018","(FC - PL)%",
"Europe","Sweden","2018","PY","345000"
"Europe","Sweden","2018","PL","247000"
"Europe","Sweden","2018","FC","325000"
"Europe","Sweden","2018","AC",
"Europe","Sweden","2018","AC - PY","-345000"
"Europe","Sweden","2018","(AC - PY)%","-1"
"Europe","Sweden","2018","AC - PL","-247000"
"Europe","Sweden","2018","(AC - PL)%","-1"
"Europe","Sweden","2018","AC - FC","-325000"
"Europe","Sweden","2018","(AC - FC)%","-1"
"Europe","Sweden","2018","PL - PY","-98000"
"Europe","Sweden","2018","(PL - PY)%","-0.28405797101449276"
"Europe","Sweden","2018","FC - PY","-20000"
"Europe","Sweden","2018","(FC - PY)%","-0.057971014492753624"
"Europe","Sweden","2018","FC - PL","78000"
"Europe","Sweden","2018","(FC - PL)%","0.3157894736842105"
