Region,State,Category,Value Column Name,Value
"West","Washington","Office Supplies","Profit","11189.523199999996"
"West","Washington","Office Supplies","Sales","40084.40799999998"
"West","Washington","Office Supplies","Sales - Quantity","38982.40799999998"
"West","Washington","Office Supplies","(Sales - Quantity)%","35.37423593466423"
"West","Washington","Office Supplies","Sales - Profit","28894.884799999985"
"West","Washington","Office Supplies","(Sales - Profit)%","2.5823160007389765"
"West","Washington","Office Supplies","Profit - Quantity","10087.523199999996"
"West","Washington","Office Supplies","(Profit - Quantity)%","9.153832304900178"
"West","Washington","Technology","Quantity","352"
"West","Washington","Technology","Profit","15019.343500000003"
"West","Washington","Technology","Sales","50536.71000000001"
"West","Washington","Technology","Sales - Quantity","50184.71000000001"
"West","Washington","Technology","(Sales - Quantity)%","142.5701988636364"
"West","Washington","Technology","Sales - Profit","35517.366500000004"
"West","Washington","Technology","(Sales - Profit)%","2.364774898450122"
"West","Washington","Technology","Profit - Quantity","14667.343500000003"
"West","Washington","Technology","(Profit - Quantity)%","41.66858948863637"
"West","Arizona","Furniture","Quantity","188"
"West","Arizona","Furniture","Profit","-2744.9228000000007"
"West","Arizona","Furniture","Sales","13525.290999999997"
"West","Arizona","Furniture","Sales - Quantity","13337.290999999997"
"West","Arizona","Furniture","(Sales - Quantity)%","70.94303723404254"
"West","Arizona","Furniture","Sales - Profit","16270.213799999998"
"West","Arizona","Furniture","(Sales - Profit)%","5.927384843027278"
"West","Arizona","Furniture","Profit - Quantity","-2932.9228000000007"
"West","Arizona","Furniture","(Profit - Quantity)%","-15.600653191489366"
"West","Arizona","Office Supplies","Quantity","501"
"West","Arizona","Office Supplies","Profit","-795.5030000000004"
"West","Arizona","Office Supplies","Sales","10005.825000000003"
"West","Arizona","Office Supplies","Sales - Quantity","9504.825000000003"
"West","Arizona","Office Supplies","(Sales - Quantity)%","18.971706586826354"
"West","Arizona","Office Supplies","Sales - Profit","10801.328000000003"
"West","Arizona","Office Supplies","(Sales - Profit)%","13.577985249584223"
"West","Arizona","Office Supplies","Profit - Quantity","-1296.5030000000004"
"West","Arizona","Office Supplies","(Profit - Quantity)%","-2.5878303393213584"
"West","Arizona","Technology","Quantity","173"
"West","Arizona","Technology","Profit","112.50119999999981"
"West","Arizona","Technology","Sales","11750.885000000004"
"West","Arizona","Technology","Sales - Quantity","11577.885000000004"
"West","Arizona","Technology","(Sales - Quantity)%","66.92419075144511"
"West","Arizona","Technology","Sales - Profit","11638.383800000003"
"West","Arizona","Technology","(Sales - Profit)%","103.45119696501035"
"West","Arizona","Technology","Profit - Quantity","-60.49880000000019"
"West","Arizona","Technology","(Profit - Quantity)%","-0.3497040462427756"
"West","Colorado","Furniture","Quantity","200"
"West","Colorado","Furniture","Profit","-2683.1342000000004"
"West","Colorado","Furniture","Sales","13243.037"
"West","Colorado","Furniture","Sales - Quantity","13043.037"
"West","Colorado","Furniture","(Sales - Quantity)%","65.215185"
"West","Colorado","Furniture","Sales - Profit","15926.1712"
"West","Colorado","Furniture","(Sales - Profit)%","5.935659573047072"
"West","Colorado","Furniture","Profit - Quantity","-2883.1342000000004"
"West","Colorado","Furniture","(Profit - Quantity)%","-14.415671000000001"
"West","Colorado","Office Supplies","Quantity","344"
"West","Colorado","Office Supplies","Profit","-373.1392000000001"
"West","Colorado","Office Supplies","Sales","7898.751999999998"
"West","Colorado","Office Supplies","Sales - Quantity","7554.751999999998"
"West","Colorado","Office Supplies","(Sales - Quantity)%","21.96148837209302"
"West","Colorado","Office Supplies","Sales - Profit","8271.891199999998"
"West","Colorado","Office Supplies","(Sales - Profit)%","22.168378985643955"
"West","Colorado","Office Supplies","Profit - Quantity","-717.1392000000001"
"West","Colorado","Office Supplies","(Profit - Quantity)%","-2.084706976744186"
"West","Colorado","Technology","Quantity","149"
"West","Colorado","Technology","Profit","-3471.584500000001"
"West","Colorado","Technology","Sales","10966.329000000005"
"West","Colorado","Technology","Sales - Quantity","10817.329000000005"
"West","Colorado","Technology","(Sales - Quantity)%","72.59952348993292"
"West","Colorado","Technology","Sales - Profit","14437.913500000006"
"West","Colorado","Technology","(Sales - Profit)%","4.158882925073551"
"West","Colorado","Technology","Profit - Quantity","-3620.584500000001"
"West","Colorado","Technology","(Profit - Quantity)%","-24.299224832214772"
"West","Oregon","Furniture","Quantity","69"
"West","Oregon","Furniture","Profit","-1487.5768999999998"
"West","Oregon","Furniture","Sales","6338.13"
"West","Oregon","Furniture","Sales - Quantity","6269.13"
"West","Oregon","Furniture","(Sales - Quantity)%","90.85695652173914"
"West","Oregon","Furniture","Sales - Profit","7825.7069"
"West","Oregon","Furniture","(Sales - Profit)%","5.260707463257867"
"West","Oregon","Furniture","Profit - Quantity","-1556.5768999999998"
"West","Oregon","Furniture","(Profit - Quantity)%","-22.559085507246373"
"West","Oregon","Office Supplies","Quantity","323"
"West","Oregon","Office Supplies","Profit","170.75"
"West","Oregon","Office Supplies","Sales","5271.464000000001"
"West","Oregon","Office Supplies","Sales - Quantity","4948.464000000001"
"West","Oregon","Office Supplies","(Sales - Quantity)%","15.32032198142415"
"West","Oregon","Office Supplies","Sales - Profit","5100.714000000001"
"West","Oregon","Office Supplies","(Sales - Profit)%","29.87240995607614"
"West","Oregon","Office Supplies","Profit - Quantity","-152.25"
"West","Oregon","Office Supplies","(Profit - Quantity)%","-0.4713622291021672"
"West","Oregon","Technology","Quantity","107"
"West","Oregon","Technology","Profit","126.35639999999995"
"West","Oregon","Technology","Sales","5821.5560000000005"
"West","Oregon","Technology","Sales - Quantity","5714.5560000000005"
"West","Oregon","Technology","(Sales - Quantity)%","53.407065420560755"
"West","Oregon","Technology","Sales - Profit","5695.199600000001"
"West","Oregon","Technology","(Sales - Profit)%","45.072506022647076"
"West","Oregon","Technology","Profit - Quantity","19.35639999999995"
"West","Oregon","Technology","(Profit - Quantity)%","0.1809009345794388"
"West","Nevada","Furniture","Quantity","37"
"West","Nevada","Furniture","Profit","524.5704999999996"
"West","Nevada","Furniture","Sales","4635.172"
"West","Nevada","Furniture","Sales - Quantity","4598.172"
"West","Nevada","Furniture","(Sales - Quantity)%","124.27491891891891"
"West","Nevada","Furniture","Sales - Profit","4110.6015"
"West","Nevada","Furniture","(Sales - Profit)%","7.836127841729574"
"West","Nevada","Furniture","Profit - Quantity","487.5704999999996"
"West","Nevada","Furniture","(Profit - Quantity)%","13.177581081081069"
"West","Nevada","Office Supplies","Quantity","98"
"West","Nevada","Office Supplies","Profit","2279.3497999999995"
"West","Nevada","Office Supplies","Sales","6956.924000000001"
"West","Nevada","Office Supplies","Sales - Quantity","6858.924000000001"
"West","Nevada","Office Supplies","(Sales - Quantity)%","69.98902040816327"
"West","Nevada","Office Supplies","Sales - Profit","4677.574200000001"
"West","Nevada","Office Supplies","(Sales - Profit)%","2.052152855169488"
"West","Nevada","Office Supplies","Profit - Quantity","2181.3497999999995"
"West","Nevada","Office Supplies","(Profit - Quantity)%","22.258671428571425"
"West","Nevada","Technology","Quantity","33"
"West","Nevada","Technology","Profit","512.8455999999999"
"West","Nevada","Technology","Sales","5137.006"
"West","Nevada","Technology","Sales - Quantity","5104.006"
"West","Nevada","Technology","(Sales - Quantity)%","154.6668484848485"
"West","Nevada","Technology","Sales - Profit","4624.160400000001"
"West","Nevada","Technology","(Sales - Profit)%","9.016671684421201"
"West","Nevada","Technology","Profit - Quantity","479.8455999999999"
"West","Nevada","Technology","(Profit - Quantity)%","14.540775757575751"
"West","Utah","Furniture","Quantity","29"
"West","Utah","Furniture","Profit","631.7556999999998"
"West","Utah","Furniture","Sales","4822.349999999999"
"West","Utah","Furniture","Sales - Quantity","4793.349999999999"
"West","Utah","Furniture","(Sales - Quantity)%","165.28793103448277"
"West","Utah","Furniture","Sales - Profit","4190.5943"
"West","Utah","Furniture","(Sales - Profit)%","6.633251271021379"
"West","Utah","Furniture","Profit - Quantity","602.7556999999998"
"West","Utah","Furniture","(Profit - Quantity)%","20.784679310344824"
"West","Utah","Office Supplies","Quantity","145"
"West","Utah","Office Supplies","Profit","1333.0427000000002"
"West","Utah","Office Supplies","Sales","4087.802"
"West","Utah","Office Supplies","Sales - Quantity","3942.802"
"West","Utah","Office Supplies","(Sales - Quantity)%","27.191737931034485"
"West","Utah","Office Supplies","Sales - Profit","2754.7592999999997"
"West","Utah","Office Supplies","(Sales - Profit)%","2.066519924680582"
"West","Utah","Office Supplies","Profit - Quantity","1188.0427000000002"
"West","Utah","Office Supplies","(Profit - Quantity)%","8.193397931034484"
"West","Utah","Technology","Quantity","45"
"West","Utah","Technology","Profit","581.7350999999999"
"West","Utah","Technology","Sales","2309.904"
"West","Utah","Technology","Sales - Quantity","2264.904"
"West","Utah","Technology","(Sales - Quantity)%","50.331199999999995"
"West","Utah","Technology","Sales - Profit","1728.1689000000001"
"West","Utah","Technology","(Sales - Profit)%","2.970714505622921"
"West","Utah","Technology","Profit - Quantity","536.7350999999999"
"West","Utah","Technology","(Profit - Quantity)%","11.927446666666665"
"West","Montana","Furniture","Quantity","7"
"West","Montana","Furniture","Profit","21.7532"
"West","Montana","Furniture","Sales","63.980000000000004"
"West","Montana","Furniture","Sales - Quantity","56.980000000000004"
"West","Montana","Furniture","(Sales - Quantity)%","8.14"
"West","Montana","Furniture","Sales - Profit","42.226800000000004"
"West","Montana","Furniture","(Sales - Profit)%","1.9411764705882353"
"West","Montana","Furniture","Profit - Quantity","14.7532"
"West","Montana","Furniture","(Profit - Quantity)%","2.1076"
"West","Montana","Office Supplies","Quantity","31"
"West","Montana","Office Supplies","Profit","288.53989999999993"
"West","Montana","Office Supplies","Sales","1862.438"
"West","Montana","Office Supplies","Sales - Quantity","1831.438"
"West","Montana","Office Supplies","(Sales - Quantity)%","59.078645161290325"
"West","Montana","Office Supplies","Sales - Profit","1573.8981"
"West","Montana","Office Supplies","(Sales - Profit)%","5.454698293026373"
"West","Montana","Office Supplies","Profit - Quantity","257.53989999999993"
"West","Montana","Office Supplies","(Profit - Quantity)%","8.307738709677418"
"West","Montana","Technology","Quantity","18"
"West","Montana","Technology","Profit","1523.0353999999998"
"West","Montana","Technology","Sales","3662.9339999999997"
"West","Montana","Technology","Sales - Quantity","3644.9339999999997"
"West","Montana","Technology","(Sales - Quantity)%","202.49633333333333"
"West","Montana","Technology","Sales - Profit","2139.8986"
"West","Montana","Technology","(Sales - Profit)%","1.4050222338889826"
"West","Montana","Technology","Profit - Quantity","1505.0353999999998"
"West","Montana","Technology","(Profit - Quantity)%","83.61307777777776"
"West","New Mexico","Furniture","Quantity","19"
"West","New Mexico","Furniture","Profit","251.59169999999995"
"West","New Mexico","Furniture","Sales","1701.412"
"West","New Mexico","Furniture","Sales - Quantity","1682.412"
"West","New Mexico","Furniture","(Sales - Quantity)%","88.54799999999999"
"West","New Mexico","Furniture","Sales - Profit","1449.8203"
"West","New Mexico","Furniture","(Sales - Profit)%","5.762591929701975"
"West","New Mexico","Furniture","Profit - Quantity","232.59169999999995"
"West","New Mexico","Furniture","(Profit - Quantity)%","12.241668421052628"
"West","New Mexico","Office Supplies","Quantity","91"
"West","New Mexico","Office Supplies","Profit","568.2416000000001"
"West","New Mexico","Office Supplies","Sales","1384.182"
"West","New Mexico","Office Supplies","Sales - Quantity","1293.182"
"West","New Mexico","Office Supplies","(Sales - Quantity)%","14.210791208791209"
"West","New Mexico","Office Supplies","Sales - Profit","815.9404"
"West","New Mexico","Office Supplies","(Sales - Profit)%","1.4359040239222187"
"West","New Mexico","Office Supplies","Profit - Quantity","477.24160000000006"
"West","New Mexico","Office Supplies","(Profit - Quantity)%","5.244413186813188"
"West","New Mexico","Technology","Quantity","41"
"West","New Mexico","Technology","Profit","337.2828"
"West","New Mexico","Technology","Sales","1697.928"
"West","New Mexico","Technology","Sales - Quantity","1656.928"
"West","New Mexico","Technology","(Sales - Quantity)%","40.41287804878049"
"West","New Mexico","Technology","Sales - Profit","1360.6452000000002"
"West","New Mexico","Technology","(Sales - Profit)%","4.03413752494939"
"West","New Mexico","Technology","Profit - Quantity","296.2828"
"West","New Mexico","Technology","(Profit - Quantity)%","7.226409756097561"
"West","Idaho","Furniture","Quantity","18"
"West","Idaho","Furniture","Profit","533.9665"
"West","Idaho","Furniture","Sales","2595.482"
"West","Idaho","Furniture","Sales - Quantity","2577.482"
"West","Idaho","Furniture","(Sales - Quantity)%","143.19344444444445"
"West","Idaho","Furniture","Sales - Profit","2061.5155"
"West","Idaho","Furniture","(Sales - Profit)%","3.860758118720931"
"West","Idaho","Furniture","Profit - Quantity","515.9665"
"West","Idaho","Furniture","(Profit - Quantity)%","28.66480555555556"
"West","Idaho","Office Supplies","Quantity","34"
"West","Idaho","Office Supplies","Profit","200.65929999999992"
"West","Idaho","Office Supplies","Sales","949.506"
"West","Idaho","Office Supplies","Sales - Quantity","915.506"
"West","Idaho","Office Supplies","(Sales - Quantity)%","26.926647058823526"
"West","Idaho","Office Supplies","Sales - Profit","748.8467"
"West","Idaho","Office Supplies","(Sales - Profit)%","3.731931188836004"
"West","Idaho","Office Supplies","Profit - Quantity","166.65929999999992"
"West","Idaho","Office Supplies","(Profit - Quantity)%","4.901744117647056"
"West","Idaho","Technology","Quantity","12"
"West","Idaho","Technology","Profit","92.0973"
"West","Idaho","Technology","Sales","837.4979999999999"
"West","Idaho","Technology","Sales - Quantity","825.4979999999999"
"West","Idaho","Technology","(Sales - Quantity)%","68.7915"
"West","Idaho","Technology","Sales - Profit","745.4006999999999"
"West","Idaho","Technology","(Sales - Profit)%","8.093621637116396"
"West","Idaho","Technology","Profit - Quantity","80.0973"
"West","Idaho","Technology","(Profit - Quantity)%","6.674775"
"West","Wyoming","Furniture","Quantity","4"
"West","Wyoming","Furniture","Profit","100.19599999999997"
"West","Wyoming","Furniture","Sales","1603.1360000000002"
"West","Wyoming","Furniture","Sales - Quantity","1599.1360000000002"
"West","Wyoming","Furniture","(Sales - Quantity)%","399.784"
"West","Wyoming","Furniture","Sales - Profit","1502.9400000000003"
"West","Wyoming","Furniture","(Sales - Profit)%","15.000000000000007"
"West","Wyoming","Furniture","Profit - Quantity","96.19599999999997"
"West","Wyoming","Furniture","(Profit - Quantity)%","24.048999999999992"
"West","Wyoming","Office Supplies","Quantity",
"West","Wyoming","Office Supplies","Profit",
"West","Wyoming","Office Supplies","Sales",
"West","Wyoming","Office Supplies","Sales - Quantity",
"West","Wyoming","Office Supplies","(Sales - Quantity)%",
"West","Wyoming","Office Supplies","Sales - Profit",
"West","Wyoming","Office Supplies","(Sales - Profit)%",
"West","Wyoming","Office Supplies","Profit - Quantity",
"West","Wyoming","Office Supplies","(Profit - Quantity)%",
"West","Wyoming","Technology","Quantity",
"West","Wyoming","Technology","Profit",
"West","Wyoming","Technology","Sales",
"West","Wyoming","Technology","Sales - Quantity",
"West","Wyoming","Technology","(Sales - Quantity)%",
"West","Wyoming","Technology","Sales - Profit",
"West","Wyoming","Technology","(Sales - Profit)%",
"West","Wyoming","Technology","Profit - Quantity",
"West","Wyoming","Technology","(Profit - Quantity)%",
"East","New York","Furniture","Quantity","877"
"East","New York","Furniture","Profit","5857.680099999998"
"East","New York","Furniture","Sales","93372.72900000002"
"East","New York","Furniture","Sales - Quantity","92495.72900000002"
"East","New York","Furniture","(Sales - Quantity)%","105.46833409350057"
"East","New York","Furniture","Sales - Profit","87515.04890000002"
"East","New York","Furniture","(Sales - Profit)%","14.940223331758943"
"East","New York","Furniture","Profit - Quantity","4980.680099999998"
"East","New York","Furniture","(Profit - Quantity)%","5.679224743443556"
"East","New York","Office Supplies","Quantity","2585"
"East","New York","Office Supplies","Profit","25994.08289999999"
"East","New York","Office Supplies","Sales","90020.04199999996"
"East","New York","Office Supplies","Sales - Quantity","87435.04199999996"
"East","New York","Office Supplies","(Sales - Quantity)%","33.82400077369437"
"East","New York","Office Supplies","Sales - Profit","64025.959099999964"
"East","New York","Office Supplies","(Sales - Profit)%","2.4630974420720952"
"East","New York","Office Supplies","Profit - Quantity","23409.08289999999"
"East","New York","Office Supplies","(Profit - Quantity)%","9.05573806576402"
"East","New York","Technology","Quantity","762"
"East","New York","Technology","Profit","42186.785600000025"
"East","New York","Technology","Sales","127483.5000000001"
"East","New York","Technology","Sales - Quantity","126721.5000000001"
"East","New York","Technology","(Sales - Quantity)%","166.30118110236236"
"East","New York","Technology","Sales - Profit","85296.71440000008"
"East","New York","Technology","(Sales - Profit)%","2.0218822834418564"
"East","New York","Technology","Profit - Quantity","41424.785600000025"
"East","New York","Technology","(Profit - Quantity)%","54.36323569553809"
"East","Pennsylvania","Furniture","Quantity","487"
"East","Pennsylvania","Furniture","Profit","-7196.719900000002"
"East","Pennsylvania","Furniture","Sales","39354.931"
"East","Pennsylvania","Furniture","Sales - Quantity","38867.931"
"East","Pennsylvania","Furniture","(Sales - Quantity)%","79.81094661190964"
"East","Pennsylvania","Furniture","Sales - Profit","46551.6509"
"East","Pennsylvania","Furniture","(Sales - Profit)%","6.468453899393804"
"East","Pennsylvania","Furniture","Profit - Quantity","-7683.719900000002"
"East","Pennsylvania","Furniture","(Profit - Quantity)%","-15.777658932238197"
"East","Pennsylvania","Office Supplies","Quantity","1248"
"East","Pennsylvania","Office Supplies","Profit","-5172.018800000003"
"East","Pennsylvania","Office Supplies","Sales","34941.71399999999"
"East","Pennsylvania","Office Supplies","Sales - Quantity","33693.71399999999"
"East","Pennsylvania","Office Supplies","(Sales - Quantity)%","26.998168269230764"
"East","Pennsylvania","Office Supplies","Sales - Profit","40113.7328"
"East","Pennsylvania","Office Supplies","(Sales - Profit)%","7.755913957621341"
"East","Pennsylvania","Office Supplies","Profit - Quantity","-6420.018800000003"
"East","Pennsylvania","Office Supplies","(Profit - Quantity)%","-5.144245833333335"
"East","Pennsylvania","Technology","Quantity","418"
"East","Pennsylvania","Technology","Profit","-3191.2216000000017"
"East","Pennsylvania","Technology","Sales","42215.269"
"East","Pennsylvania","Technology","Sales - Quantity","41797.269"
"East","Pennsylvania","Technology","(Sales - Quantity)%","99.99346650717703"
"East","Pennsylvania","Technology","Sales - Profit","45406.490600000005"
"East","Pennsylvania","Technology","(Sales - Profit)%","14.228560811947368"
"East","Pennsylvania","Technology","Profit - Quantity","-3609.2216000000017"
"East","Pennsylvania","Technology","(Profit - Quantity)%","-8.634501435406703"
"East","Ohio","Furniture","Quantity","344"
"East","Ohio","Furniture","Profit","-4206.321199999999"
"East","Ohio","Furniture","Sales","24199.145000000004"
"East","Ohio","Furniture","Sales - Quantity","23855.145000000004"
"East","Ohio","Furniture","(Sales - Quantity)%","69.34635174418605"
"East","Ohio","Furniture","Sales - Profit","28405.466200000003"
"East","Ohio","Furniture","(Sales - Profit)%","6.7530425874277045"
"East","Ohio","Furniture","Profit - Quantity","-4550.321199999999"
"East","Ohio","Furniture","(Profit - Quantity)%","-13.227677906976743"
"East","Ohio","Office Supplies","Quantity","1031"
"East","Ohio","Office Supplies","Profit","-115.11530000000107"
"East","Ohio","Office Supplies","Sales","18382.999000000003"
"East","Ohio","Office Supplies","Sales - Quantity","17351.999000000003"
"East","Ohio","Office Supplies","(Sales - Quantity)%","16.830260911736183"
"East","Ohio","Office Supplies","Sales - Profit","18498.114300000005"
"East","Ohio","Office Supplies","(Sales - Profit)%","160.69205657284334"
"East","Ohio","Office Supplies","Profit - Quantity","-1146.115300000001"
"East","Ohio","Office Supplies","(Profit - Quantity)%","-1.1116540252182359"
"East","Ohio","Technology","Quantity","384"
"East","Ohio","Technology","Profit","-12649.9401"
"East","Ohio","Technology","Sales","35675.992"
"East","Ohio","Technology","Sales - Quantity","35291.992"
"East","Ohio","Technology","(Sales - Quantity)%","91.90622916666668"
"East","Ohio","Technology","Sales - Profit","48325.9321"
"East","Ohio","Technology","(Sales - Profit)%","3.8202498761239188"
"East","Ohio","Technology","Profit - Quantity","-13033.9401"
"East","Ohio","Technology","(Profit - Quantity)%","-33.94255234375"
"East","New Jersey","Furniture","Quantity","85"
"East","New Jersey","Furniture","Profit","932.3292999999999"
"East","New Jersey","Furniture","Sales","6307.0419999999995"
"East","New Jersey","Furniture","Sales - Quantity","6222.0419999999995"
"East","New Jersey","Furniture","(Sales - Quantity)%","73.20049411764705"
"East","New Jersey","Furniture","Sales - Profit","5374.7127"
"East","New Jersey","Furniture","(Sales - Profit)%","5.764822257543553"
"East","New Jersey","Furniture","Profit - Quantity","847.3292999999999"
"East","New Jersey","Furniture","(Profit - Quantity)%","9.96858"
"East","New Jersey","Office Supplies","Quantity","283"
"East","New Jersey","Office Supplies","Profit","4670.3865"
"East","New Jersey","Office Supplies","Sales","14956.109999999995"
"East","New Jersey","Office Supplies","Sales - Quantity","14673.109999999995"
"East","New Jersey","Office Supplies","(Sales - Quantity)%","51.848445229681964"
"East","New Jersey","Office Supplies","Sales - Profit","10285.723499999996"
"East","New Jersey","Office Supplies","(Sales - Profit)%","2.20232811567094"
"East","New Jersey","Office Supplies","Profit - Quantity","4387.3865"
"East","New Jersey","Office Supplies","(Profit - Quantity)%","15.503132508833922"
"East","New Jersey","Technology","Quantity","86"
"East","New Jersey","Technology","Profit","4170.1979999999985"
"East","New Jersey","Technology","Sales","14501.159999999996"
"East","New Jersey","Technology","Sales - Quantity","14415.159999999996"
"East","New Jersey","Technology","(Sales - Quantity)%","167.61813953488365"
"East","New Jersey","Technology","Sales - Profit","10330.961999999998"
"East","New Jersey","Technology","(Sales - Profit)%","2.477331292183249"
"East","New Jersey","Technology","Profit - Quantity","4084.1979999999985"
"East","New Jersey","Technology","(Profit - Quantity)%","47.490674418604634"
"East","Massachusetts","Furniture","Quantity","106"
"East","Massachusetts","Furniture","Profit","1090.0727000000013"
"East","Massachusetts","Furniture","Sales","10919.063999999998"
"East","Massachusetts","Furniture","Sales - Quantity","10813.063999999998"
"East","Massachusetts","Furniture","(Sales - Quantity)%","102.01003773584904"
"East","Massachusetts","Furniture","Sales - Profit","9828.991299999998"
"East","Massachusetts","Furniture","(Sales - Profit)%","9.016821813811122"
"East","Massachusetts","Furniture","Profit - Quantity","984.0727000000013"
"East","Massachusetts","Furniture","(Profit - Quantity)%","9.283704716981145"
"East","Massachusetts","Office Supplies","Quantity","316"
"East","Massachusetts","Office Supplies","Profit","3939.6788000000006"
"East","Massachusetts","Office Supplies","Sales","11988.740000000005"
"East","Massachusetts","Office Supplies","Sales - Quantity","11672.740000000005"
"East","Massachusetts","Office Supplies","(Sales - Quantity)%","36.93905063291141"
"East","Massachusetts","Office Supplies","Sales - Profit","8049.061200000005"
"East","Massachusetts","Office Supplies","(Sales - Profit)%","2.043075491331934"
"East","Massachusetts","Office Supplies","Profit - Quantity","3623.6788000000006"
"East","Massachusetts","Office Supplies","(Profit - Quantity)%","11.467337974683547"
"East","Massachusetts","Technology","Quantity","69"
"East","Massachusetts","Technology","Profit","1755.7501"
"East","Massachusetts","Technology","Sales","5726.63"
"East","Massachusetts","Technology","Sales - Quantity","5657.63"
"East","Massachusetts","Technology","(Sales - Quantity)%","81.99463768115942"
"East","Massachusetts","Technology","Sales - Profit","3970.8799"
"East","Massachusetts","Technology","(Sales - Profit)%","2.2616429866642185"
"East","Massachusetts","Technology","Profit - Quantity","1686.7501"
"East","Massachusetts","Technology","(Profit - Quantity)%","24.445653623188406"
"East","Delaware","Furniture","Quantity","64"
"East","Delaware","Furniture","Profit","870.7071999999998"
"East","Delaware","Furniture","Sales","4759.319"
"East","Delaware","Furniture","Sales - Quantity","4695.319"
"East","Delaware","Furniture","(Sales - Quantity)%","73.364359375"
"East","Delaware","Furniture","Sales - Profit","3888.6118000000006"
"East","Delaware","Furniture","(Sales - Profit)%","4.4660384110755045"
"East","Delaware","Furniture","Profit - Quantity","806.7071999999998"
"East","Delaware","Furniture","(Profit - Quantity)%","12.604799999999997"
"East","Delaware","Office Supplies","Quantity","244"
"East","Delaware","Office Supplies","Profit","2867.6168"
"East","Delaware","Office Supplies","Sales","8129.529999999999"
"East","Delaware","Office Supplies","Sales - Quantity","7885.529999999999"
"East","Delaware","Office Supplies","(Sales - Quantity)%","32.31774590163934"
"East","Delaware","Office Supplies","Sales - Profit","5261.913199999999"
"East","Delaware","Office Supplies","(Sales - Profit)%","1.834942939377395"
"East","Delaware","Office Supplies","Profit - Quantity","2623.6168"
"East","Delaware","Office Supplies","(Profit - Quantity)%","10.752527868852457"
"East","Delaware","Technology","Quantity","59"
"East","Delaware","Technology","Profit","6239.050800000002"
"East","Delaware","Technology","Sales","14562.219999999994"
"East","Delaware","Technology","Sales - Quantity","14503.219999999994"
"East","Delaware","Technology","(Sales - Quantity)%","245.81728813559312"
"East","Delaware","Technology","Sales - Profit","8323.169199999993"
"East","Delaware","Technology","(Sales - Profit)%","1.3340441465871684"
"East","Delaware","Technology","Profit - Quantity","6180.050800000002"
"East","Delaware","Technology","(Profit - Quantity)%","104.74662372881359"
"East","Maryland","Furniture","Quantity","104"
"East","Maryland","Furniture","Profit","1905.8273999999997"
"East","Maryland","Furniture","Sales","9149.252999999999"
"East","Maryland","Furniture","Sales - Quantity","9045.252999999999"
"East","Maryland","Furniture","(Sales - Quantity)%","86.97358653846153"
"East","Maryland","Furniture","Sales - Profit","7243.425599999999"
"East","Maryland","Furniture","(Sales - Profit)%","3.8006724008690402"
"East","Maryland","Furniture","Profit - Quantity","1801.8273999999997"
"East","Maryland","Furniture","(Profit - Quantity)%","17.32526346153846"
"East","Maryland","Office Supplies","Quantity","272"
"East","Maryland","Office Supplies","Profit","3802.473799999999"
"East","Maryland","Office Supplies","Sales","10390.23"
"East","Maryland","Office Supplies","Sales - Quantity","10118.23"
"East","Maryland","Office Supplies","(Sales - Quantity)%","37.199374999999996"
"East","Maryland","Office Supplies","Sales - Profit","6587.756200000001"
"East","Maryland","Office Supplies","(Sales - Profit)%","1.7324922002092435"
