Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Discount),Sum(Superstore 2023.Quantity),Superstore 2023.YTD Sales,Key measures.Total sales,Key measures.Total YTD
Furniture,"Monday, February 03, 2020",,,6242.525,,6242.525
Furniture,"Tuesday, February 04, 2020",,,6242.525,,6242.525
Furniture,"Wednesday, February 05, 2020",,,6242.525,,6242.525
Furniture,"Thursday, February 06, 2020",,,6242.525,,6242.525
Furniture,"Friday, February 07, 2020",,,6242.525,,6242.525
Furniture,"Saturday, February 08, 2020",0,2,6257.085,14.56,6257.085
Furniture,"Sunday, February 09, 2020",,,6257.085,,6257.085
Furniture,"Monday, February 10, 2020",,,6257.085,,6257.085
Furniture,"Tuesday, February 11, 2020",0,10,7907.135,1650.05,7907.135
Furniture,"Wednesday, February 12, 2020",0.2,2,8036.703,129.568,8036.703
Furniture,"Thursday, February 13, 2020",,,8036.703,,8036.703
Furniture,"Friday, February 14, 2020",,,8036.703,,8036.703
Furniture,"Saturday, February 15, 2020",,,8036.703,,8036.703
Furniture,"Sunday, February 16, 2020",,,8036.703,,8036.703
Furniture,"Monday, February 17, 2020",,,8036.703,,8036.703
Furniture,"Tuesday, February 18, 2020",0.6,5,8061.863,25.16,8061.863
Furniture,"Wednesday, February 19, 2020",,,8061.863,,8061.863
Furniture,"Thursday, February 20, 2020",0,4,8082.183,20.32,8082.183
Furniture,"Friday, February 21, 2020",,,8082.183,,8082.183
Furniture,"Saturday, February 22, 2020",,,8082.183,,8082.183
Furniture,"Sunday, February 23, 2020",,,8082.183,,8082.183
Furniture,"Monday, February 24, 2020",,,8082.183,,8082.183
Furniture,"Tuesday, February 25, 2020",,,8082.183,,8082.183
Furniture,"Wednesday, February 26, 2020",,,8082.183,,8082.183
Furniture,"Thursday, February 27, 2020",,,8082.183,,8082.183
Furniture,"Friday, February 28, 2020",,,8082.183,,8082.183
Furniture,"Saturday, February 29, 2020",,,8082.183,,8082.183
Furniture,"Sunday, March 01, 2020",1.7000000000000002,23,9976.178,1893.995,9976.178
Furniture,"Monday, March 02, 2020",,,9976.178,,9976.178
Furniture,"Tuesday, March 03, 2020",0.7,8,10904.98,928.802,10904.98
Furniture,"Wednesday, March 04, 2020",,,10904.98,,10904.98
Furniture,"Thursday, March 05, 2020",,,10904.98,,10904.98
Furniture,"Friday, March 06, 2020",,,10904.98,,10904.98
Furniture,"Saturday, March 07, 2020",0.6000000000000001,9,11871.964,966.984,11871.964
Furniture,"Sunday, March 08, 2020",,,11871.964,,11871.964
Furniture,"Monday, March 09, 2020",,,11871.964,,11871.964
Furniture,"Tuesday, March 10, 2020",,,11871.964,,11871.964
Furniture,"Wednesday, March 11, 2020",0.2,5,11880.284,8.32,11880.284
Furniture,"Thursday, March 12, 2020",,,11880.284,,11880.284
Furniture,"Friday, March 13, 2020",,,11880.284,,11880.284
Furniture,"Saturday, March 14, 2020",0,4,13020.204,1139.92,13020.204
Furniture,"Sunday, March 15, 2020",0.2,3,13065.9,45.696,13065.9
Furniture,"Monday, March 16, 2020",,,13065.9,,13065.9
Furniture,"Tuesday, March 17, 2020",1.2000000000000002,14,16331.13,3265.23,16331.13
Furniture,"Wednesday, March 18, 2020",0.55,17,17793.579999999998,1462.45,17793.579999999998
Furniture,"Thursday, March 19, 2020",0.4,6,17818.588,25.008,17818.588
Furniture,"Friday, March 20, 2020",,,17818.588,,17818.588
Furniture,"Saturday, March 21, 2020",0.4,6,18069.916,251.328,18069.916
Furniture,"Sunday, March 22, 2020",0.2,3,18384.268,314.352,18384.268
Furniture,"Monday, March 23, 2020",,,18384.268,,18384.268
Furniture,"Tuesday, March 24, 2020",0,2,18424.748,40.48,18424.748
Furniture,"Wednesday, March 25, 2020",0.1,7,18791.534,366.786,18791.534
Furniture,"Thursday, March 26, 2020",,,18791.534,,18791.534
Furniture,"Friday, March 27, 2020",,,18791.534,,18791.534
Furniture,"Saturday, March 28, 2020",0.4,5,20306.842,1515.308,20306.842
Furniture,"Sunday, March 29, 2020",0.3,3,21197.683,890.841,21197.683
Furniture,"Monday, March 30, 2020",0.44999999999999996,9,21530.651,332.968,21530.651
Furniture,"Tuesday, March 31, 2020",0.2,7,22656.139000000003,1125.488,22656.139000000003
Furniture,"Wednesday, April 01, 2020",,,22656.139000000003,,22656.139000000003
Furniture,"Thursday, April 02, 2020",0,2,22833.819000000003,177.68,22833.819000000003
Furniture,"Friday, April 03, 2020",,,22833.819000000003,,22833.819000000003
Furniture,"Saturday, April 04, 2020",0,1,22839.289000000004,5.47,22839.289000000004
Furniture,"Sunday, April 05, 2020",,,22839.289000000004,,22839.289000000004
Furniture,"Monday, April 06, 2020",0.4,15,23772.673000000003,933.384,23772.673000000003
Furniture,"Tuesday, April 07, 2020",0,2,23781.633,8.96,23781.633
Furniture,"Wednesday, April 08, 2020",0.6000000000000001,10,25269.255,1487.622,25269.255
Furniture,"Thursday, April 09, 2020",,,25269.255,,25269.255
Furniture,"Friday, April 10, 2020",,,25269.255,,25269.255
Furniture,"Saturday, April 11, 2020",,,25269.255,,25269.255
Furniture,"Sunday, April 12, 2020",0.15,3,25577.754,308.499,25577.754
Furniture,"Monday, April 13, 2020",,,25577.754,,25577.754
Furniture,"Tuesday, April 14, 2020",,,25577.754,,25577.754
Furniture,"Wednesday, April 15, 2020",0,4,25765.514,187.76,25765.514
Furniture,"Thursday, April 16, 2020",,,25765.514,,25765.514
Furniture,"Friday, April 17, 2020",,,25765.514,,25765.514
Furniture,"Saturday, April 18, 2020",0.3,3,26082.572,317.058,26082.572
Furniture,"Sunday, April 19, 2020",0,3,26158.712,76.14,26158.712
Furniture,"Monday, April 20, 2020",0.6,11,27364.322,1205.61,27364.322
Furniture,"Tuesday, April 21, 2020",,,27364.322,,27364.322
Furniture,"Wednesday, April 22, 2020",,,27364.322,,27364.322
Furniture,"Thursday, April 23, 2020",0.8,8,27949.402000000002,585.08,27949.402000000002
Furniture,"Friday, April 24, 2020",,,27949.402000000002,,27949.402000000002
Furniture,"Saturday, April 25, 2020",0.2,10,29739.692000000003,1790.29,29739.692000000003
Furniture,"Sunday, April 26, 2020",0.2,3,29969.972,230.28,29969.972
Furniture,"Monday, April 27, 2020",,,29969.972,,29969.972
Furniture,"Tuesday, April 28, 2020",,,29969.972,,29969.972
Furniture,"Wednesday, April 29, 2020",0.2,6,30600.976000000002,631.004,30600.976000000002
Furniture,"Thursday, April 30, 2020",,,30600.976000000002,,30600.976000000002
Furniture,"Friday, May 01, 2020",,,30600.976000000002,,30600.976000000002
Furniture,"Saturday, May 02, 2020",,,30600.976000000002,,30600.976000000002
Furniture,"Sunday, May 03, 2020",,,30600.976000000002,,30600.976000000002
Furniture,"Monday, May 04, 2020",0,9,30640.616,39.64,30640.616
Furniture,"Tuesday, May 05, 2020",0.3,3,30768.485,127.869,30768.485
Furniture,"Wednesday, May 06, 2020",,,30768.485,,30768.485
Furniture,"Thursday, May 07, 2020",0.3,6,31835.055,1066.57,31835.055
Furniture,"Friday, May 08, 2020",,,31835.055,,31835.055
Furniture,"Saturday, May 09, 2020",,,31835.055,,31835.055
Furniture,"Sunday, May 10, 2020",0.7,8,32441.804,606.749,32441.804
Furniture,"Monday, May 11, 2020",0.8999999999999999,12,33720.876,1279.072,33720.876
Furniture,"Tuesday, May 12, 2020",0.3,10,34455.721999999994,734.846,34455.721999999994
Furniture,"Wednesday, May 13, 2020",0.2,6,34735.17799999999,279.456,34735.17799999999
Furniture,"Thursday, May 14, 2020",0.2,2,35046.05799999999,310.88,35046.05799999999
Furniture,"Friday, May 15, 2020",,,35046.05799999999,,35046.05799999999
Furniture,"Saturday, May 16, 2020",0.2,5,35278.93799999999,232.88,35278.93799999999
Furniture,"Sunday, May 17, 2020",,,35278.93799999999,,35278.93799999999
Furniture,"Monday, May 18, 2020",0.2,3,35428.16999999999,149.232,35428.16999999999
Furniture,"Tuesday, May 19, 2020",,,35428.16999999999,,35428.16999999999
Furniture,"Wednesday, May 20, 2020",0.6,10,35578.361999999994,150.192,35578.361999999994
Furniture,"Thursday, May 21, 2020",0.3,2,35686.13399999999,107.772,35686.13399999999
Furniture,"Friday, May 22, 2020",,,35686.13399999999,,35686.13399999999
Furniture,"Saturday, May 23, 2020",,,35686.13399999999,,35686.13399999999
Furniture,"Sunday, May 24, 2020",,,35686.13399999999,,35686.13399999999
Furniture,"Monday, May 25, 2020",0.6,2,35715.45399999999,29.32,35715.45399999999
Furniture,"Tuesday, May 26, 2020",0.6499999999999999,6,36591.18799999999,875.734,36591.18799999999
Furniture,"Wednesday, May 27, 2020",0.2,10,37158.30799999999,567.12,37158.30799999999
Furniture,"Thursday, May 28, 2020",,,37158.30799999999,,37158.30799999999
Furniture,"Friday, May 29, 2020",,,37158.30799999999,,37158.30799999999
Furniture,"Saturday, May 30, 2020",0.5,3,37513.76299999999,355.455,37513.76299999999
Furniture,"Sunday, May 31, 2020",,,37513.76299999999,,37513.76299999999
Furniture,"Monday, June 01, 2020",0,13,39537.82299999999,2024.06,39537.82299999999
Furniture,"Tuesday, June 02, 2020",0,6,39611.14299999999,73.32,39611.14299999999
Furniture,"Wednesday, June 03, 2020",0.6,13,40188.56699999999,577.424,40188.56699999999
Furniture,"Thursday, June 04, 2020",0.2,6,40613.054999999986,424.488,40613.054999999986
Furniture,"Friday, June 05, 2020",,,40613.054999999986,,40613.054999999986
Furniture,"Saturday, June 06, 2020",0.4,3,41604.81899999999,991.764,41604.81899999999
Furniture,"Sunday, June 07, 2020",0.5,3,41873.753999999986,268.935,41873.753999999986
Furniture,"Monday, June 08, 2020",0.4,6,42629.65799999999,755.904,42629.65799999999
Furniture,"Tuesday, June 09, 2020",0.2,25,45863.40199999999,3233.744,45863.40199999999
Furniture,"Wednesday, June 10, 2020",,,45863.40199999999,,45863.40199999999
Furniture,"Thursday, June 11, 2020",,,45863.40199999999,,45863.40199999999
Furniture,"Friday, June 12, 2020",,,45863.40199999999,,45863.40199999999
Furniture,"Saturday, June 13, 2020",,,45863.40199999999,,45863.40199999999
Furniture,"Sunday, June 14, 2020",0,3,46076.34199999999,212.94,46076.34199999999
Furniture,"Monday, June 15, 2020",0.6,6,46974.20399999999,897.862,46974.20399999999
Furniture,"Tuesday, June 16, 2020",0,8,47622.04399999999,647.84,47622.04399999999
Furniture,"Wednesday, June 17, 2020",0,3,47628.283999999985,6.24,47628.283999999985
Furniture,"Thursday, June 18, 2020",,,47628.283999999985,,47628.283999999985
Furniture,"Friday, June 19, 2020",,,47628.283999999985,,47628.283999999985
Furniture,"Saturday, June 20, 2020",0.32,4,47821.34959999999,193.0656,47821.34959999999
Furniture,"Sunday, June 21, 2020",0.2,2,47929.343599999986,107.994,47929.343599999986
Furniture,"Monday, June 22, 2020",0.6,8,48953.33159999998,1023.988,48953.33159999998
Furniture,"Tuesday, June 23, 2020",,,48953.33159999998,,48953.33159999998
Furniture,"Wednesday, June 24, 2020",0.2,2,48957.60359999998,4.272,48957.60359999998
Furniture,"Thursday, June 25, 2020",0.2,5,49405.44359999998,447.84,49405.44359999998
Furniture,"Friday, June 26, 2020",,,49405.44359999998,,49405.44359999998
Furniture,"Saturday, June 27, 2020",0,1,49491.42359999998,85.98,49491.42359999998
Furniture,"Sunday, June 28, 2020",0.3,5,50719.88859999998,1228.465,50719.88859999998
Furniture,"Monday, June 29, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Tuesday, June 30, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Wednesday, July 01, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Thursday, July 02, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Friday, July 03, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Saturday, July 04, 2020",,,50719.88859999998,,50719.88859999998
Furniture,"Sunday, July 05, 2020",0.4,5,50952.624599999974,232.736,50952.624599999974
Furniture,"Monday, July 06, 2020",0.2,2,51431.10459999998,478.48,51431.10459999998
Furniture,"Tuesday, July 07, 2020",0.5,4,51672.29859999998,241.194,51672.29859999998
Furniture,"Wednesday, July 08, 2020",0.30000000000000004,4,52238.66859999998,566.37,52238.66859999998
Furniture,"Thursday, July 09, 2020",0.15,1,52358.50159999998,119.833,52358.50159999998
Furniture,"Friday, July 10, 2020",,,52358.50159999998,,52358.50159999998
Furniture,"Saturday, July 11, 2020",0,12,53337.551599999984,979.05,53337.551599999984
Furniture,"Sunday, July 12, 2020",0.7,10,54671.39759999998,1333.846,54671.39759999998
Furniture,"Monday, July 13, 2020",0.2,3,55022.61359999998,351.216,55022.61359999998
Furniture,"Tuesday, July 14, 2020",0.2,2,55054.59759999998,31.984,55054.59759999998
Furniture,"Wednesday, July 15, 2020",,,55054.59759999998,,55054.59759999998
Furniture,"Thursday, July 16, 2020",,,55054.59759999998,,55054.59759999998
Furniture,"Friday, July 17, 2020",,,55054.59759999998,,55054.59759999998
Furniture,"Saturday, July 18, 2020",0.2,4,55313.73359999998,259.136,55313.73359999998
Furniture,"Sunday, July 19, 2020",0.3,1,55384.293599999975,70.56,55384.293599999975
Furniture,"Monday, July 20, 2020",0.8999999999999999,10,56425.42559999997,1041.132,56425.42559999997
Furniture,"Tuesday, July 21, 2020",0.7,8,58157.77159999997,1732.346,58157.77159999997
Furniture,"Wednesday, July 22, 2020",0.4,6,59045.84359999997,888.072,59045.84359999997
Furniture,"Thursday, July 23, 2020",,,59045.84359999997,,59045.84359999997
Furniture,"Friday, July 24, 2020",,,59045.84359999997,,59045.84359999997
Furniture,"Saturday, July 25, 2020",0,8,59123.76359999997,77.92,59123.76359999997
Furniture,"Sunday, July 26, 2020",0.8,20,60043.211599999966,919.448,60043.211599999966
Furniture,"Monday, July 27, 2020",,,60043.211599999966,,60043.211599999966
Furniture,"Tuesday, July 28, 2020",0.2,6,60173.099599999965,129.888,60173.099599999965
Furniture,"Wednesday, July 29, 2020",,,60173.099599999965,,60173.099599999965
Furniture,"Thursday, July 30, 2020",0,8,61540.93959999996,1367.84,61540.93959999996
Furniture,"Friday, July 31, 2020",,,61540.93959999996,,61540.93959999996
Furniture,"Saturday, August 01, 2020",0.2,4,61585.06759999996,44.128,61585.06759999996
Furniture,"Sunday, August 02, 2020",,,61585.06759999996,,61585.06759999996
Furniture,"Monday, August 03, 2020",0.5,2,61803.81759999996,218.75,61803.81759999996
Furniture,"Tuesday, August 04, 2020",,,61803.81759999996,,61803.81759999996
Furniture,"Wednesday, August 05, 2020",0.5,14,63766.54159999996,1962.724,63766.54159999996
Furniture,"Thursday, August 06, 2020",,,63766.54159999996,,63766.54159999996
Furniture,"Friday, August 07, 2020",,,63766.54159999996,,63766.54159999996
Furniture,"Saturday, August 08, 2020",0.4,22,64425.01359999996,658.472,64425.01359999996
Furniture,"Sunday, August 09, 2020",,,64425.01359999996,,64425.01359999996
Furniture,"Monday, August 10, 2020",,,64425.01359999996,,64425.01359999996
Furniture,"Tuesday, August 11, 2020",0,1,64437.36359999996,12.35,64437.36359999996
Furniture,"Wednesday, August 12, 2020",0,3,64522.80359999996,85.44,64522.80359999996
Furniture,"Thursday, August 13, 2020",,,64522.80359999996,,64522.80359999996
Furniture,"Friday, August 14, 2020",,,64522.80359999996,,64522.80359999996
Furniture,"Saturday, August 15, 2020",0.2,4,64717.93959999996,195.136,64717.93959999996
Furniture,"Sunday, August 16, 2020",0.4,6,65571.03159999996,853.092,65571.03159999996
Furniture,"Monday, August 17, 2020",,,65571.03159999996,,65571.03159999996
Furniture,"Tuesday, August 18, 2020",,,65571.03159999996,,65571.03159999996
Furniture,"Wednesday, August 19, 2020",0,16,66499.09159999996,928.06,66499.09159999996
Furniture,"Thursday, August 20, 2020",0.3,15,67420.70359999995,921.612,67420.70359999995
Furniture,"Friday, August 21, 2020",,,67420.70359999995,,67420.70359999995
Furniture,"Saturday, August 22, 2020",,,67420.70359999995,,67420.70359999995
Furniture,"Sunday, August 23, 2020",0.2,3,67424.92759999995,4.224,67424.92759999995
Furniture,"Monday, August 24, 2020",0,2,67438.20759999995,13.28,67438.20759999995
Furniture,"Tuesday, August 25, 2020",0,1,67444.48759999995,6.28,67444.48759999995
Furniture,"Wednesday, August 26, 2020",0,4,67455.16759999994,10.68,67455.16759999994
Furniture,"Thursday, August 27, 2020",0,7,68687.22759999994,1232.06,68687.22759999994
Furniture,"Friday, August 28, 2020",,,68687.22759999994,,68687.22759999994
Furniture,"Saturday, August 29, 2020",0.45,3,68861.28609999994,174.0585,68861.28609999994
Furniture,"Sunday, August 30, 2020",,,68861.28609999994,,68861.28609999994
Furniture,"Monday, August 31, 2020",,,68861.28609999994,,68861.28609999994
Furniture,"Tuesday, September 01, 2020",,,68861.28609999994,,68861.28609999994
Furniture,"Wednesday, September 02, 2020",0,1,68931.99609999995,70.71,68931.99609999995
Furniture,"Thursday, September 03, 2020",,,68931.99609999995,,68931.99609999995
Furniture,"Friday, September 04, 2020",,,68931.99609999995,,68931.99609999995
Furniture,"Saturday, September 05, 2020",0.2,2,68963.98009999994,31.984,68963.98009999994
Furniture,"Sunday, September 06, 2020",0,6,69005.86009999995,41.88,69005.86009999995
Furniture,"Monday, September 07, 2020",0.5,19,70720.45309999994,1714.593,70720.45309999994
Furniture,"Tuesday, September 08, 2020",0.9000000000000001,21,74575.89709999994,3855.444,74575.89709999994
Furniture,"Wednesday, September 09, 2020",0.4,15,75439.92109999995,864.024,75439.92109999995
Furniture,"Thursday, September 10, 2020",0.2,10,77181.86109999995,1741.94,77181.86109999995
Furniture,"Friday, September 11, 2020",0,3,77309.81109999995,127.95,77309.81109999995
Furniture,"Saturday, September 12, 2020",0.1,8,81135.66309999995,3825.852,81135.66309999995
Furniture,"Sunday, September 13, 2020",0.3,9,81489.96909999994,354.306,81489.96909999994
Furniture,"Monday, September 14, 2020",1.2000000000000002,22,82119.74909999994,629.78,82119.74909999994
Furniture,"Tuesday, September 15, 2020",0.2,6,82238.24509999994,118.496,82238.24509999994
Furniture,"Wednesday, September 16, 2020",,,82238.24509999994,,82238.24509999994
Furniture,"Thursday, September 17, 2020",0,2,82273.58509999994,35.34,82273.58509999994
Furniture,"Friday, September 18, 2020",,,82273.58509999994,,82273.58509999994
Furniture,"Saturday, September 19, 2020",0.6,8,83234.60309999993,961.018,83234.60309999993
Furniture,"Sunday, September 20, 2020",1.0999999999999999,21,86306.24309999993,3071.64,86306.24309999993
Furniture,"Monday, September 21, 2020",0.6,2,86314.78709999993,8.544,86314.78709999993
Furniture,"Tuesday, September 22, 2020",0.1,7,86991.75509999992,676.968,86991.75509999992
Furniture,"Wednesday, September 23, 2020",0.15,3,87427.75409999992,435.999,87427.75409999992
Furniture,"Thursday, September 24, 2020",,,87427.75409999992,,87427.75409999992
Furniture,"Friday, September 25, 2020",0.32,2,87728.28689999992,300.5328,87728.28689999992
Furniture,"Saturday, September 26, 2020",0.6000000000000001,6,88480.59089999992,752.304,88480.59089999992
Furniture,"Sunday, September 27, 2020",0.2,8,89172.05089999993,691.46,89172.05089999993
Furniture,"Monday, September 28, 2020",0.2,4,89509.13889999993,337.088,89509.13889999993
Furniture,"Tuesday, September 29, 2020",0.8,20,92662.52689999994,3153.388,92662.52689999994
Furniture,"Wednesday, September 30, 2020",0,3,92677.76689999994,15.24,92677.76689999994
Furniture,"Thursday, October 01, 2020",,,92677.76689999994,,92677.76689999994
Furniture,"Friday, October 02, 2020",,,92677.76689999994,,92677.76689999994
Furniture,"Saturday, October 03, 2020",1.2999999999999998,10,93233.60589999995,555.839,93233.60589999995
Furniture,"Sunday, October 04, 2020",0.1,5,93823.01589999995,589.41,93823.01589999995
Furniture,"Monday, October 05, 2020",,,93823.01589999995,,93823.01589999995
Furniture,"Tuesday, October 06, 2020",,,93823.01589999995,,93823.01589999995
Furniture,"Wednesday, October 07, 2020",0.2,5,93952.93589999995,129.92,93952.93589999995
Furniture,"Thursday, October 08, 2020",,,93952.93589999995,,93952.93589999995
Furniture,"Friday, October 09, 2020",,,93952.93589999995,,93952.93589999995
Furniture,"Saturday, October 10, 2020",0.4,10,94122.15989999996,169.224,94122.15989999996
Furniture,"Sunday, October 11, 2020",0.2,17,94628.11789999995,505.958,94628.11789999995
Furniture,"Monday, October 12, 2020",,,94628.11789999995,,94628.11789999995
Furniture,"Tuesday, October 13, 2020",0,7,96172.64789999995,1544.53,96172.64789999995
Furniture,"Wednesday, October 14, 2020",0,9,97801.46789999996,1628.82,97801.46789999996
Furniture,"Thursday, October 15, 2020",0.5,3,98000.22389999995,198.756,98000.22389999995
Furniture,"Friday, October 16, 2020",,,98000.22389999995,,98000.22389999995
Furniture,"Saturday, October 17, 2020",0.6,2,98005.53589999996,5.312,98005.53589999996
Furniture,"Sunday, October 18, 2020",0,12,99156.75589999996,1151.22,99156.75589999996
Furniture,"Monday, October 19, 2020",,,99156.75589999996,,99156.75589999996
Furniture,"Tuesday, October 20, 2020",0.4,3,99485.34589999996,328.59,99485.34589999996
Furniture,"Wednesday, October 21, 2020",0.4,7,100486.25589999996,1000.91,100486.25589999996
Furniture,"Thursday, October 22, 2020",0.2,8,100710.06389999996,223.808,100710.06389999996
Furniture,"Friday, October 23, 2020",,,100710.06389999996,,100710.06389999996
Furniture,"Saturday, October 24, 2020",,,100710.06389999996,,100710.06389999996
Furniture,"Sunday, October 25, 2020",,,100710.06389999996,,100710.06389999996
Furniture,"Monday, October 26, 2020",0,4,100773.98389999996,63.92,100773.98389999996
Furniture,"Tuesday, October 27, 2020",,,100773.98389999996,,100773.98389999996
Furniture,"Wednesday, October 28, 2020",0.15,6,101390.98189999997,616.998,101390.98189999997
Furniture,"Thursday, October 29, 2020",,,101390.98189999997,,101390.98189999997
Furniture,"Friday, October 30, 2020",,,101390.98189999997,,101390.98189999997
Furniture,"Saturday, October 31, 2020",0.9,22,104982.01389999998,3591.032,104982.01389999998
Furniture,"Sunday, November 01, 2020",0.2,8,105082.39789999998,100.384,105082.39789999998
Furniture,"Monday, November 02, 2020",0,6,105171.73789999998,89.34,105171.73789999998
Furniture,"Tuesday, November 03, 2020",0.6000000000000001,9,106527.12589999998,1355.388,106527.12589999998
Furniture,"Wednesday, November 04, 2020",0.30000000000000004,7,107272.07589999998,744.95,107272.07589999998
Furniture,"Thursday, November 05, 2020",0.2,13,107715.58389999998,443.508,107715.58389999998
Furniture,"Friday, November 06, 2020",,,107715.58389999998,,107715.58389999998
Furniture,"Saturday, November 07, 2020",0.3,4,108398.72789999998,683.144,108398.72789999998
Furniture,"Sunday, November 08, 2020",,,108398.72789999998,,108398.72789999998
Furniture,"Monday, November 09, 2020",0.15,11,108677.91389999999,279.186,108677.91389999999
Furniture,"Tuesday, November 10, 2020",0,10,109334.93389999999,657.02,109334.93389999999
Furniture,"Wednesday, November 11, 2020",2,18,111406.35789999999,2071.424,111406.35789999999
Furniture,"Thursday, November 12, 2020",1.12,7,112128.5431,722.1852,112128.5431
Furniture,"Friday, November 13, 2020",,,112128.5431,,112128.5431
Furniture,"Saturday, November 14, 2020",0.1,2,112197.80709999999,69.264,112197.80709999999
Furniture,"Sunday, November 15, 2020",0,3,112207.91709999999,10.11,112207.91709999999
Furniture,"Monday, November 16, 2020",0.44999999999999996,5,112551.18759999999,343.2705,112551.18759999999
Furniture,"Tuesday, November 17, 2020",0.5,23,117821.26759999999,5270.08,117821.26759999999
Furniture,"Wednesday, November 18, 2020",2.1,26,120012.9996,2191.732,120012.9996
Furniture,"Thursday, November 19, 2020",0,6,121038.8796,1025.88,121038.8796
Furniture,"Friday, November 20, 2020",,,121038.8796,,121038.8796
Furniture,"Saturday, November 21, 2020",,,121038.8796,,121038.8796
Furniture,"Sunday, November 22, 2020",,,121038.8796,,121038.8796
Furniture,"Monday, November 23, 2020",1.2999999999999998,11,122185.9796,1147.1,122185.9796
Furniture,"Tuesday, November 24, 2020",0.7,20,123215.78760000001,1029.808,123215.78760000001
Furniture,"Wednesday, November 25, 2020",1.2999999999999998,20,125518.75460000001,2302.967,125518.75460000001
Furniture,"Thursday, November 26, 2020",0.6,5,125538.05460000002,19.3,125538.05460000002
Furniture,"Friday, November 27, 2020",0,5,125737.95460000001,199.9,125737.95460000001
Furniture,"Saturday, November 28, 2020",0.15,9,126546.88660000001,808.932,126546.88660000001
Furniture,"Sunday, November 29, 2020",,,126546.88660000001,,126546.88660000001
Furniture,"Monday, November 30, 2020",,,126546.88660000001,,126546.88660000001
Furniture,"Tuesday, December 01, 2020",0.8,27,131060.49260000001,4513.606,131060.49260000001
Furniture,"Wednesday, December 02, 2020",1.4,26,132343.29260000002,1282.8,132343.29260000002
Furniture,"Thursday, December 03, 2020",,,132343.29260000002,,132343.29260000002
Furniture,"Friday, December 04, 2020",,,132343.29260000002,,132343.29260000002
Furniture,"Saturday, December 05, 2020",,,132343.29260000002,,132343.29260000002
Furniture,"Sunday, December 06, 2020",2.2,12,132868.48460000003,525.192,132868.48460000003
Furniture,"Monday, December 07, 2020",,,132868.48460000003,,132868.48460000003
Furniture,"Tuesday, December 08, 2020",0.2,10,133591.72460000002,723.24,133591.72460000002
Furniture,"Wednesday, December 09, 2020",,,133591.72460000002,,133591.72460000002
Furniture,"Thursday, December 10, 2020",0.2,3,133930.07660000003,338.352,133930.07660000003
Furniture,"Friday, December 11, 2020",,,133930.07660000003,,133930.07660000003
Furniture,"Saturday, December 12, 2020",0.55,28,138625.67710000003,4695.6005,138625.67710000003
Furniture,"Sunday, December 13, 2020",0.8,6,138808.06510000004,182.388,138808.06510000004
