Category,Sub-Category,Value Column Name,Value
"Furniture","Furnishings","2015 Qtr 3 Quantity","196"
"Furniture","Furnishings","2015 Qtr 3 Sales","4699.736"
"Furniture","Furnishings","2015 Qtr 4 Quantity","269"
"Furniture","Furnishings","2015 Qtr 4 Sales","7512.652"
"Furniture","Furnishings","2016 Qtr 1 Quantity","182"
"Furniture","Furnishings","2016 Qtr 1 Sales","4443.782"
"Furniture","Furnishings","2016 Qtr 2 Quantity","237"
"Furniture","Furnishings","2016 Qtr 2 Sales","5300.5"
"Furniture","Furnishings","2016 Qtr 3 Quantity","267"
"Furniture","Furnishings","2016 Qtr 3 Sales","7357.08"
"Furniture","Furnishings","2016 Qtr 4 Quantity","345"
"Furniture","Furnishings","2016 Qtr 4 Sales","10695.842"
"Furniture","Furnishings","2017 Qtr 1 Quantity","183"
"Furniture","Furnishings","2017 Qtr 1 Sales","4973.772"
"Furniture","Furnishings","2017 Qtr 2 Quantity","298"
"Furniture","Furnishings","2017 Qtr 2 Sales","7435.006"
"Furniture","Furnishings","2017 Qtr 3 Quantity","250"
"Furniture","Furnishings","2017 Qtr 3 Sales","6624.128"
"Furniture","Furnishings","2017 Qtr 4 Quantity","359"
"Furniture","Furnishings","2017 Qtr 4 Sales","9785.96"
"Furniture","Furnishings","2018 Qtr 1 Quantity","9"
"Furniture","Furnishings","2018 Qtr 1 Sales","86.788"
"Furniture","Furnishings","2018 Qtr 2 Quantity","8"
"Furniture","Furnishings","2018 Qtr 2 Sales","101.12"
"Furniture","Tables","2014 Qtr 1 Quantity","56"
"Furniture","Tables","2014 Qtr 1 Sales","12153.2555"
"Furniture","Tables","2014 Qtr 2 Quantity","41"
"Furniture","Tables","2014 Qtr 2 Sales","5241.013"
"Furniture","Tables","2014 Qtr 3 Quantity","63"
"Furniture","Tables","2014 Qtr 3 Sales","7967.14"
"Furniture","Tables","2014 Qtr 4 Quantity","107"
"Furniture","Tables","2014 Qtr 4 Sales","20203.193"
"Furniture","Tables","2015 Qtr 1 Quantity","43"
"Furniture","Tables","2015 Qtr 1 Sales","10515.9925"
"Furniture","Tables","2015 Qtr 2 Quantity","43"
"Furniture","Tables","2015 Qtr 2 Sales","7148.8745"
"Furniture","Tables","2015 Qtr 3 Quantity","51"
"Furniture","Tables","2015 Qtr 3 Sales","8362.152"
"Furniture","Tables","2015 Qtr 4 Quantity","101"
"Furniture","Tables","2015 Qtr 4 Sales","13647.1685"
"Furniture","Tables","2016 Qtr 1 Quantity","52"
"Furniture","Tables","2016 Qtr 1 Sales","7000.953"
"Furniture","Tables","2016 Qtr 2 Quantity","93"
"Furniture","Tables","2016 Qtr 2 Sales","15027.991"
"Furniture","Tables","2016 Qtr 3 Quantity","96"
"Furniture","Tables","2016 Qtr 3 Sales","16105.5445"
"Furniture","Tables","2016 Qtr 4 Quantity","104"
"Furniture","Tables","2016 Qtr 4 Sales","22663.267"
"Furniture","Tables","2017 Qtr 1 Quantity","86"
"Furniture","Tables","2017 Qtr 1 Sales","12302.833"
"Furniture","Tables","2017 Qtr 2 Quantity","81"
"Furniture","Tables","2017 Qtr 2 Sales","13892.177"
"Furniture","Tables","2017 Qtr 3 Quantity","80"
"Furniture","Tables","2017 Qtr 3 Sales","11723.058"
"Furniture","Tables","2017 Qtr 4 Quantity","144"
"Furniture","Tables","2017 Qtr 4 Sales","23010.9195"
"Furniture","Tables","2018 Qtr 1 Quantity",
"Furniture","Tables","2018 Qtr 1 Sales",
"Furniture","Tables","2018 Qtr 2 Quantity",
"Furniture","Tables","2018 Qtr 2 Sales",
"Office Supplies","Appliances","2014 Qtr 1 Quantity","34"
"Office Supplies","Appliances","2014 Qtr 1 Sales","1165.968"
"Office Supplies","Appliances","2014 Qtr 2 Quantity","64"
"Office Supplies","Appliances","2014 Qtr 2 Sales","4056.266"
"Office Supplies","Appliances","2014 Qtr 3 Quantity","112"
"Office Supplies","Appliances","2014 Qtr 3 Sales","4644.286"
"Office Supplies","Appliances","2014 Qtr 4 Quantity","95"
"Office Supplies","Appliances","2014 Qtr 4 Sales","3586.985"
"Office Supplies","Appliances","2015 Qtr 1 Quantity","69"
"Office Supplies","Appliances","2015 Qtr 1 Sales","5295.21"
"Office Supplies","Appliances","2015 Qtr 2 Quantity","82"
"Office Supplies","Appliances","2015 Qtr 2 Sales","6091.83"
"Office Supplies","Appliances","2015 Qtr 3 Quantity","74"
"Office Supplies","Appliances","2015 Qtr 3 Sales","3194.118"
"Office Supplies","Appliances","2015 Qtr 4 Quantity","149"
"Office Supplies","Appliances","2015 Qtr 4 Sales","10520.251"
"Office Supplies","Appliances","2016 Qtr 1 Quantity","69"
"Office Supplies","Appliances","2016 Qtr 1 Sales","6502.638"
"Office Supplies","Appliances","2016 Qtr 2 Quantity","98"
"Office Supplies","Appliances","2016 Qtr 2 Sales","6861.766"
"Office Supplies","Appliances","2016 Qtr 3 Quantity","104"
"Office Supplies","Appliances","2016 Qtr 3 Sales","5780.272"
"Office Supplies","Appliances","2016 Qtr 4 Quantity","120"
"Office Supplies","Appliances","2016 Qtr 4 Sales","6778.469"
"Office Supplies","Appliances","2017 Qtr 1 Quantity","130"
"Office Supplies","Appliances","2017 Qtr 1 Sales","9760.174"
"Office Supplies","Appliances","2017 Qtr 2 Quantity","163"
"Office Supplies","Appliances","2017 Qtr 2 Sales","6985.294"
"Office Supplies","Appliances","2017 Qtr 3 Quantity","155"
"Office Supplies","Appliances","2017 Qtr 3 Sales","10578.31"
"Office Supplies","Appliances","2017 Qtr 4 Quantity","209"
"Office Supplies","Appliances","2017 Qtr 4 Sales","15521.024"
"Office Supplies","Appliances","2018 Qtr 1 Quantity",
"Office Supplies","Appliances","2018 Qtr 1 Sales",
"Office Supplies","Appliances","2018 Qtr 2 Quantity","2"
"Office Supplies","Appliances","2018 Qtr 2 Sales","209.3"
"Office Supplies","Art","2014 Qtr 1 Quantity","144"
"Office Supplies","Art","2014 Qtr 1 Sales","961.834"
"Office Supplies","Art","2014 Qtr 2 Quantity","160"
"Office Supplies","Art","2014 Qtr 2 Sales","1085.546"
"Office Supplies","Art","2014 Qtr 3 Quantity","141"
"Office Supplies","Art","2014 Qtr 3 Sales","1264.686"
"Office Supplies","Art","2014 Qtr 4 Quantity","158"
"Office Supplies","Art","2014 Qtr 4 Sales","2706.396"
"Office Supplies","Art","2015 Qtr 1 Quantity","84"
"Office Supplies","Art","2015 Qtr 1 Sales","1035.232"
"Office Supplies","Art","2015 Qtr 2 Quantity","112"
"Office Supplies","Art","2015 Qtr 2 Sales","1115.934"
"Office Supplies","Art","2015 Qtr 3 Quantity","185"
"Office Supplies","Art","2015 Qtr 3 Sales","1808.658"
"Office Supplies","Art","2015 Qtr 4 Quantity","236"
"Office Supplies","Art","2015 Qtr 4 Sales","2313.25"
"Office Supplies","Art","2016 Qtr 1 Quantity","113"
"Office Supplies","Art","2016 Qtr 1 Sales","1315.098"
"Office Supplies","Art","2016 Qtr 2 Quantity","169"
"Office Supplies","Art","2016 Qtr 2 Sales","1396.308"
"Office Supplies","Art","2016 Qtr 3 Quantity","169"
"Office Supplies","Art","2016 Qtr 3 Sales","1358.414"
"Office Supplies","Art","2016 Qtr 4 Quantity","218"
"Office Supplies","Art","2016 Qtr 4 Sales","1826.592"
"Office Supplies","Art","2017 Qtr 1 Quantity","197"
"Office Supplies","Art","2017 Qtr 1 Sales","1552.018"
"Office Supplies","Art","2017 Qtr 2 Quantity","293"
"Office Supplies","Art","2017 Qtr 2 Sales","2369.498"
"Office Supplies","Art","2017 Qtr 3 Quantity","266"
"Office Supplies","Art","2017 Qtr 3 Sales","1941.248"
"Office Supplies","Art","2017 Qtr 4 Quantity","349"
"Office Supplies","Art","2017 Qtr 4 Sales","2972.108"
"Office Supplies","Art","2018 Qtr 1 Quantity","6"
"Office Supplies","Art","2018 Qtr 1 Sales","95.972"
"Office Supplies","Art","2018 Qtr 2 Quantity",
"Office Supplies","Art","2018 Qtr 2 Sales",
"Office Supplies","Binders","2014 Qtr 1 Quantity","166"
"Office Supplies","Binders","2014 Qtr 1 Sales","1771.406"
"Office Supplies","Binders","2014 Qtr 2 Quantity","235"
"Office Supplies","Binders","2014 Qtr 2 Sales","9618.621"
"Office Supplies","Binders","2014 Qtr 3 Quantity","329"
"Office Supplies","Binders","2014 Qtr 3 Sales","19572.448"
"Office Supplies","Binders","2014 Qtr 4 Quantity","341"
"Office Supplies","Binders","2014 Qtr 4 Sales","11921.719"
"Office Supplies","Binders","2015 Qtr 1 Quantity","146"
"Office Supplies","Binders","2015 Qtr 1 Sales","15583.908"
"Office Supplies","Binders","2015 Qtr 2 Quantity","273"
"Office Supplies","Binders","2015 Qtr 2 Sales","7974.273"
"Office Supplies","Binders","2015 Qtr 3 Quantity","383"
"Office Supplies","Binders","2015 Qtr 3 Sales","6844.15"
"Office Supplies","Binders","2015 Qtr 4 Quantity","393"
"Office Supplies","Binders","2015 Qtr 4 Sales","6450.318"
"Office Supplies","Binders","2016 Qtr 1 Quantity","248"
"Office Supplies","Binders","2016 Qtr 1 Sales","7419.996"
"Office Supplies","Binders","2016 Qtr 2 Quantity","383"
"Office Supplies","Binders","2016 Qtr 2 Sales","6084.115"
"Office Supplies","Binders","2016 Qtr 3 Quantity","457"
"Office Supplies","Binders","2016 Qtr 3 Sales","9627.616"
"Office Supplies","Binders","2016 Qtr 4 Quantity","527"
"Office Supplies","Binders","2016 Qtr 4 Sales","27498.922"
"Office Supplies","Binders","2017 Qtr 1 Quantity","351"
"Office Supplies","Binders","2017 Qtr 1 Sales","11317.296"
"Office Supplies","Binders","2017 Qtr 2 Quantity","569"
"Office Supplies","Binders","2017 Qtr 2 Sales","15865.428"
"Office Supplies","Binders","2017 Qtr 3 Quantity","516"
"Office Supplies","Binders","2017 Qtr 3 Sales","26337.221"
"Office Supplies","Binders","2017 Qtr 4 Quantity","615"
"Office Supplies","Binders","2017 Qtr 4 Sales","19280.792"
"Office Supplies","Binders","2018 Qtr 1 Quantity","35"
"Office Supplies","Binders","2018 Qtr 1 Sales","211.24"
"Office Supplies","Binders","2018 Qtr 2 Quantity","7"
"Office Supplies","Binders","2018 Qtr 2 Sales","33.264"
"Office Supplies","Envelopes","2014 Qtr 1 Quantity","34"
"Office Supplies","Envelopes","2014 Qtr 1 Sales","644.508"
"Office Supplies","Envelopes","2014 Qtr 2 Quantity","39"
"Office Supplies","Envelopes","2014 Qtr 2 Sales","752.73"
"Office Supplies","Envelopes","2014 Qtr 3 Quantity","65"
"Office Supplies","Envelopes","2014 Qtr 3 Sales","1114.06"
"Office Supplies","Envelopes","2014 Qtr 4 Quantity","63"
"Office Supplies","Envelopes","2014 Qtr 4 Sales","1281.9"
"Office Supplies","Envelopes","2015 Qtr 1 Quantity","39"
"Office Supplies","Envelopes","2015 Qtr 1 Sales","860.172"
"Office Supplies","Envelopes","2015 Qtr 2 Quantity","43"
"Office Supplies","Envelopes","2015 Qtr 2 Sales","940.922"
"Office Supplies","Envelopes","2015 Qtr 3 Quantity","81"
"Office Supplies","Envelopes","2015 Qtr 3 Sales","1382.384"
"Office Supplies","Envelopes","2015 Qtr 4 Quantity","76"
"Office Supplies","Envelopes","2015 Qtr 4 Sales","1119.822"
"Office Supplies","Envelopes","2016 Qtr 1 Quantity","44"
"Office Supplies","Envelopes","2016 Qtr 1 Sales","775.574"
"Office Supplies","Envelopes","2016 Qtr 2 Quantity","75"
"Office Supplies","Envelopes","2016 Qtr 2 Sales","1247.448"
"Office Supplies","Envelopes","2016 Qtr 3 Quantity","44"
"Office Supplies","Envelopes","2016 Qtr 3 Sales","1450.452"
"Office Supplies","Envelopes","2016 Qtr 4 Quantity","62"
"Office Supplies","Envelopes","2016 Qtr 4 Sales","1527.856"
"Office Supplies","Envelopes","2017 Qtr 1 Quantity","53"
"Office Supplies","Envelopes","2017 Qtr 1 Sales","1368.39"
"Office Supplies","Envelopes","2017 Qtr 2 Quantity","74"
"Office Supplies","Envelopes","2017 Qtr 2 Sales","772.362"
"Office Supplies","Envelopes","2017 Qtr 3 Quantity","63"
"Office Supplies","Envelopes","2017 Qtr 3 Sales","598.706"
"Office Supplies","Envelopes","2017 Qtr 4 Quantity","51"
"Office Supplies","Envelopes","2017 Qtr 4 Sales","639.116"
"Office Supplies","Envelopes","2018 Qtr 1 Quantity",
"Office Supplies","Envelopes","2018 Qtr 1 Sales",
"Office Supplies","Envelopes","2018 Qtr 2 Quantity",
"Office Supplies","Envelopes","2018 Qtr 2 Sales",
"Office Supplies","Fasteners","2014 Qtr 1 Quantity","18"
"Office Supplies","Fasteners","2014 Qtr 1 Sales","47.82"
"Office Supplies","Fasteners","2014 Qtr 2 Quantity","78"
"Office Supplies","Fasteners","2014 Qtr 2 Sales","267.688"
"Office Supplies","Fasteners","2014 Qtr 3 Quantity","80"
"Office Supplies","Fasteners","2014 Qtr 3 Sales","225.008"
"Office Supplies","Fasteners","2014 Qtr 4 Quantity","25"
"Office Supplies","Fasteners","2014 Qtr 4 Sales","120.812"
"Office Supplies","Fasteners","2015 Qtr 1 Quantity","31"
"Office Supplies","Fasteners","2015 Qtr 1 Sales","109.5"
"Office Supplies","Fasteners","2015 Qtr 2 Quantity","40"
"Office Supplies","Fasteners","2015 Qtr 2 Sales","79.806"
"Office Supplies","Fasteners","2015 Qtr 3 Quantity","27"
"Office Supplies","Fasteners","2015 Qtr 3 Sales","76.304"
"Office Supplies","Fasteners","2015 Qtr 4 Quantity","71"
"Office Supplies","Fasteners","2015 Qtr 4 Sales","253.926"
"Office Supplies","Fasteners","2016 Qtr 1 Quantity","44"
"Office Supplies","Fasteners","2016 Qtr 1 Sales","105.036"
"Office Supplies","Fasteners","2016 Qtr 2 Quantity","66"
"Office Supplies","Fasteners","2016 Qtr 2 Sales","204.244"
"Office Supplies","Fasteners","2016 Qtr 3 Quantity","63"
"Office Supplies","Fasteners","2016 Qtr 3 Sales","220.432"
"Office Supplies","Fasteners","2016 Qtr 4 Quantity","122"
"Office Supplies","Fasteners","2016 Qtr 4 Sales","456.11"
"Office Supplies","Fasteners","2017 Qtr 1 Quantity","57"
"Office Supplies","Fasteners","2017 Qtr 1 Sales","172.1"
"Office Supplies","Fasteners","2017 Qtr 2 Quantity","51"
"Office Supplies","Fasteners","2017 Qtr 2 Sales","136.064"
"Office Supplies","Fasteners","2017 Qtr 3 Quantity","50"
"Office Supplies","Fasteners","2017 Qtr 3 Sales","204.388"
"Office Supplies","Fasteners","2017 Qtr 4 Quantity","79"
"Office Supplies","Fasteners","2017 Qtr 4 Sales","308.458"
"Office Supplies","Fasteners","2018 Qtr 1 Quantity","8"
"Office Supplies","Fasteners","2018 Qtr 1 Sales","22.624"
"Office Supplies","Fasteners","2018 Qtr 2 Quantity","4"
"Office Supplies","Fasteners","2018 Qtr 2 Sales","13.96"
"Office Supplies","Labels","2014 Qtr 1 Quantity","68"
"Office Supplies","Labels","2014 Qtr 1 Sales","430.6"
"Office Supplies","Labels","2014 Qtr 2 Quantity","52"
"Office Supplies","Labels","2014 Qtr 2 Sales","753.788"
"Office Supplies","Labels","2014 Qtr 3 Quantity","99"
"Office Supplies","Labels","2014 Qtr 3 Sales","548.11"
"Office Supplies","Labels","2014 Qtr 4 Quantity","89"
"Office Supplies","Labels","2014 Qtr 4 Sales","726.426"
"Office Supplies","Labels","2015 Qtr 1 Quantity","65"
"Office Supplies","Labels","2015 Qtr 1 Sales","1276.768"
"Office Supplies","Labels","2015 Qtr 2 Quantity","63"
"Office Supplies","Labels","2015 Qtr 2 Sales","777.802"
"Office Supplies","Labels","2015 Qtr 3 Quantity","72"
"Office Supplies","Labels","2015 Qtr 3 Sales","705.092"
"Office Supplies","Labels","2015 Qtr 4 Quantity","81"
"Office Supplies","Labels","2015 Qtr 4 Sales","579.27"
"Office Supplies","Labels","2016 Qtr 1 Quantity","59"
"Office Supplies","Labels","2016 Qtr 1 Sales","402.88"
"Office Supplies","Labels","2016 Qtr 2 Quantity","80"
"Office Supplies","Labels","2016 Qtr 2 Sales","1126.196"
"Office Supplies","Labels","2016 Qtr 3 Quantity","115"
"Office Supplies","Labels","2016 Qtr 3 Sales","624.898"
"Office Supplies","Labels","2016 Qtr 4 Quantity","106"
"Office Supplies","Labels","2016 Qtr 4 Sales","664.752"
"Office Supplies","Labels","2017 Qtr 1 Quantity","95"
"Office Supplies","Labels","2017 Qtr 1 Sales","521.882"
"Office Supplies","Labels","2017 Qtr 2 Quantity","100"
"Office Supplies","Labels","2017 Qtr 2 Sales","657.102"
"Office Supplies","Labels","2017 Qtr 3 Quantity","119"
"Office Supplies","Labels","2017 Qtr 3 Sales","1742.436"
"Office Supplies","Labels","2017 Qtr 4 Quantity","130"
"Office Supplies","Labels","2017 Qtr 4 Sales","875.86"
"Office Supplies","Labels","2018 Qtr 1 Quantity",
"Office Supplies","Labels","2018 Qtr 1 Sales",
"Office Supplies","Labels","2018 Qtr 2 Quantity","7"
"Office Supplies","Labels","2018 Qtr 2 Sales","72.45"
"Office Supplies","Paper","2014 Qtr 1 Quantity","204"
"Office Supplies","Paper","2014 Qtr 1 Sales","2493.81"
"Office Supplies","Paper","2014 Qtr 2 Quantity","149"
"Office Supplies","Paper","2014 Qtr 2 Sales","1778.26"
"Office Supplies","Paper","2014 Qtr 3 Quantity","339"
"Office Supplies","Paper","2014 Qtr 3 Sales","4538.458"
"Office Supplies","Paper","2014 Qtr 4 Quantity","303"
"Office Supplies","Paper","2014 Qtr 4 Sales","5614.208"
"Office Supplies","Paper","2015 Qtr 1 Quantity","226"
"Office Supplies","Paper","2015 Qtr 1 Sales","3872.928"
"Office Supplies","Paper","2015 Qtr 2 Quantity","212"
"Office Supplies","Paper","2015 Qtr 2 Sales","2133.456"
"Office Supplies","Paper","2015 Qtr 3 Quantity","249"
"Office Supplies","Paper","2015 Qtr 3 Sales","3754.238"
"Office Supplies","Paper","2015 Qtr 4 Quantity","416"
"Office Supplies","Paper","2015 Qtr 4 Sales","5851.376"
"Office Supplies","Paper","2016 Qtr 1 Quantity","218"
"Office Supplies","Paper","2016 Qtr 1 Sales","2801.906"
"Office Supplies","Paper","2016 Qtr 2 Quantity","373"
"Office Supplies","Paper","2016 Qtr 2 Sales","7334.158"
"Office Supplies","Paper","2016 Qtr 3 Quantity","377"
"Office Supplies","Paper","2016 Qtr 3 Sales","5339.846"
"Office Supplies","Paper","2016 Qtr 4 Quantity","395"
"Office Supplies","Paper","2016 Qtr 4 Sales","5142.092"
"Office Supplies","Paper","2017 Qtr 1 Quantity","298"
"Office Supplies","Paper","2017 Qtr 1 Sales","5012.492"
"Office Supplies","Paper","2017 Qtr 2 Quantity","360"
"Office Supplies","Paper","2017 Qtr 2 Sales","5994.746"
"Office Supplies","Paper","2017 Qtr 3 Quantity","539"
"Office Supplies","Paper","2017 Qtr 3 Sales","7735.84"
"Office Supplies","Paper","2017 Qtr 4 Quantity","509"
"Office Supplies","Paper","2017 Qtr 4 Sales","8806.63"
"Office Supplies","Paper","2018 Qtr 1 Quantity","9"
"Office Supplies","Paper","2018 Qtr 1 Sales","65.062"
"Office Supplies","Paper","2018 Qtr 2 Quantity","2"
"Office Supplies","Paper","2018 Qtr 2 Sales","209.7"
"Office Supplies","Storage","2014 Qtr 1 Quantity","100"
"Office Supplies","Storage","2014 Qtr 1 Sales","11623.356"
"Office Supplies","Storage","2014 Qtr 2 Quantity","118"
"Office Supplies","Storage","2014 Qtr 2 Sales","8713.64"
"Office Supplies","Storage","2014 Qtr 3 Quantity","181"
"Office Supplies","Storage","2014 Qtr 3 Sales","10419.938"
"Office Supplies","Storage","2014 Qtr 4 Quantity","248"
"Office Supplies","Storage","2014 Qtr 4 Sales","17462.02"
"Office Supplies","Storage","2015 Qtr 1 Quantity","139"
"Office Supplies","Storage","2015 Qtr 1 Sales","9884.872"
"Office Supplies","Storage","2015 Qtr 2 Quantity","113"
"Office Supplies","Storage","2015 Qtr 2 Sales","7332.752"
"Office Supplies","Storage","2015 Qtr 3 Quantity","210"
"Office Supplies","Storage","2015 Qtr 3 Sales","13534.212"
"Office Supplies","Storage","2015 Qtr 4 Quantity","209"
"Office Supplies","Storage","2015 Qtr 4 Sales","16141.384"
"Office Supplies","Storage","2016 Qtr 1 Quantity","168"
"Office Supplies","Storage","2016 Qtr 1 Sales","15057.092"
"Office Supplies","Storage","2016 Qtr 2 Quantity","216"
"Office Supplies","Storage","2016 Qtr 2 Sales","14698.95"
"Office Supplies","Storage","2016 Qtr 3 Quantity","209"
"Office Supplies","Storage","2016 Qtr 3 Sales","18169.238"
"Office Supplies","Storage","2016 Qtr 4 Quantity","220"
"Office Supplies","Storage","2016 Qtr 4 Sales","10957.994"
"Office Supplies","Storage","2017 Qtr 1 Quantity","169"
"Office Supplies","Storage","2017 Qtr 1 Sales","9629.276"
"Office Supplies","Storage","2017 Qtr 2 Quantity","207"
"Office Supplies","Storage","2017 Qtr 2 Sales","17365.84"
"Office Supplies","Storage","2017 Qtr 3 Quantity","300"
"Office Supplies","Storage","2017 Qtr 3 Sales","16729.63"
"Office Supplies","Storage","2017 Qtr 4 Quantity","341"
"Office Supplies","Storage","2017 Qtr 4 Sales","25214.54"
"Office Supplies","Storage","2018 Qtr 1 Quantity","10"
"Office Supplies","Storage","2018 Qtr 1 Sales","908.874"
"Office Supplies","Storage","2018 Qtr 2 Quantity",
"Office Supplies","Storage","2018 Qtr 2 Sales",
"Office Supplies","Supplies","2014 Qtr 1 Quantity","2"
"Office Supplies","Supplies","2014 Qtr 1 Sales","238.62"
"Office Supplies","Supplies","2014 Qtr 2 Quantity","25"
"Office Supplies","Supplies","2014 Qtr 2 Sales","154.096"
"Office Supplies","Supplies","2014 Qtr 3 Quantity","54"
"Office Supplies","Supplies","2014 Qtr 3 Sales","13257.026"
"Office Supplies","Supplies","2014 Qtr 4 Quantity","44"
"Office Supplies","Supplies","2014 Qtr 4 Sales","693.178"
"Office Supplies","Supplies","2015 Qtr 1 Quantity","22"
"Office Supplies","Supplies","2015 Qtr 1 Sales","212.25"
"Office Supplies","Supplies","2015 Qtr 2 Quantity","25"
"Office Supplies","Supplies","2015 Qtr 2 Sales","695.114"
"Office Supplies","Supplies","2015 Qtr 3 Quantity","26"
"Office Supplies","Supplies","2015 Qtr 3 Sales","870.88"
"Office Supplies","Supplies","2015 Qtr 4 Quantity","37"
"Office Supplies","Supplies","2015 Qtr 4 Sales","213.14"
"Office Supplies","Supplies","2016 Qtr 1 Quantity","26"
"Office Supplies","Supplies","2016 Qtr 1 Sales","5138.968"
"Office Supplies","Supplies","2016 Qtr 2 Quantity","65"
"Office Supplies","Supplies","2016 Qtr 2 Sales","1852.094"
